componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,winkler,picp,mpiw
FPC 1,2,21,11,train,20,False,0.6393151757849637,0.4779922948660171,0.2380383119298154,0.7514267360493568,0.5481809212514515,0.35912849265156677,0.95,2.6790861688181757,2.7859198699964454,0.95,2.6790861688181757
FPC 1,3,22,12,train,20,False,0.6573761330176395,0.503510185873818,0.23486658718180797,0.7710517831373462,0.5451716079402648,0.37154639606613926,0.95,2.6778833702579137,2.7847170714361833,0.95,2.6778833702579137
FPC 1,4,23,13,train,20,False,0.6354350401369421,0.46902558911796455,0.3234559897008745,0.7926132540779944,0.5593865364026867,0.3567328118159211,0.95,2.679407248459756,2.7862409496380254,0.95,2.679407248459756
FPC 1,5,24,14,train,20,False,0.6332362109176347,0.46271533209068183,0.349245762564391,0.8053699785302304,0.5750381060540657,0.35505730976267397,0.95,2.6823249271139504,2.7891586282922196,0.95,2.6823249271139504
FPC 1,6,25,15,train,20,False,0.6101861339666583,0.4506021488955148,0.28851745378403415,0.7421956530962458,0.5842994758229797,0.3437521322412222,0.95,2.682648465447128,2.7894821666253975,0.95,2.682648465447128
FPC 1,7,26,16,train,20,False,0.6200005242431436,0.4694723045316175,0.1978185158255522,0.7102216997023897,0.5385686262352003,0.35037752053274895,0.95,2.6783117103204135,2.785145411498683,0.95,2.6783117103204135
FPC 1,8,27,17,train,20,False,0.6255063597869112,0.4728192418555757,0.20157722875308703,0.7182133438687814,0.5154209635545614,0.3535107029822532,0.95,2.676384446509183,2.7832181476874522,0.95,2.676384446509183
FPC 1,9,28,18,train,20,False,0.5696657387404287,0.4186372540701496,0.22235105407703404,0.6627755886458329,0.5212259126932312,0.3216388768794789,0.95,2.6779906789585946,2.784824380136864,0.95,2.6779906789585946
FPC 1,10,29,19,train,20,False,0.594876202941801,0.4544077474894058,0.11437772247149225,0.6485456147318313,0.480995576773664,0.33718244911062795,0.95,2.676005311571062,2.7828390127493314,0.95,2.676005311571062
FPC 1,11,30,20,train,20,False,0.5941983768192971,0.4535250624960366,0.2001648887450158,0.6816625360836875,0.47066499131018746,0.33673578186324177,0.95,2.6758896731957793,2.782723374374049,0.95,2.6758896731957793
FPC 1,12,31,21,train,20,False,0.6061492306603118,0.4783736685325188,0.16662068626319204,0.6812341291722973,0.4947091977001305,0.34483953941575407,0.95,2.6769157024100427,2.7837494035883124,0.95,2.6769157024100427
FPC 1,13,32,22,train,20,False,0.6065087914408709,0.47968699901349005,0.15720859015994293,0.6778213553901193,0.494398196175006,0.34520259352857297,0.95,2.6758329153433444,2.782666616521614,0.95,2.6758329153433444
FPC 1,14,33,23,train,20,False,0.6118110242556395,0.48917065581570773,0.1584637752533372,0.6842567463489161,0.49192068938431477,0.34866857185644534,0.95,2.6752601106837393,2.782093811862009,0.95,2.6752601106837393
FPC 1,15,34,24,train,20,False,0.560126506853409,0.4618772638747911,0.24310767312209058,0.6605523947110522,0.496593330293688,0.32432217518951073,1.0,2.6755884544923902,2.6755884544923902,1.0,2.6755884544923902
FPC 1,16,35,25,train,20,False,0.5783778630039529,0.48299214923750144,0.3386255675183305,0.7296694420027477,0.4794106841988765,0.33532619417095705,1.0,2.674422480165959,2.674422480165959,1.0,2.674422480165959
FPC 1,17,36,26,train,20,False,0.5592442583035107,0.4501950168772265,0.4432632426408344,0.7689795376413834,0.5295238617877214,0.32340970943883673,1.0,2.6767093545198444,2.6767093545198444,1.0,2.6767093545198444
FPC 1,18,37,27,train,20,False,0.5902965271540798,0.4923941954879002,0.4866243260072065,0.845260905119833,0.5580574206889014,0.34203410216604707,1.0,2.6783666665107018,2.6783666665107018,1.0,2.6783666665107018
FPC 1,19,38,28,train,20,False,0.5785933506934624,0.4727927886521227,0.5299205822038233,0.8658168182070297,0.6133641629983821,0.3344049987861471,1.0,2.682264282181859,2.682264282181859,1.0,2.682264282181859
FPC 1,20,39,29,train,20,False,0.6714237208293886,0.5456332425235388,0.5080416395688543,0.9821339076083141,0.6282714169802242,0.3834302119663474,0.95,2.684762394577265,3.072869758180081,0.95,2.684762394577265
FPC 1,21,40,30,train,20,False,0.6880796538914027,0.5690363322770747,0.5751670178457793,1.0830981162958224,0.71231502334815,0.39470845482750144,0.95,2.695444017909467,3.083551381512283,0.95,2.695444017909467
FPC 1,22,41,31,train,20,False,0.700693677283784,0.5813540193344549,0.6054329027884708,1.1444740836197866,0.7853110501392208,0.4026049022846875,0.95,2.706813331097364,3.09492069470018,0.95,2.706813331097364
