fpc_1,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1
1.453937477127411,1.4075423966911582,1.2064364878928724,0.5605533831252967
1.5444823082106562,1.453937477127411,1.0640782242107807,0.3897650128481883
1.6200909084817843,1.5444823082106562,1.2703098504690495,0.28769515050565414
1.8463020765682752,1.6200909084817843,0.599004788173628,1.484111949599944
1.748487099256168,1.8463020765682752,1.3722267548165037,-0.10604320546672892
1.4030703898748373,1.748487099256168,1.2324139919640138,-1.2634796132269774
1.335698549043811,1.4030703898748373,0.8663427198297643,-0.08073795190799996
1.267119365516597,1.335698549043811,1.5811395213940649,-0.048193040501876616
1.2965679938027383,1.267119365516597,2.083790308106503,0.8061617079407009
1.2220368404773312,1.2965679938027383,1.9069427513251225,0.06341220445865758
1.081449812347476,1.2220368404773312,-0.13868998255649168,-0.6659668846655662
0.9944728655899335,1.081449812347476,1.3646105961352992,-2.952553978745411
0.8979168416600352,0.9944728655899335,1.0061490643405318,1.0158765610765736
0.8662920632538827,0.8979168416600352,0.032763036536824566,-0.6641040517386947
0.9600182824266811,0.8662920632538827,-0.0528231816888922,-0.5497617408239156
1.018867215214848,0.9600182824266811,1.422694726719728,1.1980705523559478
1.1308991858788993,1.018867215214848,0.01576712837723594,0.33652391219958405
1.1165628598746409,1.1308991858788993,0.4596864566613949,-0.561118068945589
1.1938276663538083,1.1165628598746409,0.759137649723988,1.5367811133282163
1.1598068268111568,1.1938276663538083,-1.0009456063092492,-0.7197981756897092
0.9918890876338091,1.1598068268111568,-0.5950440729832739,-0.623722278797526
1.0387830646971241,0.9918890876338091,-0.16289121838633822,0.25568195395697385
0.9115630145129,1.0387830646971241,-0.6949363260484044,0.3216192352103793
1.0103322866352376,0.9115630145129,-0.48771661494846463,0.746003050356091
1.1004989420532636,1.0103322866352376,-1.0864137946480905,0.560589833363516
1.121877913475766,1.1004989420532636,-1.7112699370750581,0.08643100872519054
0.7849032222371483,1.121877913475766,-1.0446208867298832,-2.1648253032342355
0.5453738382517096,0.7849032222371483,-1.037271796629247,-2.0626948741546163
0.48552662939161456,0.5453738382517096,0.06156167401552436,0.8998114101705397
0.4750187803807126,0.48552662939161456,-0.11086635865744988,0.9109388946811414
0.4315768912282121,0.4750187803807126,-0.6237533211057241,-0.21296984845560113
0.46669810641281667,0.4315768912282121,-0.8588989480792537,-0.3320198994140299
0.4184687947879719,0.46669810641281667,-1.3906291421922974,0.6085887755538604
0.3890905633029738,0.4184687947879719,-1.9790187962888708,-0.36769203002164547
0.27456777259615295,0.3890905633029738,-1.4410441335373736,0.2948310534910706
0.26886969059948107,0.27456777259615295,-0.48405390055666153,0.45658931067545977
0.2962792452975914,0.26886969059948107,-0.8261080569910341,0.9060241944764
0.3256665170594853,0.2962792452975914,-1.2217187848410473,1.8350870712530822
0.1515205681347912,0.3256665170594853,-0.681404994036338,-1.0388846505318037
0.01940698702673933,0.1515205681347912,0.628850578061658,-0.7469097257003181
-0.022695852696241046,0.01940698702673933,0.40920104134205454,-0.29685830600547175
-0.0262191400083338,-0.022695852696241046,0.621037451600909,-0.0333553508043184
-0.11349744480812725,-0.0262191400083338,-0.6827662874109061,-0.4252405751422128
-0.10722704979596358,-0.11349744480812725,-0.675396551866386,-0.34802661311394495
-0.030855619856419037,-0.10722704979596358,-0.7919549726384407,0.3833639691131842
0.001962993272225716,-0.030855619856419037,-1.3134489233807465,0.346167503978691
-0.002853089299365006,0.001962993272225716,-1.832111059346555,-0.020320905974260808
-0.1061722961617361,-0.002853089299365006,-1.5293116100457174,-0.22179426879492745
