componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,M
FPC 1,2,21,11,train,20,False,0.9267891056379697,0.7760955713075012,0.2983434135703408,1.1351593071103654,0.5110448977298694,0.5342416451589669,0.9,2.981330138668418,M=3
FPC 1,3,22,12,train,20,False,0.926147026740634,0.7752491649234399,0.3203376741412588,1.1525812108086144,0.6744035165573057,0.5358552139909771,0.9,3.022548850439489,M=3
FPC 1,4,23,13,train,20,False,0.915301810240965,0.7538708516786384,0.3729637641171635,1.1859222004218786,0.6896471584994561,0.5250661830857564,0.9,3.025247326903045,M=3
FPC 1,5,24,14,train,20,False,0.9592935622258887,0.8024384630912349,0.4086977377987496,1.2799262822507722,0.7120154292357648,0.5599400345717193,0.9,3.0326956847682593,M=3
FPC 1,6,25,15,train,20,False,0.8852322863847119,0.7497488086409498,0.4887608212830995,1.270232962081099,0.7883425622285755,0.5108016141540677,0.95,3.0557444870844486,M=3
FPC 1,7,26,16,train,20,False,0.8239198414777578,0.6803981213676157,0.5839440150745601,1.3105309205139033,0.8391880470613794,0.47479156643522125,0.95,3.025700023025274,M=3
FPC 1,8,27,17,train,20,False,0.8330574417434161,0.6891117195262011,0.6102889261746004,1.3691208123919432,0.8718834597283742,0.4807716811121906,0.95,3.0354814847186207,M=3
FPC 1,9,28,18,train,20,False,0.8311996480126249,0.6817618936583358,0.6286477817844334,1.399427928033243,0.9151294610266457,0.47932987138396455,0.95,3.0660653658583765,M=3
FPC 1,10,29,19,train,20,False,0.8301824245361049,0.6740214559419728,0.6338872477673578,1.407681179184207,0.9349966006864158,0.47898142640382063,0.95,3.0820018228888513,M=3
FPC 1,11,30,20,train,20,False,0.8286712308830462,0.6723825238309892,0.6270732560077384,1.3922226477498862,0.9364400209748774,0.47686811989842737,0.95,3.093228232637048,M=3
FPC 1,12,31,21,train,20,False,0.832598400367767,0.6754334040615907,0.59031876398181,1.3345988090481755,0.9215976010211377,0.47864422852137933,0.95,3.100392997525632,M=3
FPC 1,13,32,22,train,20,False,0.8501362474823595,0.7104898796384599,0.5691740338453126,1.328849495152138,0.9020871551012543,0.48914528332530366,0.95,3.1060410653799773,M=3
FPC 1,14,33,23,train,20,False,0.7735047460240382,0.6646441220598359,0.5013645655117973,1.123853264340021,0.8942712777129803,0.44415543508528776,1.0,3.1504401214793325,M=3
FPC 1,15,34,24,train,20,False,0.7593055613787235,0.6496054395743742,0.5129634828764513,1.1162822411000464,0.8402933262094914,0.434018255552883,1.0,3.149295161254704,M=3
FPC 1,16,35,25,train,20,False,0.7754721272135582,0.665831568654119,0.3755706170891494,1.0068452476289527,0.8297905793596766,0.4480075780134759,1.0,3.2064147688075906,M=3
FPC 1,17,36,26,train,20,False,0.7733079634751842,0.6543109722509017,0.18454321979682364,0.8785979909723983,0.7527225873068587,0.4463052767408218,1.0,3.2085680198296913,M=3
FPC 1,18,37,27,train,20,False,0.7757376312025995,0.6633058968134378,-0.16946072682512892,0.7359702107835994,0.6674495609142673,0.44815657444600754,1.0,3.2076458651944995,M=3
FPC 1,19,38,28,train,20,False,0.7652849189823203,0.6529773321431731,-0.30818816187349474,0.6864774014239402,0.5710220193627511,0.4401218703716744,1.0,3.210116535238922,M=3
FPC 1,20,39,29,train,20,False,0.7559354133094761,0.6296892658757446,-0.3162470643181656,0.6760116506139437,0.5302171866744787,0.4327991200657316,1.0,3.2145697327330716,M=3
FPC 1,21,40,30,train,20,False,0.7395355966994165,0.6128803155263506,-0.23697061728416324,0.682209226416778,0.5214221667200752,0.4215189121481437,1.0,3.2173596800491224,M=3
