fpc_1,fpc_1_lag1
0.4226506817306588,0.45758977438161186
-0.6946348831854375,0.4226506817306588
-0.9427301870757453,-0.6946348831854375
-2.2848641581504974,-0.9427301870757453
-1.886144181313206,-2.2848641581504974
-0.3214854508775678,-1.886144181313206
0.9721662690252427,-0.3214854508775678
0.49380424229926917,0.9721662690252427
-0.31807498909439114,0.49380424229926917
-0.29535098340289023,-0.31807498909439114
-0.1658394516713218,-0.29535098340289023
-0.517527900632745,-0.1658394516713218
1.0990080243739122,-0.517527900632745
0.3257668552729046,1.0990080243739122
-0.650311227811866,0.3257668552729046
-0.579353464308892,-0.650311227811866
-1.158033573894573,-0.579353464308892
-1.0173568121534955,-1.158033573894573
-0.5531954396341321,-1.0173568121534955
-1.1944406822184326,-0.5531954396341321
-1.7919191677369433,-1.1944406822184326
-1.4756303244515383,-1.7919191677369433
-1.345601710938294,-1.4756303244515383
0.13899214245738084,-1.345601710938294
0.5548159626119622,0.13899214245738084
-0.9586431052662479,0.5548159626119622
-0.7040063490684902,-0.9586431052662479
0.2487076658265532,-0.7040063490684902
0.5663042094525893,0.2487076658265532
-0.34525277971346635,0.5663042094525893
-0.5758474687681157,-0.34525277971346635
-0.029346062214118396,-0.5758474687681157
0.8215822406661111,-0.029346062214118396
1.25386015479935,0.8215822406661111
0.7648366833782217,1.25386015479935
1.3875335509457445,0.7648366833782217
1.0367236866441203,1.3875335509457445
2.36698729067194,1.0367236866441203
2.363745528502944,2.36698729067194
2.502344178670424,2.363745528502944
2.1550631255008184,2.502344178670424
1.9156679838518944,2.1550631255008184
1.3761556908471855,1.9156679838518944
2.1480060612403444,1.3761556908471855
1.9619821104821997,2.1480060612403444
1.4109599563231427,1.9619821104821997
1.5643851762017924,1.4109599563231427
0.581270187704562,1.5643851762017924
0.2885214281388629,0.581270187704562
-0.04032049868041571,0.2885214281388629
-0.926557090683659,-0.04032049868041571
0.25244008688296415,-0.926557090683659
1.3935339262853603,0.25244008688296415
1.627471810559972,1.3935339262853603
1.4713432889753453,1.627471810559972
1.0033832119302217,1.4713432889753453
0.45386469014851116,1.0033832119302217
-0.31816263867450656,0.45386469014851116
0.04856904328191664,-0.31816263867450656
0.10957479443451325,0.04856904328191664
0.1962153975077796,0.10957479443451325
-1.0665096567540322,0.1962153975077796
-0.016457837137352677,-1.0665096567540322
1.5410990174082282,-0.016457837137352677
1.1162305383170128,1.5410990174082282
0.7277659915739773,1.1162305383170128
0.0659580266164273,0.7277659915739773
0.057796573934849965,0.0659580266164273
-1.4346895190010613,0.057796573934849965
-0.5493460118739483,-1.4346895190010613
-0.9578992090902,-0.5493460118739483
0.2491403089520089,-0.9578992090902
-0.22732686180373585,0.2491403089520089
1.3368859431897422,-0.22732686180373585
0.4073747389328876,1.3368859431897422
-0.038756618468684376,0.4073747389328876
-0.29933995500027544,-0.038756618468684376
0.2955336035995609,-0.29933995500027544
-0.05587085842601454,0.2955336035995609
0.15828641179105304,-0.05587085842601454
-1.3998666742662047,0.15828641179105304
-0.9591674408169628,-1.3998666742662047
0.33523567961674233,-0.9591674408169628
0.7352646581144943,0.33523567961674233
1.5736792978433183,0.7352646581144943
0.7042862747925335,1.5736792978433183
0.7525619502476373,0.7042862747925335
1.3108654137387343,0.7525619502476373
1.1953272783019169,1.3108654137387343
-0.3848950704379128,1.1953272783019169
0.055281446493960586,-0.3848950704379128
0.6520153704565577,0.055281446493960586
-0.22693218575224688,0.6520153704565577
1.183250530543449,-0.22693218575224688
2.338290082218262,1.183250530543449
1.127595263656091,2.338290082218262
0.8731298162858272,1.127595263656091
1.1126828983617303,0.8731298162858272
0.721064523911849,1.1126828983617303
0.6728809562828926,0.721064523911849
0.8241560413179695,0.6728809562828926
-0.12629643421465542,0.8241560413179695
-0.633694346009523,-0.12629643421465542
-1.5538421646862088,-0.633694346009523
-0.5124612183716583,-1.5538421646862088
0.31812740516209376,-0.5124612183716583
-0.900103197473097,0.31812740516209376
-0.32200860579076973,-0.900103197473097
-0.9144263998498483,-0.32200860579076973
-0.4278643087985645,-0.9144263998498483
-0.9392949281321057,-0.4278643087985645
1.0432378340307054,-0.9392949281321057
-1.376310387892489,1.0432378340307054
-0.24035502422308505,-1.376310387892489
0.8050572178467283,-0.24035502422308505
0.37730521404833817,0.8050572178467283
0.4673561384903617,0.37730521404833817
-0.585496645612038,0.4673561384903617
0.17239902338814425,-0.585496645612038
0.3441860341296312,0.17239902338814425
1.7204138794277688,0.3441860341296312
0.8912394932818759,1.7204138794277688
-0.6194338086808554,0.8912394932818759
-1.2257350596042773,-0.6194338086808554
-0.890110464731121,-1.2257350596042773
0.023742577981371322,-0.890110464731121
1.596480118801445,0.023742577981371322
1.4169269790664603,1.596480118801445
1.8901263389143295,1.4169269790664603
0.5265675577248995,1.8901263389143295
0.19548421007626765,0.5265675577248995
-1.4250180273351498,0.19548421007626765
-0.4872894859455292,-1.4250180273351498
-0.7465254318457607,-0.4872894859455292
