g_0001,g_0002,g_0003,g_0004,g_0005,g_0006,g_0007,g_0008,g_0009,g_0010,g_0011,g_0012,g_0013,g_0014,g_0015,g_0016,g_0017,g_0018,g_0019,g_0020,g_0021,g_0022,g_0023,g_0024,g_0025,g_0026,g_0027,g_0028,g_0029,g_0030,g_0031,g_0032,g_0033,g_0034,g_0035,g_0036,g_0037,g_0038,g_0039,g_0040,g_0041,g_0042,g_0043,g_0044,g_0045,g_0046,g_0047,g_0048,g_0049,g_0050,g_0051,g_0052,g_0053,g_0054,g_0055,g_0056,g_0057,g_0058,g_0059,g_0060,g_0061,g_0062,g_0063,g_0064,g_0065,g_0066,g_0067,g_0068,g_0069,g_0070,g_0071,g_0072,g_0073,g_0074,g_0075,g_0076,g_0077,g_0078,g_0079,g_0080,g_0081,g_0082,g_0083,g_0084,g_0085,g_0086,g_0087,g_0088,g_0089,g_0090,g_0091,g_0092,g_0093,g_0094,g_0095,g_0096,g_0097,g_0098,g_0099,g_0100
0.5737707134688643,0.6323628773039787,0.7116136794068599,0.804548150894602,0.9060643429152098,1.0055532903630644,1.0909192459218335,1.1593610508152155,1.2189866150095685,1.2770273244557901,1.324654012757823,1.3404075962502733,1.3148321047193217,1.265769019712958,1.2256190697962146,1.2197734160343414,1.2559764813654564,1.3245707819571748,1.4059890841397011,1.479407844758867,1.5263720669193521,1.5338105136126812,1.5008928767360878,1.443183326504912,1.390640731494524,1.3752356146585285,1.407453055091011,1.4671470791284507,1.5267397452560867,1.577612637061764,1.6230481761264772,1.6552285059550527,1.6536917618321898,1.6039941105716489,1.5138391348859648,1.4150825046393267,1.349945484339493,1.3471264317496252,1.4075933697866367,1.5101609140997472,1.6276638625546525,1.7385883805493807,1.8269556945087682,1.87902042264971,1.8898936012538985,1.871621424568007,1.8461893488045997,1.8339467647767722,1.8474157030151925,1.8835871050396185,1.9216989796894817,1.942068442934266,1.948896938769824,1.963722180263345,1.9981503253386717,2.043529084922044,2.0893030810072046,2.14397161869063,2.2292168651415962,2.350569486455716,2.4819279940113095,2.5892108356012247,2.6644510731907998,2.7285349568257904,2.804160871884757,2.894452463751162,2.9872701370239945,3.069221543378119,3.1264716336960703,3.1388899426202475,3.089933271557043,2.9850150270956886,2.853118787644559,2.733490572996457,2.6597568716551807,2.6366550521962115,2.6235904149802454,2.5642871715139974,2.4500948054402687,2.3421859422581655,2.316878495138597,2.3918543330403237,2.5131859714747637,2.6135126262470454,2.6732633520764675,2.7196597702526955,2.780084695284663,2.851459105018558,2.90688608299001,2.916335949568553,2.863624272582864,2.7599162073809413,2.6459759005648213,2.570650032856088,2.5557077812502613,2.584790814239082,2.63127602389475,2.6838682563409004,2.739336823275961,2.7871365433024717
0.7682043349180413,0.8194127891088374,0.8897292634072079,0.956911386630655,1.0086663207279827,1.0446666120640928,1.07234810182109,1.0973267329874279,1.1139492519937566,1.1116015942414759,1.0855125904292102,1.03169881445721,0.9460098849798328,0.8449661338106509,0.7762625462787192,0.7899326188574446,0.896935395761334,1.0579782159345759,1.216732341374212,1.3459220118552981,1.4551023574752537,1.5557935177385271,1.6385812776500075,1.6898780658703525,1.7099664091035185,1.7005460981486007,1.6502464848324,1.5548425228090668,1.4492918841989415,1.3957504280989248,1.4273553277146975,1.5154446540058886,1.602388194140975,1.6562219292368932,1.684194239394069,1.7053368561162405,1.7297498586072133,1.7649472457854938,1.8219124978596932,1.8999423410587593,1.974974033257562,2.0193310211200015,2.0261458569963264,2.002346323382951,1.9532999697456341,1.8930022946394165,1.8525119594753168,1.8523219047601465,1.873394557912253,1.8792026847746628,1.8648113931581447,1.8652649034799995,1.9129454409552384,2.004244339522471,2.1146693293243004,2.2272013081481483,2.3272181914641967,2.3878562875252207,2.395509880610515,2.3915660441862343,2.4547471269891057,2.622018365957193,2.8404206557504788,3.0115601451742657,3.0783652505710295,3.061483644603422,3.0203113351392283,2.9965966984919485,3.003417081815814,3.049599045859651,3.141979750112011,3.2518152277555235,3.301861629756251,3.2187711024044683,3.0089714082525867,2.7692060831137075,2.6097061822005307,2.568558258978029,2.600422018200804,2.636928507780458,2.6471248868788333,2.642116975950101,2.6370754058865598,2.6268873282402208,2.6015883222033023,2.570118088411286,2.5609982735014185,2.603744704846459,2.703857017500713,2.8233217546579024,2.8954697280236483,2.879639389818144,2.800949465432801,2.7257859119046355,2.7040599271022256,2.740177350771072,2.804827623029952,2.863701358683983,2.9017840719870844,2.9292492661338816
1.215248521201071,1.2317422190808167,1.2390515088232439,1.218004112628006,1.1607813013317647,1.0838208777551182,1.0272542491476593,1.027582662593139,1.0765142577815412,1.1185204522239691,1.109250681779693,1.0676783994664925,1.0524816723173414,1.0969888619252188,1.187901108156866,1.3030731251090097,1.4432039532777976,1.6091382694945788,1.7619016911343346,1.8378751037383343,1.8138567226777318,1.734565092735533,1.663488378060607,1.623463072836681,1.5956360911112357,1.5591079962536247,1.5127187613192232,1.4618110535546969,1.4029410021500262,1.3334915081478138,1.269095333707893,1.23622899427588,1.2452125007424941,1.2842093625608146,1.3433468699027578,1.4288476572209317,1.5468532277719915,1.6883801623349963,1.8355568709272556,1.9701843280196096,2.07278128607141,2.125411244841338,2.1241135223742194,2.0822729169106253,2.0188140457067623,1.9527642014213016,1.9106603007843586,1.9201811639932638,1.9840527210625274,2.0728857287622824,2.1568875556463922,2.2357347276414044,2.3273179328068467,2.435071055640339,2.534184525833321,2.588252734741344,2.5817398652687844,2.540933371541495,2.5167923274806636,2.537812765301473,2.5847201283512238,2.6180952465881364,2.6254021109835177,2.6337102389027374,2.6777401177507074,2.75818657693796,2.831567977952995,2.841371829716427,2.7640156930312285,2.6331975848140443,2.52279438727415,2.498861658723401,2.575993030908104,2.7097690246102824,2.830671891527484,2.895542086110499,2.9142659250456906,2.9206188504390584,2.919099648969461,2.8801775134456133,2.7901332137305586,2.682766574589193,2.611996408073726,2.6039567815327413,2.641350569399642,2.689020469707546,2.7268944174848535,2.7554597717386073,2.780367734713576,2.80863509840387,2.8566125622512155,2.939308432000046,3.0448855938533312,3.1361053759738686,3.183897983245121,3.187076575498028,3.1594537482802094,3.115916349143458,3.0751282155841655,3.0606484969299808
0.5980761617497592,0.5977740200803584,0.5930198182632154,0.5944897194717611,0.6122538752666026,0.6631599250498837,0.7634671133523673,0.9121467957441436,1.0833120353428867,1.2347013490282557,1.328107443476387,1.350498612109992,1.3230242179434437,1.2889540043375212,1.2830440612242433,1.3055164138466107,1.3281991509955928,1.3259089053179003,1.2992495539762716,1.2721206375746803,1.2722471996553668,1.3118364269761875,1.3825687932172022,1.4655864618074363,1.546827620271382,1.6218949989118991,1.6803702272883243,1.6922163608521708,1.6261987643227827,1.4887675442148327,1.3385698253467302,1.2541444799404264,1.2809221682598189,1.4040217876745589,1.567354305380187,1.7158683979413079,1.8215030982958593,1.8780941186295008,1.8848493260507644,1.8431245019247864,1.7678814751840068,1.6916007438270428,1.6472998149626616,1.648682569460439,1.6886666967456845,1.7518230168199938,1.82295394925688,1.8893668959919467,1.9446096424120871,1.9900665624021185,2.030984119276309,2.07835493589231,2.1498828773217356,2.245720452136181,2.3253936738925516,2.34435577552803,2.3195007397945977,2.3254360323811962,2.4147600748637346,2.564153930325604,2.7028806091772157,2.771499563981413,2.7481725933800227,2.645277851469947,2.5054442674267046,2.3912344474205125,2.3523710917121505,2.393157691819378,2.478014244481729,2.5667292772881587,2.6381083297603913,2.689756920190964,2.7299900175708762,2.7693025366104345,2.8098347056808293,2.838731343517862,2.831721731788854,2.7683462473922575,2.6502905857317414,2.5045835125009335,2.370050176790226,2.2844283743943934,2.2744908408359383,2.342292752809097,2.4632386198141023,2.6097726702481387,2.770742480375178,2.933606793705654,3.0602284522202754,3.1095332146193844,3.0803260429444457,3.0057050606018163,2.9128199596583175,2.813113176923012,2.7221482032194957,2.6626311842467456,2.646672664619078,2.6675165089176565,2.7065384142372055,2.741569061517444
1.2124991203416582,1.128951747088924,1.0284556980414643,0.972332742234391,0.9745027821563054,1.0164890957907184,1.0869288448810157,1.1749639065592916,1.2412494967903913,1.2444284171878284,1.1986908311836881,1.167577200906336,1.1948854160372064,1.2668894479986883,1.3460931056043999,1.4187738145820121,1.497070221492321,1.5854657525752052,1.6634207856313856,1.706732011412889,1.7127342052967633,1.6919703164593238,1.6473935707674958,1.585867789747879,1.5444628253795152,1.5732955374124018,1.6761119891307865,1.7883735833315062,1.8328216823854488,1.7839027206016806,1.666756433440509,1.5176179032601385,1.369824109925003,1.2645402756007866,1.244930027792487,1.3268015493957728,1.4788325787394982,1.6392004352494738,1.756642786139352,1.8161071406671903,1.8289883988075823,1.8153737767076814,1.8045965770700225,1.8310485068790285,1.8969133274829222,1.949417470348688,1.9310709796681191,1.8497601056698092,1.7716324512495418,1.75430945249156,1.8083555556460282,1.9087426405314014,2.017912015155194,2.103816425947398,2.156364833165335,2.1846900689327944,2.1893648179391074,2.150050889586234,2.0588457616181484,1.9567965172758446,1.9162656483862084,1.9846904365237907,2.150404799223712,2.3565804573498697,2.5399823456524957,2.6643394033965544,2.7299698597908413,2.759146023389836,2.7743648637510816,2.785099084560974,2.78761952716461,2.7796275894218456,2.7732829560543446,2.7789291635676756,2.7824221463940035,2.7632194129587186,2.7303117704072,2.7152503545291986,2.7345410252739826,2.7769258918145328,2.81871772647267,2.8391595302915027,2.831146152936345,2.808733410500501,2.7997331000917134,2.8255177475517215,2.884955085655398,2.9521676602567224,2.9900517258620134,2.9734933740809644,2.9062495744361727,2.817414953545802,2.7442531922671165,2.720257627613117,2.770607084309937,2.901146774188862,3.0843947473421203,3.2677521295036676,3.4069660428686346,3.4898247711054906
1.1890544466595845,1.2317087811637828,1.2830233592063673,1.3312788537701363,1.3950927632318764,1.4842218944327366,1.5592034941490693,1.5566005265760356,1.4526330593101897,1.288833353898472,1.1447600832920797,1.097880003143108,1.1928748837187633,1.4179380979149538,1.6957098944054214,1.9101846154137538,1.9756372395863289,1.9002983073191095,1.7758490077594151,1.6967160306428155,1.6961112536929166,1.7538857907883645,1.8380147822391273,1.9253298400868972,1.9977672013467962,2.036239227123102,2.0260966482117424,1.97188158256948,1.9007229513074395,1.8410320374907303,1.7995790607232631,1.7650379481647782,1.7272239424527003,1.684642425456023,1.6401421098738809,1.6013000962070718,1.5853644978537305,1.6108946545161307,1.6778106151596912,1.7639483570445207,1.8431607263411989,1.897038299908725,1.9129112657613105,1.887757384810382,1.8366211993458288,1.785165755863312,1.7484761077972073,1.7243568568262162,1.712117369023408,1.7287582482611394,1.7975852411313629,1.922139825974177,2.0738214894245135,2.204844636035663,2.2805684688128633,2.306501875632018,2.3211038797324592,2.3563044493050547,2.4103792080542528,2.4667300911285155,2.5280093876888508,2.612871503937995,2.720128755613238,2.8134381716988357,2.852823193181356,2.8384842536985095,2.810712192647016,2.8007904826782783,2.797454176402277,2.7766071441026843,2.7491128837442536,2.75112985927794,2.790975554993169,2.8299877641447218,2.820352067904707,2.7487111023844295,2.641060505990375,2.537325857945712,2.468639808493824,2.4520964464871557,2.4927080721456814,2.58376661214408,2.707488534276209,2.837243852306589,2.944297441188015,3.013906150820723,3.054120329546396,3.0775798034244586,3.0757001939667337,3.0258421979009933,2.9265624824050556,2.8125897207388704,2.732299385246038,2.721114146481197,2.793004810872574,2.9373582718198126,3.1170883670339093,3.284089438474711,3.4067008735836444,3.4789380735461153
1.5062316157340225,1.4690364402253442,1.3765892659551475,1.259102736760723,1.175473457499073,1.1818904404933912,1.2868354682264223,1.445432024299506,1.5925541903250395,1.670855938905309,1.6457058701737357,1.5223184910861367,1.3523210494777025,1.213137677796205,1.170495018097822,1.2444973050275994,1.4021592141597226,1.5828693825707383,1.7319421263421433,1.8170264984482263,1.830847750252329,1.7876382936044182,1.7149684035671533,1.6519630462060106,1.6460746528725727,1.7284318993175085,1.884058502499828,2.0546979578772357,2.174324169696365,2.205362320752831,2.154424400869025,2.061199138605417,1.9701693644808795,1.9085841375150072,1.8853283017017648,1.8962916960176577,1.9227429158261617,1.9308500059394191,1.8886354592340349,1.7976027715014735,1.7061900834466863,1.6779942052260624,1.7355092298794472,1.8413321706699495,1.9388678786155769,2.0010819126296733,2.0348922084152563,2.048840832535733,2.0321680728287608,1.9821488839400707,1.9485562087230288,2.0128336202974304,2.1962995982646976,2.4138250762057476,2.5502105616138775,2.5678659784076805,2.520198378378041,2.4832261819050703,2.4955999814302174,2.548448817165564,2.6086391173222596,2.644460806866474,2.638638613385854,2.595650480370633,2.545398384539058,2.5286669482135613,2.5673806549433573,2.652420293599798,2.7580150197494504,2.8582180462832985,2.931995258869561,2.967655652881802,2.9663553635778657,2.9354227263873143,2.876468162124676,2.7839311292671467,2.663962817523473,2.5557216115964247,2.516273120101487,2.574809709066094,2.712903823515529,2.884831690078049,3.0365262877441594,3.1130256707031814,3.079162328789021,2.9469601547772926,2.774654844336452,2.6330379433677633,2.5655287141816827,2.5733827235057287,2.638811241324577,2.7566308370627453,2.923563025616496,3.092520315419968,3.173740500856139,3.111169392762674,2.9413791221377363,2.7585198252867293,2.635293754143275,2.5911262366722534
1.8216866109117325,1.6837780830381819,1.464022990284403,1.250229623325422,1.0917264690006911,1.0091987503503184,1.0187995242120538,1.1252667180397675,1.3071685897316352,1.5246855500913188,1.7358771096625345,1.9011221130350717,1.985950339173509,1.9756333092618568,1.8850278218961347,1.7455436791190373,1.5877885708865282,1.4442353444715736,1.3530135692347776,1.3390805446629463,1.3950091593379412,1.4869251257444815,1.5757972860746927,1.6382946933497204,1.6815631648191143,1.7355879957173501,1.8223357622758962,1.9337420434033255,2.03890468988856,2.103991492481195,2.1018031974532887,2.014643470629336,1.8509947115504386,1.6682096596874079,1.557134529865476,1.575447957295808,1.6952573611010524,1.8291864102073325,1.903248112781154,1.8987549562051629,1.8452879383639296,1.7949676304162525,1.7949556891588985,1.8630643021001558,1.9809166274999686,2.1094675384388557,2.210002558502726,2.2598415906523144,2.2660759073792183,2.264030985254219,2.286449873361433,2.3334536278337574,2.383613463002013,2.430470991809593,2.4882697615081133,2.5587134569169647,2.6159318864987853,2.6393429407011997,2.6435301188513236,2.6548019331396113,2.6697613413853523,2.661163334818405,2.6204268928184957,2.5721969725599427,2.5443221763180994,2.537094674948044,2.5327121516710265,2.530148714789513,2.553674490587458,2.621405933422923,2.7175927985656045,2.804333262635379,2.8515434749017383,2.8521734242392767,2.823588305634345,2.7986173079884153,2.799464921205031,2.8124326741130776,2.798929405643818,2.74080984144023,2.6692669680364727,2.6384736344848703,2.6721104147591688,2.7391126348658816,2.7827883683075187,2.779910516043322,2.769970534569242,2.8085509085361546,2.8861259889961373,2.9210524307254726,2.851662971949275,2.710055197787752,2.586462010098604,2.54576634114584,2.5957996569079236,2.7073404034314565,2.835226278074064,2.934907289305194,2.988782973370295,3.017934531181596
1.7207366493306604,1.6620357789752567,1.581835041947831,1.5200354955658093,1.4662437454215953,1.3916399878398142,1.2963464125325785,1.2151482709647556,1.1906673717657446,1.2500543400189787,1.3934761436033316,1.5818242984550797,1.7384487989076116,1.794205053922042,1.7409299422691118,1.6197632462328808,1.4645495298544995,1.2950769326138727,1.1566620335709104,1.1140422549341067,1.191923533912612,1.3530395019752834,1.540875806153695,1.7168339221552777,1.8515700628112457,1.9149295674785303,1.8990214620123678,1.8377408743974462,1.7815084753962873,1.753399583718185,1.7437013227111477,1.7426849296228095,1.7578049548433083,1.7933345946187726,1.830854595762299,1.8437532017592142,1.82551408458836,1.7966671152760316,1.786940521995993,1.8164721613755304,1.8931937242395251,2.017495584631597,2.1733634529497614,2.3157432373064193,2.386185500863225,2.360192292361224,2.2809116483788783,2.2315934098966896,2.2621469376287933,2.346668398691904,2.4226598487135873,2.4607530258629593,2.4799646827343116,2.509182758443432,2.5591698369463383,2.6227449649893186,2.6771486053217024,2.6913664043475114,2.6545552480425987,2.595892625649236,2.557719975881844,2.5519708781341777,2.5590227589122545,2.5646385227789086,2.577549543879726,2.6102238184999957,2.662937112450288,2.732608790821915,2.817818316786584,2.9015240520743864,2.944496804825313,2.917299648840772,2.835623067824329,2.7479121607312016,2.687958576435208,2.649553250312282,2.602924073270677,2.523950233220881,2.4173451166206372,2.3273986768579262,2.317156745415766,2.4176821032730746,2.5962754057556916,2.7783606705528507,2.8939947438823532,2.9052229441978503,2.8115102346506498,2.650635037216243,2.4948141779440367,2.4275541624046313,2.49617431375776,2.6714253927555056,2.8660789997577254,3.010467769395947,3.101496170146473,3.168986430468233,3.2216131148912064,3.250598546953126,3.263616701038757,3.2849884939908263
1.3305917406115504,1.3323517486722123,1.3467783896326468,1.3919186137182027,1.456920808013899,1.5321102603765575,1.6267281850297948,1.7425364893342246,1.8478455580088564,1.8917536911846786,1.8421534908069233,1.7132108029590642,1.5599729669759,1.4393854624862548,1.37054788978346,1.3332302290789766,1.3017120571782694,1.270909728005189,1.2497910426360115,1.2424306405916252,1.2468421844954165,1.2663330950388105,1.3107728839860153,1.3858777275087455,1.487427145827168,1.6053872947313352,1.7307909608405543,1.8577921825302945,1.9780059934914078,2.0748836270031306,2.1279930589089777,2.127671815110168,2.0911745777148716,2.062161275389259,2.080363482713271,2.144900409610556,2.21543787288863,2.2538007207202058,2.2587677820389302,2.257975296952115,2.275126568442036,2.3132277384476967,2.365217865971511,2.4241288459262944,2.474994824369255,2.491366706212728,2.45985166952834,2.4040015852135195,2.365306447600576,2.3627731894626174,2.3869802816734955,2.425397591604228,2.468835958084976,2.4973200061603738,2.487951098072419,2.445207640738195,2.411748132200282,2.438362544884495,2.537599195508956,2.6664132943588013,2.75733888170399,2.7686510078159063,2.7115130152251683,2.6391160927290196,2.614434720158837,2.6773413744157497,2.820694898019768,2.985459410148382,3.089081461019337,3.0810356277021396,2.983932389586131,2.8772232119240466,2.8323581578127155,2.858745468968777,2.908512612434409,2.924195876021597,2.8803946564434515,2.7929166521135036,2.7047865250462086,2.6629565362184353,2.6857888444484757,2.736952340485231,2.7481637004752764,2.6872500885820045,2.595081433936867,2.5407757432327296,2.5507619014816414,2.5989034061244496,2.6561950813973474,2.7273789946955684,2.83455788923257,2.9766432837286017,3.1151341164557462,3.20054113214287,3.2091048446075283,3.151195745093665,3.0492826089320504,2.92217775121875,2.798852492788398,2.7310312704010213
