g_0001,g_0002,g_0003,g_0004,g_0005,g_0006,g_0007,g_0008,g_0009,g_0010,g_0011,g_0012,g_0013,g_0014,g_0015,g_0016,g_0017,g_0018,g_0019,g_0020,g_0021,g_0022,g_0023,g_0024,g_0025,g_0026,g_0027,g_0028,g_0029,g_0030,g_0031,g_0032,g_0033,g_0034,g_0035,g_0036,g_0037,g_0038,g_0039,g_0040,g_0041,g_0042,g_0043,g_0044,g_0045,g_0046,g_0047,g_0048,g_0049,g_0050,g_0051,g_0052,g_0053,g_0054,g_0055,g_0056,g_0057,g_0058,g_0059,g_0060,g_0061,g_0062,g_0063,g_0064,g_0065,g_0066,g_0067,g_0068,g_0069,g_0070,g_0071,g_0072,g_0073,g_0074,g_0075,g_0076,g_0077,g_0078,g_0079,g_0080,g_0081,g_0082,g_0083,g_0084,g_0085,g_0086,g_0087,g_0088,g_0089,g_0090,g_0091,g_0092,g_0093,g_0094,g_0095,g_0096,g_0097,g_0098,g_0099,g_0100
-2.161566243487073,-2.127988404624867,-2.062838352226265,-1.9730168884573744,-1.874672103523156,-1.7873831790393193,-1.725510464125082,-1.6892388866988868,-1.6652462641020687,-1.6398683836869559,-1.617668745358155,-1.6199859114008521,-1.657902638935427,-1.7165069226299852,-1.7698548338797984,-1.800358129982865,-1.80145395669487,-1.773672494616891,-1.725684879252963,-1.6750044000760538,-1.6427267169904494,-1.6447131743505958,-1.683039345250431,-1.744394907111396,-1.8052171574656835,-1.8413613797723392,-1.8423764563161593,-1.8173414150394365,-1.7806886778584157,-1.7359711697393723,-1.683921940317916,-1.6398597541447275,-1.630062639090867,-1.6721318962204805,-1.7602849785439776,-1.8634262177568053,-1.9385055426800213,-1.9572351240474288,-1.9203594553501553,-1.848054162896157,-1.7662706597681364,-1.6974842375549866,-1.6562200391693007,-1.6499680073788103,-1.676712928225918,-1.721488363946313,-1.7635805438298695,-1.7858247216855043,-1.7790450612370439,-1.7488348996124832,-1.719379542261995,-1.714886084921188,-1.7323087912198087,-1.7461862980055258,-1.7409472719965793,-1.7243905279791605,-1.708330087263918,-1.6876181924223712,-1.6447129640204454,-1.5751903699119842,-1.5006663055492278,-1.4475786917640092,-1.4180949875152797,-1.389492674298005,-1.3405286262104916,-1.271559907128107,-1.1972223605221086,-1.1293239808992697,-1.0779568361747562,-1.0622713363466227,-1.1030219900903848,-1.2034364218803562,-1.3418980444149373,-1.4776434959525007,-1.5679820329911145,-1.6003063543009428,-1.6120090206803879,-1.6570677093225832,-1.7459147980480523,-1.83183425170203,-1.8586415972753185,-1.813365724812458,-1.7343883973515397,-1.671589523409121,-1.6389187035414623,-1.614349615794731,-1.5783349531096211,-1.5366436778837322,-1.5128154938493212,-1.5322511309176103,-1.6080912061339,-1.727416477667361,-1.8490028369304596,-1.9275024603321427,-1.949267289359623,-1.936659574522724,-1.915205679687698,-1.8900589685026425,-1.8585640979029745,-1.8321904947558247
-1.9908027845529053,-1.9632611285838804,-1.9062224839710589,-1.840027217449922,-1.7859925522257925,-1.753863856252934,-1.7413537804076857,-1.7421956850022196,-1.7553180636189851,-1.7823501145475995,-1.8238516687074107,-1.885635987266941,-1.9745219723904883,-2.077340074159352,-2.155590311010846,-2.170703304732632,-2.112209032629327,-2.0047187171285192,-1.888954672072024,-1.7891606586324496,-1.703156525178438,-1.6261764855428766,-1.5672391902862992,-1.5370987654475827,-1.5365436464806315,-1.5662166317304556,-1.6350582600661414,-1.7416273470188595,-1.848067111018938,-1.8941570235681027,-1.8525808143323783,-1.758499195034795,-1.6729131749856405,-1.6290013564083552,-1.620228442801501,-1.6247850239504333,-1.6261643058346398,-1.6139043714080752,-1.5798184620541476,-1.5269235194873696,-1.4790903444686676,-1.4643592818120377,-1.4900266933601185,-1.5465319363437122,-1.6232421445279281,-1.7033729084837557,-1.7582108999005903,-1.7702389977879487,-1.7571195793253094,-1.752507791428013,-1.766707978958343,-1.7786005810715535,-1.7621669787282006,-1.712473798532207,-1.6439760797557892,-1.5715470732768022,-1.5101373096957775,-1.4838152819477213,-1.5049434882720665,-1.5404060516798515,-1.5240467142702234,-1.4189028838301454,-1.2621621538495265,-1.1368056181085149,-1.0955257979441304,-1.122779222830331,-1.1678987776568617,-1.193503199456779,-1.185871854496507,-1.1397031346563964,-1.05833445052839,-0.9750289965851685,-0.9559849322663707,-1.057698499282264,-1.2654568753623971,-1.4862793754288728,-1.623801965158397,-1.6534887558749127,-1.621303313196481,-1.5890595410770447,-1.5870082469005566,-1.6072250994655215,-1.6323144956480773,-1.6606045164766405,-1.6974448617593596,-1.73568786912901,-1.7554025627924277,-1.7370584634401511,-1.678326064451394,-1.6091587897257287,-1.5812854202585611,-1.6250525552968644,-1.7154219886227244,-1.7938191841532567,-1.822103939195916,-1.8043210039998865,-1.768310094143022,-1.7389172548975476,-1.7232193125206665,-1.7146130550503738
-1.5981813285664228,-1.6001393116558014,-1.5990657179096244,-1.612133424271504,-1.6545185932133646,-1.7203094452981917,-1.7798240096208502,-1.8017340630815446,-1.7874193768735083,-1.7763908791877345,-1.803385163901528,-1.8546748353624467,-1.883120141008469,-1.8612337728738606,-1.8022325899997633,-1.7285881967506622,-1.6394059639053007,-1.5270480518349094,-1.418642832789602,-1.3684454176735965,-1.3989675836927993,-1.4754312537076515,-1.5462915573113345,-1.592906894311306,-1.6327386289105656,-1.6858437353267128,-1.7524914196186567,-1.8219484069912888,-1.888391656660808,-1.9483105525892612,-1.9889779929076405,-1.9954792846245897,-1.971238818980434,-1.9362150832629095,-1.900454280035618,-1.8521087907198421,-1.7765737370058001,-1.6768208980754202,-1.5686037532886143,-1.469052997941402,-1.3982164741618788,-1.3762716745644388,-1.4082878469887101,-1.4794957926255774,-1.5679939247004866,-1.6527381982475053,-1.7088268868450562,-1.712681032011528,-1.663726950429583,-1.5902567242219519,-1.5237110615337917,-1.4712671124178878,-1.418025223526965,-1.3540465649946811,-1.294840853937806,-1.2710969213897316,-1.298110602414643,-1.355895985509091,-1.403005448549107,-1.416320207177557,-1.4122466788976047,-1.4223319324756258,-1.4526976457708527,-1.474152908836823,-1.4534861306194429,-1.3929368367712243,-1.335405762585584,-1.3306767905924197,-1.3958194335351195,-1.5008005714312393,-1.5899721552542145,-1.6196319078427985,-1.5802226553110663,-1.4981713040024078,-1.4199180553807162,-1.3775988721933792,-1.365116001404083,-1.3584799371117082,-1.357140278242052,-1.3886992474916007,-1.4693814327224375,-1.5737421409778443,-1.6529773646790202,-1.679437998873165,-1.6649770473108663,-1.6392103714432809,-1.6213238123539189,-1.6143125004450922,-1.6159540467673432,-1.6213022733015663,-1.6139932855097021,-1.5740352245051956,-1.505159064135712,-1.4402397892824261,-1.4108000486808487,-1.4237088487379417,-1.4681514521157943,-1.52694178787695,-1.5787956543881272,-1.6058994590509568
-2.140219717158672,-2.1584494092671034,-2.1671171588056657,-2.1563655916554305,-2.1286143860500273,-2.0808073433067937,-2.0048646964528296,-1.9002781292009323,-1.781590136305331,-1.6763238868995893,-1.6146912668677946,-1.6113023905980746,-1.650870032737129,-1.69662609160312,-1.7205602196738146,-1.7264830913245743,-1.7389442270706439,-1.7725127910574001,-1.8177679444094923,-1.8522751373822786,-1.8581999819208468,-1.8318879819339102,-1.7825535172251787,-1.725569683998283,-1.6738049888868285,-1.6327390402631639,-1.6093359826679665,-1.6230221871461992,-1.6941608799705976,-1.8132496595951528,-1.9291010498939778,-1.9802737857570325,-1.9414128544597722,-1.837272130954728,-1.7162877680657191,-1.6161262055693566,-1.5507088284611183,-1.5209295848312931,-1.5280888446291263,-1.5737342394863716,-1.6503289408028088,-1.7365021463026433,-1.80611505076619,-1.8431572920538317,-1.8464081897764553,-1.8229904409336473,-1.7833138199437442,-1.7388175770178975,-1.6970158891037506,-1.6596355291518858,-1.628458216078865,-1.6018258627931083,-1.5653873497048343,-1.5115772158192426,-1.4686039067370202,-1.4740565915172776,-1.5165662547897136,-1.5359769439813051,-1.4887636772845756,-1.3939705388754686,-1.3106075246305875,-1.2882470838428544,-1.3439064050795477,-1.4638252557264932,-1.60743323689901,-1.719794305272401,-1.7606860309779415,-1.7267675934264515,-1.6466338169827142,-1.55844094429182,-1.4909626447171827,-1.4562066365535564,-1.4477872138790226,-1.4466530604636252,-1.4379693455538554,-1.4264702940184524,-1.4352271197859474,-1.4860766117875435,-1.5799655132510384,-1.6980699850715057,-1.814906972482043,-1.901852180626599,-1.9310520064607504,-1.894349790625737,-1.8104141424943345,-1.7035121062411236,-1.5858854149305832,-1.4701816094664675,-1.3878098304108868,-1.3725083157756426,-1.4256833499824675,-1.5172657735309092,-1.6189942170090266,-1.7185677661125263,-1.8065991699419983,-1.8703650066296929,-1.9021738288382035,-1.9038018839825293,-1.8858904679551103,-1.8698909042291147
-1.6005960200032772,-1.6906627141573578,-1.7842412371748735,-1.8265667458451929,-1.8155203189984264,-1.7780114157597766,-1.728914733966571,-1.6759192063424613,-1.64615536380853,-1.6679459307873217,-1.726271666418146,-1.7687099203791892,-1.7608721418235607,-1.7155461695483238,-1.6664378203231587,-1.6289020051583982,-1.59278395617283,-1.5475641738452293,-1.5036012696893835,-1.480598178979763,-1.484709680531451,-1.5113483698645922,-1.5598277823403788,-1.624497990048142,-1.6757946746243324,-1.6738440376975872,-1.6129720376261425,-1.5400024294722958,-1.5144021586310237,-1.5565376679290555,-1.6462517570508854,-1.7566546824330624,-1.8671588402873556,-1.9524581192517394,-1.981367159074256,-1.9360090143367361,-1.832512149223398,-1.717232749633923,-1.6334655445935513,-1.5959931312749016,-1.5998014668803413,-1.6337226655874186,-1.6748752603412682,-1.6902030793129617,-1.670793171713445,-1.6555737964943775,-1.6914925792831106,-1.7724119060400292,-1.8430041665318735,-1.8571326455584714,-1.813677215917616,-1.7425324241913922,-1.67499087077466,-1.6296345823470113,-1.6092756224892284,-1.6069229431346763,-1.6249746688849271,-1.6825380325746515,-1.787910077591315,-1.9092946223031102,-1.9872371286207722,-1.9759668596010178,-1.8736094631936295,-1.721576500679149,-1.5765733108513476,-1.4765298918383045,-1.4255726150856294,-1.4033404637964448,-1.3867435323938546,-1.3690737468827945,-1.3625910865548774,-1.3792684329172227,-1.41055583979049,-1.438322510234388,-1.4617168931217681,-1.4914294063758358,-1.5213623829340976,-1.5305682618461458,-1.5101273769750736,-1.473745947545347,-1.4458701782192327,-1.444921709316566,-1.4724174192595263,-1.5112493775514597,-1.5356499850600616,-1.5284563590866416,-1.4935777636941108,-1.4551648317297297,-1.4450183389293567,-1.484991207773901,-1.572211527274349,-1.67825476087197,-1.7642918476326208,-1.798583002557297,-1.7650615593516246,-1.667227637557485,-1.531682044447643,-1.3993305765303996,-1.3023211688435008,-1.2508190236437466
-1.6211865616065988,-1.600168759074067,-1.5604015574141146,-1.5132619971508365,-1.4520016851762914,-1.377173901234673,-1.326010281768065,-1.3501277054590668,-1.4648894093158533,-1.6296998113167098,-1.7727696722860866,-1.8286857518599615,-1.7625981045462102,-1.5860238630017012,-1.3663206710593045,-1.2055089254339124,-1.1785775157112919,-1.2747100819907011,-1.4066106300660222,-1.4891637837755198,-1.4988043328707674,-1.4591394964344875,-1.3995095152870365,-1.33925002141463,-1.2943944717094045,-1.2822903333826208,-1.3141246251853431,-1.3815661806379096,-1.4553291119758132,-1.5068459270100114,-1.531777902012433,-1.54666064246944,-1.5686459874446366,-1.605531271404111,-1.656445664882938,-1.7103219210137859,-1.7449030703553472,-1.740492110289874,-1.6982600085468562,-1.6389653782463536,-1.588082796271317,-1.5659095314004754,-1.5845034252612626,-1.6426401303204705,-1.7216377070337452,-1.7947400048138098,-1.846566091843382,-1.8787784651030397,-1.8932333573101063,-1.8785372562535136,-1.8226377322584935,-1.7314184192069246,-1.6285573236985855,-1.5455839408791832,-1.5059090108859656,-1.5055568408878173,-1.5152307752713892,-1.5101816644301576,-1.4924458010079211,-1.4766316698002482,-1.461028062305041,-1.4268978062035804,-1.3687570356614231,-1.3136904336830166,-1.2970486263476373,-1.3214128061381463,-1.3539149687743786,-1.366538886339428,-1.366494922653558,-1.3764378371168513,-1.39565321100638,-1.4036653155013759,-1.3953404307015163,-1.3941381621100748,-1.4288581364512256,-1.5039101755699555,-1.5971703316021384,-1.679659914928659,-1.7305421963437844,-1.741302737152866,-1.7140187390338293,-1.655288127747896,-1.574300325351776,-1.487832975373096,-1.4176061486690577,-1.3755978415173638,-1.3568568974104713,-1.3536994031487888,-1.3751971692705083,-1.4417072177847978,-1.5551132175160909,-1.682380359159732,-1.7745955383539571,-1.797844925401347,-1.7458628485449899,-1.6363872704322129,-1.5040098799033166,-1.3855997959265673,-1.302542097669638,-1.259826169523271
-1.3426222367619076,-1.391163908822223,-1.478129667468105,-1.5762606464595552,-1.6418200678605182,-1.6362658206203782,-1.558371452224342,-1.4450288530639288,-1.3449040279325395,-1.3006624900419959,-1.3408642927286154,-1.4634479511480445,-1.6257198580017942,-1.761637632540208,-1.8171742812905762,-1.779056352557737,-1.6749307590687457,-1.549814354676317,-1.4444886328656996,-1.3862750159483224,-1.3845608385936756,-1.4306784345340688,-1.5029952818687684,-1.5689585339523453,-1.5903007467492438,-1.542631066167828,-1.4354091764149906,-1.3100645790711791,-1.21730031228755,-1.189947230671979,-1.2259526457295333,-1.2952982886834505,-1.3657294653472465,-1.4205967446634207,-1.454867151938114,-1.467785858476067,-1.4674518362624827,-1.4775791391670035,-1.5249769111758522,-1.611238393273199,-1.7013396937978356,-1.74780083503308,-1.7325179533301824,-1.6815779505115138,-1.635412770941039,-1.6117998574538626,-1.6033196615271066,-1.6035523901362412,-1.6231188374466412,-1.6662682820961436,-1.6970352885915854,-1.65618087871946,-1.5268376579899765,-1.3717222042891868,-1.28150342619318,-1.2880618288399805,-1.3493771159165444,-1.4041191610757047,-1.4208176404141508,-1.407295844322365,-1.3916720689015745,-1.3992868042868538,-1.4409683156366528,-1.508132952799974,-1.5717340560897504,-1.5973782305705753,-1.569868170129126,-1.4976549363249618,-1.4010818375441647,-1.3056660210999174,-1.238628881973774,-1.2182977674082958,-1.244516035552514,-1.3028983900922173,-1.3802446668780057,-1.4736121595271452,-1.577717640725153,-1.6642452116463793,-1.691057278218656,-1.6402257964685172,-1.5329039375436535,-1.407301681533442,-1.3032024107985571,-1.2613258585427938,-1.307482389198808,-1.4299178821081073,-1.5827234073118852,-1.7133585973345815,-1.7910921669676678,-1.8158178458961118,-1.797326683990427,-1.7302254857923043,-1.6097341353599919,-1.4777977914869145,-1.4195067612288474,-1.4883569725703722,-1.6527317156181731,-1.8273176494308287,-1.945248772306548,-1.9943602818817932
-1.065570430016193,-1.2020496476509617,-1.4012497654232285,-1.584005509784831,-1.7142031302620444,-1.784259093824782,-1.787036859863709,-1.7183441749860635,-1.5896283228274373,-1.4265595314019406,-1.2631204640819884,-1.1374798645759607,-1.081774095995388,-1.1078072740834932,-1.2038068601582192,-1.3473613897032333,-1.5142659573003308,-1.6699635069659946,-1.7713862963682696,-1.7950114390540646,-1.7541097346858923,-1.6842482551596931,-1.620042446809218,-1.580443970639389,-1.5604415034346881,-1.5365785027220578,-1.4881134328047283,-1.4144949114989633,-1.3351131510711858,-1.2781207501454552,-1.2713044968033607,-1.3348117113136595,-1.4652683078285165,-1.6191017033371267,-1.7246899017076152,-1.7315770211038972,-1.6545300384666881,-1.5611179138430873,-1.5129663444014674,-1.5279017745699275,-1.5863238687450651,-1.6506676581307826,-1.6829190884024108,-1.6633507470044324,-1.5999529329176478,-1.5199675339529979,-1.4546025765647184,-1.4245823490287772,-1.4257066722157052,-1.4301315980432483,-1.4159198486154758,-1.3902017014438137,-1.37127105197282,-1.3578735982107444,-1.3330527274157105,-1.295678130201763,-1.2696272847925465,-1.2736597518452735,-1.2964821853354727,-1.3170584967055847,-1.339096020486195,-1.384687763201994,-1.4571063615005393,-1.5290724242321196,-1.5726956529074292,-1.5898713510512354,-1.6006359626581617,-1.6057074132994265,-1.5802821321407496,-1.5110261241514062,-1.4227166184169449,-1.3581179270520412,-1.3432527932513276,-1.3749394587005226,-1.426054578103334,-1.4609783793206081,-1.46262530463981,-1.4491344348275317,-1.4567535962887113,-1.5034941573534601,-1.5687960034376505,-1.6102261094415322,-1.6034487568639624,-1.5684308163140732,-1.5494861851302466,-1.5654621071998003,-1.5865093084496302,-1.5713588054284333,-1.5297392529889193,-1.5283513656835,-1.6181595835251656,-1.7700478913285285,-1.900301366336706,-1.9489451688251944,-1.9149016440654698,-1.8322873566083298,-1.7425804076709506,-1.6790718413851706,-1.6507351816435338,-1.6412390024239967
-1.1542308401364723,-1.2211972136058553,-1.2976583988072736,-1.3485064800366897,-1.3905054322827581,-1.456514715982849,-1.5502575256955702,-1.6416150444642668,-1.6895306247018727,-1.6631003047675226,-1.5583316886881777,-1.4122420147628951,-1.294244409642544,-1.2633797079805797,-1.3275029932785338,-1.4557321555850824,-1.6209310691483494,-1.7992337568072228,-1.940776692076749,-1.9874627923443633,-1.9263066677997618,-1.7971443875276578,-1.6494124791400935,-1.5144479176123893,-1.41740148699369,-1.3848929774162888,-1.4226324971613304,-1.4973799364797162,-1.559043849701358,-1.5830696493664762,-1.5799364139462355,-1.5656324305912106,-1.5431036552421404,-1.5157715983190103,-1.4996524171930978,-1.5109819343551274,-1.5474102976793576,-1.587839593637398,-1.60856295052017,-1.5956924003348942,-1.5467120178609437,-1.4658834038665236,-1.3671964063221536,-1.2836792406971844,-1.258188457477625,-1.307534966996107,-1.3943811611061245,-1.4485423485859918,-1.4290226211109138,-1.3609050501464177,-1.3025980223798979,-1.2845969719833297,-1.291250108192779,-1.2923891709318664,-1.2740472037669277,-1.24239409665722,-1.2186313160463114,-1.2301861979119535,-1.2872155512391616,-1.3670412321354521,-1.435471640770514,-1.4801287147679818,-1.5115187233389513,-1.5358206660959286,-1.5430068526503091,-1.524732590945161,-1.4850632036069822,-1.4267916512180154,-1.348636204311975,-1.2681116675468551,-1.227894950591774,-1.2614074997200424,-1.3569441399767779,-1.4651635524018398,-1.5435508473162403,-1.5892106837966191,-1.6295625307814705,-1.6908680062231631,-1.7730621606399604,-1.8440142843760228,-1.8584127316255472,-1.7920914641190004,-1.6659300757226196,-1.5361953359028018,-1.4586807547976892,-1.463783491805645,-1.5529365505375374,-1.6991215655447096,-1.8487391014809467,-1.936394422755327,-1.9173907523276503,-1.8030765686741412,-1.659283004839118,-1.5485038927355965,-1.4814326003909122,-1.4391157429723147,-1.4155392226641066,-1.4137473987248428,-1.421754314425186,-1.4202910071656571
-1.496879882014472,-1.5115365767309876,-1.5043421760753692,-1.4603328132403903,-1.3985633072254477,-1.3361345436456382,-1.2684039744396136,-1.191399865419682,-1.1259861854791382,-1.1104025223379703,-1.1714911062987967,-1.299181302053206,-1.4474588742807382,-1.5676330191897163,-1.6454454070616225,-1.7026052327950376,-1.761869176834084,-1.820178606908664,-1.8604352797005226,-1.877665839140005,-1.8797409732494683,-1.8702576742202255,-1.8429360720342796,-1.7925484656274604,-1.7237832247199223,-1.6467011113860572,-1.566282364846491,-1.4800681350433595,-1.3880940686685208,-1.3034391083686323,-1.2487326318652172,-1.238880604773452,-1.264661674811779,-1.2937703707385677,-1.2945200236307322,-1.2633848567319312,-1.2267471179886074,-1.2122048249960822,-1.2207543437912438,-1.2319496045304783,-1.2309032570656149,-1.2203113556375242,-1.2071236074943859,-1.1927739122484786,-1.1832952844334264,-1.196394295731679,-1.2424116269514427,-1.3023063895347569,-1.3419586616380261,-1.3474138356555636,-1.3322821456302292,-1.3139270483831784,-1.3004926590601398,-1.302258413771009,-1.333317930277268,-1.3901323746642886,-1.4397204971193291,-1.4416095857217603,-1.3855172514165963,-1.3072066138618728,-1.263763666821518,-1.290736897876541,-1.37639174612273,-1.4693265211307505,-1.5100497840842195,-1.4649485683058634,-1.34505546291759,-1.2033453197925963,-1.1107468557864604,-1.112441777081472,-1.1940352293757026,-1.2957169033431122,-1.3597519208820676,-1.369252238351061,-1.3524845040980307,-1.3529494592527043,-1.3938854693583758,-1.4654878658467725,-1.534791922976506,-1.5676206726836335,-1.5552064752656056,-1.5291094801186729,-1.5407875973609841,-1.611026937764494,-1.7027580534365931,-1.7594962740423195,-1.7636756904039559,-1.7409753445117075,-1.7171803744067509,-1.688487897023603,-1.632557719093883,-1.5421137387389743,-1.4446077226886096,-1.3847143812300418,-1.3891934253351077,-1.4542675954019952,-1.5614012643060255,-1.6897704512335174,-1.8089779363585001,-1.8786093811883502
