fpc_1,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1,fpc_4_lag1,fpc_5_lag1,fpc_1_lag2,fpc_2_lag2,fpc_3_lag2,fpc_4_lag2,fpc_5_lag2,fpc_1_lag3,fpc_2_lag3,fpc_3_lag3,fpc_4_lag3,fpc_5_lag3
0.4094308521063436,-0.3442608592085869,0.6481769667351615,0.40601890679106306,-0.08905778262251811,1.613089656113435,0.8119506331625733,-1.4654965484636269,0.19948479758133725,1.0891112257016524,-2.260295787999711,1.2063170322825938,2.2827696349143256,-0.46477824708181853,-1.1822395785911264,-0.8647435325037088
0.04852758961344593,0.4094308521063436,-0.16341097679932914,-0.7697974596793407,0.042442493477372986,0.4536004581349627,-0.3442608592085869,0.6481769667351615,0.40601890679106306,-0.08905778262251811,1.613089656113435,0.8119506331625733,-1.4654965484636269,0.19948479758133725,1.0891112257016524,-2.260295787999711
0.4839223825989528,0.04852758961344593,-1.341968754063944,-1.258797118688486,1.0256666923175743,1.0461933234067315,0.4094308521063436,-0.16341097679932914,-0.7697974596793407,0.042442493477372986,0.4536004581349627,-0.3442608592085869,0.6481769667351615,0.40601890679106306,-0.08905778262251811,1.613089656113435
0.7070676098624288,0.4839223825989528,-0.19388048624176346,1.8580808725044462,1.0923540892836894,1.1707442108628505,0.04852758961344593,-1.341968754063944,-1.258797118688486,1.0256666923175743,1.0461933234067315,0.4094308521063436,-0.16341097679932914,-0.7697974596793407,0.042442493477372986,0.4536004581349627
0.051882426399156,0.7070676098624288,1.4135204225178573,0.7041140389183796,-0.474483428756518,-1.1727911254103784,0.4839223825989528,-0.19388048624176346,1.8580808725044462,1.0923540892836894,1.1707442108628505,0.04852758961344593,-1.341968754063944,-1.258797118688486,1.0256666923175743,1.0461933234067315
-0.08670256406657466,0.051882426399156,-0.6957298019683024,0.1939726694429441,-0.4132977862232369,0.3434616919200944,0.7070676098624288,1.4135204225178573,0.7041140389183796,-0.474483428756518,-1.1727911254103784,0.4839223825989528,-0.19388048624176346,1.8580808725044462,1.0923540892836894,1.1707442108628505
-0.6332294672928168,-0.08670256406657466,-0.025581070167525952,-0.07197527454582366,1.6177641917688725,-0.4415622852045824,0.051882426399156,-0.6957298019683024,0.1939726694429441,-0.4132977862232369,0.3434616919200944,0.7070676098624288,1.4135204225178573,0.7041140389183796,-0.474483428756518,-1.1727911254103784
-1.4733442899678266,-0.6332294672928168,-0.7442436758135476,-0.6258072504634573,1.7686355299858527,1.0660190143509074,-0.08670256406657466,-0.025581070167525952,-0.07197527454582366,1.6177641917688725,-0.4415622852045824,0.051882426399156,-0.6957298019683024,0.1939726694429441,-0.4132977862232369,0.3434616919200944
0.529877325649394,-1.4733442899678266,-2.0226034718918435,0.2882434831406148,0.575296300334854,-0.5264322246942342,-0.6332294672928168,-0.7442436758135476,-0.6258072504634573,1.7686355299858527,1.0660190143509074,-0.08670256406657466,-0.025581070167525952,-0.07197527454582366,1.6177641917688725,-0.4415622852045824
0.06580003881570662,0.529877325649394,0.6835166869470666,1.2447139735719068,-1.2041542030191932,-1.5084526429157599,-1.4733442899678266,-2.0226034718918435,0.2882434831406148,0.575296300334854,-0.5264322246942342,-0.6332294672928168,-0.7442436758135476,-0.6258072504634573,1.7686355299858527,1.0660190143509074
