3.984008410599699790e+00,1.354546751571221064e+00,4.432913887670780539e+00,4.729554620714353064e+00,4.773698673524265246e+00,4.512161501608868086e+00,5.424595986244063361e+00,3.778130264933343252e+00,4.337756785251907665e+00,1.991805784601686113e+00,3.271804112889767246e+00,2.093442014391488026e+00,2.515231638486717269e+00,2.999964079195543754e+00,2.454377942877698171e+00,3.876308467952116033e+00,3.005136642489872667e+00,6.231386356311378272e+00,6.138615215079830101e+00,6.890881615851664144e+00
5.596271646163088143e+00,5.375432562111654100e+00,6.664266333017025978e+00,6.804095297762300376e+00,7.136780720604269490e+00,7.110762172886278876e+00,7.368515429130915173e+00,5.168156674837082853e+00,4.933851098411000002e+00,4.870318077234157883e+00,1.426306690369793184e+00,2.399560406591855877e+00,1.966047627783412022e+00,1.698134624173891938e+00,2.167921956279548645e+00,1.319562533282640171e+00,1.270184117589498118e+00,1.122519688658102588e+00,1.768760614619245608e+00,2.528108750022728834e+00
6.319521152618708726e+00,6.951840030628158473e+00,5.499294018223086056e+00,6.948630522184430447e+00,7.070594949085375447e+00,6.326043678998180653e+00,7.473188656609180747e+00,5.938979376976342373e+00,6.072711230434415519e+00,5.533897060752489772e+00,5.102886182412115446e+00,4.280910586524115047e+00,2.810409118637501535e+00,3.084510707952645259e+00,3.139334541134075618e+00,3.335158384361785799e+00,3.478213196125695461e+00,5.219385728562543569e+00,5.286970871049760490e+00,5.546237402854446330e+00
3.636513724191952956e+00,5.414075447994299850e+00,5.110195614419307475e+00,6.556828067223045231e+00,5.818870516690584971e+00,6.495652460625557900e+00,5.911800405116441226e+00,5.816909904878122539e+00,6.063912091904445134e+00,4.673516659450852373e+00,4.889459271694740927e+00,2.716251568413579509e+00,3.242458469738291882e+00,1.686603781105811217e+00,2.315301475434879297e+00,1.673735999939605978e+00,2.852482642742640184e+00,2.722431394763359602e+00,3.563350896004983781e+00,4.334266104418330379e+00
6.129183601683326543e+00,5.182160100317261708e+00,6.194045933336936649e+00,6.426326730562508693e+00,6.580045240097438075e+00,6.600243156153982049e+00,6.394694849587558849e+00,7.242548424793398887e+00,6.789055303413166875e+00,5.589539076293364772e+00,5.289269562978875960e+00,4.096312597755414231e+00,3.204233504178128467e+00,2.089640427270142542e+00,1.492752925572142342e+00,1.423769802760818104e+00,9.158051609932496007e-01,1.972241517625797247e+00,2.105366963274340808e+00,2.105866259273748486e+00
7.129548724352125610e+00,7.493025395680342093e+00,7.933039434761777642e+00,8.053555462479456750e+00,7.078371473549204040e+00,6.922628512763231434e+00,5.869224225014805896e+00,5.355419812722967521e+00,4.874257959834332965e+00,3.899796520535164568e+00,3.268113372507796655e+00,2.434382916748124348e+00,1.738970129777751783e+00,1.325608721880481733e+00,2.335847611620429642e+00,3.223094493458253940e+00,3.563979400135988129e+00,2.761123317120998344e+00,5.721258365931662482e+00,3.612852634098527194e+00
5.171507453695382672e+00,3.997054429183809710e+00,6.204320268611754230e+00,5.227354414316993214e+00,6.457304556986735555e+00,6.233248499987775304e+00,5.416640917658686938e+00,5.166051214536392600e+00,5.112531925671961019e+00,2.260230767661135065e+00,3.291069083120261585e+00,1.857134217373747509e+00,2.163117544920146962e+00,3.558952097362743761e+00,2.867917286199220595e+00,3.355139635245224294e+00,4.043492179988435353e+00,5.267782509691569359e+00,5.326662363950343426e+00,6.306107007669169207e+00
5.229707021379689458e+00,7.537715874129632176e+00,5.374028309931778047e+00,6.808131905865314693e+00,6.714889331635062852e+00,8.275079008932806346e+00,6.685246116043939146e+00,6.986300374943135161e+00,6.380925546014156957e+00,5.182640111127825300e+00,3.618818209784584017e+00,3.949482619223934510e+00,2.344425451072361888e+00,1.720434132272324002e+00,1.331856469706024892e+00,2.639569049846481885e+00,2.689393576600654256e+00,3.823622794040941741e+00,2.689191372787797629e+00,4.343099848035345545e+00
5.760067861407896395e+00,6.405074325589013462e+00,6.495318198331787585e+00,6.328402864440386466e+00,7.537069218207792964e+00,6.164819891483158010e+00,6.871357881635737463e+00,5.936101975266788067e+00,6.240475050416807612e+00,3.892891910410302359e+00,4.568003429573836094e+00,3.841929193594776581e+00,4.444039116875534212e+00,3.711850959669816596e+00,2.082492729999286141e+00,3.331123409563136573e+00,2.960224347284844182e+00,2.169090654949177743e+00,3.604450288566804161e+00,4.766734036358887927e+00
6.749813487857970529e+00,5.868480065486239461e+00,6.979031899780981263e+00,7.100302384206536033e+00,7.431616361565206219e+00,7.208295226722438720e+00,7.370350104036687888e+00,6.113017797224674865e+00,6.917091659617065069e+00,6.286260787446210863e+00,6.220520657127630137e+00,4.760040530513035328e+00,4.184433065714965316e+00,4.254946212247650905e+00,2.040695991912328644e+00,1.918318834390705385e+00,2.244133577788109957e+00,2.827250150358570302e+00,2.528493344882375649e+00,3.613386784020345299e+00
5.976671453166757964e+00,6.576116852616508801e+00,7.418136220756306187e+00,9.887568876808442653e+00,8.605348343771686004e+00,9.702634959055670194e+00,9.553083736414427207e+00,8.738469160466321384e+00,7.925513693420911387e+00,7.346815908410396112e+00,5.828462040354387419e+00,5.506225141337957929e+00,3.372512657865090357e+00,4.122313099611289111e+00,2.571823667558692961e+00,1.788687593932688724e+00,2.433418843052408853e+00,2.560601033721784159e+00,2.159324433221311956e+00,2.458290714931138154e+00
5.113190334235030221e+00,4.757736963296849808e+00,6.082516110938525067e+00,6.067489903902888670e+00,7.800713729881961989e+00,6.577373017354594786e+00,7.189959662819596531e+00,5.428369728482202561e+00,4.982330751128507984e+00,3.805795511998204539e+00,2.234293445134412970e+00,1.460959125097773592e+00,2.207131302095854064e+00,3.004507363784861607e+00,1.637905462957709224e+00,4.340119511427098509e+00,3.093960121878356784e+00,5.102542651881736724e+00,5.561435680968612516e+00,5.841382677703827575e+00
2.379843990850798452e+00,5.055843613338807607e+00,3.387989616643250379e+00,5.909111333988378512e+00,5.484178845437633676e+00,6.333055299719633879e+00,6.620086146538520566e+00,6.385259149668648604e+00,6.137758964690570807e+00,5.106858570070259340e+00,4.264126002367731871e+00,4.360976665851157286e+00,3.252666560757260683e+00,2.826792423799701304e+00,2.213338426201096887e+00,3.447989624993732516e+00,4.011795646287453110e+00,3.936788652194734173e+00,5.916149556056218728e+00,5.259641846571178725e+00
4.791530069215487408e+00,5.048902999665981994e+00,5.930879575573974272e+00,5.959777931035243448e+00,6.653106530769849591e+00,8.010007326752212720e+00,5.915240453418297406e+00,7.113789788276117854e+00,5.490789775582358700e+00,4.624489260128314960e+00,4.546599664946041841e+00,2.680925891930151295e+00,2.979120302610922089e+00,2.275544192769546115e+00,1.542029694391613415e+00,1.802691514126467887e+00,1.416202361245368024e+00,3.318413543813759081e-01,2.936814519779357369e+00,1.443509239999142713e+00
5.285634064023620127e+00,4.654012239094909908e+00,6.174299369539263616e+00,6.470144278984337305e+00,6.999952449981698521e+00,7.447629283306392622e+00,6.778426901803662474e+00,6.055302262491915499e+00,4.374883064894699025e+00,5.144067060119264845e+00,2.590971650765203638e+00,3.342051352122192842e+00,2.532921393711859093e+00,1.447667399456250781e+00,2.314354048991365875e+00,2.542099414226448140e+00,2.150586589655439251e+00,3.836842115807181042e+00,2.627026058785565610e+00,1.907206133017208982e+00
4.654676461283604461e+00,5.417592865689432990e+00,7.629383672797467320e+00,5.988155084725028665e+00,7.267604855801366170e+00,6.355924168570835420e+00,4.609680367738726581e+00,4.647682160245535599e+00,3.080324433193366129e+00,3.215286922322444063e+00,2.447917411667095422e+00,1.871181269371424483e+00,2.821925649928634927e-01,1.307893776120652607e+00,-3.485092955777301382e-01,6.027519354202418578e-01,1.176505726104664085e+00,1.231345485228549252e+00,3.287974448505566638e+00,1.818177700800217345e+00
5.573260070316159442e+00,6.153574236648582385e+00,7.436091062048782341e+00,5.399975284165630107e+00,7.451039742964670864e+00,5.663538562588763092e+00,5.726645087579606219e+00,5.064210065019970841e+00,4.007809878065130782e+00,4.307072289859800840e+00,1.628376688507849224e+00,2.488749405860048114e+00,2.255725186498003687e+00,8.942521253644434287e-01,1.282734394139506851e+00,1.922360730431546427e+00,2.114162306510107836e+00,2.978629635631306449e+00,4.774474890611831057e+00,3.664588133804403292e+00
5.443084143669737252e+00,5.359079514563019231e+00,6.603634637350229930e+00,5.382672023814633278e+00,7.577325597660284906e+00,6.229700071251463633e+00,7.600138316138283834e+00,5.727318249223269930e+00,5.533009322731267332e+00,4.158305500729482240e+00,2.616260105029524219e+00,2.289901399936155713e+00,1.830163741092741825e+00,-1.437529023324550514e-02,3.043042661456144549e-01,8.780340128984392978e-01,2.277700871291756357e+00,1.649455747529508409e+00,5.709141337259963755e+00,4.116748594717988929e+00
