1.118023510421347178e+00,1.259762656373159206e+00,1.986438001333322989e-01,-3.430303818389510151e-01,1.544260640153345132e-01
7.539842534205724034e-01,-8.068308065247477012e-01,-8.322822797541322426e-02,3.175845628548633615e-01,3.512530935167165747e-01
-3.170973187264476967e-01,3.572654468684813844e-01,-1.743043696001166654e-01,-2.837822106356899590e-02,-2.480661697139459054e-01
3.797592291911725537e-01,-9.020144906547718222e-02,3.401957739305466744e-01,2.713143101610476435e-02,-7.431272566608028429e-02
4.366653789164751803e-02,-7.421581682492158771e-01,5.462079561638636394e-01,2.884882196118061515e-01,-1.731846188234888451e-01
4.480893981803650838e-01,-1.069937777355824404e-01,-8.096342826289274486e-01,3.099692505838091416e-01,-1.879980299602064531e-01
6.530635146021440685e-01,7.799007058171332218e-01,-3.112906238098737677e-01,-1.329681729981604665e-01,1.846695184828085201e-01
4.967772412448157732e-02,-3.854433577424651869e-01,-8.778418478566464567e-02,-9.907047262918962371e-02,-7.676361643884632713e-02
-8.442270793128095474e-02,-2.025700371423061474e-02,3.081954367492674776e-02,4.435666069030460568e-01,7.979133583198216861e-02
-5.863478160468279521e-01,-4.125785637719776022e-01,2.726712985242410459e-01,4.678832796677903638e-01,-1.820108333328296080e-01
-1.362428462783075833e+00,-1.114353462137802842e+00,-1.272730343493260752e-01,1.532021558794265381e-01,9.365992642638948373e-02
4.881765045516069934e-01,3.762051415276876920e-01,-5.399464898251923328e-01,-3.301432058280355797e-01,2.374820893912860942e-01
6.080724125504120836e-02,5.613271959900294483e-01,4.640802753888421117e-01,-3.819878666248818222e-01,2.628613960646043746e-02
3.736763865769903714e-01,-7.500321134253472577e-01,4.079363402156088725e-01,2.584251529805148273e-01,2.471733922044662413e-01
4.380158744372743551e-01,-2.915441598254454592e-01,-5.259713304507662029e-02,5.722763129405679383e-02,2.717164839468835247e-01
1.529996022461477478e+00,-7.419800050383256185e-01,-1.926574643562145861e-01,3.551982570505661241e-01,-6.069183623027352148e-02
9.868902163973075625e-01,-1.764479470818696438e-01,-3.300532595450276219e-01,1.809269071612843449e-01,-1.530789354267960700e-01
8.501581838439201677e-01,-6.062225226011074275e-01,-1.398848958504436968e-01,-3.002545792405079683e-01,-2.160249572911369931e-01
9.636093862891935702e-01,-2.295772801721833456e-01,9.073328320069800057e-01,-2.785273578834344121e-01,1.958423782241611455e-01
1.339228838445446934e+00,-1.039157874703138668e-01,-1.627543607877177667e-01,4.741000326106695750e-01,1.054670588992551311e-01
6.496938857844944959e-01,5.320324107754951237e-01,2.708050521455651061e-01,4.644499138750358691e-01,1.096465206015115462e-01
