componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho
FPC 1,2,21,11,train,20,False,0.4218185167751097,0.35951503239312865,-0.8030601839812832,0.32229882782439323,0.08130308073200412,0.2239763154755979,1.0,3.8137424720823754
FPC 1,3,22,12,train,20,False,0.5572755730329448,0.43580273452419205,-1.0051391763436155,0.4037717622543601,0.09697352613085744,0.27246577638175207,0.95,3.8430558960139742
FPC 1,4,23,13,train,20,False,0.5608864567486517,0.44606291925169633,-0.9470590178341052,0.41240468762953597,0.10491907533883646,0.27845634421604476,0.95,3.842305725812911
FPC 1,5,24,14,train,20,False,0.61597765051066,0.4820226115735343,-0.9980516005487718,0.4470949890179946,0.10829888554383527,0.3050410583692774,0.95,3.8438654199242586
FPC 1,6,25,15,train,20,False,0.633543407285199,0.5096600862999762,-0.7789848290480332,0.48733595145504166,0.1141848003670174,0.3237386322601724,0.95,3.841034525781869
FPC 1,7,26,16,train,20,False,0.7208266426761814,0.5723333716027575,-0.939387656656788,0.5310515907673112,0.13034244834210704,0.36637517764108807,0.95,3.8628494444489463
FPC 1,8,27,17,train,20,False,0.7104351845389428,0.5606812969780541,-0.8964851630478115,0.5292829870765237,0.1365225872056236,0.35891026801494696,0.95,3.8605044256150705
FPC 1,9,28,18,train,20,False,0.6923466790452081,0.5387537399403476,-0.7813312622280526,0.5322178862922821,0.13598799918527668,0.3514533159250524,0.95,3.859373864084481
FPC 1,10,29,19,train,20,False,0.6978812241582046,0.5495470628928459,-0.8764646427294183,0.5226964117582875,0.13750964771399302,0.3514192276615914,0.95,3.891394108235835
FPC 1,11,30,20,train,20,False,0.6937209605568662,0.5384574694467849,-0.7737095524903979,0.5344188419813604,0.1346979689834284,0.35190202329904324,0.95,3.880309759974479
FPC 1,12,31,21,train,20,False,0.6766882504692207,0.5103695935884962,-0.6233619676898516,0.5449029380850103,0.13848522635129948,0.34594267658468925,0.95,3.896449463814497
FPC 1,13,32,22,train,20,False,0.6761555717331325,0.5090553180622349,-0.6118015273305302,0.5464230951508946,0.14116848271460433,0.34770850683119614,0.95,3.9266784325242043
FPC 1,14,33,23,train,20,False,0.6762259874797176,0.5094319064092431,-0.5559899824804402,0.5561944562185906,0.14072224721919824,0.351187534611576,0.95,3.936541107594967
FPC 1,15,34,24,train,20,False,0.711527721799964,0.5441527305053535,-0.618011439505685,0.5739039696469544,0.14392408320032166,0.37196038682657295,0.95,3.9471010816097247
FPC 1,16,35,25,train,20,False,0.710072033416556,0.5379903379122323,-0.6116370076382598,0.5738613685354501,0.1495361023082371,0.3713415805932563,0.95,3.934907907247542
FPC 1,17,36,26,train,20,False,0.711860453441139,0.5427741233665746,-0.6213146859641032,0.5735871402710115,0.1495670601023665,0.3721049148476534,0.95,3.931518097668885
FPC 1,18,37,27,train,20,False,0.7117533119037438,0.5424116196441916,-0.621936714935285,0.5733908279399246,0.14980797389489076,0.37177694362299885,0.95,3.9277623735368246
FPC 1,19,38,28,train,20,False,0.7129295095129086,0.5438967769423859,-0.6224109026681661,0.5742544385526821,0.14981734718473486,0.3724796648803334,0.95,3.92867990553379
FPC 1,20,39,29,train,20,False,0.6984504291315229,0.5196887177986331,-0.6105080845647404,0.5646669006564494,0.15019242158359766,0.36230349132112794,0.95,3.92525056913495
FPC 1,21,40,30,train,20,False,0.6987244313543566,0.5204340844623513,-0.6559542862499048,0.5570830625551563,0.1460413068608565,0.35830104550773534,0.95,3.938275768756866
FPC 1,22,41,31,train,20,False,0.756235726935882,0.5738605034175461,-0.8023860747125782,0.5779249932680918,0.14403987829397022,0.3891642027362294,0.9,3.9245876544713973
FPC 1,23,42,32,train,20,False,0.6663891146383103,0.5086448226969971,-0.686004048139313,0.5265465664870219,0.14271241405538812,0.3424146891732097,0.95,3.8994068363308907
FPC 1,24,43,33,train,20,False,0.6705079417253137,0.5160232609758806,-0.7682517807130542,0.5173328678689071,0.13696206114538853,0.3392098762891187,0.95,3.8868612515926366
FPC 1,25,44,34,train,20,False,0.61779658911328,0.47706144451458377,-0.689521733051627,0.48764279545336464,0.1349177120743766,0.31125411096860045,0.95,3.868463322818279
FPC 1,26,45,35,train,20,False,0.6049163980290204,0.46200106890495307,-0.9271733061736236,0.44706757158032084,0.13007801744461134,0.2946074381971825,0.95,3.870515068024397
FPC 1,27,46,36,train,20,False,0.49265527884679616,0.3839246519936097,-0.6269182406607252,0.3962766416663583,0.11458123192268203,0.2511106156937919,0.95,3.839739404916763
FPC 1,28,47,37,train,20,False,0.480961139842897,0.3683813462673144,-0.6226608263085205,0.3873774265139453,0.10873339579361581,0.2467909664004672,0.95,3.850496115237475
FPC 1,29,48,38,train,20,False,0.47759951346739116,0.36312987549377584,-0.5633845975873897,0.3918944910690134,0.1053391605515474,0.24506618580454406,0.95,3.8677044484019283
FPC 1,30,49,39,train,20,False,0.4665091871836534,0.3438579543420767,-0.351396238254986,0.4117248172403088,0.10724512577963358,0.24455934393578743,0.95,3.8681405949592595
FPC 1,31,50,40,train,20,False,0.47582728448064776,0.35860860542016726,-0.48490484995122873,0.4006251651087767,0.11455501231341156,0.24562023765594584,0.95,3.885345706492663
FPC 1,32,51,41,train,20,False,0.4749309625683469,0.35352216701504013,-0.5899150124497179,0.38643969096309894,0.11077336400245955,0.24261828380976738,0.95,3.871885886639357
FPC 1,33,52,42,train,20,False,0.47294218027089646,0.349192961349753,-0.5764140921302798,0.38646582210872243,0.10500283762369642,0.24139245025534803,0.95,3.8625581696629525
FPC 1,34,53,43,train,20,False,0.4842321489684735,0.3668221300981226,-0.8063683105939434,0.3696482581536098,0.10501175660103754,0.24232020891959954,0.95,3.861637830734252
FPC 1,35,54,44,train,20,False,0.425985808139065,0.325122214453092,-0.4743687599402677,0.3599401289929289,0.09903632021680611,0.22381324117221157,0.95,3.8415288585424414
FPC 1,36,55,45,train,20,False,0.4615233468644228,0.3598734823524171,-0.6398823132629201,0.36976477100407334,0.0982625152987864,0.2374529398063583,0.95,3.8702987386286245
FPC 1,37,56,46,train,20,False,0.4797286277909591,0.3773987928940151,-0.6320880306826504,0.385267205850653,0.10184612689200494,0.24611016471264904,0.95,3.8608260458707804
FPC 1,38,57,47,train,20,False,0.4779561941549162,0.3717512744778456,-0.5848000771273083,0.3895283307725245,0.10665907705329067,0.247366336763542,0.95,3.848062044233083
FPC 1,39,58,48,train,20,False,0.46256476870960517,0.35349290058682625,-0.36697202750070224,0.4059111070085408,0.1079698548936119,0.2460033996431819,0.95,3.8570599199831483
