t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,modelo
2,11,6,train,10,False,1.8343842177378225,1.3543944099625569,1.9395884693421512,VAR
3,12,7,train,10,False,1.7875945435419283,1.3370095525245616,2.1713999536629576,VAR
4,13,8,train,10,False,1.7685716467557762,1.3298765532017534,2.266352648769157,VAR
5,14,9,train,10,False,1.6576935373956796,1.287514480460581,2.059790609057842,VAR
6,15,10,train,10,False,1.7378672146702967,1.3182819177513954,2.0522045682943486,VAR
7,16,11,train,10,False,1.6782152498499592,1.2954594744143713,2.0751450998259333,VAR
8,17,12,train,10,False,1.3519022322443406,1.1627133061268116,1.9019337605985533,VAR
9,18,13,train,10,False,1.0864314986420749,1.0423202476408462,2.8348225813286505,VAR
10,19,14,train,10,False,1.2883362507822713,1.1350490080971267,3.1572552199943145,VAR
11,20,15,train,10,False,1.2268131123487163,1.1076159588723504,2.332372666980584,VAR
12,21,16,train,10,False,0.9803334424509609,0.9901178932081578,1.3281804164274678,VAR
13,22,17,train,10,False,2.5965185480178206,1.6113716356004968,1.6754957168035898,VAR
14,23,18,train,10,False,2.7650634940473813,1.662848006898821,1.6187417068527203,VAR
15,24,19,train,10,False,3.6345279217118476,1.9064437892872288,1.7578414702829253,VAR
16,25,20,train,10,False,4.043769195417061,2.0109125280372244,1.592065627516391,VAR
17,26,21,train,10,False,5.5699137047637235,2.360066461937825,1.7935454152300996,VAR
18,27,22,train,10,False,5.653745901898383,2.377760690628555,1.796149548700631,VAR
19,28,23,train,10,False,5.558615722189999,2.3576716739592896,1.6175619003199937,VAR
20,29,24,train,10,False,5.399462945776631,2.3236744491810017,1.6158267970437485,VAR
21,30,25,train,10,False,5.344507379192325,2.3118190628144593,1.6094267570590493,VAR
22,31,26,train,10,False,5.309753666109741,2.304290273839158,1.6621853787279635,VAR
23,32,27,train,10,False,3.685315972689326,1.9197176804648453,1.5204932257028634,VAR
24,33,28,train,10,False,3.516498220155905,1.8752328442505226,1.427724744513069,VAR
25,34,29,train,10,False,3.21512353373319,1.7930765554580177,1.444099410501562,VAR
26,35,30,train,10,False,2.7323392263983903,1.6529788947226127,1.5172808709904475,VAR
27,36,31,train,10,False,1.270891614997492,1.1273382877368674,1.1995939866871412,VAR
28,37,32,train,10,False,1.1852499976050725,1.0886918745012624,1.4111904021991544,VAR
29,38,33,train,10,False,1.3053211781742815,1.1425065330991686,1.543060706946039,VAR
30,39,34,train,10,False,1.1957537006476417,1.0935052357659938,1.4170190655589139,VAR
31,40,35,train,10,False,1.239553035627889,1.1133521615499244,1.5720806286083493,VAR
32,41,36,train,10,False,2.391576228687544,1.546472188139038,1.874157066836684,VAR
33,42,37,train,10,False,2.3731303194349285,1.5404967768336708,1.9670358294485784,VAR
34,43,38,train,10,False,2.4940732742861065,1.5792635227491663,2.717151674631221,VAR
35,44,39,train,10,False,1.9501819885229963,1.3964891652007172,2.3820970622440396,VAR
36,45,40,train,10,False,2.0092429986323364,1.4174776889363503,2.6758422054132627,VAR
37,46,41,train,10,False,1.9414310600784421,1.3933524536449642,2.3258548391718605,VAR
38,47,42,train,10,False,1.9470808615729687,1.3953783936885968,2.2362540782984888,VAR
39,48,43,train,10,False,1.7708103912731463,1.330717998402797,1.503377517424644,VAR
40,49,44,train,10,False,1.7593102968283199,1.326389949007576,1.2178631078537518,VAR
41,50,45,train,10,False,1.822335661658233,1.3499391325753294,1.2760828266263615,VAR
42,51,46,train,10,False,0.652901972154573,0.8080234972787443,0.9225432088014497,VAR
43,52,47,train,10,False,0.6515032384408048,0.8071575053487422,1.0162049054342635,VAR
44,53,48,train,10,False,0.6657242083454326,0.815919241313399,1.1365694382414504,VAR
45,54,49,train,10,False,0.5582534211504664,0.7471635839295612,1.1239830175205894,VAR
46,55,50,train,10,False,0.8634786514082627,0.9292355198808657,1.4144698058294105,VAR
47,56,51,train,10,False,1.1024353916975753,1.049969233690957,1.2821303182924093,VAR
48,57,52,train,10,False,1.0841818096855462,1.0412405148118018,1.2512871715539537,VAR
49,58,53,train,10,False,1.0860903604979972,1.0421565911598876,1.240962358507584,VAR
50,59,54,train,10,False,2.5534945074643765,1.597965740391319,1.6911025160581852,VAR
51,60,55,train,10,False,2.677240291287155,1.636227457075316,1.5756511289207251,VAR
52,61,56,train,10,False,2.7287090196843886,1.6518804495738755,1.4028872192772666,VAR
53,62,57,train,10,False,2.730159262680852,1.6523193585626395,1.2775809112038046,VAR
54,63,58,train,10,False,2.619987798426366,1.6186376365407935,1.2222751749677565,VAR
55,64,59,train,10,False,2.811435191334031,1.6767334884632177,1.3155185963001366,VAR
56,65,60,train,10,False,2.5145694015553848,1.5857393863921603,1.2225299035488308,VAR
57,66,61,train,10,False,2.94534205540436,1.716199887951389,1.2436389732998316,VAR
58,67,62,train,10,False,2.969012654254312,1.7230823120949015,1.2408185867083361,VAR
59,68,63,train,10,False,2.949794419796476,1.7174965559780537,1.3152580365647744,VAR
60,69,64,train,10,False,2.785858442508902,1.669089105622855,1.1911345592071003,VAR
61,70,65,train,10,False,2.5498392783505337,1.5968216175736518,1.1962171538161133,VAR
62,71,66,train,10,False,2.6815950595879805,1.6375576507677465,1.5825750404659615,VAR
63,72,67,train,10,False,2.9407708607066985,1.714867592762397,2.4150026885602123,VAR
64,73,68,train,10,False,3.514423478059588,1.8746795667685687,3.3059194784540886,VAR
65,74,69,train,10,False,3.493244969828629,1.8690224637035877,2.3267533973492798,VAR
66,75,70,train,10,False,5.544483828576809,2.3546727646483725,2.626085091803098,VAR
67,76,71,train,10,False,5.761307993325403,2.400272483141321,1.7974997070144543,VAR
68,77,72,train,10,False,7.811761029472896,2.7949527776821017,2.1361834366197976,VAR
69,78,73,train,10,False,8.085586352152646,2.8435165468399592,2.293370101923849,VAR
70,79,74,train,10,False,6.882670053103721,2.62348433444984,2.1164124638282713,VAR
71,80,75,train,10,False,6.921837275050876,2.630938478005686,2.118753883707767,VAR
72,81,76,train,10,False,7.095775969531289,2.663789775776476,2.181889869282783,VAR
73,82,77,train,10,False,7.157260282346444,2.675305642790454,2.183178853523832,VAR
74,83,78,train,10,False,6.578188466038389,2.564797938637348,2.058058636765066,VAR
75,84,79,train,10,False,6.627056540359194,2.574307001963673,2.4816666568849235,VAR
76,85,80,train,10,False,4.488360800634695,2.1185751817282044,2.0444321557177405,VAR
77,86,81,train,10,False,4.552934326720806,2.133760606703762,4.128435290294461,VAR
78,87,82,train,10,False,2.7182234720564833,1.648703573131472,3.688162008290913,VAR
79,88,83,train,10,False,3.2318957849757863,1.7977474196826946,3.611821977377863,VAR
80,89,84,train,10,False,3.1704151680880117,1.7805659684740724,3.5290016423452832,VAR
81,90,85,train,10,False,3.178951292911654,1.7829613828997122,2.480866855891689,VAR
82,91,86,train,10,False,2.826263316648326,1.6811494034285965,1.6274280934440903,VAR
83,92,87,train,10,False,2.5452147877418807,1.5953729306158735,1.4688506522810065,VAR
84,93,88,train,10,False,2.8208813347804877,1.6795479554869779,1.5950438400747906,VAR
85,94,89,train,10,False,2.5902532430265777,1.609426370800037,1.378783492535083,VAR
86,95,90,train,10,False,2.6905817666754297,1.6402992917987345,1.4520880860453416,VAR
87,96,91,train,10,False,1.7179188241914545,1.3106940238634852,1.0853637308429245,VAR
88,97,92,train,10,False,1.4641348940302894,1.2100144189348694,1.010745973837776,VAR
89,98,93,train,10,False,0.8124503761570129,0.9013602920902456,0.9181131924796976,VAR
90,99,94,train,10,False,1.9670780712702531,1.402525604497206,1.3388627900483614,VAR
91,100,95,train,10,False,2.0132701119054697,1.4188974987311345,1.2805643715107875,VAR
92,101,96,train,10,False,2.0802690676382936,1.4423137895889,1.4351109703168377,VAR
93,102,97,train,10,False,2.110055713584945,1.4526030819136193,1.4478477047287865,VAR
94,103,98,train,10,False,1.9886079479857774,1.4101801118955613,1.4013175683027925,VAR
95,104,99,train,10,False,2.0524106803944027,1.4326237050930026,1.3375139239111764,VAR
96,105,100,train,10,False,2.273792415201828,1.5079099493012929,1.5129409011081378,VAR
97,106,101,train,10,False,2.3703665773201053,1.5395994860093014,1.6308501692238502,VAR
98,107,102,train,10,False,2.4678478203737195,1.5709385157840263,1.925925278846148,VAR
99,108,103,train,10,False,2.6597478727696178,1.630873346636586,3.2701479637635376,VAR
100,109,104,train,10,False,1.4849318650816674,1.2185778042790978,2.6383698461353378,VAR
101,110,105,train,10,False,1.5319178990883944,1.2377067096402097,1.5542999299053888,VAR
102,111,106,train,10,False,1.5303305539231076,1.2370652989729796,1.5423186162314542,VAR
103,112,107,train,10,False,1.934816185083911,1.3909767018479895,1.6176246800692355,VAR
104,113,108,train,10,False,1.7839832041410442,1.3356583410966458,1.5217369053926995,VAR
105,114,109,train,10,False,1.7128014679625854,1.308740412749062,1.6441910955514727,VAR
106,115,110,train,10,False,1.5744656296071962,1.2547771234793836,1.5502474093705843,VAR
107,116,111,train,10,False,1.6525731576484688,1.2855244679306843,1.5873220923296392,VAR
108,117,112,train,10,False,1.5819586785238289,1.2577593881676372,1.4674332108373178,VAR
109,118,113,train,10,False,3.448327707564252,1.8569673415448782,1.4863674863249634,VAR
110,119,114,train,10,False,3.4219094044345026,1.8498403726901689,1.5067826890789895,VAR
111,120,115,train,10,False,3.2781140250433713,1.8105562750280288,1.7987375205151332,VAR
112,121,116,train,10,False,3.7654391618206033,1.9404739528838317,2.0651942091093405,VAR
113,122,117,train,10,False,3.2871176791122414,1.8130410031525048,1.87416932144411,VAR
114,123,118,train,10,False,3.554616752578054,1.8853691289978347,2.1363403490342128,VAR
115,124,119,train,10,False,3.8522236907342986,1.9627082541056118,2.556196196770385,VAR
116,125,120,train,10,False,3.826385336612057,1.9561148577248875,1.8833953360317037,VAR
117,126,121,train,10,False,3.980029181948597,1.9950010481071425,1.2442295188939225,VAR
118,127,122,train,10,False,6.512073573843233,2.551876480914238,1.6305569059419125,VAR
119,128,123,train,10,False,4.31623895714222,2.0775560057775144,1.4905282127449013,VAR
120,129,124,train,10,False,4.338864649087423,2.082994154837556,1.5017833348266652,VAR
121,130,125,train,10,False,4.342518949400403,2.083871145104803,1.5049419749451405,VAR
122,131,126,train,10,False,4.561828865238516,2.13584382978684,1.52366476319617,VAR
123,132,127,train,10,False,4.571178658556538,2.138031491479145,1.5264368382685045,VAR
124,133,128,train,10,False,4.312144413062951,2.0765703486910696,1.4422991309847566,VAR
125,134,129,train,10,False,4.658351261921194,2.1583213991250685,1.4986126357557583,VAR
126,135,130,train,10,False,4.517615823613708,2.1254683774673544,1.657853119607517,VAR
127,136,131,train,10,False,4.525973726398174,2.127433600937565,3.2650167156001486,VAR
128,137,132,train,10,False,2.06829848758446,1.4381580189897283,2.8640523042133497,VAR
129,138,133,train,10,False,2.1736746123602506,1.4743387034057849,2.89617737695465,VAR
130,139,134,train,10,False,2.288464814895266,1.5127672705658548,3.133509280820103,VAR
131,140,135,train,10,False,2.281624729366413,1.510504792897531,3.2390797429288147,VAR
132,141,136,train,10,False,1.5744807497410889,1.2547831484926346,2.8787955202996094,VAR
133,142,137,train,10,False,1.5479155968628668,1.2441525617314249,2.460868893728703,VAR
134,143,138,train,10,False,1.614763039140811,1.2707332682907184,2.673476052673867,VAR
135,144,139,train,10,False,1.0782858729109035,1.0384054472656157,2.6954454779183177,VAR
136,145,140,train,10,False,1.221970337816575,1.1054276719064775,2.427490265837574,VAR
137,146,141,train,10,False,1.0351954660630134,1.0174455592625158,2.5302801932795496,VAR
138,147,142,train,10,False,0.9928542186311631,0.996420703634345,2.855088639381611,VAR
139,148,143,train,10,False,1.0531835792715434,1.026247328508846,3.71617996594447,VAR
140,149,144,train,10,False,1.0259707125382809,1.0129021238689753,3.2502115653432657,VAR
141,150,145,train,10,False,1.1727789533372333,1.0829491924080434,3.7051494036614456,VAR
142,151,146,train,10,False,1.1666960105172,1.0801370332125457,3.762858258672931,VAR
143,152,147,train,10,False,1.4846567487034925,1.2184649148430546,1.6967209439088864,VAR
144,153,148,train,10,False,1.5677430396661758,1.2520954594862868,0.9435485312835649,VAR
145,154,149,train,10,False,2.4089951093000095,1.5520937823791479,1.2663744244603425,VAR
146,155,150,train,10,False,2.283820068060005,1.511231308589127,1.2323865589915055,VAR
147,156,151,train,10,False,2.2527540905258463,1.5009177494206158,1.110812339834037,VAR
148,157,152,train,10,False,2.4419278183971285,1.5626668929740364,1.2029177599186376,VAR
149,158,153,train,10,False,2.2609163382548543,1.50363437652072,1.1771269174480805,VAR
150,159,154,train,10,False,2.1530313519587696,1.467321148201296,1.1483427458855244,VAR
151,160,155,train,10,False,2.0122073606257276,1.4185229503345118,1.1556501559299548,VAR
152,161,156,train,10,False,2.525289037489165,1.5891158036748503,1.2333991018999273,VAR
153,162,157,train,10,False,2.317537189719876,1.5223459494214435,1.3212435056494571,VAR
154,163,158,train,10,False,2.1677528127244376,1.4723290436327192,1.744475024627571,VAR
155,164,159,train,10,False,1.3802655546535334,1.1748470345766437,1.1095780211967785,VAR
156,165,160,train,10,False,1.3597584841568893,1.1660868253079997,1.044651837717776,VAR
157,166,161,train,10,False,1.538099373463274,1.2402013439209272,1.1170325858350658,VAR
158,167,162,train,10,False,1.5381512843768483,1.2402222721661018,1.0716145656858944,VAR
159,168,163,train,10,False,1.538914395401377,1.2405298849287658,1.0383950193575466,VAR
160,169,164,train,10,False,1.55929984437296,1.2487192816533907,1.0185083713503542,VAR
161,170,165,train,10,False,1.635293045474492,1.27878576996872,1.0263406398937143,VAR
162,171,166,train,10,False,1.65611353815269,1.2869007491460598,1.0398163715203133,VAR
163,172,167,train,10,False,1.5652106881626238,1.2510838054113815,1.0799599745932944,VAR
164,173,168,train,10,False,1.7750302029230958,1.3323025943542615,1.0044932586612108,VAR
165,174,169,train,10,False,1.7136958724193163,1.3090820724535632,1.075192341567667,VAR
166,175,170,train,10,False,1.7058853821572424,1.306095472068272,1.156413848559592,VAR
167,176,171,train,10,False,1.421299044337021,1.1921824710743825,1.0449072023190376,VAR
168,177,172,train,10,False,2.0479624506508958,1.4310703863370577,1.148716440046389,VAR
169,178,173,train,10,False,2.1014644383794203,1.44964286580503,1.214178966501575,VAR
170,179,174,train,10,False,2.2926227819666565,1.5141409386073201,1.2706627869917315,VAR
171,180,175,train,10,False,2.2413360844854546,1.4971092426691697,1.4147741047260078,VAR
172,181,176,train,10,False,1.6633548798072126,1.2897111613873908,1.1706156569006583,VAR
173,182,177,train,10,False,1.77209152896131,1.331199282211837,1.0745557212134238,VAR
174,183,178,train,10,False,1.6850345352795295,1.2980888009991958,1.1439421437557749,VAR
175,184,179,train,10,False,1.7253553257656524,1.3135278168983147,1.120457894313312,VAR
176,185,180,train,10,False,2.026465389700041,1.423539739417218,1.2152251640219816,VAR
177,186,181,train,10,False,2.016255461813617,1.4199491053603355,1.257644755095673,VAR
178,187,182,train,10,False,1.2443708025475595,1.1155136944688575,1.1510745968261027,VAR
179,188,183,train,10,False,1.2975985597377215,1.1391218370910645,1.435876309097858,VAR
180,189,184,train,10,False,1.1260084081505406,1.0611354334629206,1.31553991725745,VAR
181,190,185,train,10,False,1.187890059950075,1.0899036929701977,1.2543420839187478,VAR
182,191,186,train,10,False,1.233852351742588,1.110789067169185,1.3016982352945878,VAR
183,192,187,train,10,False,1.1643714791926176,1.0790604613239323,1.5650121484790889,VAR
184,193,188,train,10,False,1.516786501352591,1.2315788652589776,1.460666204116491,VAR
185,194,189,train,10,False,1.5394212463897774,1.2407341562114655,1.62987856557214,VAR
186,195,190,train,10,False,1.6793553066141107,1.2958994199451248,1.002184181820522,VAR
187,196,191,train,10,False,1.7122270252966207,1.3085209304006644,0.891962740158639,VAR
188,197,192,train,10,False,2.035001595090115,1.426534820847397,0.8326949072661289,VAR
189,198,193,train,10,False,2.9638982966860032,1.7215976001046247,1.0123899189856664,VAR
190,199,194,train,10,False,4.140550138719843,2.0348341796617833,1.140059258418441,VAR
191,200,195,train,10,False,4.376353242517747,2.091973528158936,1.1059393075584336,VAR
192,201,196,train,10,False,4.549541375558632,2.1329653948338287,1.1777930306796003,VAR
193,202,197,train,10,False,5.002162577927351,2.236551492348734,1.2899589655791617,VAR
194,203,198,train,10,False,4.849152684031769,2.2020791729708016,1.6673317595998438,VAR
195,204,199,train,10,False,5.617224993471305,2.3700685630317335,1.390773370465044,VAR
196,205,200,train,10,False,5.248085148105516,2.2908699544289974,1.238157774987944,VAR
197,206,201,train,10,False,5.847005262815952,2.4180581595189046,1.3212232262609276,VAR
198,207,202,train,10,False,6.04882247591078,2.459435397791692,1.3012843496493682,VAR
199,208,203,train,10,False,5.674033494920331,2.3820229837095046,1.4784214066517793,VAR
200,209,204,train,10,False,6.029739226085167,2.4555527333138594,1.228125949280047,VAR
201,210,205,train,10,False,7.690381253882937,2.7731536657536555,1.1790618923333849,VAR
202,211,206,train,10,False,8.126837715050666,2.8507609010667077,1.327230404623271,VAR
203,212,207,train,10,False,9.161498494501686,3.0267967382204053,1.0891171814300173,VAR
