-2.078460930009963903e+00,-1.623258348453832989e+00,-1.756708405408976992e+00,-1.787447952340465607e+00,-1.732127088381506086e+00,-1.788522708436476094e+00,-1.085862996343056386e+00,-1.717287457546716523e+00,-1.606889164427497407e+00,-2.001815035778988783e+00
-1.781492605157954712e+00,-1.983149246056326698e+00,-1.709270038186621710e+00,-1.665473072986784819e+00,-1.609641071547347257e+00,-1.725583686369976943e+00,-9.966525703140597381e-01,-1.514940068926135641e+00,-1.715941670877182190e+00,-1.757555787462407260e+00
-1.580856229981344008e+00,-1.839167007119909991e+00,-1.495155210467556728e+00,-1.955063200074500740e+00,-1.501065654530904236e+00,-1.384156823363046573e+00,-1.450979774373406306e+00,-1.446312529298445337e+00,-1.641152995805976733e+00,-1.444667242330940793e+00
-2.278355790796417146e+00,-1.657998119156254724e+00,-1.792896720882312112e+00,-1.702434354045431641e+00,-1.778472350994699802e+00,-1.443420704809051935e+00,-1.544063726120937341e+00,-1.624124159040069015e+00,-1.566300941209816999e+00,-1.924581025090250419e+00
-1.745937623122581384e+00,-1.719786372931560559e+00,-1.484384276539129521e+00,-1.834769786603519970e+00,-1.649787879701877014e+00,-1.809613720815293370e+00,-1.525368777775994111e+00,-1.426765614662247827e+00,-1.593043676391314944e+00,-1.502827113636338252e+00
-1.467049438134204076e+00,-1.576843819313057837e+00,-1.289546319034412969e+00,-1.599572976498872201e+00,-1.786519394321210541e+00,-1.590516128524408934e+00,-1.269725773908475075e+00,-1.630552914022929345e+00,-1.496571023597602856e+00,-1.534372620609929072e+00
-1.446028780589797114e+00,-1.575217869207444776e+00,-1.489337462928021383e+00,-1.324202936656216689e+00,-1.762383213863047304e+00,-1.374959493338691496e+00,-1.443848188936289745e+00,-1.430193639838168940e+00,-1.591358923909624856e+00,-1.768558417544191963e+00
-1.571509402835306268e+00,-1.345847848163523874e+00,-1.624471869112097844e+00,-1.469078932529601866e+00,-1.624708971501214627e+00,-1.244276267958328797e+00,-1.556809683755086660e+00,-1.421886598762940546e+00,-1.665117705127512560e+00,-1.802969603404803722e+00
-1.308240902182964849e+00,-1.539348047424910382e+00,-1.673480735074314607e+00,-1.529454912289782254e+00,-1.395914301086639275e+00,-1.288768197683625605e+00,-1.411643303095527768e+00,-1.604200509547055287e+00,-1.768225630328432718e+00,-1.363830478186418560e+00
-1.427954568159147231e+00,-1.321120582614318417e+00,-1.930279969493791103e+00,-1.166105093250590974e+00,-1.227350445447962235e+00,-1.404698458619474399e+00,-1.267333892231003789e+00,-1.447185249032914900e+00,-1.675337891965168247e+00,-1.565716009000615916e+00
-9.969426691319172029e-01,-1.333569489587526524e+00,-1.467629954036680395e+00,-1.219754346667707434e+00,-1.262364568371960649e+00,-1.319774161995243222e+00,-1.444237185675441903e+00,-1.623653094197156310e+00,-1.473375310543206362e+00,-1.123830436210881301e+00
-1.130890436523412701e+00,-1.193594792229369927e+00,-1.587388509679925619e+00,-8.450970012276738386e-01,-1.346808117547513284e+00,-1.275449992906171559e+00,-1.520466971905411357e+00,-1.115871631429155464e+00,-1.591552425584441099e+00,-9.184435998693848413e-01
