fpc_1,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1,fpc_4_lag1,fpc_5_lag1,fpc_1_lag2,fpc_2_lag2,fpc_3_lag2,fpc_4_lag2,fpc_5_lag2
-1.5805268910930153,-1.6323957789017676,0.08756557033111038,-0.015357557205351662,0.16972717378658014,0.045119436301558714,-1.6819716055097196,0.12601099208212566,-0.017068143668993965,0.10706381165312587,0.045633134183634086
-1.6898837429860807,-1.5805268910930153,0.073637540103487,0.006147003368409581,0.05333488539276952,-0.016740202603125247,-1.6323957789017676,0.08756557033111038,-0.015357557205351662,0.16972717378658014,0.045119436301558714
-1.6298007459966692,-1.6898837429860807,0.06089841102405139,-0.005960061196379787,0.10497364218218036,0.02090217016273114,-1.5805268910930153,0.073637540103487,0.006147003368409581,0.05333488539276952,-0.016740202603125247
-1.526839998818088,-1.6298007459966692,0.054178591555396595,0.049821916571608685,0.0003372168107228697,0.053433642609326634,-1.6898837429860807,0.06089841102405139,-0.005960061196379787,0.10497364218218036,0.02090217016273114
-1.5109756059550303,-1.526839998818088,0.06458014496638831,-0.025606644330483565,-0.024432594620170788,0.07937097983694957,-1.6298007459966692,0.054178591555396595,0.049821916571608685,0.0003372168107228697,0.053433642609326634
-1.5152440098985576,-1.5109756059550303,0.020443762717380912,-0.06414691974212464,0.02444451671298496,0.020049305930308108,-1.526839998818088,0.06458014496638831,-0.025606644330483565,-0.024432594620170788,0.07937097983694957
-1.5052111368877,-1.5152440098985576,0.04003663478118697,-0.07556156608428025,0.015269382044054734,-0.049534422905948707,-1.5109756059550303,0.020443762717380912,-0.06414691974212464,0.02444451671298496,0.020049305930308108
-1.4373657745388695,-1.5052111368877,0.004923879512328706,-0.05808407619963583,0.04014221376083673,-0.07529336122882861,-1.5152440098985576,0.04003663478118697,-0.07556156608428025,0.015269382044054734,-0.049534422905948707
-1.3562259094106526,-1.4373657745388695,-0.021565850471400264,-0.044488006303306814,0.10338163253274847,-0.10065614732013387,-1.5052111368877,0.004923879512328706,-0.05808407619963583,0.04014221376083673,-0.07529336122882861
-1.2780796660857574,-1.3562259094106526,-0.06999958456416874,-0.02469843288037202,-0.03567842568462722,-0.056329093929450416,-1.4373657745388695,-0.021565850471400264,-0.044488006303306814,0.10338163253274847,-0.10065614732013387
-1.1910174738689092,-1.2780796660857574,-0.08876702300251262,-0.004991380218776878,0.0012816061805961325,-0.034156368158018,-1.3562259094106526,-0.06999958456416874,-0.02469843288037202,-0.03567842568462722,-0.056329093929450416
-1.1800953201353717,-1.1910174738689092,-0.10508057135733696,0.03264092815002559,-0.0250723385678139,-0.045434123950008246,-1.2780796660857574,-0.08876702300251262,-0.004991380218776878,0.0012816061805961325,-0.034156368158018
-1.261898367047621,-1.1800953201353717,-0.11082790554689571,0.02604103850986535,-0.06204387981017451,-0.07722913561598073,-1.1910174738689092,-0.10508057135733696,0.03264092815002559,-0.0250723385678139,-0.045434123950008246
-1.218172531977732,-1.261898367047621,-0.19251474344250308,0.04188967447683752,-0.030237250541721675,0.027347647142707484,-1.1800953201353717,-0.11082790554689571,0.02604103850986535,-0.06204387981017451,-0.07722913561598073
-1.1851692966140293,-1.218172531977732,-0.14631604710149612,0.06993754040373577,-0.05297440701356714,0.09896171118270328,-1.261898367047621,-0.19251474344250308,0.04188967447683752,-0.030237250541721675,0.027347647142707484
-1.1777124776292034,-1.1851692966140293,-0.0842477416567764,0.0030966136690880625,-0.11693724518847685,0.08192454062985631,-1.218172531977732,-0.14631604710149612,0.06993754040373577,-0.05297440701356714,0.09896171118270328
-1.140135922247408,-1.1777124776292034,-0.10663319888841793,-0.016622203740232308,-0.11642524345960033,-0.007971059856599303,-1.1851692966140293,-0.0842477416567764,0.0030966136690880625,-0.11693724518847685,0.08192454062985631
-1.0771637987599942,-1.140135922247408,-0.058116708643894295,-0.07844658772476303,0.01813468011068829,-0.04417045824866409,-1.1777124776292034,-0.10663319888841793,-0.016622203740232308,-0.11642524345960033,-0.007971059856599303
-1.0463411482664118,-1.0771637987599942,-0.044694928321863496,-0.09931560984890463,0.02962147660838329,-0.08418375291768647,-1.140135922247408,-0.058116708643894295,-0.07844658772476303,0.01813468011068829,-0.04417045824866409
-1.0104816411837967,-1.0463411482664118,-0.14507819800898972,-0.07919518861372957,-0.033976802097697954,-0.03500315018380063,-1.0771637987599942,-0.044694928321863496,-0.09931560984890463,0.02962147660838329,-0.08418375291768647
-0.8568098662653725,-1.0104816411837967,-0.19328217562692604,-0.02857010022096033,-0.04972897195121841,0.044023665596560464,-1.0463411482664118,-0.14507819800898972,-0.07919518861372957,-0.033976802097697954,-0.03500315018380063
-0.8416210200305653,-0.8568098662653725,-0.1443145914316794,-0.025376825619550427,-0.05433497814863207,0.08495752122426833,-1.0104816411837967,-0.19328217562692604,-0.02857010022096033,-0.04972897195121841,0.044023665596560464
-0.7652243783671884,-0.8416210200305653,-0.06433467687493744,-0.12307383055907202,-0.05053216577738563,0.02642428584110409,-0.8568098662653725,-0.1443145914316794,-0.025376825619550427,-0.05433497814863207,0.08495752122426833
-0.7344188727883982,-0.7652243783671884,-0.05270795038783211,-0.09562985398404028,0.024131394332582577,-0.029726499939695204,-0.8416210200305653,-0.06433467687493744,-0.12307383055907202,-0.05053216577738563,0.02642428584110409
-0.7356839965056716,-0.7344188727883982,-0.034269785795227624,0.02070117597614785,0.01509877753876301,0.0023226047250828473,-0.7652243783671884,-0.05270795038783211,-0.09562985398404028,0.024131394332582577,-0.029726499939695204
-0.7243855878318651,-0.7356839965056716,0.003012204001536631,-0.010281642337728188,-0.03291615634966462,0.0495360472692867,-0.7344188727883982,-0.034269785795227624,0.02070117597614785,0.01509877753876301,0.0023226047250828473
-0.7243250488564709,-0.7243855878318651,0.019402018827287808,-0.0294243707367316,0.06204790300196625,0.018168438310338392,-0.7356839965056716,0.003012204001536631,-0.010281642337728188,-0.03291615634966462,0.0495360472692867
-0.6022122068471503,-0.7243250488564709,0.08088533490597714,-0.03751907300050764,-0.014508535338744646,-0.03674751306604817,-0.7243855878318651,0.019402018827287808,-0.0294243707367316,0.06204790300196625,0.018168438310338392
-0.5515412264463627,-0.6022122068471503,0.02713496154153922,-0.024094185138861628,0.01927511146937196,-0.06989581489211803,-0.7243250488564709,0.08088533490597714,-0.03751907300050764,-0.014508535338744646,-0.03674751306604817
-0.5997379083779907,-0.5515412264463627,0.004388126450511557,-0.021416687632246956,0.00914293722422332,-0.03724025769696252,-0.6022122068471503,0.02713496154153922,-0.024094185138861628,0.01927511146937196,-0.06989581489211803
-0.5334035088389648,-0.5997379083779907,-0.008771334419599439,-0.061991419020654574,0.05497797331267791,0.001067570308159186,-0.5515412264463627,0.004388126450511557,-0.021416687632246956,0.00914293722422332,-0.03724025769696252
-0.47389159648739587,-0.5334035088389648,-0.03319974969361634,-0.042048766893450766,0.16697923537735462,-0.02292282053761768,-0.5997379083779907,-0.008771334419599439,-0.061991419020654574,0.05497797331267791,0.001067570308159186
-0.39468972167902466,-0.47389159648739587,-0.007094222092434171,0.03285971918900202,0.10990919448178303,0.00675663421151856,-0.5334035088389648,-0.03319974969361634,-0.042048766893450766,0.16697923537735462,-0.02292282053761768
-0.37900978376531724,-0.39468972167902466,0.03464718494553637,0.12356344793316729,0.042633230078250664,-0.03275226132674526,-0.47389159648739587,-0.007094222092434171,0.03285971918900202,0.10990919448178303,0.00675663421151856
-0.3831095577992678,-0.37900978376531724,0.12189747912746904,0.05377482457000824,0.029787781088495117,0.01995058848395548,-0.39468972167902466,0.03464718494553637,0.12356344793316729,0.042633230078250664,-0.03275226132674526
-0.35579911622700866,-0.3831095577992678,0.14535438092595696,0.002402129241115982,0.01576611444363992,0.06682208919850419,-0.37900978376531724,0.12189747912746904,0.05377482457000824,0.029787781088495117,0.01995058848395548
-0.3258883866961264,-0.35579911622700866,0.14752223289239738,0.1152796095671405,-0.018806142672589166,0.044722050510131346,-0.3831095577992678,0.14535438092595696,0.002402129241115982,0.01576611444363992,0.06682208919850419
-0.3058975926172507,-0.3258883866961264,0.13289811884163164,0.04883544150983642,-0.002443011235366749,0.11998637705658975,-0.35579911622700866,0.14752223289239738,0.1152796095671405,-0.018806142672589166,0.044722050510131346
-0.3167766087773229,-0.3058975926172507,0.07021897591129989,0.0027677498670744373,-0.04995802912275874,0.08388376914984118,-0.3258883866961264,0.13289811884163164,0.04883544150983642,-0.002443011235366749,0.11998637705658975
-0.2701520239298392,-0.3167766087773229,0.057443917133768445,-0.10282968338479949,-0.0364701120409925,0.020451659080265045,-0.3058975926172507,0.07021897591129989,0.0027677498670744373,-0.04995802912275874,0.08388376914984118
-0.25310676137721516,-0.2701520239298392,0.05957942349899485,-0.03533659239730146,0.0009180083894163408,0.061606896933900264,-0.3167766087773229,0.057443917133768445,-0.10282968338479949,-0.0364701120409925,0.020451659080265045
-0.2033932973664435,-0.25310676137721516,0.07699143714968955,-0.04036066170735851,0.05097333862088897,0.05694002449916346,-0.2701520239298392,0.05957942349899485,-0.03533659239730146,0.0009180083894163408,0.061606896933900264
-0.20491602164064784,-0.2033932973664435,0.060282287410087544,0.02981490917880337,0.009291047063516742,0.06580151459626973,-0.25310676137721516,0.07699143714968955,-0.04036066170735851,0.05097333862088897,0.05694002449916346
-0.24471954176224714,-0.20491602164064784,0.11369046632407794,0.0495019566241136,0.012105451695314153,-0.05651478804781949,-0.2033932973664435,0.060282287410087544,0.02981490917880337,0.009291047063516742,0.06580151459626973
-0.20572440626567265,-0.24471954176224714,0.13508582956898404,0.00036773742692890947,-0.011225348858477356,-0.0020976067907419417,-0.20491602164064784,0.11369046632407794,0.0495019566241136,0.012105451695314153,-0.05651478804781949
-0.11743146194605106,-0.20572440626567265,0.12095982780385776,0.02444809076660842,-0.09527433213865165,-0.04516900638708099,-0.24471954176224714,0.13508582956898404,0.00036773742692890947,-0.011225348858477356,-0.0020976067907419417
-0.004769988272174371,-0.11743146194605106,0.13581722251968772,0.015192117779109183,-0.15118186952699778,-0.12043897775698789,-0.20572440626567265,0.12095982780385776,0.02444809076660842,-0.09527433213865165,-0.04516900638708099
-0.014068296485221355,-0.004769988272174371,0.092779248262729,-0.005084455750805571,-0.11212275530871509,-0.11658186225892656,-0.11743146194605106,0.13581722251968772,0.015192117779109183,-0.15118186952699778,-0.12043897775698789
0.03389819580563201,-0.014068296485221355,-0.0001631967031067459,-0.006081622806742443,-0.10179508310890205,-0.020989796234649267,-0.004769988272174371,0.092779248262729,-0.005084455750805571,-0.11212275530871509,-0.11658186225892656
0.03942536171977758,0.03389819580563201,0.006334350477810532,0.009212724595618622,-0.12461813998471184,0.002583051239573994,-0.014068296485221355,-0.0001631967031067459,-0.006081622806742443,-0.10179508310890205,-0.020989796234649267
0.052158275147062304,0.03942536171977758,0.02857224669429679,0.04123639198200617,-0.1333922788842134,0.04447404743417027,0.03389819580563201,0.006334350477810532,0.009212724595618622,-0.12461813998471184,0.002583051239573994
0.17088346698220006,0.052158275147062304,0.07767365750797493,0.11919586875071198,-0.056883587785411936,0.04113811247863845,0.03942536171977758,0.02857224669429679,0.04123639198200617,-0.1333922788842134,0.04447404743417027
0.1741801372641835,0.17088346698220006,0.052531801230629796,0.12420652823345427,-0.04423051974136225,-0.04217241525017617,0.052158275147062304,0.07767365750797493,0.11919586875071198,-0.056883587785411936,0.04113811247863845
0.16810517771915362,0.1741801372641835,0.03509609878426066,0.05306421079453428,-0.04964265830776255,-0.03419480869288239,0.17088346698220006,0.052531801230629796,0.12420652823345427,-0.04423051974136225,-0.04217241525017617
0.2105160540470755,0.16810517771915362,0.014910587065858774,0.00721036012674175,-0.02861387390393202,-0.06121054374735465,0.1741801372641835,0.03509609878426066,0.05306421079453428,-0.04964265830776255,-0.03419480869288239
0.22445640368442185,0.2105160540470755,-0.01767885048685362,0.06718260237120784,0.04739621417992646,-0.010911960593875789,0.16810517771915362,0.014910587065858774,0.00721036012674175,-0.02861387390393202,-0.06121054374735465
0.2765934874916248,0.22445640368442185,0.037838799390444454,0.13731358729407322,0.028669197340764504,0.014049908371190209,0.2105160540470755,-0.01767885048685362,0.06718260237120784,0.04739621417992646,-0.010911960593875789
0.28123651820418877,0.2765934874916248,-0.012704375876686014,0.1286230978594787,0.015511206483818638,0.008403301566935561,0.22445640368442185,0.037838799390444454,0.13731358729407322,0.028669197340764504,0.014049908371190209
0.2863145012959867,0.28123651820418877,-0.009616285620785444,0.05858726280286855,0.020062583121502574,0.015241147751315104,0.2765934874916248,-0.012704375876686014,0.1286230978594787,0.015511206483818638,0.008403301566935561
0.34758688674685206,0.2863145012959867,0.013876139277060922,0.12486762693830017,-0.0064885545961663165,0.019005770975046868,0.28123651820418877,-0.009616285620785444,0.05858726280286855,0.020062583121502574,0.015241147751315104
0.38806190874588237,0.34758688674685206,0.014054090062875071,0.18838079813235506,0.010894550017985194,0.05028669880991091,0.2863145012959867,0.013876139277060922,0.12486762693830017,-0.0064885545961663165,0.019005770975046868
0.4934868638944635,0.38806190874588237,-0.06100703374107671,0.12631400624822448,-0.004250697339834137,0.038256228515670905,0.34758688674685206,0.014054090062875071,0.18838079813235506,0.010894550017985194,0.05028669880991091
0.47884421063182847,0.4934868638944635,-0.1209560551117339,0.12730716639342188,0.01267091376552298,0.039403570146151784,0.38806190874588237,-0.06100703374107671,0.12631400624822448,-0.004250697339834137,0.038256228515670905
0.5715212364753722,0.47884421063182847,-0.17310688443987385,0.09133638228209129,-0.016359126100094667,0.027477546303966947,0.4934868638944635,-0.1209560551117339,0.12730716639342188,0.01267091376552298,0.039403570146151784
0.5324004537331171,0.5715212364753722,-0.13877322149753632,0.17142939204092122,0.034926588695814026,0.019708279353960217,0.47884421063182847,-0.17310688443987385,0.09133638228209129,-0.016359126100094667,0.027477546303966947
0.5530260545487476,0.5324004537331171,-0.12122857158351263,0.15987814912495912,-0.005176479061330777,-0.09047451858201147,0.5715212364753722,-0.13877322149753632,0.17142939204092122,0.034926588695814026,0.019708279353960217
0.6670422743447625,0.5530260545487476,-0.050897589127699504,0.10181796370696844,0.08045062568098121,-0.13804325356327518,0.5324004537331171,-0.12122857158351263,0.15987814912495912,-0.005176479061330777,-0.09047451858201147
0.7083429256982602,0.6670422743447625,-0.1026325414411697,0.06570184422094229,0.035743818831898755,-0.08069040891857636,0.5530260545487476,-0.050897589127699504,0.10181796370696844,0.08045062568098121,-0.13804325356327518
0.6714310302325268,0.7083429256982602,-0.06400289200187503,-0.019501095073867356,0.012459800629393012,-0.07416373605700971,0.6670422743447625,-0.1026325414411697,0.06570184422094229,0.035743818831898755,-0.08069040891857636
0.617646050279032,0.6714310302325268,-0.03298808301252972,-0.08603015124524428,0.02208312578811297,-0.005968034101809562,0.7083429256982602,-0.06400289200187503,-0.019501095073867356,0.012459800629393012,-0.07416373605700971
0.6517687829108121,0.617646050279032,-0.01888649222429627,-0.15560500390012735,-0.04184496442402789,0.06295007493223316,0.6714310302325268,-0.03298808301252972,-0.08603015124524428,0.02208312578811297,-0.005968034101809562
0.6929334045417298,0.6517687829108121,-0.026748141759900305,-0.17497121744989388,-0.019214699809574458,0.05043846934174986,0.617646050279032,-0.01888649222429627,-0.15560500390012735,-0.04184496442402789,0.06295007493223316
0.7459603165335994,0.6929334045417298,0.000350252793598277,-0.09817242034210899,-0.05538078921119511,0.07200806375020959,0.6517687829108121,-0.026748141759900305,-0.17497121744989388,-0.019214699809574458,0.05043846934174986
0.8758324068031788,0.7459603165335994,0.047033848804657385,-0.08668893786569176,-0.04138796459516467,0.004100753815669944,0.6929334045417298,0.000350252793598277,-0.09817242034210899,-0.05538078921119511,0.07200806375020959
0.8814796947161566,0.8758324068031788,0.12553495509442175,0.010522150279455111,-0.11387014437329916,-0.02545588293288808,0.7459603165335994,0.047033848804657385,-0.08668893786569176,-0.04138796459516467,0.004100753815669944
0.9312549874319197,0.8814796947161566,0.036444783201953275,-0.02883246301149846,0.004090324795282263,-0.030222123841722896,0.8758324068031788,0.12553495509442175,0.010522150279455111,-0.11387014437329916,-0.02545588293288808
1.055994246330641,0.9312549874319197,0.08054442003954215,-0.01903749420450206,0.028790448799459172,-0.04415923426466206,0.8814796947161566,0.036444783201953275,-0.02883246301149846,0.004090324795282263,-0.030222123841722896
1.0218086516126212,1.055994246330641,0.14204553371898584,0.07456006344566808,-0.023813631825898674,-0.051879383327670885,0.9312549874319197,0.08054442003954215,-0.01903749420450206,0.028790448799459172,-0.04415923426466206
1.0156208548329937,1.0218086516126212,0.13534917236844793,0.007299651912958354,0.07048264941336672,-0.031633140681035295,1.055994246330641,0.14204553371898584,0.07456006344566808,-0.023813631825898674,-0.051879383327670885
0.9876129046612989,1.0156208548329937,0.030364332536388296,-0.02413730480016417,0.0321542344524457,-0.01166834242101943,1.0218086516126212,0.13534917236844793,0.007299651912958354,0.07048264941336672,-0.031633140681035295
1.0067304711296317,0.9876129046612989,0.06168121586417374,-0.012037524143938943,-0.02876325558138352,0.03353532456705071,1.0156208548329937,0.030364332536388296,-0.02413730480016417,0.0321542344524457,-0.01166834242101943
1.0880919528589197,1.0067304711296317,-0.026505633645699096,-0.0805231599312918,-0.07196609655217284,-0.04047587656356148,0.9876129046612989,0.06168121586417374,-0.012037524143938943,-0.02876325558138352,0.03353532456705071
1.1236676152219884,1.0880919528589197,0.0065112911365870305,-0.004308191941297551,0.017555977125566346,-0.03786373421742334,1.0067304711296317,-0.026505633645699096,-0.0805231599312918,-0.07196609655217284,-0.04047587656356148
1.1728145392135148,1.1236676152219884,0.042033140343183145,-0.0722782288122601,0.002752852936661935,0.005053949998401091,1.0880919528589197,0.0065112911365870305,-0.004308191941297551,0.017555977125566346,-0.03786373421742334
1.2914916594491903,1.1728145392135148,0.037480975278907314,-0.06724531778908878,-0.09193170394282536,-0.010919346619732958,1.1236676152219884,0.042033140343183145,-0.0722782288122601,0.002752852936661935,0.005053949998401091
1.2820527927196583,1.2914916594491903,-0.002172136785012971,-0.09245044261620684,-0.0388023336324391,0.046060833495990064,1.1728145392135148,0.037480975278907314,-0.06724531778908878,-0.09193170394282536,-0.010919346619732958
1.3349658745990916,1.2820527927196583,-0.013212045247531905,-0.08669313227220482,0.02639742428173509,0.015819611705885393,1.2914916594491903,-0.002172136785012971,-0.09245044261620684,-0.0388023336324391,0.046060833495990064
1.35010825102492,1.3349658745990916,-0.019299260295692754,0.0037518764682614196,0.040538310991683923,0.04108949937503289,1.2820527927196583,-0.013212045247531905,-0.08669313227220482,0.02639742428173509,0.015819611705885393
1.3940366400353794,1.35010825102492,-0.034797638258809646,-0.0452611873421683,0.11133332107747308,0.01732860234905815,1.3349658745990916,-0.019299260295692754,0.0037518764682614196,0.040538310991683923,0.04108949937503289
1.4825190590682789,1.3940366400353794,-0.08039593563695704,-0.04760406881784266,0.08104387145873072,0.06312625415897631,1.35010825102492,-0.034797638258809646,-0.0452611873421683,0.11133332107747308,0.01732860234905815
1.4432690275756017,1.4825190590682789,-0.11919247367890792,0.08166410938755464,0.05356141809007564,0.0570163535278708,1.3940366400353794,-0.08039593563695704,-0.04760406881784266,0.08104387145873072,0.06312625415897631
1.4673382534827326,1.4432690275756017,2.916366734987092e-05,0.02738559763813215,0.048833581938038446,0.014716987626821243,1.4825190590682789,-0.11919247367890792,0.08166410938755464,0.05356141809007564,0.0570163535278708
1.5337470331302296,1.4673382534827326,-0.022522141351291207,-0.03955246484282231,0.004667310840158032,0.021162161128411943,1.4432690275756017,2.916366734987092e-05,0.02738559763813215,0.048833581938038446,0.014716987626821243
1.584506698148956,1.5337470331302296,-0.0872456711741438,-0.03347434540094178,0.03889639854542317,0.003171424913113712,1.4673382534827326,-0.022522141351291207,-0.03955246484282231,0.004667310840158032,0.021162161128411943
1.5693119246863674,1.584506698148956,-0.07574631731210207,-0.06907280385778072,0.06060007250051805,-0.031055039179243238,1.5337470331302296,-0.0872456711741438,-0.03347434540094178,0.03889639854542317,0.003171424913113712
1.570077688914893,1.5693119246863674,-0.011876746881410093,-0.023336667671078008,0.016537095321109568,0.016930283642744064,1.584506698148956,-0.07574631731210207,-0.06907280385778072,0.06060007250051805,-0.031055039179243238
1.6952558184148272,1.570077688914893,-0.0320998805034518,-0.02923180598733827,-0.045801889808356804,-0.030297077307051154,1.5693119246863674,-0.011876746881410093,-0.023336667671078008,0.016537095321109568,0.016930283642744064
1.7580076033213314,1.6952558184148272,-0.01888845050093625,-0.07186363755932382,0.06322634163097066,0.0008814036457678794,1.570077688914893,-0.0320998805034518,-0.02923180598733827,-0.045801889808356804,-0.030297077307051154
