t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,modelo
2,11,6,train,10,False,1.5915582784860771,1.2615697675856365,1.0705313751202585,0.4909734044999521,1.151177087257163,17.04681149583085,6.697074774814122,2.259494001195523,13.062699388288456,0.912495778541253,FAR
3,12,7,train,10,False,1.5738835594555138,1.2545451603890208,1.1586241468355938,0.5137560732618035,1.1394900265478751,17.04681149583085,6.534827898769426,2.2319760536574185,11.500130232992419,0.9082893645650284,FAR
4,13,8,train,10,False,1.435536853243591,1.1981389123317843,1.0473384109066035,0.49460285502071216,1.0841109979101855,17.04681149583085,6.192955726497758,2.130184357275772,11.693094298540752,0.9048291368822329,FAR
5,14,9,train,10,False,1.5782249552754546,1.2562742356967505,1.0372798174334337,0.5172901235593457,1.1560313775228157,17.04681149583085,7.012967025361777,2.2524538549479773,12.802690686943944,0.9202062293999539,FAR
6,15,10,train,10,False,1.3125984568269247,1.1456868930152446,1.0593436221289176,0.490643607692551,1.0771122423305504,15.734291170595931,6.25985516746969,2.0996234316942397,12.484683632180074,0.940145382562405,FAR
7,16,11,train,10,False,1.3762724778366155,1.1731464008539665,1.2284658653472649,0.514981873600059,1.1092849582672821,15.734291170595931,6.7768067847490485,2.0240840019169566,13.012203396867609,0.9455639615480235,FAR
8,17,12,train,10,False,1.3593583541461143,1.165915243122807,1.1518786439860065,0.5164213629628019,1.1008766094139124,15.734291170595931,6.914664511932463,1.9289127330185551,13.28701121451094,0.9442166709007989,FAR
9,18,13,train,10,False,0.9612963426853829,0.9804572110425742,1.1412154064092632,0.4742038819220662,0.9311229961439531,10.608205319471248,5.4201955046908195,1.794471981715171,11.176200352805663,0.9496824396383792,FAR
10,19,14,train,10,False,1.0050890701321493,1.0025413059481136,1.14650940211254,0.4709746904434701,0.959286990636459,10.608205319471248,5.773739450393706,1.9146783047942986,12.078565757251566,0.9568553284986611,FAR
11,20,15,train,10,False,1.0058385690613825,1.0029150358137935,1.2638481373128823,0.4611111769178738,0.9597727653686524,10.608205319471248,5.882982272189266,1.9474130042016367,12.44439292268655,0.9569831252852501,FAR
12,21,16,train,10,False,0.9810446174504565,0.9904769646238404,1.199097989475488,0.46027005076936256,0.948519165694546,10.608205319471248,5.7924857799370475,1.9113956784197932,12.290746919245821,0.9576387938055391,FAR
13,22,17,train,10,False,0.9856882271698586,0.9928183253596091,1.1777945275628856,0.4628489076780923,0.9517710379010996,10.608205319471248,5.557696913193156,1.9627055043467372,11.76515430993046,0.958655791890584,FAR
14,23,18,train,10,False,1.6322814644256334,1.2776077114770532,1.1665020364793965,0.5087612125225859,1.1267848639173534,21.927677707610354,6.991804527367348,2.043305818118142,12.239985770217663,0.8819490159578544,FAR
15,24,19,train,10,False,1.9103954143758468,1.382170544605783,1.270197424699356,0.5496982335984952,1.2062869329571178,21.927677707610354,7.595231956107531,2.1485052674106133,12.134505259187872,0.8727482564759547,FAR
16,25,20,train,10,False,1.8475508236006515,1.3592464175419596,1.335922546300847,0.5461005110760028,1.1790086427885407,21.927677707610354,7.282393204363231,2.2591738068163356,11.605171755998565,0.8673987494634283,FAR
17,26,21,train,10,False,1.7468633758461791,1.321689591336097,1.2912995614644955,0.5037311576194202,1.1202340756579716,21.927677707610354,6.680631615511986,2.295433959675104,11.216294115626141,0.8475772851668795,FAR
18,27,22,train,10,False,1.7642964697410144,1.3282682220624773,1.3381654778207888,0.5037625103647543,1.1288897718142752,21.927677707610354,6.7249456169306185,2.324986772176676,11.312547860171804,0.8498959419968537,FAR
19,28,23,train,10,False,1.9045144709470676,1.3800414743575888,1.2701324132145273,0.543421666594309,1.2192780036060051,21.927677707610354,7.623382605095442,2.455660256856116,12.546989529976774,0.8835082323693066,FAR
20,29,24,train,10,False,1.8429245244438106,1.3575435626320838,1.2941714139218348,0.534029733136282,1.1751299978554652,21.927677707610354,7.235013984135163,2.302381029430462,11.680520484136197,0.8656296786359146,FAR
21,30,25,train,10,False,2.0882342119269675,1.4450723898569813,1.1825882041159415,0.5611938590255718,1.2724416011994326,21.927677707610354,8.275909688595538,2.3224008645200334,12.898620721005827,0.8805383108353251,FAR
22,31,26,train,10,False,2.004617085106637,1.4158450074448958,1.1051356888072135,0.5390085395882722,1.2185590399036508,21.927677707610354,8.054482114000944,2.140068023596864,12.665278888863373,0.860658499691801,FAR
23,32,27,train,10,False,2.045618665387805,1.4302512595302286,1.1348190802132156,0.5341855600381683,1.2426566984823126,21.927677707610354,8.48125478878794,2.158076134208989,13.670167287139776,0.8688380382132775,FAR
24,33,28,train,10,False,1.3825730535927385,1.1758286667677134,1.2030795789464899,0.4969693860916086,1.05877716278053,16.642479606873078,6.607040787457192,2.1892115854233856,11.653011597957843,0.9004519048604663,FAR
25,34,29,train,10,False,1.042073461026439,1.0208199944292036,1.0234981812975994,0.4536968719712927,0.9537946387527623,13.59223090071866,5.575700266911534,2.031445126466855,11.09906791854327,0.9343416507883756,FAR
26,35,30,train,10,False,1.0355268155690551,1.0176083802568918,1.0921936122954223,0.458668949760831,0.9505185109425824,13.59223090071866,5.485429481681145,1.9298327479402537,10.78726680207034,0.934071033006457,FAR
27,36,31,train,10,False,1.0771177428012146,1.0378428314543655,1.05869886586324,0.45927761541983425,0.9798376619657333,13.59223090071866,5.969207952343123,1.8304644523142923,12.654231401075329,0.9441098712342142,FAR
28,37,32,train,10,False,1.0261988461805898,1.0130147314726423,1.0510248811274236,0.44586457501019083,0.9518755506861301,13.59223090071866,6.016732551696114,1.7291356282341082,13.315421571847693,0.9396463063299852,FAR
29,38,33,train,10,False,0.9301795627870669,0.9644581705740622,1.2483785406996584,0.4250565055044969,0.903061035672723,13.59223090071866,5.264411119385996,1.7305730957734695,12.270131741109328,0.9363402822697904,FAR
30,39,34,train,10,False,1.04007329143855,1.0198398361696557,1.4022300875974483,0.4502774500435015,0.9705451091055334,13.59223090071866,5.899777438742062,1.8944424203636672,13.21915556944152,0.9516642463690528,FAR
31,40,35,train,10,False,0.8166019008473493,0.9036602795560671,1.2991420972762935,0.42422978386909155,0.8862487299771526,7.59810307395881,5.071775917705082,1.818540566159395,12.486458572932609,0.9807321955243314,FAR
32,41,36,train,10,False,1.318215600732652,1.1481357065837872,1.3398462270744644,0.4676932189818233,1.0652213131771708,18.253072207850206,6.759832254414379,1.8941547935845136,14.471370163984924,0.927783455447681,FAR
33,42,37,train,10,False,1.2293033497874537,1.1087395319855127,1.3601761599740267,0.43729702745545695,0.9913705068380795,18.253072207850206,6.280852998232264,1.7748349841017912,14.093600723018346,0.8941419316606753,FAR
34,43,38,train,10,False,1.2846983226840725,1.1334453329049763,1.3199962848061224,0.4465815806028809,1.0185411470022827,18.253072207850206,6.346922299337562,1.8680918054232403,14.083555854265493,0.8986239719138475,FAR
