t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,cobertura_puntual,ancho_medio,cobertura_simultanea,winkler,winkler_max_medio,winkler_max_glob,picp,mpiw,picp_simultaneo
2,21,11,train,20,False,1.2626889781716515,1.1236943437481794,1.082634103656007,0.4590939477737697,1.0300164204345874,16.96438432194257,6.156264905688933,2.076919372997054,13.046517186256148,0.9166339816207306,0.9875,2.8004013410831137,0.75,2.8772384255437102,37.30307793787394,102.8412345683937,0.9875,2.8004013410831137,0.75
3,22,12,train,20,False,1.2490752521224895,1.117620352410643,1.1198227680395152,0.46676454216896524,1.0208443904265476,16.96438432194257,5.932856149009325,2.0952261502145975,12.075914843805378,0.9134089122702936,0.9875,2.8058773409565836,0.75,2.882817658528327,37.29257611021276,102.8412345683937,0.9875,2.8058773409565836,0.75
4,23,13,train,20,False,1.547069450584523,1.2438124660030236,1.092057225604698,0.4818853597665166,1.095811332153292,22.167193824733925,6.640584285539456,2.0713858338009783,12.656836921886049,0.8810100896276338,0.9855,2.8017030871823607,0.7,3.117293778429933,51.149079856329465,307.12506063391464,0.9855,2.8017030871823607,0.7
5,24,14,train,20,False,1.670372156038495,1.2924287818052085,1.089988266315103,0.5026470840181149,1.1565073308389697,22.167193824733925,7.175918766405319,2.118930190121907,13.114472099087772,0.8948325409649346,0.9855,2.830944471013696,0.7,3.1459135656117265,51.328372683222234,307.12506063391464,0.9855,2.830944471013696,0.7
6,25,15,train,20,False,1.5480388761140549,1.244202104207373,1.1167656366770973,0.49327401378600194,1.1157481689581972,22.167193824733925,6.700441347035832,2.134949002025656,12.605359158513037,0.8967579826341733,0.986,2.834391889566394,0.7,3.1292460575457266,47.806816323235864,307.12506063391464,0.986,2.834391889566394,0.7
7,26,16,train,20,False,1.5021359145623288,1.2256165446673477,1.152539351429122,0.47433557986823843,1.0885452262719768,22.167193824733925,6.592414385574557,2.086169123773053,12.691682139454295,0.8881613348059247,0.991,2.8310413875506817,0.75,3.062423709474019,47.77092518848504,307.12506063391464,0.991,2.8310413875506817,0.75
8,27,17,train,20,False,1.4750598477089711,1.2145204188110512,1.1422964290545095,0.4689222562590559,1.0769726925125827,22.167193824733925,6.658773576762682,2.0160740276100553,12.947684561101337,0.8867472920437844,0.9945,2.8302408610553402,0.8,3.0037152886874585,47.37315560635944,307.12506063391464,0.9945,2.8302408610553402,0.8
9,28,18,train,20,False,1.3520135804721922,1.1627611880658006,1.1200017078452182,0.46837800914460265,1.0434618333898134,22.167193824733925,6.412200833045858,2.038075214748515,12.581320992077126,0.8973999511675856,0.9965,2.840642916269461,0.85,2.957036250589496,43.74040472540033,307.12506063391464,0.9965,2.840642916269461,0.85
10,29,19,train,20,False,1.3533484489780043,1.1633350544782892,1.1260184191929163,0.46924719252374947,1.0454817430901726,22.167193824733925,6.467295682041735,2.041860166035242,12.810399789104617,0.8986935784884698,0.9965,2.8291379000813595,0.85,2.945209596822765,43.78283225947432,307.12506063391464,0.9965,2.8291379000813595,0.85
11,30,20,train,20,False,1.4563035390368766,1.2067740215288347,1.105041687621456,0.4744963526328137,1.082940251078647,22.167193824733925,6.893322163771519,2.0497567487032198,13.337864850085378,0.8973844578678405,0.9915,2.8230204683706273,0.8,3.0177413941819036,43.75670456789104,307.12506063391464,0.9915,2.8230204683706273,0.8
