fpc_7,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1,fpc_4_lag1,fpc_5_lag1,fpc_6_lag1,fpc_7_lag1,fpc_8_lag1,fpc_9_lag1,fpc_1_lag2,fpc_2_lag2,fpc_3_lag2,fpc_4_lag2,fpc_5_lag2,fpc_6_lag2,fpc_7_lag2,fpc_8_lag2,fpc_9_lag2
-0.0010028347047479234,-1.209992729175396,0.21214142933301947,-0.32015110559987336,-0.019110921205446,-0.1571818265928113,-0.015890274562433294,0.05471747513993466,0.0609935074001278,-0.00822663347008781,-1.2441092640204912,0.22081305343403657,-0.2490073083756829,-0.05216206315259619,-0.029920411439022777,-0.015215773008683505,0.07271192930487065,-0.003622543156319262,0.06910522393199359
-0.11244355290801392,-1.2011995140138207,-0.093147801798719,-0.282668474527743,-0.09203155941436987,-0.01654525710461239,-0.04772174410768494,-0.0010028347047479234,0.051142466152215765,-0.017227120795217345,-1.209992729175396,0.21214142933301947,-0.32015110559987336,-0.019110921205446,-0.1571818265928113,-0.015890274562433294,0.05471747513993466,0.0609935074001278,-0.00822663347008781
-0.13830762554774073,-1.2059514366592112,-0.18589866309353995,-0.21586611498388894,0.0773166300337624,-0.11154810898715804,-0.13858112185341798,-0.11244355290801392,0.13412840934765863,-0.0403823371066451,-1.2011995140138207,-0.093147801798719,-0.282668474527743,-0.09203155941436987,-0.01654525710461239,-0.04772174410768494,-0.0010028347047479234,0.051142466152215765,-0.017227120795217345
-0.056623852515685545,-1.2856967079395623,-0.23262487436091503,-0.20876472101980706,-0.1687408444284183,-0.04866647722412525,-0.1328136761884984,-0.13830762554774073,-0.04369729895653532,0.07661369847097621,-1.2059514366592112,-0.18589866309353995,-0.21586611498388894,0.0773166300337624,-0.11154810898715804,-0.13858112185341798,-0.11244355290801392,0.13412840934765863,-0.0403823371066451
-0.12007518124174146,-1.238017348081142,-0.142514349955695,-0.2205064610674693,-0.15618376670883263,0.10120647889115823,-0.1507265189845168,-0.056623852515685545,-0.23078146526173318,-0.0036950545991851773,-1.2856967079395623,-0.23262487436091503,-0.20876472101980706,-0.1687408444284183,-0.04866647722412525,-0.1328136761884984,-0.13830762554774073,-0.04369729895653532,0.07661369847097621
0.07259237920651707,-1.1737758084063998,0.017920684751923863,-0.2209763398350537,-0.140832861223014,-0.0234653428130185,-0.18664562282486372,-0.12007518124174146,-0.029818471752706483,-0.08560014771854134,-1.238017348081142,-0.142514349955695,-0.2205064610674693,-0.15618376670883263,0.10120647889115823,-0.1507265189845168,-0.056623852515685545,-0.23078146526173318,-0.0036950545991851773
0.08890698991052698,-1.2430260552958248,-0.017689856682255086,-0.17031702983647368,-0.031385645359821496,-0.02306890446169416,-0.11878290214593827,0.07259237920651707,-0.016991948545860492,-0.003358751418519724,-1.1737758084063998,0.017920684751923863,-0.2209763398350537,-0.140832861223014,-0.0234653428130185,-0.18664562282486372,-0.12007518124174146,-0.029818471752706483,-0.08560014771854134
0.11949870479310115,-1.2994696686035827,0.06044839019599101,-0.0030060373992611884,-0.14371751563763666,0.08667214400605681,-0.22688292106882313,0.08890698991052698,-0.09279958327921198,0.06582631013346536,-1.2430260552958248,-0.017689856682255086,-0.17031702983647368,-0.031385645359821496,-0.02306890446169416,-0.11878290214593827,0.07259237920651707,-0.016991948545860492,-0.003358751418519724
0.011241488779412844,-1.252445476315763,0.2900915995771998,0.005605017251055193,-0.06909508449388808,0.02152560031559979,-0.007187111775521635,0.11949870479310115,0.0035062228776006382,0.0974180570548232,-1.2994696686035827,0.06044839019599101,-0.0030060373992611884,-0.14371751563763666,0.08667214400605681,-0.22688292106882313,0.08890698991052698,-0.09279958327921198,0.06582631013346536
0.04478937835747411,-1.2726905217224873,0.31795159568721737,0.014250436840064308,0.013548769757965505,0.009193020858940752,-0.11428515048024834,0.011241488779412844,0.3234828795627716,0.08821863911023595,-1.252445476315763,0.2900915995771998,0.005605017251055193,-0.06909508449388808,0.02152560031559979,-0.007187111775521635,0.11949870479310115,0.0035062228776006382,0.0974180570548232
-0.0017772653612051685,-1.1308771963625834,0.3409107821514096,0.05442028751458091,0.1556972256899789,-0.014179970229774888,-0.1035529171923535,0.04478937835747411,0.13102755380048106,-0.13110102745902136,-1.2726905217224873,0.31795159568721737,0.014250436840064308,0.013548769757965505,0.009193020858940752,-0.11428515048024834,0.011241488779412844,0.3234828795627716,0.08821863911023595
0.09493402194864373,-0.9670867234050471,0.3099043667769511,0.1412639137377863,0.04202773631043088,0.07460576723820415,0.012215122175112954,-0.0017772653612051685,-0.03680621154000245,-0.020310024270453583,-1.1308771963625834,0.3409107821514096,0.05442028751458091,0.1556972256899789,-0.014179970229774888,-0.1035529171923535,0.04478937835747411,0.13102755380048106,-0.13110102745902136
-0.04909234318504488,-1.006623489704084,0.14620741012809074,0.15514935878728942,0.00579061544039685,-0.0708809477831364,0.04009643348956045,0.09493402194864373,0.045215040875368595,0.07038266732774964,-0.9670867234050471,0.3099043667769511,0.1412639137377863,0.04202773631043088,0.07460576723820415,0.012215122175112954,-0.0017772653612051685,-0.03680621154000245,-0.020310024270453583
0.21681464499773162,-1.0470965519114284,0.03759789082489715,-0.09339065756708055,-0.14061721899570276,-0.1857116034976568,0.07002030928359511,-0.04909234318504488,-0.05789225436845777,0.04582035419025078,-1.006623489704084,0.14620741012809074,0.15514935878728942,0.00579061544039685,-0.0708809477831364,0.04009643348956045,0.09493402194864373,0.045215040875368595,0.07038266732774964
-0.08070597625430549,-0.9429690458715594,0.07721538890969804,0.0010155700987090803,-0.08620107747419477,-0.12010480730831638,0.17893212292848,0.21681464499773162,-0.21119546107469792,0.05095855669214332,-1.0470965519114284,0.03759789082489715,-0.09339065756708055,-0.14061721899570276,-0.1857116034976568,0.07002030928359511,-0.04909234318504488,-0.05789225436845777,0.04582035419025078
-0.1111443302765216,-1.0636416984899286,-0.06854698319427399,0.004141754736267855,-0.048705930440367265,0.14538571750881368,-0.0037352253000773813,-0.08070597625430549,-0.1752111304623272,0.1659523646462497,-0.9429690458715594,0.07721538890969804,0.0010155700987090803,-0.08620107747419477,-0.12010480730831638,0.17893212292848,0.21681464499773162,-0.21119546107469792,0.05095855669214332
-0.11007774024449465,-1.0249110670108077,0.1107937095354008,-0.024252335154501335,0.019857153604455086,0.14682487892173351,-0.04965379932827427,-0.1111443302765216,-0.11943125356936221,0.05394441831046665,-1.0636416984899286,-0.06854698319427399,0.004141754736267855,-0.048705930440367265,0.14538571750881368,-0.0037352253000773813,-0.08070597625430549,-0.1752111304623272,0.1659523646462497
-0.09043241989467722,-1.1421410594153392,0.09393349841068573,-0.020638280901737322,0.10757558330370104,0.09549092948163136,-0.002300252202956839,-0.11007774024449465,-0.10832004768632308,-0.06052580852444261,-1.0249110670108077,0.1107937095354008,-0.024252335154501335,0.019857153604455086,0.14682487892173351,-0.04965379932827427,-0.1111443302765216,-0.11943125356936221,0.05394441831046665
-0.05996506930994616,-1.1940486909877848,0.1186246696249924,0.22436618212251233,-0.026871208140053185,0.14813492539950415,0.0011765894398371116,-0.09043241989467722,0.06494465265748854,-0.010619597890808009,-1.1421410594153392,0.09393349841068573,-0.020638280901737322,0.10757558330370104,0.09549092948163136,-0.002300252202956839,-0.11007774024449465,-0.10832004768632308,-0.06052580852444261
-0.21419163557601675,-1.1478668916297692,-0.11566354008331999,0.23077448200009237,0.12616165625805978,0.07257860362008929,-0.07592374507093046,-0.05996506930994616,0.04539926329204953,0.07768003513292068,-1.1940486909877848,0.1186246696249924,0.22436618212251233,-0.026871208140053185,0.14813492539950415,0.0011765894398371116,-0.09043241989467722,0.06494465265748854,-0.010619597890808009
-0.004842910677108941,-1.1481388609882244,-0.15606126146128302,0.2774650569409662,0.0776592407876371,0.06930444080875883,-0.003207781959809641,-0.21419163557601675,-0.08993308208282794,0.08457031513510631,-1.1478668916297692,-0.11566354008331999,0.23077448200009237,0.12616165625805978,0.07257860362008929,-0.07592374507093046,-0.05996506930994616,0.04539926329204953,0.07768003513292068
-0.08201153167239869,-0.9889771976389058,0.08142930882501428,0.2708946461771556,0.18992947563041748,0.04359803501148694,-0.04878875194203298,-0.004842910677108941,0.023610736154015002,0.01832969909605226,-1.1481388609882244,-0.15606126146128302,0.2774650569409662,0.0776592407876371,0.06930444080875883,-0.003207781959809641,-0.21419163557601675,-0.08993308208282794,0.08457031513510631
0.04263436573528184,-1.0090579056976283,0.06594869666575791,0.1595816947774319,0.25671917800588123,0.06549372043925285,0.08565344672358514,-0.08201153167239869,-0.0025219244944872828,-0.039290978916892906,-0.9889771976389058,0.08142930882501428,0.2708946461771556,0.18992947563041748,0.04359803501148694,-0.04878875194203298,-0.004842910677108941,0.023610736154015002,0.01832969909605226
-0.07748571407019249,-0.9013962355112286,0.0752794069695305,-0.01606499155617074,0.38449058298137684,0.04833094580966093,0.07383704998056267,0.04263436573528184,-0.17653646869060066,-0.09163935903812122,-1.0090579056976283,0.06594869666575791,0.1595816947774319,0.25671917800588123,0.06549372043925285,0.08565344672358514,-0.08201153167239869,-0.0025219244944872828,-0.039290978916892906
0.07943840082700304,-0.9356997289369776,-0.04526583868090749,0.0010590603730682548,-0.0215875543330981,0.15635115821495832,0.07957926370009293,-0.07748571407019249,0.025283596928924144,-0.1811272697919598,-0.9013962355112286,0.0752794069695305,-0.01606499155617074,0.38449058298137684,0.04833094580966093,0.07383704998056267,0.04263436573528184,-0.17653646869060066,-0.09163935903812122
0.0009086835175801951,-0.8306662913629409,0.05687476450018429,-0.17622751828232644,0.23375334061389544,0.15055285510240718,0.02017809220856364,0.07943840082700304,0.00017844986935882127,-0.06854947530624611,-0.9356997289369776,-0.04526583868090749,0.0010590603730682548,-0.0215875543330981,0.15635115821495832,0.07957926370009293,-0.07748571407019249,0.025283596928924144,-0.1811272697919598
-0.01780580162556883,-0.8378111849560935,0.2286870687891541,-0.05582595965975447,0.13414942348976724,-0.04449178532478822,-0.036388345542370824,0.0009086835175801951,0.06003499867156862,-0.07688798712369174,-0.8306662913629409,0.05687476450018429,-0.17622751828232644,0.23375334061389544,0.15055285510240718,0.02017809220856364,0.07943840082700304,0.00017844986935882127,-0.06854947530624611
0.22277783184893582,-0.8600292468019162,0.21817787150679974,0.04741064832818033,0.06765682217876451,0.11879557126883346,0.035871469242431675,-0.01780580162556883,-0.12013350321873657,0.1434906105547454,-0.8378111849560935,0.2286870687891541,-0.05582595965975447,0.13414942348976724,-0.04449178532478822,-0.036388345542370824,0.0009086835175801951,0.06003499867156862,-0.07688798712369174
0.23349624192954715,-0.8902118169463408,0.05746331303600587,-0.009825084103806931,0.07507140624162661,-0.005730008581963612,0.03812832324557867,0.22277783184893582,-0.1856424752567644,-0.15279770602011872,-0.8600292468019162,0.21817787150679974,0.04741064832818033,0.06765682217876451,0.11879557126883346,0.035871469242431675,-0.01780580162556883,-0.12013350321873657,0.1434906105547454
0.05806201224022163,-0.8626532358057721,0.0015083622322845072,-0.03827847830462778,-0.08059217385378104,0.08509794169047277,0.03431186156194977,0.23349624192954715,0.08754183160029072,0.00645799436450789,-0.8902118169463408,0.05746331303600587,-0.009825084103806931,0.07507140624162661,-0.005730008581963612,0.03812832324557867,0.22277783184893582,-0.1856424752567644,-0.15279770602011872
0.0023777430222550193,-0.8598561954156353,-0.06763434518767591,0.18358863439349135,-0.20826494415962662,-0.008744756370559157,-0.1404308645213702,0.05806201224022163,0.06899990661063826,-0.04253894016160131,-0.8626532358057721,0.0015083622322845072,-0.03827847830462778,-0.08059217385378104,0.08509794169047277,0.03431186156194977,0.23349624192954715,0.08754183160029072,0.00645799436450789
0.028498480941099653,-0.6707576871554833,0.09453006124796497,-0.09551217710788834,-0.12134469383793932,0.013090619781250975,0.18360323659754987,0.0023777430222550193,-0.013518683524721659,0.19091323228724613,-0.8598561954156353,-0.06763434518767591,0.18358863439349135,-0.20826494415962662,-0.008744756370559157,-0.1404308645213702,0.05806201224022163,0.06899990661063826,-0.04253894016160131
-0.02940640909122001,-0.5765880527972568,0.01564422413412342,-0.20206344908179122,-0.22667604779276448,0.26977133887407256,0.09000366129402425,0.028498480941099653,-0.06391575767444538,0.0676484740711086,-0.6707576871554833,0.09453006124796497,-0.09551217710788834,-0.12134469383793932,0.013090619781250975,0.18360323659754987,0.0023777430222550193,-0.013518683524721659,0.19091323228724613
-0.004020675107164006,-0.7005022888789375,-0.06134222036927394,-0.21766321627083346,-0.20744222291001044,0.2705318849299369,0.19835328882319678,-0.02940640909122001,-0.02003099418210165,-0.04370851388299318,-0.5765880527972568,0.01564422413412342,-0.20206344908179122,-0.22667604779276448,0.26977133887407256,0.09000366129402425,0.028498480941099653,-0.06391575767444538,0.0676484740711086
-0.11001099682525702,-0.6308589742469055,-0.08782552512827724,0.03710374484774249,-0.07452486177716551,0.033874707656101885,0.23778744501399074,-0.004020675107164006,0.06820436926039977,0.070488398781612,-0.7005022888789375,-0.06134222036927394,-0.21766321627083346,-0.20744222291001044,0.2705318849299369,0.19835328882319678,-0.02940640909122001,-0.02003099418210165,-0.04370851388299318
