componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,winkler,picp,mpiw
FPC 1,2,21,11,train,20,False,0.5426667582481007,0.4218576165522417,0.13352413216991277,0.5981266878115699,0.30537729755514326,0.3031977623581663,0.9,1.960531128011643,2.7567623593870407,0.9,1.960531128011643
FPC 1,3,22,12,train,20,False,0.5435340754283197,0.42399112633189995,0.1548709832284253,0.6066014820289817,0.3046593131576907,0.30377743817229125,0.9,1.9584936699643727,2.75472490133977,0.9,1.9584936699643727
FPC 1,4,23,13,train,20,False,0.5373364193238676,0.4090741290243286,0.19798963884006537,0.6155941510848204,0.3089878965096422,0.2986040346085307,0.9,1.9572532281652086,2.753484459540606,0.9,1.9572532281652086
FPC 1,5,24,14,train,20,False,0.5403081746325779,0.4195988447572166,0.18973822402488016,0.615838817497439,0.31357011049719974,0.3011157223227029,0.9,1.957834740392863,2.7540659717682607,0.9,1.957834740392863
FPC 1,6,25,15,train,20,False,0.5623488278097939,0.43848093772458807,0.15479390675321592,0.6275707330258768,0.3136944949904899,0.31573658916279174,0.9,1.959389063753187,2.7556202951285846,0.9,1.959389063753187
FPC 1,7,26,16,train,20,False,0.5579256610035397,0.4308536864531452,0.14187151520261032,0.6179287116298134,0.319696220569974,0.31213458585301485,0.9,1.963694486804306,2.7599257181797032,0.9,1.963694486804306
FPC 1,8,27,17,train,20,False,0.556132602888952,0.42753541958988117,0.14547056437407646,0.6172385462976897,0.3147681985961587,0.31048276947931425,0.9,1.9618423938378686,2.758073625213266,0.9,1.9618423938378686
FPC 1,9,28,18,train,20,False,0.5134536473647701,0.40357633581201435,0.20414856046686247,0.5905048072630514,0.3144202577857181,0.28799969541385395,0.95,1.9629622418805954,2.313430367948169,0.95,1.9629622418805954
FPC 1,10,29,19,train,20,False,0.4705763088554139,0.37108104905810096,0.10919853597808471,0.5115378751429897,0.30084444438430424,0.2631357330675619,0.95,1.959244006760418,2.309712132827992,0.95,1.959244006760418
FPC 1,11,30,20,train,20,False,0.46147273781564646,0.35780630326202056,0.1427111686428747,0.5113528301713333,0.2608350825298239,0.2563039826291508,0.95,1.953024524711072,2.3034926507786455,0.95,1.953024524711072
FPC 1,12,31,21,train,20,False,0.4038396740676147,0.32888289143402205,0.23748251138284715,0.47448476851423943,0.260736134001711,0.23065043732529283,1.0,1.952799053303897,1.952799053303897,1.0,1.952799053303897
FPC 1,13,32,22,train,20,False,0.42436084474819336,0.3397073948816417,0.1881863276997,0.48322046839124766,0.242070946405213,0.2411547589478719,1.0,1.9509184379875655,1.9509184379875655,1.0,1.9509184379875655
FPC 1,14,33,23,train,20,False,0.42774730359687285,0.3514828847156021,0.23294144349618484,0.5010847879013175,0.24664784225353692,0.2432472985441166,1.0,1.948582603782415,1.948582603782415,1.0,1.948582603782415
FPC 1,15,34,24,train,20,False,0.44841960633122147,0.3631438955977686,0.17097674599273416,0.5052885232584867,0.25577109896454997,0.2532711777969971,1.0,1.9458625165373082,1.9458625165373082,1.0,1.9458625165373082
FPC 1,16,35,25,train,20,False,0.48502532253655156,0.39027761010455386,0.15619421955741097,0.5417280986715494,0.25791801352337473,0.27433988700323797,1.0,1.9459709141403434,1.9459709141403434,1.0,1.9459709141403434
FPC 1,17,36,26,train,20,False,0.49094411106771235,0.4018231180665567,0.1243373840807066,0.5382720727164638,0.2764304714510864,0.27920505695367986,1.0,1.9499724045768378,1.9499724045768378,1.0,1.9499724045768378
FPC 1,18,37,27,train,20,False,0.5243347736051371,0.43620037610222867,0.09703816681458766,0.5661247753261793,0.2746629696204096,0.30132816429447556,1.0,1.9499094973877071,1.9499094973877071,1.0,1.9499094973877071
FPC 1,19,38,28,train,20,False,0.5218299368178346,0.42770341255476857,0.12213642547887504,0.5714176796287306,0.2888697190205489,0.2992741569773914,1.0,1.9524236470088359,1.9524236470088359,1.0,1.9524236470088359
FPC 1,20,39,29,train,20,False,0.5459467293319199,0.4582831376024063,0.11755928214217204,0.5962737577454894,0.29157812595486354,0.31706874171507715,1.0,1.9533453686162823,1.9533453686162823,1.0,1.9533453686162823
FPC 1,21,40,30,train,20,False,0.5593161935445695,0.48153463116648787,0.13393555265769463,0.6166240868383183,0.3042470661970903,0.32789686717343536,1.0,1.9532591553404917,1.9532591553404917,1.0,1.9532591553404917
FPC 1,22,41,31,train,20,False,0.5531874913334784,0.47120924592585867,0.15205880883645762,0.6163504000592633,0.3146073341842082,0.32327634878829725,1.0,1.9560110167786473,1.9560110167786473,1.0,1.9560110167786473
FPC 1,23,42,32,train,20,False,0.5582082151545051,0.479732311536788,0.15905834910165073,0.6245273892124127,0.3144656668029761,0.32746316348919413,1.0,1.9546840980276456,1.9546840980276456,1.0,1.9546840980276456
FPC 1,24,43,33,train,20,False,0.5691238153992296,0.5010532758914827,0.10578556027259411,0.6174817373708329,0.31865039016644503,0.33671500825508993,1.0,1.95454526964575,1.95454526964575,1.0,1.95454526964575
FPC 1,25,44,34,train,20,False,0.5834522068634869,0.5196695536497692,0.1268497290266033,0.6406177793501504,0.31505011317579656,0.3481183854669072,1.0,1.9521966921165579,1.9521966921165579,1.0,1.9521966921165579
FPC 1,26,45,35,train,20,False,0.5650588338147707,0.5040483060244696,0.23280141458496229,0.661878035915281,0.3268822768113615,0.33567310898486946,1.0,1.9522275618836278,1.9522275618836278,1.0,1.9522275618836278
FPC 1,27,46,36,train,20,False,0.5623392647392915,0.49269432787850853,0.2712967501978846,0.6758670169197794,0.33775466859708186,0.33320134989871597,1.0,1.9498093445226545,1.9498093445226545,1.0,1.9498093445226545
FPC 1,28,47,37,train,20,False,0.585704099163474,0.5182972720746575,0.3069919003024324,0.7218505730944924,0.34490835640613243,0.3506460466950637,1.0,1.9501891317591067,1.9501891317591067,1.0,1.9501891317591067
FPC 1,29,48,38,train,20,False,0.5730668319819846,0.5058593451072737,0.2891511385637836,0.6973564695702585,0.36836168441661743,0.34156250614294026,1.0,1.9509606725350017,1.9509606725350017,1.0,1.9509606725350017
FPC 1,30,49,39,train,20,False,0.5699707602049829,0.4989153066062726,0.29715321050541055,0.6975260658191678,0.35585615010482236,0.33875977081134817,1.0,1.9520484828576445,1.9520484828576445,1.0,1.9520484828576445
FPC 1,31,50,40,train,20,False,0.5694083352883591,0.49700518746996386,0.2965732191796333,0.6965504357900086,0.35594309766459364,0.3383452345503434,1.0,1.9502507121488448,1.9502507121488448,1.0,1.9502507121488448
FPC 1,32,51,41,train,20,False,0.5550705418967519,0.47214975593065295,0.31515737525598775,0.6881624721173213,0.3554419237455509,0.3262926627588084,1.0,1.9480857210233808,1.9480857210233808,1.0,1.9480857210233808
FPC 1,33,52,42,train,20,False,0.5201161117408815,0.438247323249327,0.2948301095905763,0.6354649836256379,0.3511520608529953,0.30227280805526746,1.0,1.9461463433131574,1.9461463433131574,1.0,1.9461463433131574
FPC 1,34,53,43,train,20,False,0.5191162426878133,0.4358448694906626,0.20669000421953587,0.5979726929123939,0.324311764127557,0.30181327937450797,1.0,1.9454674811288712,1.9454674811288712,1.0,1.9454674811288712
FPC 1,35,54,44,train,20,False,0.491699168393861,0.4158607495375494,0.2913025190164802,0.5992488738925715,0.30516783702023187,0.2855849544002595,1.0,1.9450459982082247,1.9450459982082247,1.0,1.9450459982082247
FPC 1,36,55,45,train,20,False,0.4494530121947082,0.37724853097992694,0.3019019790020956,0.5519049500837643,0.30582143323600247,0.26007042964463933,1.0,1.94465626116842,1.94465626116842,1.0,1.94465626116842
FPC 1,37,56,46,train,20,False,0.4805299042491958,0.40114862227071174,0.27923717760931754,0.5807141768710432,0.28170830747877806,0.27778584073842233,1.0,1.943392662480473,1.943392662480473,1.0,1.943392662480473
FPC 1,38,57,47,train,20,False,0.4528682271813626,0.3807493760533152,0.28271754444259944,0.548611548265779,0.2964087882779643,0.2618367127667036,1.0,1.9425838211923832,1.9425838211923832,1.0,1.9425838211923832
FPC 1,39,58,48,train,20,False,0.45275675805617205,0.37992123733006494,0.2552092730102451,0.5382524415085017,0.28003125752672064,0.26162610922801816,1.0,1.9397049311548464,1.9397049311548464,1.0,1.9397049311548464
FPC 1,40,59,49,train,20,False,0.4238325334944091,0.35086185001822356,0.21742562756257333,0.4915522368705453,0.2747299889915911,0.2442070475638955,1.0,1.9388683784008023,1.9388683784008023,1.0,1.9388683784008023
FPC 1,41,60,50,train,20,False,0.4112537900463368,0.3385727216406242,0.0270528502900228,0.4277632647052875,0.2509182618545998,0.23686537042710798,1.0,1.9375425773113961,1.9375425773113961,1.0,1.9375425773113961
FPC 1,42,61,51,train,20,False,0.4087607428978895,0.33237558078603885,0.0020956156979224927,0.41981979457352503,0.2184160637180887,0.23487009069431974,1.0,1.9361150807887308,1.9361150807887308,1.0,1.9361150807887308
FPC 1,43,62,52,train,20,False,0.44516346573287624,0.3562417267230621,0.043382046353497405,0.46696942783118045,0.21435356180151902,0.25381599029119317,1.0,1.938117044270038,1.938117044270038,1.0,1.938117044270038
FPC 1,44,63,53,train,20,False,0.4307911198553415,0.33115323023400417,0.118647422824398,0.47079311211791075,0.23840678029810877,0.2443930574439726,1.0,1.941067572757601,1.941067572757601,1.0,1.941067572757601
FPC 1,45,64,54,train,20,False,0.4072497796580649,0.3018856785759295,0.1757490711569456,0.4602240741952365,0.24036195975171076,0.23054069644032743,1.0,1.9438822540640828,1.9438822540640828,1.0,1.9438822540640828
FPC 1,46,65,55,train,20,False,0.3955510530038008,0.2902507070513175,0.09682233324589928,0.4270258317965894,0.23495683284907545,0.22344552228248568,1.0,1.9423895983397954,1.9423895983397954,1.0,1.9423895983397954
FPC 1,47,66,56,train,20,False,0.40626516826528963,0.3099297757074776,0.037933105292103586,0.4249571601585805,0.21800675764624552,0.22990408610133076,1.0,1.9410470393300052,1.9410470393300052,1.0,1.9410470393300052
FPC 1,48,67,57,train,20,False,0.4023142549741273,0.30782478589821183,-0.17326428937222116,0.3810708179545019,0.2169438145550892,0.22866212650287382,1.0,1.9410873199254268,1.9410873199254268,1.0,1.9410873199254268
FPC 1,49,68,58,train,20,False,0.4381662363153056,0.32983808031308626,0.037064139608511515,0.45811912896832824,0.19452126857290272,0.24608414311391696,1.0,1.9401845126971597,1.9401845126971597,1.0,1.9401845126971597
