componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,winkler,picp,mpiw
FPC 1,2,21,11,train,20,False,0.5423528281269719,0.42170365341662447,0.13452634647892414,0.5981266878115699,0.30611808042502486,0.30369223781452825,0.9,1.944459689110517,2.7625616647142754,0.9,1.944459689110517
FPC 1,3,22,12,train,20,False,0.5432525277566181,0.42391336372318955,0.15574630086108898,0.6066014820289817,0.30539812758245827,0.30428933430545857,0.9,1.9447809298336503,2.762882905437409,0.9,1.9447809298336503
FPC 1,4,23,13,train,20,False,0.5370767866658813,0.4090401249411554,0.198764489633786,0.6155941510848204,0.3097377199395187,0.2990485555308035,0.9,1.9439310783147807,2.762033053918539,0.9,1.9439310783147807
FPC 1,5,24,14,train,20,False,0.5400444272480291,0.419512957952359,0.19052907737538638,0.615838817497439,0.3143326964962714,0.30170828748807244,0.9,1.9436924577504393,2.761794433354198,0.9,1.9436924577504393
FPC 1,6,25,15,train,20,False,0.5620797580109644,0.4383958530376345,0.15560253305415295,0.6275707330258768,0.31445730236082325,0.31701488592245103,0.9,1.9445272488892074,2.762629224492966,0.9,1.9445272488892074
FPC 1,7,26,16,train,20,False,0.5576513448510757,0.43079496251245103,0.14271514241443983,0.6179287116298134,0.3204815708403039,0.31347550121413714,0.9,1.9487898648530237,2.7668918404567826,0.9,1.9487898648530237
FPC 1,8,27,17,train,20,False,0.5558458898564661,0.42745256601403386,0.14635143907453563,0.6172385462976897,0.31553842199512994,0.31173536904426025,0.9,1.9492135902494188,2.767315565853177,0.9,1.9492135902494188
FPC 1,9,28,18,train,20,False,0.513157436716544,0.4034815918138019,0.20506654663006096,0.5905048072630514,0.3151901409032006,0.28913920503644924,0.95,1.9484395505487915,2.29794062701767,0.95,1.9484395505487915
FPC 1,10,29,19,train,20,False,0.4705137329534467,0.37116970224973966,0.10943543272695477,0.5115378751429897,0.30159398270615245,0.26456741768473574,0.95,1.9468009139224882,2.296301990391367,0.95,1.9468009139224882
FPC 1,11,30,20,train,20,False,0.4612996495587126,0.35776991659652996,0.1433541483427503,0.5113528301713333,0.26152700549460717,0.2575226233822691,0.95,1.9402845079451794,2.2897855844140578,0.95,1.9402845079451794
FPC 1,12,31,21,train,20,False,0.4037952241085666,0.3289151383629908,0.2376503602000779,0.47448476851423943,0.26142765340422497,0.2317623536102388,1.0,1.939680369645357,1.939680369645357,1.0,1.939680369645357
FPC 1,13,32,22,train,20,False,0.4244258336422344,0.33981388807407487,0.18793765766677195,0.48322046839124766,0.24273670686098178,0.24166499339967373,1.0,1.9346666364744298,1.9346666364744298,1.0,1.9346666364744298
FPC 1,14,33,23,train,20,False,0.42777769199371396,0.35161923173522486,0.2328324515394259,0.5010847879013175,0.247355563512321,0.2437526841032689,1.0,1.9328505806997414,1.9328505806997414,1.0,1.9328505806997414
FPC 1,15,34,24,train,20,False,0.44847289318841027,0.36327717415194904,0.17077970434738565,0.5052885232584867,0.256526679224031,0.25402041466350644,1.0,1.9327333666011683,1.9327333666011683,1.0,1.9327333666011683
FPC 1,16,35,25,train,20,False,0.4850009765828609,0.3903793933785837,0.15627892746816685,0.5417280986715494,0.2586750477312947,0.27540324287639606,1.0,1.9341534033045167,1.9341534033045167,1.0,1.9341534033045167
FPC 1,17,36,26,train,20,False,0.49098301877062234,0.4019921839917423,0.12419858469324352,0.5382720727164638,0.27723416694564457,0.2799518209327151,1.0,1.9354959635064,1.9354959635064,1.0,1.9354959635064
FPC 1,18,37,27,train,20,False,0.5243186716082889,0.4363374681411509,0.09709362476273309,0.5661247753261793,0.27546134759966945,0.3026447228630243,1.0,1.934644422344863,1.934644422344863,1.0,1.934644422344863
FPC 1,19,38,28,train,20,False,0.5218115944307447,0.42777844828981443,0.12219813842159588,0.5714176796287306,0.2897060601394273,0.3003913350790164,1.0,1.9360316981002683,1.9360316981002683,1.0,1.9360316981002683
FPC 1,20,39,29,train,20,False,0.5458545989339672,0.45827609529934427,0.11785708685586638,0.5962737577454894,0.2924212982324142,0.31809243913884994,1.0,1.9361351185664533,1.9361351185664533,1.0,1.9361351185664533
FPC 1,21,40,30,train,20,False,0.5591406916478076,0.4814309943179949,0.13447897374359052,0.6166240868383183,0.3051236635676852,0.3290955108971919,1.0,1.9372592107951636,1.9372592107951636,1.0,1.9372592107951636
FPC 1,22,41,31,train,20,False,0.5530545710627942,0.4712048252691966,0.15246624766532724,0.6163504000592633,0.31551373561553664,0.3240320923712064,1.0,1.9409831620007751,1.9409831620007751,1.0,1.9409831620007751
FPC 1,23,42,32,train,20,False,0.5580785183736948,0.47971029572870094,0.15944908055771012,0.6245273892124127,0.3153705515404058,0.3283777756979763,1.0,1.9395471537858242,1.9395471537858242,1.0,1.9395471537858242
FPC 1,24,43,33,train,20,False,0.569008036133175,0.5010361647439889,0.1061493509199063,0.6174817373708329,0.3195748517282684,0.3378514266201188,1.0,1.9401950340718024,1.9401950340718024,1.0,1.9401950340718024
FPC 1,25,44,34,train,20,False,0.5833773134569883,0.5196891723642827,0.12707387421070115,0.6406177793501504,0.31596267813995704,0.34938673679551047,1.0,1.938315809369087,1.938315809369087,1.0,1.938315809369087
FPC 1,26,45,35,train,20,False,0.5649951289545051,0.5040681427868622,0.23297439311642332,0.661878035915281,0.3278319354872686,0.3365167550787162,1.0,1.9390889292955393,1.9390889292955393,1.0,1.9390889292955393
FPC 1,27,46,36,train,20,False,0.5622377407469453,0.4925899735479513,0.2715598447018257,0.6758670169197794,0.3387339226423817,0.33402247645104066,1.0,1.9356794535368675,1.9356794535368675,1.0,1.9356794535368675
FPC 1,28,47,37,train,20,False,0.5855851225413015,0.5181931790321193,0.30727341920785,0.7218505730944924,0.3459140062118664,0.3520646158220345,1.0,1.9346473902463905,1.9346473902463905,1.0,1.9346473902463905
FPC 1,29,48,38,train,20,False,0.5730522374595979,0.5058631975756133,0.2891873450476945,0.6973564695702585,0.36943435310178013,0.3428766590073634,1.0,1.9353467291221016,1.9353467291221016,1.0,1.9353467291221016
FPC 1,30,49,39,train,20,False,0.5699063780717653,0.4988313313785901,0.29731198433416883,0.6975260658191678,0.35688298015930814,0.3399259697974232,1.0,1.9333622187003487,1.9333622187003487,1.0,1.9333622187003487
FPC 1,31,50,40,train,20,False,0.5693577585470933,0.49696829284578586,0.29669817504014007,0.6965504357900086,0.3569700306774599,0.33950763825587077,1.0,1.934184441827237,1.934184441827237,1.0,1.934184441827237
FPC 1,32,51,41,train,20,False,0.5549889963789073,0.4720896855150084,0.3153585811932512,0.6881624721173213,0.35646692916396633,0.3277146153613287,1.0,1.9335455932095644,1.9335455932095644,1.0,1.9335455932095644
FPC 1,33,52,42,train,20,False,0.5200665922422367,0.43821047732271856,0.2949643795980582,0.6354649836256379,0.3521656961124523,0.3041240945916118,1.0,1.9353139066323635,1.9353139066323635,1.0,1.9353139066323635
FPC 1,34,53,43,train,20,False,0.5190979976456153,0.43587735213172296,0.2067457671443116,0.5979726929123939,0.32526677211375454,0.30334088385062685,1.0,1.934586479961872,1.934586479961872,1.0,1.934586479961872
FPC 1,35,54,44,train,20,False,0.4915567183248613,0.4158154616653639,0.29171309274884294,0.5992488738925715,0.3060586986360765,0.28648668741397815,1.0,1.9346858863532543,1.9346858863532543,1.0,1.9346858863532543
FPC 1,36,55,45,train,20,False,0.4494030157448555,0.3773024945603963,0.3020572810270311,0.5519049500837643,0.3067180869996487,0.26073479218965423,1.0,1.9325390880554913,1.9325390880554913,1.0,1.9325390880554913
FPC 1,37,56,46,train,20,False,0.4803714537727306,0.4010856735666616,0.27971242954489195,0.5807141768710432,0.2825375238656441,0.2786681170625593,1.0,1.9311172505468128,1.9311172505468128,1.0,1.9311172505468128
FPC 1,38,57,47,train,20,False,0.452835068039374,0.38079728719197276,0.28282257985294335,0.548611548265779,0.29727857587299705,0.2619577246075274,1.0,1.9332413846254344,1.9332413846254344,1.0,1.9332413846254344
FPC 1,39,58,48,train,20,False,0.45273701440905123,0.3800604761651848,0.25527422870404015,0.5382524415085017,0.28085427298478294,0.26168858005487594,1.0,1.930928911939263,1.930928911939263,1.0,1.930928911939263
FPC 1,40,59,49,train,20,False,0.42390081396079243,0.35105726303086054,0.2171734579289334,0.4915522368705453,0.2755381668443911,0.24439392114332925,1.0,1.9293552700430148,1.9293552700430148,1.0,1.9293552700430148
FPC 1,41,60,50,train,20,False,0.4114447473236906,0.3388624015179862,0.026149104343273444,0.4277632647052875,0.25165917030866153,0.23687373790232166,1.0,1.9271962627395982,1.9271962627395982,1.0,1.9271962627395982
FPC 1,42,61,51,train,20,False,0.4089087966635403,0.33259855719242526,0.0013725997973798032,0.41981979457352503,0.21905967180885355,0.23504387571196786,1.0,1.9242091903463,1.9242091903463,1.0,1.9242091903463
FPC 1,43,62,52,train,20,False,0.44524789798554887,0.3564219246744569,0.043019136660381485,0.46696942783118045,0.21498668862848175,0.2541216530103787,1.0,1.9247667169943448,1.9247667169943448,1.0,1.9247667169943448
FPC 1,44,63,53,train,20,False,0.4308617713342331,0.3314002314463098,0.11835830837284911,0.47079311211791075,0.23911669031783586,0.2445796026605013,1.0,1.9252867804840204,1.9252867804840204,1.0,1.9252867804840204
FPC 1,45,64,54,train,20,False,0.4072766778570326,0.3021442886081914,0.17564018664053382,0.4602240741952365,0.24108221132008253,0.23024404971507337,1.0,1.925771972723305,1.925771972723305,1.0,1.925771972723305
FPC 1,46,65,55,train,20,False,0.3955931893539974,0.29050971499382017,0.09662989974245884,0.4270258317965894,0.23565985775298562,0.22330965063671232,1.0,1.9244764420017595,1.9244764420017595,1.0,1.9244764420017595
FPC 1,47,66,56,train,20,False,0.4062678442210929,0.31019227937583516,0.037920431515616304,0.4249571601585805,0.21866635419964253,0.22975898894650681,1.0,1.9250518681481474,1.9250518681481474,1.0,1.9250518681481474
FPC 1,48,67,57,train,20,False,0.40225672510692595,0.3080529966995135,-0.17292876602485396,0.3810708179545019,0.21759744598837674,0.22759180658533432,1.0,1.9255302201583977,1.9255302201583977,1.0,1.9255302201583977
FPC 1,49,68,58,train,20,False,0.43787423171505935,0.32991977304754694,0.03834715954263401,0.45811912896832824,0.195099327614949,0.24535949295751536,1.0,1.92605563879013,1.92605563879013,1.0,1.92605563879013
FPC 1,50,69,59,train,20,False,0.4368699193400781,0.3271298788968169,0.09820353336438392,0.4719935622195234,0.23424128463183558,0.24475292992540737,1.0,1.9302130696177475,1.9302130696177475,1.0,1.9302130696177475
FPC 1,51,70,60,train,20,False,0.43604731543437725,0.32411081314041246,0.06025720812843116,0.46149533230406864,0.24135900090064819,0.2442979520944224,1.0,1.9314290384203185,1.9314290384203185,1.0,1.9314290384203185
FPC 1,52,71,61,train,20,False,0.4777833795153306,0.3641494432811821,-0.08594726298298072,0.4703973515055358,0.23598002351615957,0.26889804387823324,1.0,1.932205605953931,1.932205605953931,1.0,1.932205605953931
FPC 1,53,72,62,train,20,False,0.4789338768930447,0.3664582049999181,-0.23544325306880665,0.4420815129367671,0.24050390459798038,0.2701038169534242,1.0,1.930802526213228,1.930802526213228,1.0,1.930802526213228
FPC 1,54,73,63,train,20,False,0.48042465005031754,0.36964688814573377,-0.19097259656187848,0.4516610038307366,0.22597829484306686,0.2712465620580472,1.0,1.9298112015053621,1.9298112015053621,1.0,1.9298112015053621
FPC 1,55,74,64,train,20,False,0.47536854985700716,0.36412931404250964,0.023439892133144014,0.4935363594694781,0.23089230147093404,0.26828599446579926,1.0,1.9305684128776188,1.9305684128776188,1.0,1.9305684128776188
FPC 1,56,75,65,train,20,False,0.495421112278892,0.38950458196309273,0.19769044663102453,0.5674684564029735,0.25235022699324916,0.28208257458240726,1.0,1.9285263263806698,1.9285263263806698,1.0,1.9285263263806698
FPC 1,57,76,66,train,20,False,0.46321152284568085,0.36262603392607384,0.37728437765038814,0.6022442623466906,0.2902230814224883,0.2628384145973664,1.0,1.931445185281336,1.931445185281336,1.0,1.931445185281336
FPC 1,58,77,67,train,20,False,0.4541649265985983,0.3480466637539624,0.4189314570900732,0.6112770731399768,0.30804027561483355,0.25672573441322943,1.0,1.9316949482634655,1.9316949482634655,1.0,1.9316949482634655
