fpc_3,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1,fpc_4_lag1
0.3421297450054713,-0.21778829907409775,0.7500542407661646,0.8099594835245861,0.0013497131171978382
-0.6463233820718861,-0.7921236560087122,-1.1558347398942679,0.3421297450054713,1.804575402046374
0.4381157126046593,0.13874613169946268,-1.4452542454049582,-0.6463233820718861,-0.02170214137516078
-1.2808015446161432,0.520440406629382,0.7309482423689796,0.4381157126046593,0.48836225981998804
-1.0800955501026652,2.1910687930984443,-0.8926611880577535,-1.2808015446161432,1.6166262330314116
-0.5138456076340614,-0.5942341373782052,-1.1846433384349782,-1.0800955501026652,-1.9921759384668825
0.7337927269327991,0.398777747485632,0.01719351131754358,-0.5138456076340614,-0.3785368952876004
0.3078799873996517,0.03824863937778017,-1.2742262111355402,0.7337927269327991,0.447288998995752
-0.30937828877325046,-0.0906567960364255,0.17917127831151952,0.3078799873996517,1.9357323140884821
-0.7685298549845766,0.7776050754743032,-0.980517974233197,-0.30937828877325046,1.2345538824440236
-0.17237626349581203,1.5423654753953,-1.1007279830070387,-0.7685298549845766,1.5607839122276856
-0.13083042518579407,0.6935232761998211,-1.370828646069369,-0.17237626349581203,-0.7045047266503192
-1.7012007543904817,2.2726197031717534,-1.391289081111727,-0.13083042518579407,0.6938552474566162
-1.0588568045171465,-0.01994736816679763,0.31178711664619624,-1.7012007543904817,-2.1181048564579825
0.4349833190782836,0.651572457497008,1.6321067871804689,-1.0588568045171465,1.5548111041815622
0.4121994789230759,0.7135829483376069,-0.26497216685614006,0.4349833190782836,0.516932900945048
0.6281735822577693,0.6030993509841394,-2.5072631817766,0.4121994789230759,0.7883029085290555
1.2239486930763948,-0.44233580934774014,-0.9759992671855214,0.6281735822577693,1.9419204389680036
-0.3099283831962374,-0.7878103678576569,0.45737904060347107,1.2239486930763948,-0.06681597906105817
-2.327510941524235,-1.418745285730644,1.9353322444113166,-0.3099283831962374,0.351708652492682
-3.0696078119427157,-2.399766044771572,1.7881700610264828,-2.327510941524235,1.0900930896373269
-1.7429091100236975,-1.1105997452662404,2.041802563104374,-3.0696078119427157,-1.2592672305191763
-1.6317306791638524,-1.0473806282481024,-0.5695477918240072,-1.7429091100236975,0.4145893136562389
-2.6456554717716636,-2.0646754843858077,0.13858528632406167,-1.6317306791638524,0.8200262836660589
-2.553851568875705,-2.3238011623197763,-1.2429889714962814,-2.6456554717716636,0.9017258553675906
-1.6965990096884545,-1.6847626104042575,-0.7224467893051436,-2.553851568875705,-0.5008748313639363
-2.9063353922935464,-2.2141672655108193,-1.2741780863566083,-1.6965990096884545,-0.6324054598249332
-2.6452668614342207,-1.804696900633499,-0.0766888579390517,-2.9063353922935464,-0.1831647240571599
-1.4697432050575032,-1.330966741253587,-0.38511122877382664,-2.6452668614342207,0.10177728482123806
-1.1745894915726782,-1.7191652934954724,-0.7628781263869456,-1.4697432050575032,-0.09304147986236642
-2.361902236804129,-2.3831986781764414,-0.7414757579394494,-1.1745894915726782,-1.7842344953860254
-2.2439359163198103,-2.5489603967922396,-0.851454301093735,-2.361902236804129,-0.009563366521114997
-1.2968697376774436,-2.7812595438502643,0.15337755889300844,-2.2439359163198103,0.2806952348778054
-2.2104716625500167,-2.5975210295417948,-2.0619286944549255,-1.2968697376774436,-1.196420696825667
-2.011654077868486,-1.0039317393285885,-1.1849356018213568,-2.2104716625500167,-2.184980729371517
-0.8544619920803372,-0.7348649036679122,2.0323752635756325,-2.011654077868486,0.021530927490710845
0.35041864647018184,-0.7813995873592701,0.49382257306045274,-0.8544619920803372,0.4604777655765054
-0.9468302172050954,-1.1925880101047321,-0.7136374392634398,0.35041864647018184,-0.07622448186552967
-0.5392844915283996,-0.9336472496655303,0.8691486976432371,-0.9468302172050954,-1.1006690595338358
-1.4027045833870313,-1.2034190695108211,-0.4991819961475807,-0.5392844915283996,-0.4396182885495908
-1.4959797364373708,-0.43045760104623426,0.8701203647025383,-1.4027045833870313,-0.8482922214680997
0.5285455009126928,0.903371435136707,1.9027668688151627,-1.4959797364373708,0.7008341312705872
-0.6661793819007703,-0.06129416497681906,-1.0112426388206364,0.5285455009126928,0.7343738797983936
-0.6562107966226923,1.5607827741558893,0.3722726539719778,-0.6661793819007703,1.2176989169717591
-1.7332434864167114,2.0800024293906714,-0.12741453549300627,-0.6562107966226923,-2.230423599703235
-0.4700698577947425,1.2301113448711984,-1.6164815612856807,-1.7332434864167114,-1.760536010358852
0.2690750123599168,1.2251756375057297,-0.1280213768527916,-0.4700698577947425,-0.3796251426133559
-0.4113353002084219,1.388117352808091,-0.28814169980127735,0.2690750123599168,-1.1582685789433622
-1.5135933143247617,-0.9545616111522878,2.225636004575652,-0.4113353002084219,-0.2261755097552299
0.3105846660521371,-0.48299439888027856,1.3485684833676579,-1.5135933143247617,0.7095270357016296
-0.6535658147353104,-0.2406164506380384,-0.2331185003763783,0.3105846660521371,-0.5543867148087096
-1.5088996523610936,1.6399993374852424,1.2619248350191254,-0.6535658147353104,-0.3931241135808771
0.6095753789684834,0.9155197485295634,-0.7668276487437631,-1.5088996523610936,-1.333625712081502
0.014541057254894319,0.5744483879711255,-0.08796284856409359,0.6095753789684834,0.10097124753948618
0.9080116750800098,0.09904026705721954,0.8284038978569156,0.014541057254894319,1.0010600602157713
1.2616541809629431,-0.2628142609633892,-1.7313550640631257,0.9080116750800098,0.11648197147466385
0.56008462573797,-0.341658846761299,0.9543137269247876,1.2616541809629431,-0.5840364261862866
0.1935122850879415,0.19816274682072232,-0.907511967455458,0.56008462573797,0.5455410584500872
0.09802463094366011,0.6310987703387982,-0.23359627614874615,0.1935122850879415,0.8405887101832944
-0.41450738157477357,1.1484138465430314,-0.4936203179716406,0.09802463094366011,0.8960797980452769
