t,b_t,b_t_norm,nivel_curva,nivel_sin_tend,bloque
1,0.0,0.0,1.2977582984934144,1.2977582984934144,train
2,0.007518796992481203,0.002506265664160401,1.0133928044967684,1.0058740075042871,train
3,0.015037593984962405,0.005012531328320802,-0.3813772711148424,-0.3964148650998048,train
4,0.022556390977443608,0.007518796992481203,0.44211433749736084,0.41955794651991724,train
5,0.03007518796992481,0.010025062656641603,-1.6270011714289858,-1.6570763593989106,train
6,0.03759398496240601,0.012531328320802004,-0.3389102935848077,-0.3765042785472137,train
7,0.045112781954887216,0.015037593984962405,-0.6326555318630627,-0.6777683138179499,train
8,0.05263157894736842,0.017543859649122806,0.214087901958615,0.16145632301124657,train
9,0.06015037593984962,0.020050125313283207,-0.15581730952866113,-0.21596768546851075,train
10,0.06766917293233082,0.022556390977443608,-0.8087144680100925,-0.8763836409424233,train
11,0.07518796992481203,0.02506265664160401,-1.7987414764403051,-1.8739294463651173,train
12,0.08270676691729323,0.02756892230576441,-0.5940817183525602,-0.6767884852698534,train
13,0.09022556390977443,0.03007518796992481,-1.8624747350149466,-1.952700298924721,train
14,0.09774436090225563,0.03258145363408521,-0.07372710480051065,-0.17147146570276628,train
15,0.10526315789473684,0.03508771929824561,-0.14456493238392157,-0.2498280902786584,train
16,0.11278195488721804,0.03759398496240601,-0.22688971174799083,-0.33967166663520887,train
17,0.12030075187969924,0.040100250626566414,-0.7889405775298363,-0.9092413294095355,train
18,0.12781954887218044,0.042606516290726815,0.679199181209349,0.5513796323371685,train
19,0.13533834586466165,0.045112781954887216,1.163720817270026,1.0283824714053642,train
20,0.14285714285714285,0.047619047619047616,1.9364308581873921,1.7935737153302493,train
21,0.15037593984962405,0.05012531328320802,1.811811728365509,1.661435788515885,train
22,0.15789473684210525,0.05263157894736842,0.9484049826299678,0.7905102457878626,train
23,0.16541353383458646,0.05513784461152882,0.0425858262013566,-0.12282770763322987,train
24,0.17293233082706766,0.05764411027568922,0.6018669478192645,0.42893461699219687,train
25,0.18045112781954886,0.06015037593984962,-0.2067956752197536,-0.3872468030393025,train
26,0.18796992481203006,0.06265664160401002,0.02976769777007607,-0.158202227041954,train
27,0.19548872180451127,0.06516290726817042,0.293480073081933,0.09799135127742176,train
28,0.20300751879699247,0.06766917293233082,-0.3348640485508667,-0.5378715673478591,train
29,0.21052631578947367,0.07017543859649122,-0.27110046934031173,-0.4816267851297854,train
30,0.21804511278195488,0.07268170426065163,0.11745980825439802,-0.10058530452755686,train
31,0.22556390977443608,0.07518796992481203,1.0670871758241405,0.8415232660497044,train
32,0.23308270676691728,0.07769423558897243,0.9114337517663019,0.6783510449993846,train
33,0.24060150375939848,0.08020050125313283,0.8955499545060462,0.6549484507466478,train
34,0.24812030075187969,0.08270676691729323,0.8197668057695011,0.5716465050176214,train
35,0.2556390977443609,0.08521303258145363,-0.3055204462046136,-0.5611595439489745,train
36,0.2631578947368421,0.08771929824561403,0.3654725654430094,0.10231467070616729,train
37,0.2706766917293233,0.09022556390977443,0.3041879400765122,0.03351124834718888,train
38,0.2781954887218045,0.09273182957393483,0.899944342795068,0.6217488540732634,train
39,0.2857142857142857,0.09523809523809523,0.8958949747440246,0.6101806890297389,train
40,0.2932330827067669,0.09774436090225563,1.2001120815771231,0.9068789988703563,train
41,0.3007518796992481,0.10025062656641603,0.9941988616034354,0.6934469819041873,train
42,0.3082706766917293,0.10275689223057644,0.11607453263057449,-0.19219614406115482,train
43,0.3157894736842105,0.10526315789473684,0.5764137958835326,0.2606243221993221,train
44,0.3233082706766917,0.10776942355889724,-0.5924139932905349,-0.9157222639672267,train
45,0.3308270676691729,0.11027568922305764,-0.7452760902206556,-1.0761031578898286,train
46,0.3383458646616541,0.11278195488721804,-0.9307319070939128,-1.269077771755567,train
47,0.3458646616541353,0.11528822055137844,-0.8227900096097058,-1.168654671263841,train
48,0.3533834586466165,0.11779448621553884,-0.518748847469382,-0.8721323061159985,train
49,0.3609022556390977,0.12030075187969924,1.9579807169357097,1.597078461296612,train
50,0.3684210526315789,0.12280701754385964,1.2557480279087962,0.8873269752772173,train
51,0.37593984962406013,0.12531328320802004,1.245931917870097,0.8699920682460368,train
52,0.38345864661654133,0.12781954887218044,0.3688026581969944,-0.014655988419546906,train
53,0.39097744360902253,0.13032581453634084,-0.11633479520744068,-0.5073122388164633,train
54,0.39849624060150374,0.13283208020050125,0.301704480503534,-0.09679176009796975,train
55,0.40601503759398494,0.13533834586466165,0.9819122591595647,0.5758972215655798,train
56,0.41353383458646614,0.13784461152882205,0.9829604508802746,0.5694266162938084,train
57,0.42105263157894735,0.14035087719298245,2.024553959624245,1.6035013280452977,train
58,0.42857142857142855,0.14285714285714285,1.126040392648099,0.6974689640766705,train
59,0.43609022556390975,0.14536340852130325,0.5840333740701908,0.1479431485062811,train
60,0.44360902255639095,0.14786967418546365,0.2869635677205892,-0.15664545483580178,train
61,0.45112781954887216,0.15037593984962405,0.2601596821211932,-0.19096813742767893,train
62,0.45864661654135336,0.15288220551378445,0.431271868525538,-0.027374748015815353,train
63,0.46616541353383456,0.15538847117794485,0.7359999149631323,0.26983450142929777,train
64,0.47368421052631576,0.15789473684210525,1.5301219004179114,1.0564376898915957,train
65,0.48120300751879697,0.16040100250626566,0.5017666575369749,0.020563650018177948,train
66,0.48872180451127817,0.16290726817042606,0.16204441300303438,-0.3266773915082438,train
67,0.49624060150375937,0.16541353383458646,-0.3587758859102034,-0.8550164874139627,train
68,0.5037593984962405,0.16791979949874683,0.3868126747751424,-0.1169467237210981,train
69,0.5112781954887218,0.17042606516290726,-0.2896816182204286,-0.8009598137091504,train
70,0.518796992481203,0.1729323308270677,0.7467684884499541,0.2279714959687511,train
71,0.5263157894736842,0.17543859649122806,0.46129598402670174,-0.06501980544698244,train
72,0.5338345864661653,0.17794486215538843,0.7076200065136987,0.1737854200475334,train
73,0.5413533834586466,0.18045112781954886,-0.08728874845126831,-0.6286421319099149,train
74,0.5488721804511278,0.1829573934837093,0.4762061577617655,-0.07266602268936234,train
75,0.556390977443609,0.18546365914786966,0.2963512574510225,-0.2600397199925865,train
76,0.5639097744360901,0.18796992481203004,-0.22074396451397463,-0.7846537389500647,train
77,0.5714285714285714,0.19047619047619047,-0.059501497304403184,-0.6309300687329746,train
78,0.5789473684210527,0.1929824561403509,0.3057368991721749,-0.27321046924887776,train
79,0.5864661654135338,0.19548872180451127,0.9846816487032028,0.39821548328966905,train
80,0.593984962406015,0.19799498746867164,0.8107534359079818,0.21676847350196682,train
81,0.6015037593984962,0.20050125313283207,-0.7450272148199514,-1.3465309742184477,train
82,0.6090225563909775,0.2030075187969925,0.8900607134199163,0.28103815702893886,train
83,0.6165413533834586,0.20551378446115287,0.42582992705101647,-0.19071142633244215,train
84,0.6240601503759398,0.20802005012531324,1.4918495799227522,0.8677894295468125,train
85,0.631578947368421,0.21052631578947367,0.3684590024420756,-0.26311994492634544,train
86,0.6390977443609023,0.2130325814536341,0.01058216136297798,-0.6285155829979243,train
87,0.6466165413533834,0.21553884711779447,0.2643463113719731,-0.3822702299814103,train
88,0.6541353383458646,0.21804511278195485,0.9393146626048504,0.28517932425898584,train
89,0.6616541353383458,0.22055137844611528,1.462516671136737,0.8008625357983912,train
90,0.6691729323308271,0.2230576441102757,0.8740648210234458,0.20489188869261876,train
91,0.6766917293233082,0.22556390977443608,1.8822691375046194,1.2055774081813113,train
92,0.6842105263157894,0.22807017543859645,2.1693552839652703,1.485144757649481,train
93,0.6917293233082706,0.23057644110275688,1.8175002374512899,1.1257709141430192,train
94,0.6992481203007519,0.2330827067669173,0.3691143713983616,-0.3301337489023903,train
95,0.706766917293233,0.23558897243107768,1.9894627468724002,1.282695829579167,train
96,0.7142857142857142,0.23809523809523805,2.373135080419524,1.6588493661338097,train
97,0.7218045112781954,0.24060150375939848,1.0281870779465263,0.30638256666833086,train
98,0.7293233082706767,0.2431077694235589,0.028745497356816394,-0.7005778109138603,train
99,0.7368421052631579,0.24561403508771928,-0.3820175710774528,-1.1188596763406107,train
100,0.744360902255639,0.24812030075187966,-0.962447047941661,-1.7068079501973,train
101,0.7518796992481203,0.2506265664160401,-0.9618316368332406,-1.713711336081361,train
102,0.7593984962406015,0.2531328320802005,0.02061722564302098,-0.7387812705975806,train
103,0.7669172932330827,0.2556390977443609,0.41661362577106203,-0.35030366746202063,train
104,0.7744360902255638,0.2581453634085213,1.4827530399183548,0.708316949692791,train
105,0.7819548872180451,0.2606516290726817,0.2623313895633219,-0.5196234976547232,train
106,0.7894736842105263,0.2631578947368421,1.0828813833045874,0.29340769909406106,train
107,0.7969924812030075,0.2656641604010025,0.43028140764303807,-0.3667110735599694,train
108,0.8045112781954886,0.2681704260651629,0.9214622731915895,0.11695099499610084,train
109,0.8120300751879699,0.2706766917293233,0.5224620038620785,-0.28956807132589135,train
110,0.8195488721804511,0.2731829573934837,1.2220667486067982,0.40251787642634707,train
111,0.8270676691729323,0.2756892230576441,0.6446738819745108,-0.18239378719842148,train
112,0.8345864661654134,0.2781954887218045,0.9514645598802546,0.11687809371484115,train
113,0.8421052631578947,0.2807017543859649,1.1254797404063617,0.283374477248467,train
114,0.849624060150376,0.2832080200501253,1.2165895988147926,0.3669655386644166,train
115,0.8571428571428571,0.2857142857142857,0.9457348447437678,0.0885919876009107,train
116,0.8646616541353382,0.2882205513784461,-0.22613090384301832,-1.0907925579783566,train
117,0.8721804511278195,0.2907268170426065,0.3242109989997514,-0.547969452128068,train
118,0.8796992481203008,0.2932330827067669,1.152452870246223,0.27275362212592213,train
119,0.8872180451127819,0.2957393483709273,0.5264671385132421,-0.3607509065995398,train
120,0.894736842105263,0.2982456140350877,-0.6412298226386203,-1.5359666647438832,train
121,0.9022556390977443,0.3007518796992481,-0.7352522848998573,-1.6375079239976016,train
122,0.9097744360902256,0.3032581453634085,-0.15024148077393645,-1.060015916864162,train
123,0.9172932330827067,0.3057644110275689,-0.7454541105018437,-1.6627473435845506,train
124,0.9248120300751879,0.3082706766917293,-0.2617541691618083,-1.1865661992369962,train
125,0.9323308270676691,0.3107769423558897,-0.23316137244738908,-1.1654921995150582,train
126,0.9398496240601504,0.3132832080200501,-0.47885927367999,-1.4187088977401403,train
127,0.9473684210526315,0.3157894736842105,-0.7068921956121353,-1.6542606166647669,train
128,0.9548872180451127,0.3182957393483709,-0.48257326675048046,-1.4374604847955932,train
129,0.9624060150375939,0.3208020050125313,0.9413139990292617,-0.021092016008332215,train
130,0.9699248120300752,0.3233082706766917,0.4389368077500571,-0.5309880042800181,train
131,0.9774436090225563,0.3258145363408521,1.1071068337943868,0.12966322477183045,train
132,0.9849624060150375,0.3283208020050125,1.1996012846850663,0.21463887867002884,train
133,0.9924812030075187,0.3308270676691729,1.3360661405306826,0.3435849375231639,train
134,1.0,0.3333333333333333,0.8211035871919391,-0.1788964128080609,train
135,1.007518796992481,0.33583959899749366,0.4917015825505819,-0.5158172144418991,train
136,1.0150375939849623,0.3383458646616541,0.7924331765844028,-0.22260441740055947,train
137,1.0225563909774436,0.3408521303258145,0.5532426654181086,-0.4693137255593349,train
138,1.0300751879699248,0.3433583959899749,-0.035068895414569055,-1.0651440833844938,train
139,1.037593984962406,0.3458646616541354,0.18191053649671945,-0.8556834484656866,train
140,1.045112781954887,0.3483709273182957,-0.1886440043042726,-1.2337567862591596,train
141,1.0526315789473684,0.3508771929824561,-0.04052773110628776,-1.093159310053656,train
142,1.0601503759398496,0.3533834586466165,0.782614392358187,-0.27753598358166265,train
143,1.0676691729323307,0.35588972431077687,0.8002882968702412,-0.2673808760620895,train
144,1.075187969924812,0.3583959899749373,1.7553263992013854,0.6801384292765735,train
145,1.0827067669172932,0.3609022556390977,2.390285871915592,1.307579104998299,train
146,1.0902255639097744,0.3634085213032581,2.2687650594796738,1.1785394955698993,train
147,1.0977443609022557,0.3659147869674186,2.269112984821158,1.1713686239189025,train
148,1.1052631578947367,0.3684210526315789,1.8913287611443799,0.7860656032496431,train
149,1.112781954887218,0.37092731829573933,1.3516723687575545,0.2388904138703365,train
150,1.1203007518796992,0.37343358395989973,0.7607928699509344,-0.3595078819287648,train
151,1.1278195488721803,0.3759398496240601,0.0669762428608513,-1.060843306011329,train
152,1.1353383458646615,0.37844611528822053,0.14032373717161717,-0.9950146086930444,train
153,1.1428571428571428,0.38095238095238093,-0.25301255155007135,-1.3958696944072142,train
154,1.150375939849624,0.38345864661654133,-0.49900371599227744,-1.6493796558419014,train
155,1.1578947368421053,0.3859649122807018,0.2554456956498281,-0.9024490411922772,train
156,1.1654135338345863,0.38847117794486213,1.0291870195107735,-0.13622651432381283,train
157,1.1729323308270676,0.39097744360902253,2.150284432805306,0.9773521019782383,train
158,1.1804511278195489,0.39348370927318294,1.029041898658512,-0.15140922916103694,train
159,1.18796992481203,0.3959899749373433,1.433844002192989,0.24587407738095912,train
160,1.1954887218045112,0.39849624060150374,2.1091555618575777,0.9136668400530665,train
161,1.2030075187969924,0.40100250626566414,1.7878336745693333,0.5848261557723409,train
162,1.2105263157894737,0.40350877192982454,2.0743108844356932,0.8637845686462196,train
163,1.218045112781955,0.406015037593985,2.8991107886314325,1.6810656758494775,train
164,1.225563909774436,0.40852130325814534,2.0203721636599496,0.7948082538855137,train
165,1.2330827067669172,0.41102756892230574,1.9697719886809568,0.7366892819140396,train
166,1.2406015037593985,0.41353383458646614,2.5547617981231423,1.3141602943637438,train
167,1.2481203007518795,0.4160401002506265,2.591727076672754,1.3436067759208745,train
168,1.2556390977443608,0.41854636591478694,2.0190505124719995,0.7634114147276387,train
169,1.263157894736842,0.42105263157894735,2.931240782030158,1.6680828872933158,train
170,1.2706766917293233,0.42355889724310775,2.784188551918144,1.5135118601888207,train
171,1.2781954887218046,0.4260651629072682,1.9263284944266184,0.6481330057048138,train
172,1.2857142857142856,0.42857142857142855,1.6564826539211661,0.3707683682068805,train
173,1.2932330827067668,0.43107769423558895,2.2463061103783715,0.9530730276716046,train
174,1.300751879699248,0.43358395989974935,1.5634639613607098,0.26271208166146165,train
175,1.3082706766917291,0.4360902255639097,1.7748735804170175,0.46660290372528834,train
176,1.3157894736842104,0.43859649122807015,2.613050712591317,1.2972612389071065,train
177,1.3233082706766917,0.44110275689223055,0.7662259431765817,-0.55708232750011,train
178,1.330827067669173,0.44360902255639095,1.550048057648153,0.2192209899789801,train
179,1.3383458646616542,0.4461152882205514,2.179776125860105,0.8414302611984508,train
180,1.3458646616541352,0.44862155388471175,1.284459160780953,-0.061405500873182195,train
181,1.3533834586466165,0.45112781954887216,1.360139211793564,0.006755753146947541,train
182,1.3609022556390977,0.45363408521303256,1.1278061240187953,-0.2330961316203024,train
183,1.3684210526315788,0.4561403508771929,0.8542694618920785,-0.5141515907395002,train
184,1.37593984962406,0.45864661654135336,0.6393192219797655,-0.7366206276442945,train
185,1.3834586466165413,0.46115288220551376,0.27086438272317276,-1.1125942638933686,train
186,1.3909774436090225,0.46365914786967416,-0.043801179235209216,-1.4347786228442319,train
187,1.3984962406015038,0.4661654135338346,0.5446187829283518,-0.853877457673152,train
188,1.4060150375939848,0.46867167919799496,1.9427159436239105,0.5367009060299257,train
189,1.413533834586466,0.47117794486215536,2.1456106559540933,0.7320768213676272,train
190,1.4210526315789473,0.47368421052631576,0.7528294717693265,-0.6682231598096209,train
191,1.4285714285714284,0.4761904761904761,1.2380095580513195,-0.19056187052010887,train
192,1.4360902255639096,0.47869674185463656,1.9643520764394626,0.528261850875553,train
193,1.443609022556391,0.48120300751879697,1.2842774987218566,-0.1593315238345343,train
194,1.4511278195488722,0.48370927318295737,0.9418001385991238,-0.5093276809497483,train
195,1.4586466165413534,0.4862155388471178,0.24578733000790876,-1.2128592865334447,train
196,1.4661654135338344,0.48872180451127817,0.6147857362040995,-0.851379677329735,train
197,1.4736842105263157,0.49122807017543857,0.017068514459050475,-1.4566156960672652,train
198,1.481203007518797,0.49373433583959897,1.0717664861885197,-0.4094365213302773,train
199,1.488721804511278,0.4962406015037593,1.5367876060119132,0.04806580150063522,train
200,1.4962406015037593,0.49874686716791977,1.9698168885184528,0.47357628701469356,train
201,1.5037593984962405,0.5012531328320802,1.8967836806221419,0.39302428212590135,train
202,1.511278195488722,0.5037593984962406,1.242189302848107,-0.269088892640615,train
203,1.518796992481203,0.506265664160401,1.1534606624251222,-0.3653363300560808,train
204,1.5263157894736843,0.5087719298245614,2.524597754068407,0.9982819645947225,train
205,1.5338345864661653,0.5112781954887218,1.4310957274180118,-0.1027388590481535,train
206,1.5413533834586466,0.5137844611528822,1.8549232084035254,0.31356982494487884,train
207,1.5488721804511276,0.5162907268170426,1.7828591113916814,0.23398693094055378,train
208,1.556390977443609,0.518796992481203,1.629239699869551,0.07284872242594198,train
209,1.5639097744360901,0.5213032581453634,1.2388344298547034,-0.32507534458138676,train
210,1.5714285714285716,0.5238095238095238,2.2439605785016017,0.6725320070730301,train
211,1.5789473684210527,0.5263157894736842,2.6662235801561422,1.0872762117350896,train
212,1.586466165413534,0.5288220551378446,1.9658883350049696,0.3794221695914357,train
213,1.593984962406015,0.531328320802005,1.2860108837372106,-0.30797407866880433,train
214,1.6015037593984962,0.5338345864661654,2.50020094257087,0.898697183172374,train
215,1.6090225563909772,0.5363408521303258,2.5204698151981932,0.911447258807216,train
