t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,modelo
2,21,11,train,20,False,1.53110939493884,1.2373800527480794,0.8871668860865227,VAR
3,22,12,train,20,False,1.5807019992002278,1.2572597182763106,0.8958690311986307,VAR
4,23,13,train,20,False,1.550907707886593,1.24535445070333,0.8865760552272287,VAR
5,24,14,train,20,False,1.508351904795846,1.2281497892341333,0.8761751153045237,VAR
6,25,15,train,20,False,1.3037727701487216,1.1418286956232628,0.8060746731015576,VAR
7,26,16,train,20,False,1.2937173736564824,1.1374169744014209,0.7869684677410782,VAR
8,27,17,train,20,False,1.2542481082058263,1.1199321891104954,0.7775402553439681,VAR
9,28,18,train,20,False,1.2770659082749265,1.130073408356699,0.7989070610452187,VAR
10,29,19,train,20,False,1.2362787712171535,1.111880736058123,0.7772819676675933,VAR
11,30,20,train,20,False,1.1881289697496045,1.0900132887949598,0.7677701368300484,VAR
12,31,21,train,20,False,1.117052069663762,1.0569068405795101,0.7941990793292846,VAR
13,32,22,train,20,False,1.1032337100630194,1.050349327634868,0.8107026405779587,VAR
14,33,23,train,20,False,0.9699300325935296,0.9848502589701287,0.872700505889795,VAR
15,34,24,train,20,False,0.9182591278545644,0.9582583826163821,0.8272151054775227,VAR
16,35,25,train,20,False,1.0195947687197835,1.0097498545282309,0.8684989784801354,VAR
17,36,26,train,20,False,1.0543202803195182,1.0268009935325921,0.8609960720514775,VAR
18,37,27,train,20,False,0.9710280059808664,0.9854075329430287,0.9096925466850356,VAR
19,38,28,train,20,False,0.9070581782069471,0.9523960196299369,0.8628673685567861,VAR
20,39,29,train,20,False,0.8979011458945892,0.947576459128544,0.8677119233344385,VAR
21,40,30,train,20,False,0.8547556929225475,0.9245299848693646,0.9204825347999289,VAR
22,41,31,train,20,False,0.8773929449397091,0.9366925562529623,1.0594671463190535,VAR
23,42,32,train,20,False,0.8480938956582517,0.9209201353311001,1.0019695651877274,VAR
24,43,33,train,20,False,0.8587345882065666,0.9266793340776337,0.978068172673068,VAR
25,44,34,train,20,False,0.9118915131782377,0.9549301090541851,1.0219117038733108,VAR
26,45,35,train,20,False,0.8987078035630891,0.948002006096553,1.039798414698042,VAR
27,46,36,train,20,False,0.872727144084249,0.93419866414176,0.9299891597711811,VAR
28,47,37,train,20,False,0.8769649853299766,0.9364640865137203,0.8877733737722313,VAR
29,48,38,train,20,False,0.8371377748247024,0.9149523347282646,0.8558885919846811,VAR
30,49,39,train,20,False,1.0430493893679653,1.021297894528313,0.9327429921108739,VAR
31,50,40,train,20,False,1.05926026029752,1.029203702042273,0.9185910806936198,VAR
32,51,41,train,20,False,1.039385430728187,1.0195025408149736,0.8967322803916142,VAR
33,52,42,train,20,False,1.1670676639734645,1.0803090594702354,0.9789435383503257,VAR
34,53,43,train,20,False,1.2244947740787147,1.1065689197147708,1.0195516356709424,VAR
35,54,44,train,20,False,1.2118466855185441,1.1008390824814243,1.0313629252957524,VAR
36,55,45,train,20,False,1.0972925481052815,1.047517325921286,0.9399978644035784,VAR
37,56,46,train,20,False,1.0816775302139892,1.0400372734734025,0.8985881764086263,VAR
38,57,47,train,20,False,1.1613862911803794,1.0776763387865484,0.8803031240400182,VAR
39,58,48,train,20,False,1.1828398117662233,1.0875843929397955,0.9035914530396063,VAR
40,59,49,train,20,False,1.1692101682958218,1.0813002211670086,0.9075923660155885,VAR
41,60,50,train,20,False,1.1954621011638684,1.0933718951774225,0.9431644054028838,VAR
42,61,51,train,20,False,1.1281399668072987,1.0621393349308266,0.9187292050207475,VAR
