componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,M
FPC 1,2,21,11,train,20,False,0.8570063677699652,0.6235262605076851,-1.7401229500220214,0.5311745041130785,0.4613366480477379,0.43285681377055474,0.95,3.2355757200717923,M=2
FPC 1,3,22,12,train,20,False,0.8652295609236118,0.6345164857027051,-1.08117693868479,0.6153398534862754,0.46898440667721364,0.4410425400185506,0.95,3.282350170612335,M=2
FPC 1,4,23,13,train,20,False,0.8625862708421557,0.6294417584031943,-1.2516929362251905,0.5897747241814442,0.4543569676098054,0.4368207478546918,0.95,3.300171722471714,M=2
FPC 1,5,24,14,train,20,False,0.8548137157343019,0.6078310290231757,-1.0525594397129483,0.6121555734936608,0.4736313598173192,0.43511873656686495,0.95,3.3587788864970207,M=2
FPC 1,6,25,15,train,20,False,0.7826141004568642,0.5710279330262931,-0.7581193255648049,0.6055662906874579,0.44856917502536264,0.40553153325469193,1.0,3.3310454986989497,M=2
FPC 1,7,26,16,train,20,False,0.7819580293492265,0.5655393476564383,-0.37995642577697275,0.6829500705949072,0.5105751774609579,0.4122669953219689,1.0,3.407875301986933,M=2
FPC 1,8,27,17,train,20,False,0.7474322540020353,0.5179651594255583,-0.25949219043963456,0.6833013722957396,0.4780751301320278,0.39092759074168165,1.0,3.364722975343466,M=2
FPC 1,9,28,18,train,20,False,0.7684254892052746,0.5461753301116619,-0.21774420759388935,0.7144336856433603,0.4868253030439429,0.4039802128571746,1.0,3.3271996521949765,M=2
FPC 1,10,29,19,train,20,False,0.5968997189801639,0.4380593394299102,0.18055252899130503,0.6765174639375996,0.4307527580761767,0.33692723072831704,1.0,3.2736292770504947,M=2
FPC 1,11,30,20,train,20,False,0.6336615189753332,0.4780407459351109,0.10520438098927243,0.6872798431004415,0.4308098811689257,0.3554320289885181,1.0,3.307313849776983,M=2
FPC 1,12,31,21,train,20,False,0.6276926195813936,0.4732688092543624,0.130749500762522,0.6907370400285816,0.417939422644881,0.35056817638300236,1.0,3.3266167423129085,M=2
FPC 1,13,32,22,train,20,False,0.7317942013219431,0.5348894837513882,-0.031548998144089735,0.7392345055119214,0.4248201866105035,0.3963484944603427,0.95,3.341150344014168,M=2
FPC 1,14,33,23,train,20,False,0.7296109299820658,0.5313047362956911,-0.03593494528742114,0.7354671626558513,0.42376191678280184,0.3953680009401649,0.95,3.3554957158863545,M=2
FPC 1,15,34,24,train,20,False,0.7295323912895141,0.5311012222887322,-0.029952599251480194,0.7375206041789683,0.41988733822915214,0.3960805680399577,0.95,3.3657453225553047,M=2
FPC 1,16,35,25,train,20,False,0.7320900554589251,0.5382505903409605,-0.022802494842300458,0.7426886989147231,0.4098627915059089,0.39961690132393646,0.95,3.3783753838390114,M=2
FPC 1,17,36,26,train,20,False,0.7422666995980616,0.555627332913612,-0.03502708493379103,0.7485525896945109,0.40321129898056707,0.4080740462096967,0.95,3.3675388438999656,M=2
FPC 1,18,37,27,train,20,False,0.75213068211587,0.5821810211474949,-0.054243746244952096,0.7515553766349006,0.41478179331298887,0.4155803129583876,0.95,3.3603537760674955,M=2
FPC 1,19,38,28,train,20,False,0.7493025968556366,0.5765882314930331,-0.04596808425912169,0.7516855792136689,0.4117140109126608,0.41386592399522487,0.95,3.3697112122178083,M=2
FPC 1,20,39,29,train,20,False,0.7588678584982691,0.5900200543183927,-0.07146492903242718,0.7521689058857425,0.41687165941419607,0.419420246561699,0.95,3.3474056527018545,M=2
FPC 1,21,40,30,train,20,False,0.6804006074242506,0.5261560559515407,0.06926146574846159,0.7235841457402106,0.40621466095441383,0.38211282239067257,0.95,3.333114117085934,M=2
FPC 1,22,41,31,train,20,False,0.6986683282350697,0.5533626756638442,0.09463910858131408,0.7533527683985743,0.3946742578978688,0.3966809678043363,0.95,3.3753851715475323,M=2
FPC 1,23,42,32,train,20,False,0.7238795470612653,0.5723556243661279,-0.1283462904147854,0.6991708295852708,0.41424497403769966,0.4062957425562228,0.95,3.3856421341747045,M=2
FPC 1,24,43,33,train,20,False,0.7421696246324493,0.5940972283561776,-0.08006310568057295,0.7326841682735258,0.41381911431139645,0.42120441148593357,0.95,3.3884142004698523,M=2
FPC 1,25,44,34,train,20,False,0.7582925132678129,0.624547379770094,-0.18668527627065568,0.7141791852885752,0.40068997345246576,0.42725339414747954,0.95,3.381547834798694,M=2
FPC 1,26,45,35,train,20,False,0.7079136343825857,0.5744309437327059,-0.16441813080057877,0.6730758289024361,0.4007177226933637,0.4010731128471673,0.95,3.386542700603605,M=2
FPC 1,27,46,36,train,20,False,0.7139045982374213,0.5932273374027017,-0.45655666880706813,0.6068965708781202,0.3022058093883672,0.39803558827188673,0.95,3.3360285500437024,M=2
FPC 1,28,47,37,train,20,False,0.7181968489046423,0.6072396899000406,-0.4762634215255195,0.6064566507734017,0.31751182897664976,0.3996974062729005,0.95,3.3151713342964655,M=2
FPC 1,29,48,38,train,20,False,0.707634580029928,0.5971332022550357,-0.5541406819240426,0.5823741376372742,0.3131024383211001,0.3916381123459536,0.95,3.320509524643421,M=2
FPC 1,30,49,39,train,20,False,0.7185444880080346,0.624931411422566,-0.49882890393134893,0.6021654445939648,0.31592569546500987,0.39868503703978203,0.95,3.3111599898338318,M=2
FPC 1,31,50,40,train,20,False,0.6979779814799467,0.6062185290160015,-0.4597033640273427,0.5927173163570462,0.31664416889592184,0.3899099029555086,0.95,3.2738811501860625,M=2
FPC 1,32,51,41,train,20,False,0.6935418752691181,0.6017894376128146,-0.5291605971141686,0.5754191834414013,0.31928285819543084,0.3867740278017668,0.95,3.2904942855238923,M=2
FPC 1,33,52,42,train,20,False,0.5744404541666749,0.528834370018489,-0.48883481579374144,0.4830142640473484,0.3097870179337948,0.3380509030147773,1.0,3.281463679820299,M=2
FPC 1,34,53,43,train,20,False,0.5672387386286966,0.5111091609669624,-0.4763416382156149,0.47897257318472464,0.3151473489124917,0.33714355404502394,1.0,3.2897220686078072,M=2
FPC 1,35,54,44,train,20,False,0.6246526559070844,0.55727386810592,-0.18618147695313958,0.5884386890087294,0.31956832199173163,0.3679879130170897,1.0,3.2778687046468264,M=2
FPC 1,36,55,45,train,20,False,0.6306729238956731,0.5662197033410301,-0.15114313484711706,0.6030838792099974,0.3196590641165005,0.37000626858797303,1.0,3.278575967848302,M=2
FPC 1,37,56,46,train,20,False,0.6199660394369191,0.5516623553970165,-0.09718491699298659,0.6072481261286717,0.30667508860532094,0.36532587888573376,1.0,3.3103461142629387,M=2
FPC 1,38,57,47,train,20,False,0.6118077920630262,0.5398350947844038,-0.045558330054152885,0.6138737574118647,0.29495587368118037,0.35981842855953056,1.0,3.3141732393950227,M=2
FPC 1,39,58,48,train,20,False,0.637471477157128,0.5668363466211137,-0.018072166834226744,0.6482009642603774,0.3013731896097767,0.3740113619704607,1.0,3.2976992923766373,M=2
FPC 1,40,59,49,train,20,False,0.634956794149233,0.5643619964961226,0.008666308784622823,0.6542932483103443,0.29693591240277206,0.3734390022422664,1.0,3.314181242361665,M=2
FPC 1,41,60,50,train,20,False,0.6435381397244233,0.5785288061046809,0.009664142424580247,0.6634699172915383,0.2969084767174929,0.37705491284048576,1.0,3.2905188561230903,M=2
FPC 1,42,61,51,train,20,False,0.6276164070225699,0.5601827461622287,-0.10295595916464695,0.6131311768065838,0.30346614318702253,0.36539830049045063,1.0,3.249556993022561,M=2
FPC 1,43,62,52,train,20,False,0.5859232058196511,0.5296609322895144,0.05015439574212999,0.616811393979951,0.24562216722364033,0.34672829263281935,1.0,3.2100564575940376,M=2
FPC 1,44,63,53,train,20,False,0.5556375360606898,0.49120407616330386,-0.08729089054729688,0.5467098510359942,0.24705856616328328,0.32774393345134123,1.0,3.1816490017622714,M=2
FPC 1,45,64,54,train,20,False,0.5567693668278021,0.4920899912503064,-0.02191902538956847,0.5650739512020395,0.20782321358230857,0.3288520888155778,1.0,3.1283395779877905,M=2
FPC 1,46,65,55,train,20,False,0.561353979392292,0.500182904586415,-0.10347863113923905,0.5482681774156203,0.20574768477765595,0.32823580096460875,1.0,3.0914151479303835,M=2
FPC 1,47,66,56,train,20,False,0.6152516345966308,0.5394590476235791,0.1480811387098735,0.6838988237721614,0.22244524043248484,0.35473122792901296,1.0,3.102301896810532,M=2
FPC 1,48,67,57,train,20,False,0.6100881117657313,0.5240707417046249,0.159187884510387,0.6826235692177652,0.2188312902018833,0.3512304026870927,1.0,3.1015708355605605,M=2
FPC 1,49,68,58,train,20,False,0.5980004129508997,0.5093833707489308,0.16624633602807815,0.6719250054709677,0.21937120856376296,0.3437635236916551,1.0,3.1012391880154615,M=2
FPC 1,50,69,59,train,20,False,0.6927304891556568,0.5645062930403536,0.3298923623211496,0.8682208600250271,0.27603143952660797,0.38298679886837245,1.0,3.1468434506654743,M=2
FPC 1,51,70,60,train,20,False,0.6812229228149006,0.5440805343002632,0.35463218606528657,0.8700091086732061,0.2818868438309193,0.37754279203774477,1.0,3.184092199504376,M=2
FPC 1,52,71,61,train,20,False,0.6894286359368226,0.551787836581986,0.3540013741044419,0.8800588577481717,0.27619375165655474,0.38588899985426883,1.0,3.1543884022533892,M=2
FPC 1,53,72,62,train,20,False,0.7405594448422708,0.5988773935890119,0.2949631892496142,0.9048825770429031,0.2741314539323044,0.41839317721545344,1.0,3.1149857453256846,M=2
FPC 1,54,73,63,train,20,False,0.8123920598576417,0.6708769966120982,0.23906990065063916,0.9555017476071144,0.2580747576423864,0.4616814568430076,1.0,3.0879678397625687,M=2
FPC 1,55,74,64,train,20,False,0.8223861214634156,0.6773231569081624,0.09669030457407513,0.8877601248896727,0.37296904124619273,0.46028513287674055,1.0,3.165249127522111,M=2
FPC 1,56,75,65,train,20,False,0.8742258031793548,0.722811882725083,0.23152488467094612,1.0231679169802037,0.4623376913708096,0.4881130815466096,1.0,3.2324202372878785,M=2
FPC 1,57,76,66,train,20,False,0.9010710629873108,0.7583775721098995,0.25504851679284635,1.0711079573695927,0.462902561525272,0.506766128188785,1.0,3.2216704385727644,M=2
FPC 1,58,77,67,train,20,False,0.9319559583619293,0.7984174894330784,0.29239785653531813,1.136682088979928,0.5123656047212577,0.5278154990072323,1.0,3.286406723037362,M=2
FPC 1,59,78,68,train,20,False,0.9365027112171561,0.8030834131445133,0.2174046661755048,1.0861219966295679,0.5100959965379939,0.5324535978535578,1.0,3.294006469473243,M=2
FPC 1,60,79,69,train,20,False,0.9290762155980048,0.788543708668763,0.2570392835341203,1.1058764607489795,0.512371103862088,0.5228103129989752,1.0,3.280661595538258,M=2
FPC 1,61,80,70,train,20,False,0.9329799111014788,0.7946992200048978,0.25688171788271763,1.110405277030966,0.5116926429333717,0.5261368261227142,1.0,3.2842995909601447,M=2
FPC 1,62,81,71,train,20,False,0.9308847083126819,0.7882735266664507,0.22636398025826965,1.0858397912788826,0.5023722345727877,0.5252494641299358,1.0,3.319807673022151,M=2
FPC 1,63,82,72,train,20,False,0.9341691129512263,0.7935840345998794,0.18246463684743175,1.060011135122284,0.508447200427452,0.529890232996485,1.0,3.3004524428397417,M=2
FPC 1,64,83,73,train,20,False,0.9347918785010291,0.7986281216095555,0.19262684269774077,1.0673724149505048,0.5111143219957894,0.5304935970548458,1.0,3.2961828619986777,M=2
FPC 1,65,84,74,train,20,False,0.9312428926134254,0.793686203396528,0.19832062393530936,1.067089417516651,0.504880376816627,0.5278914792409191,1.0,3.2988185342401266,M=2
FPC 1,66,85,75,train,20,False,0.9407508644875637,0.8096544965820159,0.18895074693377556,1.0717394302819072,0.5053047062973962,0.5366371046852959,1.0,3.3524939607083795,M=2
FPC 1,67,86,76,train,20,False,0.978586444539995,0.8346884640817018,0.14676449328991992,1.0869333967704073,0.5040332210568648,0.5601169616883566,1.0,3.338885647505522,M=2
FPC 1,68,87,77,train,20,False,0.9872365377471947,0.8613766051129554,0.10162845705531809,1.0686399955520414,0.4963252492988738,0.5712916501198511,1.0,3.35709149800241,M=2
FPC 1,69,88,78,train,20,False,1.0426055492283295,0.9208457842146481,-0.044776244349348016,1.046517716340982,0.4976678213338235,0.6184895390688773,0.95,3.35389428935945,M=2
FPC 1,70,89,79,train,20,False,0.9750060116633357,0.8463190014925729,-0.05866885834150648,0.972221949511488,0.48475323738658427,0.5736438677055088,0.95,3.317148523554205,M=2
FPC 1,71,90,80,train,20,False,0.9962342063651582,0.8838258417133027,0.020411392365711545,1.0327085768177457,0.48601519205402205,0.5890215949224815,0.95,3.2886649244278665,M=2
FPC 1,72,91,81,train,20,False,0.9928846201467626,0.8794600424177055,0.1101101738482414,1.0798634950546406,0.49023535666422546,0.5846924354374635,0.95,3.280230912938714,M=2
FPC 1,73,92,82,train,20,False,0.9540051476977361,0.8273143521038996,0.1665078284945265,1.072107052565096,0.48234897041334407,0.5510632141829224,0.95,3.3012031105160715,M=2
FPC 1,74,93,83,train,20,False,0.9088175413744526,0.7896790263097386,0.2025134115471252,1.044126706427957,0.4826556058847956,0.5197954010196526,0.95,3.2987947824597357,M=2
FPC 1,75,94,84,train,20,False,0.8612571396085988,0.73807605748342,0.30823517977220705,1.0624091353317848,0.4312109271186661,0.49015016104829295,0.95,3.225261979103088,M=2
FPC 1,76,95,85,train,20,False,0.8004759145431727,0.6685672884283238,0.18457332477059962,0.9094817925619322,0.3345046269301614,0.45588296946525136,0.95,3.145540522038936,M=2
FPC 1,77,96,86,train,20,False,0.7669212795057565,0.6178119183896829,0.19010213376443064,0.8743269358418795,0.3453893247022752,0.43209756473912186,0.95,3.1346980474889277,M=2
FPC 1,78,97,87,train,20,False,0.7528700484444134,0.6071413720198934,-0.055696782496809094,0.7517762791375502,0.23883258395472917,0.42540508878156597,0.95,3.103279176950455,M=2
FPC 1,79,98,88,train,20,False,0.7303619212518617,0.5842001536840542,-0.02833037372572278,0.7389413809681877,0.23872982825800007,0.40814093958251674,0.95,3.10486402630806,M=2
FPC 1,80,99,89,train,20,False,0.7352343922619268,0.592768193692042,0.21095977910189156,0.8492087111087328,0.4064575922745128,0.4164619057079576,0.95,3.194325479865074,M=2
FPC 1,81,100,90,train,20,False,0.7212308779317678,0.5667226888272635,0.20429439978593833,0.8295380317028306,0.4068327381433874,0.40755866466231633,0.95,3.1909892177581787,M=2
FPC 1,82,101,91,train,20,False,0.7213813713910131,0.5671674593669935,0.22069748651365118,0.8383977072462087,0.4059903441870962,0.406109503571736,0.95,3.1590545506775376,M=2
FPC 1,83,102,92,train,20,False,0.7302364028037739,0.5761037332035672,0.24218280229448974,0.860635880164489,0.40548550537474654,0.41324391465378846,0.95,3.1921385952830312,M=2
FPC 1,84,103,93,train,20,False,0.7391353979435731,0.594692925132355,0.2258673329906613,0.8618952788089272,0.4037257224315731,0.42351468081539345,0.95,3.2302233009040355,M=2
FPC 1,85,104,94,train,20,False,0.742854030812815,0.5988538675508351,0.2816802016055652,0.8992547971061156,0.40748048986434193,0.42609305933405084,0.95,3.224657412022352,M=2
FPC 1,86,105,95,train,20,False,0.7306467037218302,0.5826469385420215,0.30319921104846703,0.8980309608500594,0.3846643419960882,0.4176446180515547,0.95,3.17421131297946,M=2
FPC 1,87,106,96,train,20,False,0.6248139226211781,0.505277388761196,0.3687135264017303,0.8068181393007524,0.3833605730072819,0.36424521384521474,0.95,3.1655908685922625,M=2
FPC 1,88,107,97,train,20,False,0.6110034054982773,0.4778872837598603,0.38612163299297675,0.8000933552281941,0.3853445884880484,0.35311654808805815,0.95,3.1505417443811896,M=2
FPC 1,89,108,98,train,20,False,0.5115904136625743,0.41951162937900266,0.5002107174120523,0.7424498533905327,0.38269806859834754,0.30766028761593783,1.0,3.163412990421057,M=2
FPC 1,90,109,99,train,20,False,0.5103545986211188,0.4140077107029909,0.509935834128408,0.7479692709920834,0.39730910005071995,0.30985032035659105,1.0,3.190912425369024,M=2
FPC 1,91,110,100,train,20,False,0.5472582397553806,0.43160618389935,0.5036638507100801,0.7969710631143267,0.40278180922667056,0.3272293761226224,1.0,3.1773999199271197,M=2
FPC 1,92,111,101,train,20,False,0.5316033166063163,0.4168344779340189,0.5058004770152689,0.7758445579937148,0.39930509064700237,0.3179659564790705,1.0,3.1940215687453746,M=2
FPC 1,93,112,102,train,20,False,0.6038542994789099,0.4714734720899087,0.44931720066309844,0.8348714398048138,0.3993990943564074,0.3524910153318055,1.0,3.1979822136461733,M=2
FPC 1,94,113,103,train,20,False,0.5946978981741394,0.4631425369221923,0.4590473612053475,0.8295737075845242,0.4711877866465917,0.35032789290447497,1.0,3.260052519440651,M=2
FPC 1,95,114,104,train,20,False,0.5909282277944656,0.4491787720144166,0.4494310042594414,0.8170846613530635,0.4659547093964363,0.346943070655074,1.0,3.2547080752253534,M=2
FPC 1,96,115,105,train,20,False,0.6025736261793132,0.474014616587583,0.4293116985323575,0.818368362651561,0.46400436157941544,0.3558877242073163,1.0,3.26180955901742,M=2
FPC 1,97,116,106,train,20,False,0.6087941699827719,0.49290463577099886,0.40946921107992196,0.8128069517192483,0.4527193050183151,0.3611508153636035,1.0,3.2652288648486136,M=2
FPC 1,98,117,107,train,20,False,0.6182844612653867,0.49900218713941785,0.39156312414432404,0.8132400632198508,0.45576202681631856,0.3654251426889243,1.0,3.270259649306536,M=2
FPC 1,99,118,108,train,20,False,0.7743517400467361,0.5812730045327018,0.3919084245262514,1.0188071462504167,0.48106714334234285,0.427650968863321,0.95,3.3189457941055296,M=2
FPC 1,100,119,109,train,20,False,0.7679837179566823,0.5679827791641813,0.33460403105233394,0.9659399476554306,0.41897775545272176,0.42392965730263954,0.95,3.287403616011143,M=2
FPC 1,101,120,110,train,20,False,0.7689742209564272,0.572340768620248,0.33965115694406145,0.9708748867371177,0.417729901699887,0.4240414309486832,0.95,3.29293326228857,M=2
FPC 1,102,121,111,train,20,False,0.7670529183352334,0.5625295946194439,0.32630608288516516,0.9588092405779627,0.4132040204359621,0.42575362606476475,0.95,3.3288574495911596,M=2
FPC 1,103,122,112,train,20,False,0.7458439151754447,0.527589506287991,0.3573211580919631,0.9545290432459954,0.457141782641233,0.4146009891217705,0.95,3.3622990520298486,M=2
FPC 1,104,123,113,train,20,False,0.7857667485950066,0.5621899648347768,0.31954246053821356,0.9773077189287965,0.4573618524532306,0.43774081584298274,0.95,3.3513071118295192,M=2
FPC 1,105,124,114,train,20,False,0.7914030656294825,0.5680217452553874,0.25088933832368354,0.9381298104075299,0.4457592580741744,0.44272389451673166,0.95,3.3761501847207542,M=2
FPC 1,106,125,115,train,20,False,0.7978821587162027,0.5783904162651547,0.251188762885859,0.9459992124140713,0.43710098248277285,0.44706724365538875,0.95,3.419029614627361,M=2
FPC 1,107,126,116,train,20,False,0.8579485178524219,0.6416573614735505,0.2924086330524803,1.046425135139587,0.44873654245650657,0.4902062444366547,0.9,3.398296293392778,M=2
FPC 1,108,127,117,train,20,False,1.0079976759957268,0.7581075792997424,0.24003560312997196,1.1863179584721937,0.4423009848883883,0.5717980306500862,0.85,3.4469760683923965,M=2
FPC 1,109,128,118,train,20,False,1.0165302812084571,0.774285198875521,0.22652506346180312,1.1858653919183488,0.45037924684498304,0.5804460892449835,0.85,3.440904370322824,M=2
FPC 1,110,129,119,train,20,False,1.0291641039329895,0.8073721530345594,0.2143825462684793,1.1912893678216736,0.44722095236394105,0.5914207118978443,0.85,3.430334251448513,M=2
FPC 1,111,130,120,train,20,False,0.9891473963450266,0.7525615137684188,0.15641964101008488,1.1049330898657677,0.4352565665845536,0.5547011276876785,0.85,3.444066031649709,M=2
FPC 1,112,131,121,train,20,False,1.0638244818743035,0.8214457289483121,0.050411236635083845,1.1200576959813426,0.43086011833665705,0.609654240973373,0.85,3.455265485569835,M=2
FPC 1,113,132,122,train,20,False,1.027735711820385,0.7773790341178628,0.10380184239034662,1.1138266931355174,0.4473543739293564,0.5769862416934209,0.85,3.436247455775738,M=2
FPC 1,114,133,123,train,20,False,1.019943731061297,0.7540691040491491,0.140878226086808,1.128982076691973,0.39939054268168933,0.5636599498957365,0.85,3.3670676907896997,M=2
FPC 1,115,134,124,train,20,False,1.0622879648835712,0.8194537292061425,0.11171407149093315,1.1563893075116962,0.40228244617047143,0.5975511034714902,0.85,3.423440319150687,M=2
FPC 1,116,135,125,train,20,False,1.055862436523834,0.797156339668873,0.12197982032445776,1.1560943753706485,0.41734217350631764,0.595283633803832,0.85,3.47946869045496,M=2
FPC 1,117,136,126,train,20,False,1.0530020368683943,0.7864240953119828,0.1328926105715521,1.1601949345294078,0.4164965411630854,0.5918447723014884,0.85,3.482651915550232,M=2
FPC 1,118,137,127,train,20,False,1.0304718789331813,0.7508954709979253,0.125565669495996,1.1306045842580064,0.4327941732394859,0.5733835521151351,0.85,3.43772041246295,M=2
FPC 1,119,138,128,train,20,False,0.9147893417217149,0.6590808742736837,0.11818989783105793,0.9994745923390599,0.4173581945712095,0.5121164268698454,0.9,3.426198427528143,M=2
FPC 1,120,139,129,train,20,False,0.914212270553925,0.6565877119410666,0.12036396461181098,1.0000776858203513,0.42373213678222466,0.5116367799007604,0.9,3.424387348294259,M=2
FPC 1,121,140,130,train,20,False,0.924361411743023,0.67811121886865,0.14018027723190252,1.0227660491188555,0.42347933254886755,0.5200610029630027,0.9,3.4228181861341005,M=2
FPC 1,122,141,131,train,20,False,0.9243316240336072,0.6775171161159392,0.1478594613679146,1.02733100628036,0.42406322179470907,0.5183033264862812,0.9,3.409256837219001,M=2
FPC 1,123,142,132,train,20,False,0.9273683687174502,0.6896717181692057,0.1892686090080551,1.0567006668637193,0.38971812006479384,0.5145411343879517,0.9,3.341626148074865,M=2
FPC 1,124,143,133,train,20,False,0.8886137267451285,0.6443454947826115,0.2518531331900664,1.0540416793810201,0.3913030404477262,0.4831890767835952,0.9,3.333150734603405,M=2
FPC 1,125,144,134,train,20,False,0.8699737349837422,0.6099500286213626,0.28118258791723094,1.0527737418259047,0.3960324722935789,0.46526268549311434,0.9,3.314511981010437,M=2
FPC 1,126,145,135,train,20,False,0.8595580935820977,0.5799708335504397,0.3035972433553652,1.0567766057030838,0.40326434204463135,0.4560845334529394,0.9,3.2699986032396557,M=2
FPC 1,127,146,136,train,20,False,0.8033181816830965,0.5278980282543214,0.24255375942136548,0.946999798758858,0.4130411376613117,0.4151235623677144,0.95,3.2944134982675317,M=2
FPC 1,128,147,137,train,20,False,0.6074331117207719,0.42318372704117824,0.34161973170754656,0.7680654968030511,0.4020360715661867,0.3359776292379357,1.0,3.267259575650096,M=2
FPC 1,129,148,138,train,20,False,0.5904874026484874,0.4023618329207892,0.3813163100352326,0.7702194841087671,0.40407132151501085,0.324292370732945,1.0,3.2614034694433207,M=2
FPC 1,130,149,139,train,20,False,0.5700072629364188,0.37691104637015727,0.40198290010771764,0.756243727492818,0.40826617874826837,0.3100182725365508,1.0,3.226037352010608,M=2
FPC 1,131,150,140,train,20,False,0.5829470213404887,0.39637290538632264,0.4217801246979134,0.7865399333530257,0.43688976317615286,0.3202684979867092,1.0,3.269314175918698,M=2
FPC 1,132,151,141,train,20,False,0.46208227721667455,0.3487109500615847,0.5541235192473877,0.7099867222367144,0.43718837403546695,0.2804108764570854,1.0,3.2735318831354383,M=2
FPC 1,133,152,142,train,20,False,0.5246399376251456,0.38723908685662645,0.5196410006581744,0.7766343216392199,0.4274547803410079,0.3060660274138124,1.0,3.2904354888200764,M=2
FPC 1,134,153,143,train,20,False,0.5983994247911836,0.44636906157847794,0.5046206760481341,0.8722890619523146,0.43526433364725353,0.34427345062836007,1.0,3.284823062345386,M=2
FPC 1,135,154,144,train,20,False,0.5297459854903783,0.40313803056391084,0.4804855947849035,0.7540620326978967,0.41539040904364255,0.3163396136435502,1.0,3.2677505093067887,M=2
FPC 1,136,155,145,train,20,False,0.5296102585094701,0.4021433687639801,0.43422275745448025,0.7223902051531739,0.37242085069504854,0.31066670914737665,1.0,3.2241694726794963,M=2
FPC 1,137,156,146,train,20,False,0.6224526526078035,0.46710200403987434,0.25138757992734717,0.7381013596459772,0.40361414731930834,0.3466023353318436,1.0,3.2642455524951224,M=2
FPC 1,138,157,147,train,20,False,0.6608776135210457,0.5037844360470739,0.15558541308161988,0.737872584902951,0.4340200108842616,0.36678341413364013,1.0,3.328822440132499,M=2
FPC 1,139,158,148,train,20,False,0.6644455763729535,0.5101565178795984,0.07749841664005286,0.7097641371995207,0.4463102645975962,0.36836773083640495,1.0,3.336295760348439,M=2
FPC 1,140,159,149,train,20,False,0.6779304673847294,0.5323198195924793,-0.15487801644346466,0.6472250122957104,0.40012530319769785,0.3708644215614127,1.0,3.299284890666604,M=2
FPC 1,141,160,150,train,20,False,0.711626906613308,0.5581355847493941,-0.15322153839422836,0.6798830049766278,0.40097422251937603,0.3911847282893039,1.0,3.295581803247333,M=2
FPC 1,142,161,151,train,20,False,0.7132625295624176,0.5670976254895105,-0.1691624159541334,0.6767841572308049,0.40177054560428105,0.39116041166496995,1.0,3.288260610923171,M=2
