t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,cobertura_puntual,ancho_medio,cobertura_simultanea,winkler,winkler_max_medio,winkler_max_glob,picp,mpiw,picp_simultaneo
2,21,11,train,20,False,0.0003712103864825911,0.01926682087119178,1.2067092947703975,0.016368825402743495,0.018129926004355097,0.06900806096021739,0.03605900158118768,0.027554531627135948,2.4273125589642968,0.9409920881894637,0.9979591836734694,0.3267959687563284,0.9,0.327167059795417,0.44444743302579004,0.5568323759007339,0.9979591836734694,0.3267959687563284,0.9
3,22,12,train,20,False,0.00037979053721671433,0.019488215342014115,1.1797163394044798,0.016297873836757917,0.018274261111073626,0.08363951458848096,0.038435438949667534,0.028785096212868493,2.5235573943725673,0.9377082914142805,0.996938775510204,0.32526921667108,0.85,0.3262729476792286,0.46169771726841236,0.8293014311908357,0.996938775510204,0.32526921667108,0.85
4,23,13,train,20,False,0.00040037754612917237,0.02000943642707541,1.229911111762518,0.01689329001819945,0.018838746616086227,0.08363951458848096,0.039406730301011404,0.02963653466310593,2.522509450506199,0.941493114248581,0.996938775510204,0.3276334499107073,0.85,0.32861557658463114,0.46651630905320796,0.8293014311908357,0.996938775510204,0.3276334499107073,0.85
5,24,14,train,20,False,0.0004019746615205783,0.02004930576156138,1.2034061866203052,0.016937102459469805,0.018876782794251933,0.08363951458848096,0.039542648524458004,0.029643891209604555,2.526051434780566,0.9415180265464647,0.996938775510204,0.3220476365552002,0.85,0.3230021653630146,0.45718460805545647,0.8293014311908357,0.996938775510204,0.3220476365552002,0.85
6,25,15,train,20,False,0.0003910596026255217,0.019775226993021387,1.1631010873507195,0.0167456180651869,0.018641287551542356,0.08363951458848096,0.03930815592701492,0.029353841118505003,2.527415663767184,0.9426585878443168,0.996938775510204,0.3240034040217535,0.85,0.3249523786994991,0.4530415953732028,0.8293014311908357,0.996938775510204,0.3240034040217535,0.85
7,26,16,train,20,False,0.0003918833645950452,0.019796044165313564,1.1948746902021117,0.01687575109835501,0.01867649177685879,0.08363951458848096,0.038860261320492265,0.02894400351532266,2.438909564876957,0.9434456511055654,0.996938775510204,0.32578457694082785,0.85,0.3266967629926024,0.4537059955039074,0.8293014311908357,0.996938775510204,0.32578457694082785,0.85
8,27,17,train,20,False,0.00041300241196514645,0.020322460775337874,1.2982749798754187,0.01759046006011829,0.01938284064750437,0.08363951458848096,0.0400229315207451,0.030208103756276722,2.41368094915005,0.9537644511547652,0.996938775510204,0.327262864204497,0.85,0.3281810276571814,0.4534767949746876,0.8293014311908357,0.996938775510204,0.327262864204497,0.85
9,28,18,train,20,False,0.00047117798177432805,0.02170663451054373,1.579784728128538,0.018717695048292623,0.02039115723181599,0.08363951458848096,0.03965516016634617,0.03151529770033694,2.295486364355873,0.9393974557369194,0.996938775510204,0.32687731854964774,0.85,0.32777216375289003,0.4569873847837901,0.8293014311908357,0.996938775510204,0.32687731854964774,0.85
10,29,19,train,20,False,0.0004753200206863538,0.021801835259591194,1.8313093357085537,0.018907469171392344,0.020503134695555213,0.08363951458848096,0.038928579369166987,0.03188413435465233,2.226255733978382,0.9404315944702568,0.996938775510204,0.32772355478109105,0.85,0.32861224705289577,0.455244033049593,0.8293014311908357,0.996938775510204,0.32772355478109105,0.85
11,30,20,train,20,False,0.000506548597782385,0.02250663452812048,1.7760114060778016,0.01946865486598177,0.021045141663799373,0.08363951458848096,0.039931724715048515,0.03280974242452744,2.2283985401458675,0.9350639091555394,0.996938775510204,0.33620785601725245,0.85,0.33709509855765707,0.46234449675918,0.8293014311908357,0.996938775510204,0.33620785601725245,0.85
12,31,21,train,20,False,0.0004902421956774136,0.022141413588057417,1.548435240059566,0.019256305038370274,0.020697066357964478,0.08363951458848096,0.03851128093244369,0.031933038086235405,2.1859585562039654,0.9347671627040114,0.9979591836734694,0.34246040205961653,0.9,0.34306637802724954,0.46514225811361226,0.8293014311908357,0.9979591836734694,0.34246040205961653,0.9
13,32,22,train,20,False,0.0004818075262718382,0.021950114493365137,1.4469027060967707,0.019032890754523392,0.020425447094452046,0.08363951458848096,0.03703880095797529,0.03171635023623057,2.1322324336983796,0.9305394329777208,0.9989795918367347,0.3495615934041477,0.95,0.35017237678403845,0.47361446679650615,0.8293014311908357,0.9989795918367347,0.3495615934041477,0.95
14,33,23,train,20,False,0.00047099642069060226,0.021702451951118387,1.3310852872978824,0.018560165306853695,0.020112144922650354,0.08363951458848096,0.037969402319491724,0.03188080647459674,2.2870502713835985,0.9267222417056853,0.9989795918367347,0.3494339016624781,0.95,0.35003394107512653,0.4716354560314908,0.8293014311908357,0.9989795918367347,0.3494339016624781,0.95
15,34,24,train,20,False,0.0004547695136442154,0.021325325639816508,1.2581931348256608,0.018065514443998603,0.019729381432640674,0.08363951458848096,0.037685551529056664,0.03152771893304535,2.335277386424248,0.9251620240585658,0.9989795918367347,0.34979523018262654,0.95,0.350379958692565,0.47317685180840413,0.8293014311908357,0.9989795918367347,0.34979523018262654,0.95
16,35,25,train,20,False,0.00046266157116839666,0.021509569292954164,1.223187916228712,0.017978173684946287,0.01988290581545633,0.08363951458848096,0.04009819977293953,0.0327500399802514,2.449349054345258,0.9243748930839505,0.9979591836734694,0.34405697131232366,0.9,0.34519904352262004,0.48563307656447313,0.8293014311908357,0.9979591836734694,0.34405697131232366,0.9
17,36,26,train,20,False,0.00047091715081719565,0.0217006255858488,1.2048000929214562,0.018347291431167846,0.020279832944774215,0.08363951458848096,0.04080044134199943,0.033618565523646074,2.418370373625759,0.9345275722373138,0.9979591836734694,0.3432959909039201,0.9,0.3444392708511551,0.4872064614901574,0.8293014311908357,0.9979591836734694,0.3432959909039201,0.9
18,37,27,train,20,False,0.00047884601873510033,0.021882550553696895,1.1798723930512922,0.018699610764587093,0.020605505677356358,0.08363951458848096,0.0409807735315821,0.03387821190649938,2.363361950195746,0.9416409493396651,0.9979591836734694,0.3464383010985171,0.9,0.3475879976948756,0.4892645940994945,0.8293014311908357,0.9979591836734694,0.3464383010985171,0.9
