componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,winkler,picp,mpiw
FPC 1,2,21,11,train,20,False,0.01624943079303539,0.01391746977979127,-0.23024975997194397,0.015030717258345518,0.014611446497116432,0.0063695795166972295,1.0,0.25413333840297087,0.25413333840297087,1.0,0.25413333840297087
FPC 1,3,22,12,train,20,False,0.016304160962429728,0.013964564002357122,-0.24790747624051668,0.014974263059617913,0.014497163064266346,0.0063717395222804936,1.0,0.25151442126196305,0.25151442126196305,1.0,0.25151442126196305
FPC 1,4,23,13,train,20,False,0.016733832987954913,0.01434645553985287,-0.30606160937740623,0.015022831482145477,0.01444276444280705,0.006450073446375756,1.0,0.25127188523998445,0.25127188523998445,1.0,0.25127188523998445
FPC 1,5,24,14,train,20,False,0.016895819093726908,0.01449099647054014,-0.28307268500322413,0.01530353701923338,0.014489757183481625,0.0064826240586003826,1.0,0.2513016808102834,0.2513016808102834,1.0,0.2513016808102834
FPC 1,6,25,15,train,20,False,0.016609362921342297,0.014157975502153308,-0.21783431856026136,0.015441769588234113,0.014760544464250118,0.006472350040118198,1.0,0.25204115251777653,0.25204115251777653,1.0,0.25204115251777653
FPC 1,7,26,16,train,20,False,0.016671375179297242,0.014453301075917057,-0.2678614837940947,0.015190557682778457,0.014893915352181911,0.006362822895011303,1.0,0.25227135632142517,0.25227135632142517,1.0,0.25227135632142517
FPC 1,8,27,17,train,20,False,0.01714816722325321,0.014986317103057565,-0.41628863414395756,0.01478359383973556,0.014651738337654372,0.006403442787939653,1.0,0.25230854516804313,0.25230854516804313,1.0,0.25230854516804313
FPC 1,9,28,18,train,20,False,0.018489541862369476,0.016328076475088223,-0.7566718682948006,0.014312616159320732,0.014259346640598148,0.006643082508879189,1.0,0.25301846642366355,0.25301846642366355,1.0,0.25301846642366355
FPC 1,10,29,19,train,20,False,0.019007640389038283,0.01702143998399814,-1.2226451396560507,0.013080710652581541,0.013803723934617722,0.006665628644790499,1.0,0.2545927780413963,0.2545927780413963,1.0,0.2545927780413963
FPC 1,11,30,20,train,20,False,0.018887225751936673,0.016934676919733056,-0.9067017565206814,0.014033467245965209,0.012611918181927697,0.006566577933080769,1.0,0.256575458808356,0.256575458808356,1.0,0.256575458808356
FPC 1,12,31,21,train,20,False,0.017778250115039515,0.016070512578613118,-0.377134496081343,0.015543149727829785,0.013526999630246053,0.0062062093284539635,1.0,0.2574616264105039,0.2574616264105039,1.0,0.2574616264105039
FPC 1,13,32,22,train,20,False,0.017487652234996123,0.015713199195500738,-0.19165354127453504,0.01643594584241743,0.014980795519710835,0.006207944971673527,1.0,0.2587378477003854,0.2587378477003854,1.0,0.2587378477003854
FPC 1,14,33,23,train,20,False,0.01678672168168353,0.01506693362052262,-0.023280870880096005,0.017025765976702353,0.01584089891997471,0.006082852798938996,1.0,0.2587797000877522,0.2587797000877522,1.0,0.2587797000877522
FPC 1,15,34,24,train,20,False,0.016558005843356892,0.014678812470511277,0.021288153126029274,0.01717191801093758,0.016409155138184063,0.006161495712861653,1.0,0.2580378961459696,0.2580378961459696,1.0,0.2580378961459696
FPC 1,16,35,25,train,20,False,0.016277615271331924,0.014414225793849674,0.059375112153293164,0.017219508222298296,0.016550120138693274,0.006117496985926338,1.0,0.25484623348470403,0.25484623348470403,1.0,0.25484623348470403
FPC 1,17,36,26,train,20,False,0.016690250191564025,0.014859010718381133,0.04498732552860041,0.017522516459168632,0.01659599965014737,0.006141350870820116,1.0,0.25452684260452724,0.25452684260452724,1.0,0.25452684260452724
FPC 1,18,37,27,train,20,False,0.017075110955548808,0.01532945420574421,0.050555760589060195,0.017979060750676013,0.01688803132902413,0.0061405265887817155,1.0,0.2563390487105785,0.2563390487105785,1.0,0.2563390487105785
FPC 1,19,38,28,train,20,False,0.017602640088565696,0.01617226540900123,0.02162373098340331,0.01825841405548661,0.017328024219272816,0.006037078346659637,1.0,0.2560312857032837,0.2560312857032837,1.0,0.2560312857032837
FPC 1,20,39,29,train,20,False,0.018350818331087277,0.01727899277335243,-0.10220592630156844,0.01793338459184128,0.0175971138887632,0.005957096063455227,1.0,0.25664835440540584,0.25664835440540584,1.0,0.25664835440540584
FPC 1,21,40,30,train,20,False,0.01848452287842033,0.017456302946900027,-0.24599299258703544,0.016989814709267033,0.017282105246518877,0.005964696296926147,1.0,0.2588313332650428,0.2588313332650428,1.0,0.2588313332650428
FPC 1,22,41,31,train,20,False,0.01846292973592765,0.017431864740124182,-0.4255365577846948,0.01586534916998237,0.016370670643535232,0.005958885546066717,1.0,0.26076259934205115,0.26076259934205115,1.0,0.26076259934205115
FPC 1,23,42,32,train,20,False,0.018138095119757034,0.017050027447626223,-0.6167399488460044,0.014635574933631632,0.015285068281300263,0.00593299891494236,1.0,0.2623676903093287,0.2623676903093287,1.0,0.2623676903093287
FPC 1,24,43,33,train,20,False,0.017592878692809524,0.016459764429495188,-0.7346618773246167,0.013704641788402675,0.014098970423678043,0.005872495544730774,1.0,0.2628447014903936,0.2628447014903936,1.0,0.2628447014903936
FPC 1,25,44,34,train,20,False,0.017475983705495347,0.01635314003191041,-0.8518817184686458,0.013175685089200934,0.013201860346035429,0.005837835443859248,1.0,0.2618622981473159,0.2618622981473159,1.0,0.2618622981473159
FPC 1,26,45,35,train,20,False,0.01809441433616629,0.016985230572033987,-1.1874473852862821,0.012552028605240618,0.012692286914098209,0.0059133922798405795,1.0,0.2618495715894092,0.2618495715894092,1.0,0.2618495715894092
