t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,cobertura_puntual,ancho_medio,M
2,21,11,train,20,False,1.3793239341442922,1.174446224458273,1.0575152211419176,0.958,4.387644213418029,M=1
3,22,12,train,20,False,1.1478878960411165,1.0713953033503165,1.1221172906525774,0.9813333333333333,4.291845778507146,M=1
4,23,13,train,20,False,1.155673751786478,1.0750226750103822,0.9989041355547369,0.9753333333333334,4.221059442211065,M=1
5,24,14,train,20,False,1.1944745724260994,1.092920204052473,0.988265177140841,0.9753333333333334,4.266593213889982,M=1
6,25,15,train,20,False,1.208788023702033,1.099448963664086,0.9852913553599476,0.9753333333333334,4.284595041219304,M=1
7,26,16,train,20,False,1.1801722754591764,1.0863573424334998,0.9840542995396797,0.9753333333333334,4.275963509246477,M=1
8,27,17,train,20,False,1.1837226270225125,1.0879901778152745,0.9894555742114892,0.9753333333333334,4.250829286683614,M=1
9,28,18,train,20,False,1.2770733897603765,1.1300767185286036,1.036572946091076,0.952,4.2625351014523085,M=1
10,29,19,train,20,False,1.2850204073773823,1.133587406148014,1.0356778026632774,0.952,4.330188588319338,M=1
11,30,20,train,20,False,1.4760134478601845,1.2149129383870205,1.0924420533287227,0.9346666666666666,4.370076275772251,M=1
12,31,21,train,20,False,1.6205180940125063,1.2729957164156156,1.1480137965958042,0.9346666666666666,4.496373822520901,M=1
13,32,22,train,20,False,2.196187922220525,1.481954089106854,1.2070619840424448,0.888,4.6050728279036335,M=1
14,33,23,train,20,False,2.5817953651823147,1.6067966159979037,1.1924678169724143,0.8866666666666667,4.833031408178926,M=1
15,34,24,train,20,False,3.1442416512347093,1.7732009618863591,1.1132036908531395,0.8866666666666667,5.060204835517724,M=1
16,35,25,train,20,False,3.650682867318455,1.91067602364149,1.042801031632094,0.88,5.279470327352402,M=1
17,36,26,train,20,False,3.887604186637566,1.9717008359884534,1.0426981382858556,0.88,5.46761984125167,M=1
18,37,27,train,20,False,4.182409380847934,2.045093978488014,1.0179472652992092,0.88,5.600851162565077,M=1
19,38,28,train,20,False,4.217857918830227,2.0537424178387678,1.0439444417204584,0.88,5.70552694225069,M=1
20,39,29,train,20,False,4.11719899213163,2.029088216941696,1.082424700380912,0.8826666666666667,5.736894669429038,M=1
21,40,30,train,20,False,4.115775194689967,2.028737339994995,1.0757336234704264,0.8826666666666667,5.677696693740399,M=1
22,41,31,train,20,False,4.287425840587649,2.070610016538037,1.0297207416397227,0.8513333333333334,5.672140301579222,M=1
23,42,32,train,20,False,4.2318381102267395,2.0571431914737337,1.0351900315211673,0.8513333333333334,5.78013824632585,M=1
24,43,33,train,20,False,4.06432257168182,2.0160165107661743,1.0243296862418052,0.8573333333333333,5.740323408416283,M=1
25,44,34,train,20,False,3.9980771727279225,1.99951923539833,1.0188169725259322,0.8573333333333333,5.634669879166387,M=1
26,45,35,train,20,False,3.963557784722525,1.9908686005667287,1.010514363889942,0.8573333333333333,5.609685720592577,M=1
27,46,36,train,20,False,4.133395470796168,2.0330753726303823,1.027123233287377,0.834,5.600266718973133,M=1
28,47,37,train,20,False,4.41690194635104,2.1016426780856543,1.0107553107196745,0.8206666666666667,5.693148151895692,M=1
29,48,38,train,20,False,4.281320730348424,2.069135261491724,0.9940320903616565,0.8566666666666667,5.838231021830009,M=1
30,49,39,train,20,False,4.351211074603086,2.0859556741702554,1.0011505970222914,0.852,5.761660114922755,M=1
31,50,40,train,20,False,4.374115188483681,2.0914385452323674,0.9861448075496433,0.848,5.7988543689753085,M=1
32,51,41,train,20,False,4.25565263969764,2.0629233237562756,0.9917604520588462,0.848,5.822949213001693,M=1
33,52,42,train,20,False,3.7177791867733783,1.9281543472381506,1.0309680822350054,0.8946666666666667,5.764655462608464,M=1
34,53,43,train,20,False,3.3149544862739555,1.820701646693921,1.155146338593302,0.896,5.565881576238653,M=1
35,54,44,train,20,False,2.9935719987132954,1.7301942083804625,1.0386040571335278,0.846,5.334340232920022,M=1
36,55,45,train,20,False,2.522923823036914,1.5883714373649869,1.0119085343040306,0.8526666666666667,5.245884255655356,M=1
37,56,46,train,20,False,2.2573797910977436,1.5024579165812744,1.0727605547291263,0.8526666666666667,5.099490472244526,M=1
38,57,47,train,20,False,1.9525251184944943,1.3973278493233054,1.0144687834269726,0.8526666666666667,4.944773216180364,M=1
39,58,48,train,20,False,1.8637860038286405,1.3652054804419151,1.031212570312474,0.8526666666666667,4.841925440402622,M=1
40,59,49,train,20,False,1.9417617635431292,1.3934711204553647,1.061169806896358,0.85,4.79216859618711,M=1
41,60,50,train,20,False,2.204600502017859,1.4847897164305317,1.0273537141348201,0.8433333333333334,4.853985293032867,M=1
42,61,51,train,20,False,2.1218306982048554,1.456650506540555,1.0363898872260746,0.878,4.986916612164454,M=1
43,62,52,train,20,False,2.1110509964423456,1.4529456274900123,1.0441741187045375,0.878,4.9360001132974665,M=1
44,63,53,train,20,False,2.1526410724495966,1.4671881516866188,1.067785867983955,0.8733333333333333,4.913619188757084,M=1
45,64,54,train,20,False,2.141123683814496,1.463257900649949,1.0824766750123287,0.8733333333333333,4.9498216804541215,M=1
46,65,55,train,20,False,2.1424773716539223,1.463720387114261,1.069065757029386,0.8733333333333333,4.903467540426774,M=1
47,66,56,train,20,False,2.112307990448706,1.4533781305801687,1.1308578757015593,0.872,4.892878787517323,M=1
48,67,57,train,20,False,1.9940621607300446,1.4121126586537083,1.042802473500224,0.8853333333333333,4.907546796932698,M=1
49,68,58,train,20,False,2.033631007353813,1.4260543493688496,1.0365178914955522,0.8853333333333333,4.873445993827714,M=1
50,69,59,train,20,False,1.9884653393325216,1.41012954700358,1.0607702818761982,0.89,4.918829066131979,M=1
51,70,60,train,20,False,1.757123076048059,1.325565191172452,1.0511547982558884,0.9113333333333333,4.878309997977375,M=1
52,71,61,train,20,False,1.7330633113075442,1.3164586249888541,1.0610882023778896,0.9113333333333333,4.721146436686453,M=1
53,72,62,train,20,False,1.703724403391428,1.3052679431409584,1.0663837772370894,0.9113333333333333,4.675973634015653,M=1
54,73,63,train,20,False,1.7578123079744608,1.3258251423074088,1.0520782725864553,0.902,4.640707679190272,M=1
55,74,64,train,20,False,1.5590207502597162,1.248607524508689,1.1103614700840019,0.9426666666666667,4.670549283581622,M=1
56,75,65,train,20,False,1.7977894598464013,1.3408167137406966,1.1025853017036158,0.8926666666666667,4.54345423527573,M=1
57,76,66,train,20,False,2.431706365525458,1.5593929477605888,1.0032426463894457,0.8693333333333333,4.653238334250959,M=1
58,77,67,train,20,False,2.707135535742557,1.6453375142330393,0.9588767150240263,0.8693333333333333,4.901091518727873,M=1
59,78,68,train,20,False,2.873767473570453,1.6952190046039635,0.9462723629793937,0.8693333333333333,5.046143492865949,M=1
60,79,69,train,20,False,2.864971555191501,1.6926226854179585,0.9566349564795561,0.872,5.144479267886576,M=1
61,80,70,train,20,False,2.8263423897254745,1.6811729208280375,0.959468178957297,0.8706666666666667,5.1158538688372435,M=1
62,81,71,train,20,False,2.8302961310039847,1.6823483976287388,0.9456200614108256,0.8706666666666667,5.093661583144813,M=1
63,82,72,train,20,False,3.026266207859295,1.739616684174791,0.9460769465776363,0.856,5.107458613621779,M=1
64,83,73,train,20,False,3.4096046971337493,1.8465114939078362,0.9758324252432983,0.8566666666666667,5.214078960967541,M=1
65,84,74,train,20,False,3.9382285625441797,1.9844970553125494,0.9628701615546617,0.8566666666666667,5.366839463599816,M=1
66,85,75,train,20,False,4.171049622007046,2.042314770550085,0.9759771070402827,0.8566666666666667,5.600858547950591,M=1
67,86,76,train,20,False,4.288187411525412,2.0707939085107943,0.9758503965034274,0.8813333333333333,5.725271191988203,M=1
68,87,77,train,20,False,4.40597178374929,2.099040681775675,1.0000267993113885,0.8813333333333333,5.780040574430887,M=1
69,88,78,train,20,False,4.3448788029246845,2.0844372868773684,0.9919679825894735,0.8813333333333333,5.800818274726501,M=1
70,89,79,train,20,False,4.393021981703517,2.0959537164984146,0.9861464157571832,0.8813333333333333,5.727063645637299,M=1
71,90,80,train,20,False,4.402103610667247,2.0981190649406067,0.9845516998650528,0.8813333333333333,5.754613603328699,M=1
72,91,81,train,20,False,4.382209272713322,2.093372702772567,0.9839790482293618,0.8813333333333333,5.7891181772845846,M=1
73,92,82,train,20,False,4.374205011413148,2.091460019080725,0.9835482969406496,0.8813333333333333,5.779730294463887,M=1
74,93,83,train,20,False,4.356441000853823,2.087208902063668,0.9880524464366351,0.8886666666666667,5.766299836190277,M=1
75,94,84,train,20,False,4.26727778271175,2.065739040322313,0.9938326193159341,0.898,5.74385737896904,M=1
76,95,85,train,20,False,3.959672495268839,1.9898925838519121,1.0084813537490447,0.9426666666666667,5.714300867155129,M=1
77,96,86,train,20,False,3.3421888773112642,1.8281654403557859,1.012259921926343,0.966,5.521822864805016,M=1
78,97,87,train,20,False,3.1006124594416455,1.7608556043701158,1.0390169581019935,0.966,5.289306143067706,M=1
79,98,88,train,20,False,2.9769508786453605,1.7253842698498676,1.0505756659379617,0.9633333333333334,5.157886505767074,M=1
80,99,89,train,20,False,2.9278767473876703,1.7111039557512777,1.0381774987005281,0.9633333333333334,5.033321725761241,M=1
81,100,90,train,20,False,2.7550897745091696,1.6598463105086476,1.0572475680137488,0.9713333333333334,5.013425163025827,M=1
82,101,91,train,20,False,2.7456432383294995,1.6569982614141452,1.0750353127006416,0.9713333333333334,4.9585306279179875,M=1
83,102,92,train,20,False,2.521969547529819,1.588071014636883,1.0630099434303415,0.986,4.944868193518909,M=1
84,103,93,train,20,False,2.151427556176956,1.4667745416992197,1.084081147792899,0.99,4.836424042717582,M=1
