2.965929634886602884e+00,3.174265347330087472e+00,3.856859000463096709e+00,3.629862185020803711e+00,2.881173390136666956e+00,2.424195988553324188e+00,2.833926565798590591e+00,2.910375372730650056e+00,3.790150315709498674e+00,4.111217892755914427e+00,3.749152396442927415e+00,3.007529962587481620e+00,3.090964624600568200e+00,5.586523328662089227e+00,4.272591780906510373e+00,4.751834366192056791e+00,5.937971365631092624e+00,5.171340893597720090e+00,5.060395705433224478e+00,5.287503193905896737e+00,3.728725879962758949e+00
3.531340459659670472e+00,3.618660788349911783e+00,2.802846624830955147e+00,4.593191833203593255e+00,2.517301282980591193e+00,2.308221495396284517e+00,3.629647819183257962e+00,3.747447992030670250e+00,3.249378042766549068e+00,2.554795127166586077e+00,3.598118714937723617e+00,3.535806144869115819e+00,3.125763112270064870e+00,4.621142581045156739e+00,5.751608785303194971e+00,4.525563283874989295e+00,4.712844610795331235e+00,3.822753157690521153e+00,6.263751822750690756e+00,4.236013935284421272e+00,3.488017732116064806e+00
2.756136654479408143e+00,3.841592033308267595e+00,3.967472601162619128e+00,3.158208151559794619e+00,3.444071282485666075e+00,3.392665333898204683e+00,2.294245632464186890e+00,3.488624964991654753e+00,3.248296144530285812e+00,2.731944854199438666e+00,3.896072667115797028e+00,3.306734311471613896e+00,3.004841729211787715e+00,5.643262082003070113e+00,4.787595564771401691e+00,5.986414111933536120e+00,3.121299416508520164e+00,5.172394126540731385e+00,6.031709745396941713e+00,5.996675915877382579e+00,5.718397119416032126e+00
4.318031562444558880e+00,3.803354934384926445e+00,3.866829678313250973e+00,3.820333093646983258e+00,2.217039682329613015e+00,2.686501099832601103e+00,3.053184378735297244e+00,2.190799961584459776e+00,3.088264412292919481e+00,3.118023451468136198e+00,4.032752454880569104e+00,4.270652266729849877e+00,4.160355540067863345e+00,5.328300785482523061e+00,4.953356869349631708e+00,6.108728571034648169e+00,3.878280212609122923e+00,6.397898202731756356e+00,5.009099440877430531e+00,6.405986651613194027e+00,6.173253891916249181e+00
2.506981653633947982e+00,2.217985037253270786e+00,4.174529060077778020e+00,3.655592687996219947e+00,2.744058380858838575e+00,3.679487963610407419e+00,2.119182034578729557e+00,3.156105454741693350e+00,1.277465543309827867e+00,4.431700280624338184e+00,3.737698706998793252e+00,4.936379834850141535e+00,3.250433908667110572e+00,5.654136417015201310e+00,4.874825874091641253e+00,4.698743268584903987e+00,4.398715627341092116e+00,5.578624373994763630e+00,4.923566462764445539e+00,6.442959120826730945e+00,5.970857954645612864e+00
3.685655028312061710e+00,2.832547540524658736e+00,4.838832709406346133e+00,3.357323655153130471e+00,4.285083747267194099e+00,3.083496649222167818e+00,2.787880260417428424e+00,2.996309135140871938e+00,3.922360612739849817e+00,4.726761934410679267e+00,3.741958681480069160e+00,3.389213953833358328e+00,4.231788884148820706e+00,4.320587131672088077e+00,5.846394040532692848e+00,4.711376168541741016e+00,6.094609672272709666e+00,4.845558759466806364e+00,5.435110156000221515e+00,5.370011262956123410e+00,5.155999639574263327e+00
3.355979707739749074e+00,4.464234506454768159e+00,3.012261042649952980e+00,4.724611639223527781e+00,3.171615397093070055e+00,3.812789363209537541e+00,3.318188391642108215e+00,2.420225905405495759e+00,5.063983092315518242e+00,3.217201531831071826e+00,3.594914811839297286e+00,4.926240160071200691e+00,3.510485789949368662e+00,4.647350093360470780e+00,4.824869990340276971e+00,6.377976113674923120e+00,5.026262887751841824e+00,5.704202628478777903e+00,6.579383097934518254e+00,4.438837410597921362e+00,4.085389101472132189e+00
4.303210953324044574e+00,2.339335538562828276e+00,3.750948566507704030e+00,4.511567123245709077e+00,3.263390902656420067e+00,4.192558386922011771e+00,3.760964595436611102e+00,3.816509502171669954e+00,4.579047285997251748e+00,4.041756792295619682e+00,3.686355404708284489e+00,3.457417869692062329e+00,3.031472651690813702e+00,5.835135524391608541e+00,5.365270889403710441e+00,5.525819869389730243e+00,5.166835513552914705e+00,6.146842811999061240e+00,5.703263970838426289e+00,6.110293726843513795e+00,4.923402722658161146e+00
2.276326109454996693e+00,3.355562524184337203e+00,2.621135353518079025e+00,4.792714292945922772e+00,3.147768832094457903e+00,4.207309559963031020e+00,3.456431963846849253e+00,3.259167537589723551e+00,5.054502880571338785e+00,4.517998478696530817e+00,5.174521944150070496e+00,3.376319627147318148e+00,3.732196571895713522e+00,5.510842773980179743e+00,5.677581086408367561e+00,5.797960291279377287e+00,6.250307507724876643e+00,5.363847937339579097e+00,6.018861788986368921e+00,5.981165768284046891e+00,4.248501879928588743e+00
3.698305542003730295e+00,2.987657724791143554e+00,2.274054207678513073e+00,3.877037725442047389e+00,2.978048954684839433e+00,3.788020975770852505e+00,4.574789955647163175e+00,3.594792157383647435e+00,4.445472250447396689e+00,4.491471770180933909e+00,6.030413741017098594e+00,4.423478885299763519e+00,4.022543438704697216e+00,5.781434735232477529e+00,4.815909167977334704e+00,5.573111256564317273e+00,5.953079350669338687e+00,5.254267519958134791e+00,5.369565223306489443e+00,6.068277154465415713e+00,6.291942893635759759e+00
