-5.328053344724589913e+00,1.385244741013567094e+00,-9.593484243873083850e-01,4.041568812574700686e-01,3.060624138110612513e-01,-4.799023108634746237e-01,-7.784900853855728498e-01,-1.257784883438152645e+00,1.258756906966203570e-01,-2.957268632722798718e-01
-8.050018798731901626e+00,-3.007974097920218179e-02,3.410298636172804931e-01,1.174802352492726909e+00,5.920126549895885493e-01,-6.731634595294831991e-01,-1.120896235071867864e+00,-6.124812823054380795e-01,-5.811044815770478600e-01,-1.948697018964804656e-02
5.708127545038918171e+00,-1.168994021638441128e+00,1.743444232571509822e+00,-9.871303729044481612e-01,1.630884413055770699e+00,-1.225994789380366212e+00,-7.638025392315462847e-01,-1.226838758615784286e+00,-1.709666697960454396e-01,2.410253945358099836e-01
2.113877062003373108e+00,3.525541142663454197e-01,1.408098757903391673e+00,2.438161931618648470e+00,2.904264607674923448e-01,-1.695309280557974752e-01,-1.103521673169476358e+00,-7.732401171483536118e-01,-2.718591203824343161e-01,-6.828307379306301772e-02
-1.603540137320122483e+01,1.005760351165410071e+01,-3.633066980079588060e+00,1.555474955154911409e+00,2.489727330853527543e-01,-3.263500453244151944e-01,-1.500024019890851434e+00,-8.081525206725391763e-01,-4.288474318712686695e-01,3.787915382222158955e-01
-7.218372617030389016e+00,-1.888601024157518848e+00,4.655226103793699721e+00,-7.441993068842435270e-03,8.170950103674421428e-01,-5.608284937475481735e-01,-1.174411933009623210e+00,-6.143445265758724627e-01,-8.738737178041839915e-01,2.119805053269454773e-02
-3.993546213355093855e+00,7.216147653922772243e+00,-1.517879671258459018e+00,1.560474184918688279e+00,1.670106923073597094e-01,-2.308648869637769940e-01,-1.146764980318085492e+00,-1.031003502664370908e+00,7.740280986077209546e-02,-4.580848128357484783e-01
1.663237871741683094e+01,-4.978705208489133227e+00,1.693487479299750742e+00,1.154936955331764409e-01,7.304186658772569007e-01,-6.918715824766041855e-01,-7.900997602509426398e-01,-1.185858490017328126e+00,8.995611395936191357e-02,4.323209669336378069e-02
3.131313084492308274e+00,-6.530866995326748414e-01,3.749190265037996017e+00,1.177874271804802975e+00,1.633666002286215280e+00,-1.161674553487421074e-01,-1.164527878025482632e+00,-9.139457625340406954e-01,-3.519042470220304919e-01,-2.760083035254551898e-01
4.278816324257093129e+00,-4.265218639212989160e+00,4.315678655139407877e-02,7.248362331156353866e-01,2.241953957906261258e-02,-7.331115805413018771e-01,-1.125498888686748522e+00,-9.149393416219090414e-01,-2.319531612043468360e-01,1.495840211645421136e-01
3.832906949319858647e+00,2.823300651286876128e+00,8.971237419117589207e-01,2.054582595386747812e+00,4.506234916883428698e-01,-4.671151136477303401e-01,-9.849900618983000733e-01,-1.073726436134569528e+00,-2.528513200431348196e-01,1.403013818147768633e-02
-1.983765695721827926e+00,8.409310258685409600e-01,8.188062339069873685e-02,3.008378518455710804e+00,6.713531929017627631e-01,5.332999620500976645e-01,-1.102012585462121663e+00,-5.209009708970714359e-01,-4.995719895433886060e-01,2.347198893989124735e-01
