t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,cobertura_puntual,ancho_medio
2,21,11,train,20,False,1.6908614386601575,1.300331280351341,0.7752901687558429,0.806,3.552023544336998
3,22,12,train,20,False,1.711375680399609,1.3081955818606057,0.8291304912293309,0.7966666666666666,3.602729211368587
4,23,13,train,20,False,1.6672453675383891,1.2912185591674203,0.8141950193053014,0.8006666666666666,3.5919111147492457
5,24,14,train,20,False,1.7410920910674013,1.3195044869447778,0.8226781011856119,0.8006666666666666,3.5815356294573766
6,25,15,train,20,False,1.5475229794542293,1.2439947666506597,0.8137261785312527,0.834,3.6019327595506088
7,26,16,train,20,False,1.3894770614513772,1.178760816048522,0.7348586632829722,0.854,3.603751551786243
8,27,17,train,20,False,1.3567794761089762,1.1648087723351743,0.7329107110957969,0.8493333333333334,3.5846357899267245
9,28,18,train,20,False,1.3310042355560137,1.1536915686421625,0.718844196351573,0.8533333333333334,3.59778987602826
10,29,19,train,20,False,1.3386914997320416,1.1570183662034244,0.7071339457250526,0.8533333333333334,3.6118455751872487
11,30,20,train,20,False,1.3180103621714907,1.14804632405295,0.6986954095532137,0.8573333333333333,3.6228649012863463
12,31,21,train,20,False,1.2783012845426067,1.1306198673924879,0.7164704969414004,0.8633333333333333,3.620841286448798
13,32,22,train,20,False,1.2708764729843283,1.1273315718919295,0.7311875135889437,0.866,3.6453464342640016
14,33,23,train,20,False,1.064977275048644,1.0319773616938717,0.8042791612553866,0.896,3.6394043989016787
15,34,24,train,20,False,1.066448541455391,1.032689954175691,0.8145147804988697,0.89,3.5992710165292894
16,35,25,train,20,False,1.2264049414981781,1.1074316870571197,0.8660007213613993,0.864,3.6039365403892334
17,36,26,train,20,False,1.279086559277673,1.1309670902717166,0.8083528279445857,0.8566666666666667,3.6051033389243683
18,37,27,train,20,False,1.2193771245052003,1.1042541032322226,0.7810206610043376,0.8706666666666667,3.6217185720133616
19,38,28,train,20,False,1.1212672618274968,1.0588990800956892,0.7450178897156676,0.884,3.6112368164658912
20,39,29,train,20,False,1.0750743744810871,1.0368579336057024,0.7622014408689454,0.8846666666666667,3.580572800045036
21,40,30,train,20,False,0.9500831455920705,0.9747220863364442,0.8138609602276026,0.9026666666666666,3.546345891565863
22,41,31,train,20,False,0.8277520595865031,0.9098088038629342,0.9852259999209793,0.926,3.517584609155371
23,42,32,train,20,False,0.8661017436406198,0.930645874455273,0.8498295831503955,0.9133333333333333,3.442945623468625
24,43,33,train,20,False,0.947421862034355,0.9733559790921074,0.924278951110632,0.908,3.4426258300466177
25,44,34,train,20,False,1.0134267315314176,1.0066909811513252,0.9571594811898072,0.88,3.4498212781999325
26,45,35,train,20,False,1.136484509276785,1.0660602746921888,0.8926145456808801,0.8606666666666667,3.434945037089124
27,46,36,train,20,False,1.1817870644486614,1.0871003010066098,0.7994006392795273,0.8586666666666667,3.468059450054358
28,47,37,train,20,False,1.163761372532269,1.0787777215591121,0.7775381425229008,0.8633333333333333,3.524695465470978
29,48,38,train,20,False,1.1890706418991168,1.0904451576760368,0.7562343883812744,0.8633333333333333,3.5259501887638343
30,49,39,train,20,False,1.442892040120227,1.201204412296353,0.8152841793100459,0.8353333333333334,3.528257017106196
31,50,40,train,20,False,1.4579868231298772,1.2074712514713868,0.803509220726955,0.8293333333333334,3.5177381396810876
32,51,41,train,20,False,1.4166207082041296,1.1902187648512896,0.8103870073671082,0.834,3.5054004544966912
33,52,42,train,20,False,1.6361358722883428,1.2791152693515713,0.9463640264391652,0.802,3.5061157900054485
34,53,43,train,20,False,1.6275044280711946,1.2757368177140591,1.0131857957909318,0.802,3.539309444457098
35,54,44,train,20,False,1.591072087882273,1.261377060153812,1.0923073529497682,0.808,3.5403032233661387
36,55,45,train,20,False,1.420270822989037,1.191751158165595,0.9544927885516634,0.842,3.526589871243195
37,56,46,train,20,False,1.4358360008822353,1.1982637442909785,0.873659275699965,0.84,3.5255201939827985
38,57,47,train,20,False,1.4629838471406138,1.2095386918741433,0.7928243868254562,0.8353333333333334,3.526640270267026
39,58,48,train,20,False,1.434103669021826,1.1975406753099562,0.7696457776106747,0.842,3.552960543518685
40,59,49,train,20,False,1.421066648076893,1.1920850003573122,0.7598995188914313,0.842,3.5526723344544364
41,60,50,train,20,False,1.428272885676835,1.1951037133558053,0.7899825544837409,0.842,3.5560016660117157
42,61,51,train,20,False,1.3937905025862642,1.1805890489862525,0.762135858472491,0.8433333333333334,3.534729869990282
43,62,52,train,20,False,1.2637440997526173,1.1241637335159933,0.7385926568769274,0.8646666666666667,3.5573951043947574
44,63,53,train,20,False,1.2081405153183054,1.0991544547143068,0.6907143025950022,0.87,3.554805850071288
45,64,54,train,20,False,1.16171976043003,1.077831044473126,0.615530321106162,0.898,3.55965885283363
46,65,55,train,20,False,1.1556144305832796,1.0749950839809825,0.7224058995750157,0.902,3.563624702538724
47,66,56,train,20,False,1.1833703644526568,1.0878282789359066,0.8045023666756863,0.8966666666666666,3.531125327250081
48,67,57,train,20,False,1.1870882949202641,1.0895358162631754,0.8314293964571692,0.8966666666666666,3.489353494605832
49,68,58,train,20,False,1.1526379635393516,1.0736097817826324,0.888343637674388,0.8966666666666666,3.499093257638672
50,69,59,train,20,False,0.9084352188834984,0.9531186803769499,0.7403826815694924,0.9233333333333333,3.4908394151047046
51,70,60,train,20,False,0.9223468457119106,0.9603889033677506,0.7707134692073682,0.9293333333333333,3.5024806713818264
52,71,61,train,20,False,0.9313692098790558,0.9650747172520145,0.7855434988534618,0.9293333333333333,3.504399958913696
53,72,62,train,20,False,0.7306242042023431,0.8547655843576899,0.705432641126503,0.9613333333333334,3.4961941463977637
54,73,63,train,20,False,0.793007711363359,0.8905098041927214,0.8123150406550645,0.9533333333333334,3.474697858342289
55,74,64,train,20,False,0.8247954571006367,0.9081825020890001,0.8446229517678001,0.9533333333333334,3.4867019562541355
56,75,65,train,20,False,0.8486045297350759,0.9211973348501807,0.8574015633005037,0.9533333333333334,3.490338084719464
57,76,66,train,20,False,0.8164301568596468,0.903565247704695,0.8492771368039373,0.9626666666666667,3.481533263542054
58,77,67,train,20,False,0.8255770237982105,0.9086126918540213,0.914198422686435,0.9653333333333334,3.476159008160075
59,78,68,train,20,False,0.8395259683954996,0.9162564970550002,0.9739091475405689,0.964,3.462594335783586
60,79,69,train,20,False,0.8589101637603627,0.9267740629518948,0.9888170832192724,0.964,3.471778593942609
61,80,70,train,20,False,0.8648935774877206,0.9299965470299987,0.9093406328181848,0.964,3.470752444680338
62,81,71,train,20,False,1.2830220120425548,1.1327056157901552,1.1236250670128205,0.914,3.4930444505987484
63,82,72,train,20,False,1.3761364056761565,1.1730884048852228,1.2005371433040966,0.9146666666666666,3.512881884110426
64,83,73,train,20,False,1.461129047171755,1.2087717101139301,1.2961502443004627,0.89,3.487920556652544
65,84,74,train,20,False,1.379366254442149,1.1744642414489037,1.5935711309586456,0.8873333333333333,3.483381998569586
66,85,75,train,20,False,1.3647317768251372,1.1682173499932011,1.4960355942759067,0.88,3.473686501672453
67,86,76,train,20,False,1.3100755940021716,1.1445853371427452,1.4395177880291667,0.8873333333333333,3.4799320279680113
68,87,77,train,20,False,1.2951524009726585,1.1380476268472504,1.4841531140254882,0.8873333333333333,3.4919627828052975
69,88,78,train,20,False,1.3309133087162563,1.1536521610590673,1.4614196870881995,0.8873333333333333,3.4729534675114557
70,89,79,train,20,False,1.3228273410194535,1.1501423133766766,1.3452798975899074,0.8886666666666667,3.473271937401382
71,90,80,train,20,False,1.2977037125329975,1.1391679913572876,1.3420291107557794,0.8886666666666667,3.4628075660918767
72,91,81,train,20,False,1.3236087251435564,1.1504819534193296,1.2867393204923983,0.8826666666666667,3.474763385365957
73,92,82,train,20,False,1.3285546074850096,1.152629431988013,1.2720324670548793,0.8806666666666667,3.4895425172670413
74,93,83,train,20,False,1.2919181197560876,1.1366257606424761,1.1295536579602068,0.886,3.4815106848327853
75,94,84,train,20,False,1.2839205578335378,1.1331021833151402,1.1448846195012397,0.8846666666666667,3.461734141196704
76,95,85,train,20,False,1.310024159293432,1.144562868213639,1.0675150985072968,0.8726666666666667,3.463955292654397
77,96,86,train,20,False,1.3474076044597696,1.1607788783656299,0.9933765074529666,0.8673333333333333,3.4774174555207114
78,97,87,train,20,False,1.3110616178112593,1.14501599019894,1.00219828749825,0.8693333333333333,3.4953461809094892
79,98,88,train,20,False,1.3012236287703929,1.140711895603089,1.0179637772309453,0.8706666666666667,3.5015846797363204
80,99,89,train,20,False,1.302396382938617,1.1412258246896698,1.0003670049409326,0.8686666666666667,3.5107159480303167
81,100,90,train,20,False,1.346068284822597,1.1602018293480652,1.0158119925595532,0.8626666666666667,3.507441338874134
82,101,91,train,20,False,0.9464882191714434,0.9728762609764119,0.8189463677250316,0.9126666666666666,3.497142700163319
83,102,92,train,20,False,0.8559290396601303,0.9251643311650802,0.6762553106650323,0.9126666666666666,3.4675182956304154
84,103,93,train,20,False,0.7433677562061416,0.8621877731713328,0.6019787501633385,0.9373333333333334,3.499225597092643
85,104,94,train,20,False,0.7464616802394775,0.8639801387991957,0.5939818972734582,0.9386666666666666,3.5055005288847907
86,105,95,train,20,False,0.6464914285996394,0.8040469069647861,0.5401235638207159,0.9593333333333334,3.5079693971271
87,106,96,train,20,False,0.614910522324099,0.7841623061102204,0.5564894139523086,0.9593333333333334,3.489514515414229
88,107,97,train,20,False,0.618639164507626,0.7865361813086706,0.5656268062940609,0.9593333333333334,3.4787570290838823
89,108,98,train,20,False,0.5975454319444882,0.7730106286102981,0.5487292572154963,0.9593333333333334,3.486959135066519
90,109,99,train,20,False,0.5886232554863852,0.7672178670276033,0.5509113479671379,0.9593333333333334,3.4837324811252826
91,110,100,train,20,False,0.6728419903265571,0.8202694620224241,0.5555733603298866,0.9466666666666667,3.488186221352598
