componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho
FPC 1,2,21,11,train,20,False,0.6816306446514431,0.5601411567736856,-0.018159845920843853,0.6930735448535668,0.03035772158418829,0.37503584577380034,1.0,2.91193761497736
FPC 1,3,22,12,train,20,False,0.6174427588151216,0.5315143380593779,-0.08496440153470153,0.608173026609703,0.03020445595017941,0.358731016350782,1.0,2.8590512372553354
FPC 1,4,23,13,train,20,False,0.6316050902820186,0.5388515831995261,0.0064080107599906455,0.6500994193141476,0.012394578249586407,0.36050064995854086,1.0,2.812845946699381
FPC 1,5,24,14,train,20,False,0.6440966903947472,0.5502404454397135,0.019976140967283174,0.6675302337283832,0.02031759641673331,0.36578057542913245,1.0,2.833296797275543
FPC 1,6,25,15,train,20,False,0.6405773246843083,0.5446111560985253,0.021518760450194074,0.6644059407613127,0.021400837033111807,0.36572743474778874,1.0,2.8547395277023315
FPC 1,7,26,16,train,20,False,0.6355475997750333,0.5331841970355047,0.021490597883162876,0.6591796306823055,0.021397769821323187,0.3619450417840589,1.0,2.8494007432460786
FPC 1,8,27,17,train,20,False,0.6335178959180674,0.5222968612957846,0.019364504188558174,0.656361774216308,0.021143562433130286,0.3591030048456921,1.0,2.838550320565701
FPC 1,9,28,18,train,20,False,0.667623620374127,0.5453875475946518,-0.023747746312543283,0.6769762167860989,0.0210343446171383,0.3800000093401822,0.95,2.832862986028194
FPC 1,10,29,19,train,20,False,0.6728768070321058,0.5584552250124422,-0.027622890948479917,0.6810153038725641,0.024320008019142577,0.38661902980382357,0.95,2.864744229614735
FPC 1,11,30,20,train,20,False,0.7342205448548512,0.6128384828814186,-0.08303905338776296,0.7238401542832301,0.024021527644257454,0.4259556993266491,0.95,2.8791818964481353
FPC 1,12,31,21,train,20,False,0.7764002406978102,0.6540085446147965,-0.14480959062784193,0.7444871894920471,0.02777918849612576,0.44688683781322036,0.95,2.9569863797724247
FPC 1,13,32,22,train,20,False,0.9196754981877014,0.7627944264387537,-0.20810528606825685,0.8584607063155454,0.02960422248882173,0.5160858996747026,0.9,3.0214679017663006
FPC 1,14,33,23,train,20,False,1.0132359609313968,0.8356462290759452,-0.21950334616023515,0.9413633679027602,0.045990146958887486,0.5529824134013002,0.9,3.1838970422744755
FPC 1,15,34,24,train,20,False,1.1280826238320958,0.9237350329101544,-0.13020645593322522,1.088679926254862,0.05554262177755629,0.605542361948012,0.9,3.3167204038798817
FPC 1,16,35,25,train,20,False,1.216389982391942,0.9989353804218531,-0.05032090349747009,1.2177272586013443,0.056050690663426925,0.6483257583390116,0.9,3.4491912992298603
FPC 1,17,36,26,train,20,False,1.2593620601513205,1.0485013184343397,-0.06106066757624262,1.2543498865341065,0.056842673119879575,0.6731351808144875,0.9,3.569613778591156
FPC 1,18,37,27,train,20,False,1.306410321563507,1.1047109523440057,-0.029515595607623846,1.3209954914597553,0.05829840276158091,0.7038100519452839,0.9,3.653778054714203
FPC 1,19,38,28,train,20,False,1.312377131187202,1.1137361138626727,-0.0581896178296315,1.3089260264351854,0.05758357887104903,0.7091435381009823,0.9,3.736251198202371
FPC 1,20,39,29,train,20,False,1.2961697419334064,1.085191322336414,-0.09789461298166602,1.2691698577968362,0.05616374209395771,0.694923047325662,0.9,3.7525028841197487
FPC 1,21,40,30,train,20,False,1.297750164719108,1.096566702846665,-0.09119727609022976,1.2746109743805691,0.056210292748156754,0.6908298205656772,0.9,3.710799011290073
FPC 1,22,41,31,train,20,False,1.3245915038214306,1.1346535595922984,-0.04339287287361571,1.3304428671696282,0.056312606354413916,0.7228889398856796,0.85,3.7190599548816676
FPC 1,23,42,32,train,20,False,1.3161029850357422,1.1241287626918954,-0.049502847188107824,1.3180632793233573,0.05570718609496417,0.7111122456142229,0.85,3.7837906970083717
FPC 1,24,43,33,train,20,False,1.290437131077905,1.0874553791034052,-0.03832045829574149,1.2992997137270217,0.05625971002086676,0.6921428779462209,0.85,3.764992542266846
FPC 1,25,44,34,train,20,False,1.282009732123648,1.070665603007637,-0.035488502366095576,1.2925783543164673,0.05682477470764946,0.6830410561209919,0.85,3.707725704610348
FPC 1,26,45,35,train,20,False,1.2814116265009479,1.0682807134761294,-0.02594609848405005,1.297969792626376,0.0575273125982361,0.679252118822067,0.85,3.6788385283946994
FPC 1,27,46,36,train,20,False,1.3072689770579176,1.1183998420559158,-0.041471140370480386,1.3142546805867688,0.05836820161481063,0.7118972553413008,0.85,3.675807856470347
FPC 1,28,47,37,train,20,False,1.3528302655030993,1.1957754173639121,-0.023226265623818687,1.3721312905130751,0.056910925398615864,0.7539817995687498,0.85,3.740527454167605
FPC 1,29,48,38,train,20,False,1.3329542969211545,1.1658823027403196,-0.008609709884532357,1.3617327546177942,0.054935473221485086,0.7337552774743447,0.9,3.841193898171187
FPC 1,30,49,39,train,20,False,1.3410898893346248,1.184450821408204,-0.012559169151352911,1.3673694742831792,0.0568142620991821,0.7384198453726424,0.9,3.7969108997285366
FPC 1,31,50,40,train,20,False,1.3488682864230177,1.1918624091330288,-0.005547955789386716,1.380086627060566,0.05618151976368853,0.7413306869815739,0.9,3.8168876184523106
FPC 1,32,51,41,train,20,False,1.3338088168592563,1.1712346700237963,-0.01974115217744421,1.355148249214179,0.05590645377421141,0.7341160680457455,0.9,3.8311633130908023
FPC 1,33,52,42,train,20,False,1.2480738798808206,1.0939287572412975,-0.07097749608612847,1.2373379092007941,0.057029087176396896,0.6764064232574054,0.95,3.7917918458580977
FPC 1,34,53,43,train,20,False,1.16929153152288,1.0087469177156527,-0.1884533904231398,1.1004490117671182,0.048763092526424676,0.6362440705188723,0.95,3.661055116802454
