fpc_1,fpc_1_lag1,fpc_2_lag1
0.7924097854892639,0.3501603284897098,-1.4288002794029209
0.5985001493327101,0.7924097854892639,0.13154998545225888
-1.8795991685491642,0.5985001493327101,0.975602650879115
-0.3127523447829075,-1.8795991685491642,1.0081889824895325
-0.914069233966082,-0.3127523447829075,1.5880088304364979
-1.2888132520558693,-0.914069233966082,0.567594430849831
-0.4731464619364112,-1.2888132520558693,1.728986414203568
0.5238511575495723,-0.4731464619364112,1.1431993678068855
-0.7320214377654525,0.5238511575495723,-0.1263735987887558
-1.3864364468399901,-0.7320214377654525,-0.40141444836694856
-0.5397388553111844,-1.3864364468399901,0.6148536809766045
-0.033637754090409255,-0.5397388553111844,1.7815592658004866
-1.5309869882793032,-0.033637754090409255,1.1444065182873915
-1.8623066297354778,-1.5309869882793032,0.7591079282488589
-1.707219001400141,-1.8623066297354778,0.5390557130172596
-0.3757325193766789,-1.707219001400141,-0.861730801115677
0.31238496515864406,-0.3757325193766789,-0.45551966057763504
0.3690837485499478,0.31238496515864406,-0.08064625478095964
0.852863981088683,0.3690837485499478,-0.5727324999993111
1.1235523330307962,0.852863981088683,-1.033168900993908
0.5844620938222689,1.1235523330307962,-0.39379479120025235
0.16547583390731568,0.5844620938222689,1.2706044741893747
-0.4879649114258597,0.16547583390731568,-1.1249658750067209
0.07914103664102916,-0.4879649114258597,-0.19320679163756382
0.03226405568941157,0.07914103664102916,0.5154351285744564
1.65087539592909,0.03226405568941157,1.6209466032185431
2.4413205380646374,1.65087539592909,0.2899109492263342
1.321668676790568,2.4413205380646374,-0.8455724144111398
0.04157169876166495,1.321668676790568,-1.1014337139016568
1.2632943341504643,0.04157169876166495,0.10845477172927265
0.03612816755775111,1.2632943341504643,-0.8908288617459758
0.12034590790725773,0.03612816755775111,-1.0785127857455534
1.4210325603685863,0.12034590790725773,-0.7081341758972755
1.645430851585447,1.4210325603685863,-0.4780722966180662
1.1869020627928881,1.645430851585447,-0.2299629194657033
0.8984886452682677,1.1869020627928881,-0.05387079126076355
0.5849273303201931,0.8984886452682677,-2.125961062863697
0.17853052696331237,0.5849273303201931,-0.4523235662494373
1.5653809937859817,0.17853052696331237,-1.690830389278003
