fpc_5,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1,fpc_4_lag1,fpc_5_lag1,fpc_6_lag1,fpc_7_lag1,fpc_8_lag1
0.033003758726618974,-0.24993520112159553,0.05504803803632853,0.07152036047826188,-0.15519923663798316,0.06063807560418875,-0.08958068943000318,-0.005355335847322918,0.08454148273520434
0.0055440779489278925,0.19167681318000884,-0.15771816215135662,-0.06788637556481719,-0.18592119111343872,0.033003758726618974,-0.18661771189669066,0.03776487166942909,0.14815558419685362
-0.05693254505986686,0.19362805700714722,0.054672721468840106,0.1479654354431653,-0.03297857763775201,0.0055440779489278925,-0.1322669949744586,0.13814171108536363,0.040041011160185734
0.05919333140194937,-0.22574476339785088,0.41504372593651156,0.009778786095969647,-0.08092782256205498,-0.05693254505986686,0.04800040232881027,-0.12431002650987584,-0.05462829592484411
0.020061331347992338,-0.3879639883080568,-0.12681099840109405,-0.23794382089326696,0.029117085821364186,0.05919333140194937,0.012289541254298368,0.05688150379859503,-0.0043328492029886525
0.010318762541009698,-0.05724218621519096,0.10689004940194699,-0.1215419426927433,0.0777467191421069,0.020061331347992338,0.012847744294467993,-0.048673953573862214,0.010126802178496984
-0.19051525760016544,-0.33549516463590473,-0.029744778237436032,-0.07945782279059815,0.16440937632494923,0.010318762541009698,0.0690620044681117,0.03239687806364601,0.06942061102819126
0.03068682380987987,-0.23821661923466864,-0.09815550998758228,-0.08658120422988638,-0.10624083387706995,-0.19051525760016544,-0.07578483850108485,-0.017546658341217297,0.10883671388722745
-0.09356419542963569,0.07917338365199066,0.008190883837119252,0.0689505346475039,-0.005429036316225517,0.03068682380987987,0.08685185688319692,-0.061853485272758885,0.061898013835541485
0.03460890296221385,0.20246327839717504,0.25692956787026466,0.02985460911555868,0.07336225044244916,-0.09356419542963569,0.010714378106744573,0.04915625269787491,0.0697479889355772
0.19083537364928818,0.04519062484445654,0.07325230580292928,-0.08589988367998493,-0.06341085102115361,0.03460890296221385,-0.03885377107222728,0.09561003282039697,0.08152053487232641
0.10563923625003747,-0.06539896660266055,0.12691209394417877,0.24463463849915637,0.0625857710947096,0.19083537364928818,-0.11447152875602498,-0.028908768939936536,0.036257266829214534
0.02619408018543556,-0.23532950734797656,0.1894282323690082,-0.005023510124958156,0.15079661420879661,0.10563923625003747,0.00465254159585599,-0.10522166611883321,0.031262569501350965
-0.013188544008133653,-0.10063496183141236,-0.00027123813496999127,0.02381314567324137,-0.11663711925630525,0.02619408018543556,0.04015926449007073,0.07123461368626663,0.10161727561820501
-0.06369407479667212,0.17591403382383797,-0.22452417810653755,-0.030227902492779096,0.09168051570442483,-0.013188544008133653,0.04837221464200659,-0.05312558222054251,0.08908589846243732
0.0066777607453160645,-0.11851544776920507,0.002170714661051727,0.14877570791141415,-0.3136012037581184,-0.06369407479667212,-0.0726414986395344,-0.040937653618606955,-0.010247120582891437
0.019078661712918003,0.027949376123805183,-0.12101515222351954,-0.12850098966926812,0.09612382964150895,0.0066777607453160645,-0.004055987301693481,-0.11388007346538845,-0.027481616199963883
-0.027099476867640603,0.15703261345095512,-0.21036595964068788,0.059840055289178906,-0.085008774012208,0.019078661712918003,0.07226918236934114,-0.06671488553428237,-0.03083483053409023
0.004771226256573676,0.2658435041675106,-0.0690712354124332,0.13553079180546584,0.06690305524780062,-0.027099476867640603,-0.009348671080344182,0.0331870191677909,-0.0013210701450210287
0.11255250898218844,-0.2095399596727788,0.0749599072156983,-0.07784946095094403,-0.025668322242219772,0.004771226256573676,-0.013708165322817578,-0.019946961813325864,-0.02777929412041823
-0.05252037623763063,-0.2734314619577638,-0.01702440847152715,-0.016555558009253506,0.013566685840647266,0.11255250898218844,0.07054556735008444,-0.0286762671172682,0.046790367238138564
0.08115567750835198,-0.0663048861922484,0.22226000045835878,0.03356150502856573,0.04073377198367297,-0.05252037623763063,-0.01101898486928156,0.02937384072926229,0.0521377349297122
0.03730124857295632,-0.16690186267381704,0.05569751587157649,0.0893589436943932,0.20897574503209881,0.08115567750835198,0.10930539063060948,-0.041521002342649244,-0.02804277697773426
-0.05211402080779904,0.04961206249769267,-0.050001008166820904,-0.07988904463706739,0.1576902696190224,0.03730124857295632,0.03627754513115046,-0.08321906126995122,0.06260334367072866
0.10308386373464952,-0.17686065142536214,0.004243909624276092,0.04118286049692912,-0.04747522769609849,-0.05211402080779904,-0.0020344751382678594,-0.07767170581471627,0.020393882432641067
0.008854641415809154,0.15225490697770167,-0.06403410089804681,0.06438676316904485,-0.08199380375538515,0.10308386373464952,0.07845420166128549,-0.05605681003589365,-0.07981899991104895
0.024372827755351392,-0.0668766439469047,0.08154354073073256,-0.13340416153867102,-0.10855495286336492,0.008854641415809154,0.056216971057058016,0.040658920176627214,0.038484879778480544
-0.018874255278439455,-0.13604959635420136,-0.0586835534762022,-0.05641593026416359,0.07985838095060038,0.024372827755351392,-0.07400609171119839,-0.09946614295653054,0.013032803661153104
0.021038694247492173,-0.062012222852506765,0.026206883036090072,-0.017288744972386003,0.09293968505959506,-0.018874255278439455,-0.10053962574968138,-0.050455785336940284,0.02064012895588698
0.017926013389208177,0.1774398961011965,0.0447284370830926,0.10313127407579546,0.0772203761700616,0.021038694247492173,0.002164019546054362,-0.030087937827873317,0.00928512094519334
