fpc_5,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1,fpc_4_lag1,fpc_5_lag1
-1.2071447788804546,0.9222989507471818,0.37970922872739865,-0.5043654599510676,-1.3204040487240178,-1.1058757499718561
-2.505819238124501,0.06458961764063217,0.5444437292132236,-0.5624901024894522,-1.5926120671445576,-1.2071447788804546
-0.011141475067352661,0.16368446917408155,0.8163875084889806,0.1345373006783673,-0.6542346175459954,-2.505819238124501
1.5049729780429417,-0.4663583839212307,-0.3289984719395905,0.49393024172630806,0.15931744215873397,-0.011141475067352661
2.4748791847868024,-0.35119197478014236,0.6119339197814686,1.4042788977232263,-0.22050718940224806,1.5049729780429417
1.9006832535230633,-0.429686259057791,-0.002336181335096971,1.5429292427387782,0.13592013407258546,2.4748791847868024
1.0704513357927654,-1.1216646708126838,0.7645055510546066,0.4274157400002698,-0.4218288868647238,1.9006832535230633
-0.5052677408468195,1.422121876768815,-0.5983478128350984,0.4119929536858075,-0.5911188467569779,1.0704513357927654
0.6570353104162571,1.1925538293364741,-0.35078830690555834,1.1192945613464178,-0.7325805420897101,-0.5052677408468195
-0.07527403962760836,0.5895558981722141,-0.6255428641281624,1.5581577422289645,-1.0387269024017212,0.6570353104162571
-0.008969663478763148,-0.046672747041590454,-0.3577514070886662,0.6933267091535859,-0.48904008216687245,-0.07527403962760836
0.003639186610777313,-0.0603025311272501,-1.3641158156560207,0.30480474892013704,-1.156362754357453,-0.008969663478763148
-0.16957526097813974,-0.3596808029533865,-1.802830641400684,0.2877826293710765,-0.23506004371035685,0.003639186610777313
-0.5255099413595663,0.2356571658291188,-1.1571990421163854,0.05191143865319653,0.19573094283268289,-0.16957526097813974
0.25390279153137635,0.9417127847067875,-0.9140489198362041,1.3114830064441618,-0.05459879974293858,-0.5255099413595663
-0.08079657741875156,1.6682668765956596,0.4513283554159389,0.990870378703835,0.5494056290554409,0.25390279153137635
-0.22324180283846226,1.2064514382545677,0.8981335754402975,0.22272581018810564,0.4881915372592367,-0.08079657741875156
-0.8385286507217848,0.7078719502881617,0.8974430422344017,-0.1713886934368652,-1.1725280195884473,-0.22324180283846226
-1.149140586231367,0.9783812041957235,0.18794233151362325,-1.4421417199804165,-0.08423346404208853,-0.8385286507217848
-0.9390158620199459,0.3499989969109615,0.37526254508411827,-1.5623908985645976,-0.35706104496125646,-1.149140586231367
0.23202517025260538,0.15930706958329136,1.388739027932236,-0.21786317453160445,0.675000547986894,-0.9390158620199459
0.48125001378462895,-0.5082979544820263,1.6194360752401873,-0.7172888068720198,0.9791835268100222,0.23202517025260538
-0.4355537841485135,-0.016275524441154036,0.828502893732196,-0.4490338112404116,1.2323087066150589,0.48125001378462895
-0.8898994743312959,-0.3750271054116192,0.7593037119994196,0.48194037733379463,0.5652417679387525,-0.4355537841485135
-0.7678950560852087,0.3313194053578876,0.7690899615924408,0.903904241919652,1.5377049792684545,-0.8898994743312959
-0.11910808986563065,-0.5087884130915081,0.5979385509403136,0.6204793265257091,1.173669082132045,-0.7678950560852087
-0.195099377991965,0.5169726294512919,0.2937307116156262,-1.1036620727684967,0.4998752558022667,-0.11910808986563065
-0.7691985034107911,0.8187248138126827,-0.0637576619923358,-0.7947451433026834,1.714124627821478,-0.195099377991965
