t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,modelo
2,21,11,train,20,False,2.2751817433615042,1.508370559034319,0.9062460927459888,VAR
3,22,12,train,20,False,2.293976992793728,1.5145880604288837,0.8576572894648412,VAR
4,23,13,train,20,False,2.2543871745066273,1.5014616793333846,0.8039800134982547,VAR
5,24,14,train,20,False,2.3795180060610956,1.5425686390112745,0.7477119996119624,VAR
6,25,15,train,20,False,2.13790375142071,1.4621572252739137,0.6765810608717561,VAR
7,26,16,train,20,False,1.7542062065571145,1.3244644980357587,0.5229108090537122,VAR
8,27,17,train,20,False,1.7962881548839758,1.340256749613288,0.49552250607022036,VAR
9,28,18,train,20,False,1.8004398979675986,1.3418047167779663,0.47998699680598533,VAR
10,29,19,train,20,False,1.8062101011323837,1.3439531618075027,0.4760380645990761,VAR
11,30,20,train,20,False,1.7903782409476279,1.3380501638382725,0.4806149629762086,VAR
12,31,21,train,20,False,1.8170902947797625,1.3479949164517508,0.5266966750843087,VAR
13,32,22,train,20,False,1.903041360421767,1.379507651454593,0.5561915636698997,VAR
14,33,23,train,20,False,1.71030812997368,1.3077874941953223,0.6654877976865695,VAR
15,34,24,train,20,False,1.5454797771466873,1.2431732691570743,0.6007847892351668,VAR
16,35,25,train,20,False,1.5432499607245913,1.2422761209669093,0.7127502140958576,VAR
17,36,26,train,20,False,1.5910771579100333,1.2613790698715566,0.8901577796804272,VAR
18,37,27,train,20,False,1.533463523026766,1.2383309424490554,1.1456638489886513,VAR
19,38,28,train,20,False,1.5066968939051555,1.2274758221265116,1.2440517001512974,VAR
20,39,29,train,20,False,1.496528831178559,1.2233269518728667,1.2939114579606021,VAR
21,40,30,train,20,False,1.43004933688635,1.1958467029207172,1.2672591954846706,VAR
22,41,31,train,20,False,1.2593648394760248,1.1222142573840455,1.070746112784229,VAR
23,42,32,train,20,False,1.3546654541995704,1.163900964085678,0.8137721701058858,VAR
24,43,33,train,20,False,1.3972411749848426,1.1820495653672238,0.7529140731671693,VAR
25,44,34,train,20,False,1.4692454529587207,1.2121243554020027,0.5728429313979273,VAR
26,45,35,train,20,False,1.4722244910711406,1.2133525831641603,0.437336996743224,VAR
27,46,36,train,20,False,1.5026527037105857,1.2258273547733325,0.400206558862736,VAR
28,47,37,train,20,False,1.4109191970338124,1.1878211974172765,0.35905841828086016,VAR
29,48,38,train,20,False,1.4197366723488618,1.19152703383048,0.33875365052262285,VAR
30,49,39,train,20,False,1.7845228613112483,1.3358603449879214,0.42551633690422586,VAR
