t,b_t,b_t_norm,q_interaccion,q_lineal,razon_q_lineal,estrato_q,nivel_curva,nivel_sin_tend,bloque
1,0.0,0.0,0.2941533904034343,0.3658905929458423,0.8039381062933578,1,0.7983519068460231,0.7983519068460231,train
2,7.084249149642153e-08,1.5742775888093672e-08,0.24031542848861673,0.4771817699436145,0.5036140180229711,1,1.4745316102375114,1.4745315393950198,train
3,5.667399319713722e-07,1.2594220710474938e-07,0.27416645040761173,0.9434129825579971,0.2906112757365591,1,0.19294911286742455,0.19294854612749263,train
4,1.912747270403381e-06,4.250549489785291e-07,0.346355700288729,0.2331918017217344,1.4852824916290668,2,-0.19872272649907047,-0.19872463924634085,train
5,4.533919455770978e-06,1.007537656837995e-06,0.316885033429729,0.17926080026207672,1.7677318910015332,2,-2.521495754211187,-2.5215002881306425,train
6,8.85531143705269e-06,1.967846986011709e-06,1.1240168878277674,1.559434089273075,0.7207851204225786,3,1.1531550509801167,1.1531461956686795,train
7,1.5301978163227047e-05,3.400439591828233e-06,0.2594194796164535,0.7853809566478248,0.33031037666575436,1,-0.14212779610361936,-0.1421430980817826,train
8,2.4298974583272584e-05,5.39977212961613e-06,0.3463727272216029,0.08410608144917185,4.11828397249642,2,0.3662067591654098,0.3661824601908266,train
9,3.627135564616782e-05,8.06030125470396e-06,0.37091285390224227,0.2726179365115004,1.3605592451052657,2,0.4756080651359054,0.4755717937802593,train
10,5.1644176300891294e-05,1.1476483622420287e-05,0.2885094452459013,0.2985060352256683,0.9665112634248426,1,-0.5633271032151631,-0.5633787473914641,train
11,7.084249149642152e-05,1.5742775888093672e-05,0.2815260231093848,0.3708513377834461,0.75913444128865,1,-1.70912114435314,-1.7091919868446368,train
12,9.429135618173705e-05,2.0953634707052677e-05,0.4185312888395886,1.0600532724751242,0.39482099598858617,2,-0.5253147528342003,-0.5254090441903818,train
13,0.00012241582530581638,2.7203516734625863e-05,0.31158564339062034,0.3806969126274068,0.8184611775288375,1,-2.5585949627678937,-2.5587173785932,train
14,0.0001556409538176381,3.45868786261418e-05,1.2494046568037291,1.6345645461364826,0.76436544507029,3,0.38152160493824133,0.3813659639844237,train
15,0.00019439179666618067,4.319817703692904e-05,0.17265986729691046,0.2979614975482731,0.5794703970734931,0,-0.4822860025556632,-0.48248039435232937,train
16,0.00023909340880042264,5.313186862231614e-05,0.3681223467741322,0.34977981437144856,1.0524402256763874,2,-0.48825221256840146,-0.488491305977202,train
17,0.0002901708451693426,6.448241003763168e-05,0.2307046860082463,0.33751044486730264,0.6835482857395757,1,-0.34597578337141854,-0.34626595421658785,train
18,0.00034804916072191897,7.734425793820421e-05,0.44237093120044396,0.41681010229981363,1.0613248785468359,3,1.0425570469628,1.0422089978020783,train
19,0.00041315341040713035,9.18118689793623e-05,0.09484538360884089,0.6611919097679093,0.1434460739880096,0,1.5445339683366965,1.5441208149262893,train
20,0.0004859086491739552,0.00010797969981643449,0.21501753199378107,0.9314552226770957,0.23084043844405008,1,2.2675212830756752,2.2670353744265013,train
21,0.0005667399319713722,0.00012594220710474937,1.0441783834918092,1.4656834793898388,0.7124173794511887,3,3.3707315942490363,3.370164854317065,train
22,0.0006560723137483597,0.00014579384749963548,1.5121701965530963,2.2510829464656172,0.6717523221111537,3,1.6979430588656497,1.6972869865519014,train
