t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,cobertura_puntual,ancho_medio
2,21,11,train,20,False,1.9491919846839032,1.3961346585068015,1.0284673081864362,0.864,4.155009336572082
3,22,12,train,20,False,2.086156841840888,1.4443534338384383,1.0015800751453543,0.864,4.199293169100221
4,23,13,train,20,False,2.0643713797341543,1.4367920447072897,1.0039845171373505,0.864,4.215987851268343
5,24,14,train,20,False,2.1735848958147135,1.4743082770624039,1.006052664857775,0.846,4.210229810602329
6,25,15,train,20,False,2.0288376087325304,1.424372707100403,1.044329952995978,0.866,4.269344279146521
7,26,16,train,20,False,1.7870476426117832,1.3368050129363607,1.0041708633510495,0.8793333333333333,4.237007920285735
8,27,17,train,20,False,1.6921260004802936,1.3008174354921191,1.038837425646034,0.8793333333333333,4.156558481589207
9,28,18,train,20,False,1.625410535276496,1.2749158934127758,1.0182544099563455,0.8793333333333333,4.136128121482733
10,29,19,train,20,False,1.604278358197608,1.266601104609343,1.004780104803504,0.8793333333333333,4.107557030842238
11,30,20,train,20,False,1.5781697666605665,1.2562522703106118,1.0114169134952626,0.8793333333333333,4.100687596372398
12,31,21,train,20,False,1.520132783173565,1.2329366501055783,1.0310424886914695,0.8906666666666667,4.108752472227877
13,32,22,train,20,False,1.5136272196069527,1.2302955822106136,1.034098362896956,0.8906666666666667,4.113384132648678
14,33,23,train,20,False,1.3139135699866702,1.1462606902387737,1.0963879703585528,0.9233333333333333,4.126654139964193
15,34,24,train,20,False,1.2358190168838075,1.1116739705884129,1.0599009460493751,0.9233333333333333,4.093961507716746
16,35,25,train,20,False,1.3147603593407349,1.146630001064308,1.0316556906036667,0.9213333333333333,4.076753401428175
17,36,26,train,20,False,1.3753233010357326,1.1727417878781896,1.0142097600115787,0.9213333333333333,4.101895333329662
18,37,27,train,20,False,1.3159070173905285,1.147129904322317,1.017096140035525,0.922,4.122839622875157
19,38,28,train,20,False,1.226400177430294,1.1074295361016402,1.0047917664005557,0.9353333333333333,4.11689267655575
20,39,29,train,20,False,1.1641902373023971,1.0789764767141112,0.9757365288931154,0.9353333333333333,4.071432363479122
21,40,30,train,20,False,1.0330692339762806,1.0164001347777758,0.9544317334941562,0.9573333333333334,4.029739010217381
22,41,31,train,20,False,0.8992112221123045,0.9482674844748735,0.9406015037272177,0.9793333333333333,3.9966905842662164
23,42,32,train,20,False,0.8343422011337169,0.913423341684302,0.947069686327088,0.962,3.9412340488992954
24,43,33,train,20,False,0.9754946519428589,0.9876713278934743,0.958393705861373,0.944,3.9143899529286936
25,44,34,train,20,False,1.0976508984796456,1.0476883594273851,0.9707376466384674,0.942,3.968740137022669
26,45,35,train,20,False,1.3699921387830467,1.1704666329216937,1.0119135245611282,0.9173333333333333,3.9812346737736437
27,46,36,train,20,False,1.4579766836900958,1.2074670528383356,1.0327508847740365,0.916,4.044326940041857
28,47,37,train,20,False,1.4415844761747363,1.2006600168968466,1.0581518198804392,0.916,4.059866404911875
29,48,38,train,20,False,1.4747488975664775,1.214392398513132,1.070592095306875,0.916,4.034419000535082
30,49,39,train,20,False,1.8792709314193072,1.3708650303437269,0.9993310466769737,0.882,4.039028426749171
31,50,40,train,20,False,1.8819163483497785,1.3718295624274097,1.0067928696157178,0.882,4.145052085534884
32,51,41,train,20,False,1.85984723731844,1.3637621630322643,1.0165167265025996,0.882,4.1278731012338525
33,52,42,train,20,False,2.147450301552466,1.4654181319857027,1.0645796009589992,0.8433333333333334,4.106518225889906
34,53,43,train,20,False,2.1580777248321437,1.4690397288133985,1.0721274170389468,0.8433333333333334,4.162438494635434
35,54,44,train,20,False,2.1349188802273322,1.4611361607418154,1.0688974605531765,0.8433333333333334,4.153260123792925
36,55,45,train,20,False,2.052237106106117,1.4325631246497017,1.0337416849612162,0.8453333333333334,4.1411555142439695
37,56,46,train,20,False,2.0627880225850896,1.4362409347268619,1.0147292795820997,0.8433333333333334,4.123119975477926
38,57,47,train,20,False,2.094950830842955,1.447394497309892,1.0080679434253388,0.8433333333333334,4.130283980176472
