t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,modelo
2,11,6,train,10,False,1.081196368177577,1.0398059281315801,0.8316053282090732,0.8570936689592713,0.9280662372487951,2.0446754119141923,1.356535784980572,1.302063817922806,1.7402775723098394,0.8925379363016623,FAR
3,12,7,train,10,False,1.0710420779803962,1.0349116281018376,0.8915143414553484,0.8489834961436189,0.9219867439092587,2.0446754119141923,1.3690095284741302,1.3179169616475395,1.7767444848606346,0.8908845150385473,FAR
4,13,8,train,10,False,0.9639303402543395,0.9817995417875991,0.80131447135637,0.7892090971213661,0.8548228792810768,2.0446754119141923,1.2772455279426373,1.2270017006737042,1.842055831090697,0.870669462449197,FAR
5,14,9,train,10,False,1.2270373076385936,1.1077171604875469,0.8423143686481357,0.9048295341118437,0.9664146017756945,2.0446754119141923,1.3878207955143034,1.3369569346051753,1.7998146904261056,0.8724380521019824,FAR
6,15,10,train,10,False,0.9541493809048276,0.9768057027397146,1.0057402980794874,0.7783819551139665,0.8400718734321562,1.9960917963075513,1.2412815372891388,1.1905412809594909,1.8152892717516924,0.8600194194976016,FAR
7,16,11,train,10,False,1.0194713441253718,1.0096887362575517,1.8260695676632828,0.8394257970718749,0.9027209583265765,1.9960917963075513,1.3234036073223794,1.2731977984260647,1.7794361470389295,0.8940586597732535,FAR
8,17,12,train,10,False,0.8733258756425695,0.9345190611445919,1.384099798230345,0.7614090294718305,0.8224775443765484,1.9960917963075513,1.2171303672312752,1.1761918472011796,1.7952587091100836,0.8801078314755657,FAR
9,18,13,train,10,False,0.6966605387583156,0.8346619308188888,1.077723195000464,0.681416414587043,0.7423852543900032,1.9960917963075513,1.1217178201299318,1.0885742222328405,1.8114256592024571,0.889444249196375,FAR
10,19,14,train,10,False,0.6956201702282668,0.8340384704725957,1.0367886853850172,0.6824481630267611,0.741571905881246,1.9960917963075513,1.1041547203578657,1.073792682890464,1.777399422317344,0.8891339334276093,FAR
11,20,15,train,10,False,0.7073595431656865,0.8410466949971841,1.0197338153680024,0.6868756646389926,0.7475066307520425,1.9960917963075513,1.145505853405036,1.1115348302025432,1.8159518117836793,0.8887813663598609,FAR
12,21,16,train,10,False,0.7761408982829885,0.880988591460178,0.9865121934654608,0.7398264730184179,0.804205376704096,1.9960917963075513,1.223632697964423,1.1899371637698004,1.7417263070306563,0.9128442575756638,FAR
13,22,17,train,10,False,0.7928926940818599,0.8904452223926298,0.9190389274436024,0.753112575859158,0.8140157389295624,1.9960917963075513,1.2002291871246076,1.1738323683244138,1.6821329917684895,0.9141671137751729,FAR
14,23,18,train,10,False,0.8011329647594565,0.895060313475833,0.8402743651882093,0.7634872708348125,0.8222139850400266,1.9960917963075513,1.2182581703282698,1.1803742405652407,1.663459915416242,0.9186129388835055,FAR
