M,metrica,columna,modelo,bloque,minimo,maximo,promedio
1,1. MAE  (L^1),mae_f,(truncamiento FPCA),test,0.3210818263889582,0.5974060735102296,0.43347556067537746
1,1. MAE  (L^1),mae_f,(truncamiento FPCA),train,0.31299024627703403,0.5946311446295833,0.4253047413967749
1,1. MAE  (L^1),mae_f,FAR,test,0.40122036039044734,0.7637014125234539,0.5620383930620213
1,1. MAE  (L^1),mae_f,FAR,train,0.3595722082062984,0.7532271757571332,0.5446338048444634
1,1. MAE  (L^1),mae_f,GBT,test,0.40603288422917305,0.7381334959110956,0.5582441199715853
1,1. MAE  (L^1),mae_f,GBT,train,0.3396481035399882,0.6718101843412085,0.508518729584319
1,1. MAE  (L^1),mae_f,PSBPM-FD,test,0.39500803280596475,0.7856015356226785,0.560869417347174
1,1. MAE  (L^1),mae_f,PSBPM-FD,train,0.3622114267447176,0.7587005021211009,0.548107581673963
1,1. MAE  (L^1),mae_f,RF,test,0.4118693856558863,0.7403185731057895,0.5570252718734353
1,1. MAE  (L^1),mae_f,RF,train,0.3441960378919268,0.683039486631758,0.5138931521617879
1,1. MAE  (L^1),mae_f,media,test,0.3953186735822382,0.917869020024588,0.6085270258880185
1,1. MAE  (L^1),mae_f,media,train,0.35979780227988045,0.8794744788552677,0.5919366063585595
1,1. MAE  (L^1),mae_f,persistencia,test,0.4292687267211825,0.6985006241479974,0.5579441129136887
1,1. MAE  (L^1),mae_f,persistencia,train,0.3823986696270485,0.6835814022040839,0.5476639385400957
1,2. RMSE (L^2),rmse_f,(truncamiento FPCA),test,0.5584589480729131,1.1857490859213404,0.8110645582686767
1,2. RMSE (L^2),rmse_f,(truncamiento FPCA),train,0.5618399146822637,1.1157779084889266,0.7724259490551233
1,2. RMSE (L^2),rmse_f,FAR,test,0.9873535002617448,1.6698818669237994,1.3201172245616781
1,2. RMSE (L^2),rmse_f,FAR,train,0.7946304487101412,1.6559199739531298,1.2685292020933552
1,2. RMSE (L^2),rmse_f,GBT,test,0.9793324764327438,1.6414026730050009,1.3317296930161189
1,2. RMSE (L^2),rmse_f,GBT,train,0.7125625278436433,1.4050075963071482,1.1261757541085622
1,2. RMSE (L^2),rmse_f,PSBPM-FD,test,0.9802337054477489,1.7291949692324164,1.3110191146974852
1,2. RMSE (L^2),rmse_f,PSBPM-FD,train,0.8056855292065441,1.6613622613582244,1.2745721974170203
1,2. RMSE (L^2),rmse_f,RF,test,1.065808889713047,1.6408548321366356,1.3222549780217345
1,2. RMSE (L^2),rmse_f,RF,train,0.7219177038281528,1.4352008269808292,1.1470527613722967
1,2. RMSE (L^2),rmse_f,media,test,0.9525351007532135,2.0656865673659617,1.3887006081495725
1,2. RMSE (L^2),rmse_f,media,train,0.7798042945893611,1.8897726786753903,1.342817625681572
1,2. RMSE (L^2),rmse_f,persistencia,test,1.05897470588179,1.9046906370575258,1.4623654493781946
1,2. RMSE (L^2),rmse_f,persistencia,train,0.9118045824951321,1.84534691994914,1.437210322071619
1,3. E_max promedio por curva,linf_medio,(truncamiento FPCA),test,1.7700111446801983,3.6812512972305607,2.590462480139756
1,3. E_max promedio por curva,linf_medio,(truncamiento FPCA),train,1.7114872246567576,3.8210912741920415,2.4646007831089
1,3. E_max promedio por curva,linf_medio,FAR,test,4.619472815010672,9.257006845328739,6.997050494607343
1,3. E_max promedio por curva,linf_medio,FAR,train,3.944382294129396,9.360169944183415,6.825589768818062
1,3. E_max promedio por curva,linf_medio,GBT,test,5.015292897854839,9.581543802922099,7.213422135322423
1,3. E_max promedio por curva,linf_medio,GBT,train,3.484350943690501,7.758156073560388,5.9716366222073685
