t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,cobertura_puntual,ancho_medio,cobertura_simultanea,winkler,winkler_max_medio,winkler_max_glob,picp,mpiw,picp_simultaneo,banda
2,21,11,train,20,False,1.2921706768615426,1.1367368547124452,1.1079118189027206,0.467866441733545,1.0424399342487842,16.293368033110646,6.267665271320923,2.063798488949684,12.931544954635436,0.9170459547671527,0.978,2.6131507188167293,0.6,2.7297988875665284,33.53776001064748,44.92655081428852,0.978,2.6131507188167293,0.6,FAR (IC del modelo AR)
3,22,12,train,20,False,1.281019042583262,1.1318211177492943,1.1484610616848916,0.4738931098690654,1.0353596680012027,16.293368033110646,6.070251681427352,2.107325199067886,12.042707658561312,0.9147732373646535,0.978,2.6131507188167293,0.6,2.7297988875665284,33.537760010647474,44.92655081428852,0.978,2.6131507188167293,0.6,FAR (IC del modelo AR)
4,23,13,train,20,False,1.5479432011674663,1.2441636552992,1.0926739953541873,0.485593525000107,1.0984037112083676,22.166944263665258,6.68542795817744,2.0668600453407038,12.555415051548646,0.882845039340279,0.976,2.6131507188167293,0.55,2.9566676590062504,45.934376405865486,279.8696000364727,0.976,2.6131507188167293,0.55,FAR (IC del modelo AR)
5,24,14,train,20,False,1.6651865710012839,1.2904210828257898,1.0866044534180155,0.5037178178488878,1.152738667325677,22.166944263665258,7.164736083427331,2.092955401504323,12.916399474144754,0.8933042730527829,0.9725,2.6131507188167293,0.5,2.9642697488297127,45.93437640586548,279.8696000364727,0.9725,2.6131507188167293,0.5,FAR (IC del modelo AR)
6,25,15,train,20,False,1.5426316680283285,1.2420272412585516,1.1128648404673407,0.49138322995382444,1.1148811197134871,22.166944263665258,6.723776193050623,2.138020234167872,12.572536547970513,0.8976301667778022,0.975,2.6131507188167293,0.5,2.9398498990294675,45.38352441742277,279.8696000364727,0.975,2.6131507188167293,0.5,FAR (IC del modelo AR)
7,26,16,train,20,False,1.5028665503663219,1.2259145771081776,1.1530999441874081,0.47614427732021836,1.0921665587834988,22.166944263665258,6.623868862495168,2.104789184641046,12.621913294229888,0.8908993980313227,0.9815,2.6131507188167293,0.55,2.8055298955719072,44.98335246143931,279.8696000364727,0.9815,2.6131507188167293,0.55,FAR (IC del modelo AR)
8,27,17,train,20,False,1.4903720358422627,1.2208079438807165,1.154154292213646,0.4752262768015335,1.0864745100364572,22.166944263665258,6.71047032014287,2.060205589081117,12.830917249322454,0.8899634995679675,0.9845,2.6131507188167293,0.6,2.7765239105331396,44.98335246143931,279.8696000364727,0.9845,2.6131507188167293,0.6,FAR (IC del modelo AR)
9,28,18,train,20,False,1.3786406404716907,1.174155288056776,1.1420594394427959,0.4692060240331716,1.0549652171682269,22.166944263665258,6.465354533063698,2.1143347022486507,12.64939243618572,0.8984886649143246,0.9855,2.6131507188167293,0.65,2.7688220199886695,44.33388852733051,279.8696000364727,0.9855,2.6131507188167293,0.65,FAR (IC del modelo AR)
10,29,19,train,20,False,1.379591400765279,1.1745600881884584,1.1478531854785525,0.4685410351952215,1.0564642323694216,22.166944263665258,6.53760485360351,2.1013882120628455,13.050591626035857,0.8994552454092173,0.9865,2.6131507188167293,0.7,2.768709030945561,44.33388852733051,279.8696000364727,0.9865,2.6131507188167293,0.7,FAR (IC del modelo AR)
11,30,20,train,20,False,1.4852987915083193,1.218728350170094,1.1270432565699482,0.47442754735376946,1.0952803111584943,22.166944263665258,7.04461216967178,2.1197817410376603,13.676531801778978,0.8987075019676284,0.981,2.6131507188167293,0.7,2.929595381488139,44.79090260205841,279.8696000364727,0.981,2.6131507188167293,0.7,FAR (IC del modelo AR)
12,31,21,train,20,False,1.4332794550832846,1.1971964981085121,1.0720859740160977,0.4606303711925026,1.0615147913075487,22.166944263665258,6.872627548539005,2.025714126066846,13.51949901450881,0.886667136919185,0.981,2.6131507188167293,0.7,2.929595381488139,44.79090260205841,279.8696000364727,0.981,2.6131507188167293,0.7,FAR (IC del modelo AR)
13,32,22,train,20,False,1.460273812806728,1.2084178965931975,1.0756210204935739,0.4601668032490484,1.0799347508190666,22.166944263665258,7.018008355857889,2.078090113038432,13.915516127405999,0.8936765616130364,0.981,2.6131507188167293,0.7,2.929595381488139,44.79090260205841,279.8696000364727,0.981,2.6131507188167293,0.7,FAR (IC del modelo AR)
14,33,23,train,20,False,1.4303409310426398,1.1959686162448577,1.076361738736104,0.460094149634794,1.0623696389358523,22.166944263665258,6.7414395896708985,2.0942111633022744,13.114859496827057,0.8882922381956111,0.9775,2.61315071881673,0.65,2.930164151599396,44.79090260205841,279.8696000364727,0.9775,2.61315071881673,0.65,FAR (IC del modelo AR)
15,34,24,train,20,False,1.4130648181135177,1.1887240294170542,1.0841343930273424,0.4650674689615199,1.0553566779005685,22.166944263665258,6.521883088290385,2.091904399597738,12.680276242321783,0.8878062963176672,0.9755,2.61315071881673,0.65,2.9557640268434118,44.79090260205841,279.8696000364727,0.9755,2.61315071881673,0.65,FAR (IC del modelo AR)
16,35,25,train,20,False,1.363835534172861,1.167833692857361,1.1010027040537613,0.46011638676575906,1.0332205107205943,22.166944263665258,6.241753778359121,2.1332404287672064,12.238259049441421,0.8847325754000075,0.9755,2.6131507188167293,0.65,2.9557640268434118,44.79090260205841,279.8696000364727,0.9755,2.6131507188167293,0.65,FAR (IC del modelo AR)
