X1,X2,Y
0.8187916233407224,-1.9378068228610283,-17.265760772384628
0.710051552313625,-1.8178876634964247,-16.05692197539572
0.6002620372333162,-1.6873429114706202,-14.03943945734423
0.4949130643504951,-1.5462276668880361,-12.01927321692981
0.39880416904370003,-1.3971414685754058,-10.176990062326128
0.3132397051478467,-1.2416482290513813,-8.624020953891804
0.23839826023662658,-1.0826272636247465,-5.9565589679692685
0.17290877998083898,-0.9230628754942405,-3.3131924152830265
0.11355214200844965,-0.7667890834958241,-1.2659587009182152
0.057678250020924415,-0.6178668973562927,1.132396140036427
0.0015246624442613044,-0.4802268361267099,2.6882342398500447
-0.05667759633374014,-0.358394019847742,4.696099399010824
-0.11917633892562751,-0.2563008218309295,5.660424246107698
-0.18522722012026344,-0.1771073059430901,7.192187341831598
-0.2550247187549023,-0.12379429850086199,7.246541575503415
-0.3258051769170216,-0.09759281716317258,7.980289228744131
-0.39465503490155796,-0.09853629549869947,8.00156342561802
-0.4585988091329399,-0.1258341310808977,7.160206282625367
-0.5141079905109266,-0.17657778761878862,6.306576329500835
-0.5586108445346644,-0.24758387589658892,4.991329227414499
-0.5898619065342781,-0.333371517978734,3.75955011889534
-0.6063223476003987,-0.4284411891513725,2.5424125011600056
-0.6082706942332321,-0.5274195220172849,0.7430475186956174
-0.5968456891673198,-0.6237622513554266,-0.8148478739058185
-0.5730214289596344,-0.712200516587072,-1.4934534851823016
-0.5397002783269544,-0.7882084713764211,-2.8426913383640735
-0.49936947176329427,-0.8476247664599943,-3.6912161408088746
-0.4542713312873437,-0.8875996139111141,-4.013720688525425
-0.4068253875375205,-0.9073552396337999,-4.394044228604689
-0.3586763472970891,-0.9063535758418724,-4.3631513483404225
-0.3103677962656546,-0.886068958768284,-3.742362608628507
-0.2620826605680703,-0.8478498377778473,-3.1407581524271633
-0.21304015805256105,-0.795068405714554,-2.273577397301836
-0.16200452768182683,-0.7305859458682837,-1.2544292568170299
-0.10794433757009292,-0.6579787545688267,-0.3142134675774433
-0.0489410161902033,-0.5807507022739264,1.3188167594600835
0.015443373543530314,-0.5019346113343647,2.3835952881830424
0.08558317696837958,-0.424516513402532,3.7105885804266565
0.16053237752420368,-0.3503701742790917,4.905940318244568
0.23932866661026858,-0.2811528918277075,6.523516518653791
0.3196748360058569,-0.2178871055080751,7.606001866673349
0.39869024776828177,-0.16100914087292711,8.372149476492822
0.4738901046325356,-0.10981723507232335,9.444312035422744
0.5420645620377741,-0.06421025702162741,10.00170219473218
0.6012104562517744,-0.023770062739706832,10.89711936300315
0.6498382231264805,0.012508515717061741,11.642161969438353
0.686802969954656,0.044747653038895,11.913106811466111
0.7126895747905555,0.07266977591228901,12.599793254124673
0.7280555085518802,0.09633009996577208,12.806868709835536
0.7356235187765704,0.11473785630717703,13.623917303153734
0.7371077167361484,0.12746958186703855,13.383931814794499
0.7349621094500903,0.13339032358707226,13.238397077153792
0.732435389817511,0.13210857431920242,13.690650480370982
0.7314102647419343,0.1233270800016924,13.34128368198776
0.7340207556248204,0.10713282929661627,13.122466722601795
0.7416984554193912,0.08464754938420532,12.827129141784715
0.7560830863377361,0.056534249169771525,12.772019547488878
0.7776084654724896,0.024877824310291806,12.072384223445724
0.8063734038991643,-0.009244690169302225,11.300716408642009
0.8424774084141489,-0.04449272221025866,10.94822695092044
0.8851485574758315,-0.07887440915481297,10.46033100925741
0.9341896734978902,-0.11312085508926321,10.437835712932536
0.9877288099454933,-0.14576991738028655,9.635413632632844
1.04503429331614,-0.17781717732075186,9.603447691711825
1.1049030312391726,-0.20940952581747005,9.459509032860188
1.1647698819565182,-0.24074725990247986,8.435494503093983
1.2232535300963736,-0.27223944983526277,8.286878098110341
1.2782775392391443,-0.3038300506938545,8.030561179265382
1.327979183234342,-0.33394182371332787,7.752532671922232
1.3706710178619206,-0.36114429059064523,7.450102529829914
1.4041079568054564,-0.38282154315005923,6.787716948394366
1.4275468677675658,-0.3959868019637063,7.032522057571272
1.440218299935411,-0.3965647002183047,7.2191180175079035
1.4419394165325814,-0.3816563309604434,7.358808984678108
1.4333488120040696,-0.3476235650002744,7.7840261497409315
1.4160921508182471,-0.2917879208925162,8.677279886519692
1.3931571028428351,-0.21312226949235835,10.08534609443609
1.3671987883055048,-0.11193083779191004,11.029859794665873
1.3423938395185173,0.010828245111530133,12.830231628496616
1.3232713087759431,0.15129596454926642,15.097947249801626
1.3133138002520022,0.3056986192828498,16.974324220466006
1.316355899550504,0.4677293071718214,19.55392096764945
1.335391637006951,0.6312583786604115,22.368128342464967
1.371466898810984,0.7899416069866535,24.593735938286947
1.4251508091102774,0.9372178109169225,27.141634370368145
1.4941021216980632,1.0671165259907889,28.774337554864744
1.5750221448695627,1.1751993652147135,30.539782089851784
1.6624512811831729,1.2585097687324833,31.878822988573496
1.750409008753408,1.3151323744213208,33.28119639330935
1.8304284775834927,1.344245873997855,33.390377653587414
1.8947425080342732,1.3480672500222655,33.80750955801799
1.9352712436911363,1.3281887944573023,33.804641668761704
1.944598634204372,1.2877105808952582,33.25802535385354
1.916729524635056,1.2309682662320238,32.366918361575635
1.847302396350986,1.1609352143588203,31.065108687661585
1.7352870876913866,1.0816841724862054,30.06275317294459
1.5817338025539869,0.9956379434430698,28.367952496781626
1.390719680633891,0.9050943198407349,26.411424275761366
1.1700351357313974,0.8106670721223168,24.855963248447992
0.9289012784284942,0.7120064840174479,22.53361167725821
0.6788720430330225,0.6079572533457512,20.32625758991026
0.4331817947473646,0.4972605928015255,18.53248487668317
0.20451956208952154,0.37673186019625954,16.14108067278082
0.005260833740722615,0.24498020897859035,13.767614294331393
-0.15475871825681753,0.10011228472364503,10.94719516223238
-0.2665664705604994,-0.05812509225140755,9.005953607397604
-0.325885999015844,-0.229364760529711,5.980838368980647
-0.3306870885995222,-0.4113069367125851,3.2825265279947513
-0.2824609648762892,-0.6000174471133429,0.5678215854574977
-0.18653140584807765,-0.7914267843803395,-2.546660702097543
-0.0508397663402132,-0.980310615998905,-5.285174011448132
0.11494058632806775,-1.160421258997268,-7.276093822925177
0.29884717620521906,-1.3275601677436406,-9.449362955838254
0.48918007962663007,-1.477357258360824,-10.948043634165979
0.6728858004821328,-1.606837432659234,-12.982546637780628
0.8390846011524736,-1.714489014074524,-13.974857049619674
