componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,winkler,picp,mpiw
FPC 1,2,21,11,train,20,False,0.768449962957079,0.5905243254680912,-0.028103330780636426,0.7775626805617739,0.3045642471852526,0.4348132920098851,1.0,3.624194458127021,3.624194458127021,1.0,3.624194458127021
FPC 1,3,22,12,train,20,False,0.7533064122755336,0.5587732389303015,-0.1034129153893768,0.7357678890124875,0.30374591525772004,0.42537592944577546,1.0,3.6227329489588724,3.6227329489588724,1.0,3.6227329489588724
FPC 1,4,23,13,train,20,False,0.8770727373243915,0.6180792822964536,-0.05832392857965285,0.8747108252399879,0.28739197929125854,0.48068660761022936,0.95,3.6196173608303055,4.659950985387502,0.95,3.6196173608303055
FPC 1,5,24,14,train,20,False,0.9195372472612798,0.6691588392322766,-0.13724824438875394,0.8846671182856192,0.3411701306676027,0.5091567769839899,0.95,3.6252945160120715,4.665628140569268,0.95,3.6252945160120715
FPC 1,6,25,15,train,20,False,0.8581076609205917,0.6037702092616613,-0.15571996767825125,0.8189429870368892,0.34505503527499626,0.4700714447566675,0.95,3.6288071244210003,4.6691407489781955,0.95,3.6288071244210003
FPC 1,7,26,16,train,20,False,0.8570526931266376,0.5994619887931983,-0.26357149040452255,0.7822504327162582,0.31935682583484704,0.4692305698547211,0.95,3.631392993256449,4.671726617813645,0.95,3.631392993256449
FPC 1,8,27,17,train,20,False,0.8739266531825198,0.6221103006407802,-0.2929145144334482,0.7885482579467137,0.30498130777310617,0.480833274991482,0.95,3.626671683862804,4.66700530842,0.95,3.626671683862804
FPC 1,9,28,18,train,20,False,0.8060621600648672,0.5817216308543374,-0.22887288627811508,0.7460247749691067,0.3074724182316472,0.44655657558415546,0.95,3.626401439085602,4.666735063642799,0.95,3.626401439085602
FPC 1,10,29,19,train,20,False,0.8066638842187832,0.5867101699211905,-0.23090273231402358,0.7459658442026309,0.2909611558593866,0.4470203793991402,0.95,3.621714820340275,4.662048444897471,0.95,3.621714820340275
FPC 1,11,30,20,train,20,False,0.873421420087693,0.6608012136337706,-0.16978110614187503,0.8285328546153935,0.2909378085340468,0.48743014443479826,0.95,3.6210155213624233,4.66134914591962,0.95,3.6210155213624233
FPC 1,12,31,21,train,20,False,0.8553306158730359,0.6263240906278055,-0.12140987308319717,0.8286860483774783,0.32323576129796455,0.4746848795728386,0.95,3.6210280276089906,4.661361652166187,0.95,3.6210280276089906
FPC 1,13,32,22,train,20,False,0.8708125615625424,0.6499281409398556,-0.15263984692335097,0.8321776888791004,0.3232763463358028,0.4850856457482073,0.95,3.6216466461867087,4.661980270743905,0.95,3.6216466461867087
FPC 1,14,33,23,train,20,False,0.8626505162406168,0.627374855767924,-0.1918212104032344,0.810713731269006,0.32465957775027193,0.4794851754249965,0.95,3.6226670413464297,4.663000665903627,0.95,3.6226670413464297
FPC 1,15,34,24,train,20,False,0.857709490670266,0.621953032451125,-0.12014717581363277,0.8314590578873184,0.31625750997453067,0.4762480343753615,0.95,3.6205438993126142,4.660877523869811,0.95,3.6205438993126142
FPC 1,16,35,25,train,20,False,0.8307981951168649,0.5956593667822959,-0.16604878026094516,0.7893604853576137,0.32437204146663134,0.4594881314070096,0.95,3.622066616192459,4.662400240749656,0.95,3.622066616192459
FPC 1,17,36,26,train,20,False,0.8296312752462613,0.5943148376016735,-0.12308775322058851,0.8031866239450605,0.3079028206518048,0.4587476757752308,0.95,3.6228449628502126,4.663178587407409,0.95,3.6228449628502126
FPC 1,18,37,27,train,20,False,0.8320246341950231,0.5995581355458539,-0.1640284227980462,0.7912114978528872,0.3133210165909403,0.4602812950410121,0.95,3.623774447664618,4.664108072221814,0.95,3.623774447664618
FPC 1,19,38,28,train,20,False,0.8319130985597184,0.597556898278223,-0.17057031921545107,0.7888917342884476,0.30863369144167174,0.4601425155789774,0.95,3.6252192803472276,4.665552904904423,0.95,3.6252192803472276
FPC 1,20,39,29,train,20,False,0.8388728359112517,0.6152340584763093,-0.15840955052821637,0.7996561176499626,0.30772569681451806,0.4650232647226565,0.95,3.626186886057257,4.666520510614453,0.95,3.626186886057257
FPC 1,21,40,30,train,20,False,0.8617156971018195,0.6571523844928642,-0.20692024045849844,0.8047535779023215,0.311943758589508,0.48120124343281356,0.95,3.6257043977826826,4.666038022339878,0.95,3.6257043977826826
FPC 1,22,41,31,train,20,False,0.9504162970239375,0.7155962132774742,-0.17000440244402504,0.9014846248378069,0.3139570774151011,0.5304292141942294,0.9,3.6251603756099926,4.986153046139892,0.9,3.6251603756099926
FPC 1,23,42,32,train,20,False,0.9503717511726437,0.714284109987086,-0.12812636494549046,0.9180214772431122,0.35166707336651465,0.5308264532832585,0.9,3.6240631324797854,4.9850558030096845,0.9,3.6240631324797854
FPC 1,24,43,33,train,20,False,0.8252150503516511,0.6448251790176436,-0.18205106636872315,0.7787305594091255,0.3581436786662635,0.4683574253405248,0.95,3.6237188271433096,3.944377873116012,0.95,3.6237188271433096
FPC 1,25,44,34,train,20,False,0.7887652294373508,0.6137635386877975,-0.001859193571882578,0.8085048158124336,0.30429325048236006,0.44693973231901796,0.95,3.6148827975988373,3.93554184357154,0.95,3.6148827975988373
FPC 1,26,45,35,train,20,False,0.8049873160226354,0.6417845854203307,-0.029906045916056057,0.8138201354230723,0.3159371540625063,0.4573793195743773,0.95,3.616193294078111,3.9368523400508133,0.95,3.616193294078111
