t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,cobertura_puntual,ancho_medio,cobertura_simultanea,winkler,winkler_max_medio,winkler_max_glob,picp,mpiw,picp_simultaneo
2,21,11,train,20,False,1.2741401553248752,1.1287781692276277,1.0924523844261755,0.4625618565861359,1.0310257475412163,17.27934145023622,6.075638500948862,2.0986251664865003,12.66674590865129,0.9133997942631199,0.859,2.269751966550764,0.25,2.9140287269516563,39.636198520959155,122.2674800086395,0.859,2.269751966550764,0.25
3,22,12,train,20,False,1.2728853205072705,1.12822219465284,1.141169005298278,0.4734228807137506,1.0301485709636766,17.27934145023622,5.896519645767802,2.145265793991151,11.66857548431826,0.9130724212358357,0.848,2.2682554857707014,0.2,2.9370758752051183,39.53457247338039,122.2674800086395,0.848,2.2682554857707014,0.2
4,23,13,train,20,False,1.566406905119033,1.2515617863769384,1.105707296027351,0.4877868572153119,1.1023313290582997,22.312905902851202,6.599229454041742,2.106975809915188,12.2559585322399,0.8807646103109015,0.847,2.267572661916861,0.2,3.2103386090163184,54.550076320142146,330.1200804289458,0.847,2.267572661916861,0.2
5,24,14,train,20,False,1.6967522467851854,1.3025944291241174,1.1072023878952988,0.510568688194946,1.166918803003152,22.312905902851202,7.151239815404695,2.1403944109449524,12.74566095282901,0.8958420033991735,0.8355,2.270957983675904,0.2,3.283093189535964,54.595995574398195,330.1200804289458,0.8355,2.270957983675904,0.2
6,25,15,train,20,False,1.5723338062958372,1.2539273528780832,1.1342921623936808,0.499497108725493,1.1262694363215064,22.312905902851202,6.700292356834377,2.1605604601689303,12.333095218994433,0.8981935306989123,0.8465,2.27168375722647,0.2,3.2057045777926745,49.912548169246534,330.1200804289458,0.8465,2.27168375722647,0.2
7,26,16,train,20,False,1.5318182090309267,1.2376664369008827,1.1753135971442534,0.48445892811051666,1.1028728338145135,22.312905902851202,6.585901523162802,2.1233804027428897,12.356274357395554,0.8910905240155883,0.853,2.275393066543623,0.25,3.022689888758683,49.090961808201534,330.1200804289458,0.853,2.275393066543623,0.25
8,27,17,train,20,False,1.4994377018379041,1.224515292610878,1.1611748059303648,0.48049189088950717,1.0892002949788668,22.312905902851202,6.638631964048228,2.0468086377624473,12.550721969596834,0.8894950529008941,0.8565,2.2693314756597838,0.3,2.939968894149005,48.2392881587361,330.1200804289458,0.8565,2.2693314756597838,0.3
9,28,18,train,20,False,1.3753127488429502,1.1727372889283219,1.1393026296284954,0.48120230007160486,1.0562847240009794,22.312905902851202,6.400353929729252,2.0656770574580983,12.171186084952302,0.9007002113544461,0.832,2.261628783052,0.3,2.97967549458547,44.634619309444886,330.1200804289458,0.832,2.261628783052,0.3
10,29,19,train,20,False,1.3739978875741803,1.1721765598979448,1.1431992481382232,0.47955780709857015,1.054747504276055,22.312905902851202,6.460406271531596,2.056665303035085,12.450818283980144,0.8998196520564157,0.838,2.2605509887823576,0.3,2.965973417997331,44.52916110573021,330.1200804289458,0.838,2.2605509887823576,0.3
11,30,20,train,20,False,1.4815799789854895,1.217201700206457,1.1242214252991862,0.48601767650319827,1.0940893044776416,22.312905902851202,6.892559397327777,2.06107679855108,12.97359640962041,0.8988562078840892,0.83,2.261302407108818,0.3,3.1999703306559004,45.8989944301908,330.1200804289458,0.83,2.261302407108818,0.3
12,31,21,train,20,False,1.444597076639087,1.2019139223085349,1.0805514992046192,0.4759250427925742,1.0690873164528782,22.312905902851202,6.788046739988289,1.9704453725966302,12.879081289243185,0.8894874221936505,0.83,2.2580994538233163,0.3,3.196751592489968,45.89576834939358,330.1200804289458,0.83,2.2580994538233163,0.3
13,32,22,train,20,False,1.480118932444342,1.2166013860111873,1.0902387090730872,0.47625263390627026,1.0912096992123232,22.312905902851202,6.957166715490574,2.0384982273443506,13.27094505385405,0.8969328095129172,0.8525,2.2496856434924637,0.35,3.065230048655302,45.81189980487557,330.1200804289458,0.8525,2.2496856434924637,0.35
14,33,23,train,20,False,1.4685951310523542,1.2118560686205084,1.1051488316191975,0.4775605333047016,1.0833799491781926,22.312905902851202,6.772631685315001,2.0574201928829483,12.620421743116673,0.8939840111635008,0.8365,2.2535247685668036,0.3,3.103255427560129,45.94556370920846,330.1200804289458,0.8365,2.2535247685668036,0.3
15,34,24,train,20,False,1.4290468343867422,1.195427469312439,1.0963961472580201,0.47636936228553173,1.065081785896258,22.312905902851202,6.4758738828891,2.0520228399491645,12.112963310956143,0.890963118413909,0.837,2.2537126151815836,0.3,3.0432078634967796,45.97042567782356,330.1200804289458,0.837,2.2537126151815836,0.3
16,35,25,train,20,False,1.3868089507356385,1.1776285283295571,1.1195487773325394,0.47459072728046287,1.0459352131621107,22.312905902851202,6.182084187570412,2.10990623446604,11.55642269710061,0.8881707499441691,0.8465,2.2522224434050835,0.35,3.0196876347285397,45.96329629661132,330.1200804289458,0.8465,2.2522224434050835,0.35
17,36,26,train,20,False,1.3797084529640375,1.1746099152331542,1.1097943567815474,0.46232128124054495,1.0419281902257918,22.312905902851202,6.209752529493066,2.085300603621311,12.224606657794297,0.8870418823418279,0.8715,2.257486947332578,0.35,2.9531643216390298,46.072561643812435,330.1200804289458,0.8715,2.257486947332578,0.35
18,37,27,train,20,False,1.347678339164688,1.1608954901991342,1.1014388417486387,0.4519666503247509,1.0233295663344064,22.312905902851202,6.185690632406813,2.0097220078502636,12.58619292438877,0.881500165151705,0.875,2.253535455596044,0.4,2.912416800487009,46.00115983568771,330.1200804289458,0.875,2.253535455596044,0.4
19,38,28,train,20,False,1.3665941053655675,1.1690141596086712,1.1041123292629018,0.46111257100377934,1.0414833909148793,22.312905902851202,6.247386124763118,2.061359367059636,12.641491284826698,0.8909074217403126,0.8685,2.2552332514032,0.4,2.999912746371139,46.0848678760196,330.1200804289458,0.8685,2.2552332514032,0.4
