4.002914335175946192e+00,2.569196090621834738e+00,2.494847389346002586e+00,3.279713439739078140e+00,3.300762711291771900e+00,5.268791251706026912e+00,4.493037777482455475e+00,4.933958353044859635e+00,4.227379740502762218e+00,4.818878102725670409e+00,4.927207205250155653e+00,4.702537108996751591e+00,4.365557605223528093e+00,5.098297722432921120e+00,4.980806120285497407e+00,4.511487955115125459e+00,5.904480616823333250e+00,3.386019872186607937e+00,3.996033702451895042e+00,4.389484379263108416e+00,4.566330461917255334e+00,3.060313689403336479e+00,2.780177467651105516e+00,2.877024396565882380e+00,2.245932885859383887e+00,3.013526891616199244e+00,3.302102821304963687e+00,2.140219295570554792e+00,2.528499751063693068e+00,2.063480891530308892e+00,2.857700345449618151e+00,2.559277614342414076e+00,2.301225808974187714e+00,2.510841639823837568e+00,3.138156009999173435e+00,2.940305514180976409e+00,2.617672904403449685e+00,2.645782979792593803e+00,3.481363209312041906e+00,2.471937535570061240e+00,4.706667393137188959e+00,2.900330119597598344e+00,3.591732570433217919e+00,3.972792854535645457e+00,5.049820782629793392e+00,6.057868750635472921e+00,5.905219749231391368e+00,6.469194887538124661e+00,6.288610317243101377e+00,6.981288836281694721e+00
5.138045671206539211e+00,6.270173501033612595e+00,4.903115385637281776e+00,6.471534894567561480e+00,6.803242253848994281e+00,6.244840010753322623e+00,6.909981743318616587e+00,6.815372020457092894e+00,7.063997823006268106e+00,7.033796112326688998e+00,6.966059718053245753e+00,7.263259824535727383e+00,7.243817758006990459e+00,6.789815225614098004e+00,7.770508218894805808e+00,6.692991976975030788e+00,6.607206644555276398e+00,5.792902645991937938e+00,5.314127867159522900e+00,5.005582239850386195e+00,5.043451150782978232e+00,4.906933849798558178e+00,4.814411754007432265e+00,4.670956960977927785e+00,3.533952841832809000e+00,2.745563117374479667e+00,2.031064105549792664e+00,1.751740322390249460e+00,1.831758039172151076e+00,2.231680612400327668e+00,2.711319928158448356e+00,1.968673959178445010e+00,1.879039150927549029e+00,1.291986298656778498e+00,1.685941347664723144e+00,2.534153226697866135e+00,1.984984738896944156e+00,1.922315892489915301e+00,1.487153078933729500e+00,1.447052041569324432e+00,1.362153840830736096e+00,1.693113255394797623e+00,1.341536222313092441e+00,6.962740519091296099e-01,1.474108352919951681e+00,9.049134932281207577e-01,1.849349571909917112e+00,1.435467785387085415e+00,2.018275815687195163e+00,2.566653265091067837e+00
6.328833340685258158e+00,6.517406507857385733e+00,6.923073916824541207e+00,5.662682947953088686e+00,5.418407245459466282e+00,6.871367612776237976e+00,6.397874797707642891e+00,6.563335658265981643e+00,6.929202125100029086e+00,7.319014065706323180e+00,6.603641323777995176e+00,6.717124752385875475e+00,6.794929844232490801e+00,6.696166100706109070e+00,6.300622369501724052e+00,8.100275197032566155e+00,6.319982654921354026e+00,6.548718265461891619e+00,6.091304432874973251e+00,5.986057155969301213e+00,5.952565885177395266e+00,5.754224679865157732e+00,6.182349838353599303e+00,5.565533637077795248e+00,4.835067265640948797e+00,5.875464103537559879e+00,4.653495644857022384e+00,4.765074994427119570e+00,4.683495898040705541e+00,3.614812211849377732e+00,3.834708356313748290e+00,3.166473249886523345e+00,2.658916456439230025e+00,3.098534673692727726e+00,3.119390617368010599e+00,2.986435648020266065e+00,3.258009713087139048e+00,2.997034086436654921e+00,3.378485780531719218e+00,3.324522953254347435e+00,3.089199143404397496e+00,3.864475338409070648e+00,3.173881178105606438e+00,4.414956852580044888e+00,4.295867533596412713e+00,4.990763422323665210e+00,5.587846701861567844e+00,5.078476149570386511e+00,5.399433390834519564e+00,5.564981809255914236e+00
3.498390551666191950e+00,4.789593453163150549e+00,5.576877613559342528e+00,4.540942411013723756e+00,5.147212610569994240e+00,5.913985324982528269e+00,7.078507557846332787e+00,5.532777023627565072e+00,5.762178709211066341e+00,6.378159310620802103e+00,6.197913484355242808e+00,6.109269831311168630e+00,6.117326496881648090e+00,6.251875148863835996e+00,6.471622039579282060e+00,6.412174006234945267e+00,4.856745251755744341e+00,6.178580174985318862e+00,6.051026975505665817e+00,5.908548278695843869e+00,5.974642665884573489e+00,5.192008170665761924e+00,6.042327368560478362e+00,4.697438397742988769e+00,4.420732225266948312e+00,4.939950389244819995e+00,4.601721890695532835e+00,3.984064890286810101e+00,3.089390093589444497e+00,3.428172563158039754e+00,2.671914010090596037e+00,2.601294963993662890e+00,3.346622312417914635e+00,2.361767386874288555e+00,1.776348582728078496e+00,1.774702758239975697e+00,2.374140768919533073e+00,2.012329958677970598e+00,2.107180620838916330e+00,1.635381962175255888e+00,2.277981921244641939e+00,2.113655161121123172e+00,2.941828844988869207e+00,2.623640526023206299e+00,2.617389933774181721e+00,2.945073636771167180e+00,3.327595431405141913e+00,2.953435940389020686e+00,4.136281245930144124e+00,4.138767638377956359e+00
5.981823454345787106e+00,5.837772934099989541e+00,5.384259224265790955e+00,5.670107036078270824e+00,6.270932274401964435e+00,6.255668665149212160e+00,6.064102794766233373e+00,6.915908246516665692e+00,6.002132939725352223e+00,7.033323930248068123e+00,5.996502508713559720e+00,7.189312801642635975e+00,6.210055841734456017e+00,6.601655836492762219e+00,6.363336686188544533e+00,7.063583130591021053e+00,6.102922739467069313e+00,7.187216393928269831e+00,7.122142099712141849e+00,7.078413589141373308e+00,6.710379147844671266e+00,6.663125966877288420e+00,5.927055707334853984e+00,5.695958092400954520e+00,5.606946960240604128e+00,5.415456705725771869e+00,5.315148790032548476e+00,4.405658107571480464e+00,4.528526913924693531e+00,3.779419852689912318e+00,3.836420043393701906e+00,3.632329568477025372e+00,2.884135467571252942e+00,1.497847769319550215e+00,2.809678402525099372e+00,2.109115594528972792e+00,1.692617782978382834e+00,1.129624952256246484e+00,1.656041077122248018e+00,1.530600827124325658e+00,1.243502419289560956e+00,9.311258296854272309e-01,1.297300236283999819e+00,1.187299287497214140e+00,1.604577218300786257e+00,2.107359098780624773e+00,1.770231962533376224e+00,1.908526020241529952e+00,2.423996029505997907e+00,1.866430751621194428e+00
7.098943793097424404e+00,7.482108156718918046e+00,7.207235124484007827e+00,8.459257019472170569e+00,7.223243087888166158e+00,8.257211367209940533e+00,8.051143074328685145e+00,7.585232558915033785e+00,8.095976800606734969e+00,6.966313484876850204e+00,6.563804846851238217e+00,7.860732119190038780e+00,7.370269043449296120e+00,5.644896641095196621e+00,5.847529126988418646e+00,6.684325455169904728e+00,5.671622191075877062e+00,5.333260870290026823e+00,5.039354888319381942e+00,5.486229390770867909e+00,5.098034964568158856e+00,4.229700792020909539e+00,4.360006652480397982e+00,4.128677668597657835e+00,3.650612621067401697e+00,3.410030127763622243e+00,3.326999570966189701e+00,2.707223669302678548e+00,2.988904568335967404e+00,1.923060089757627988e+00,2.459693420450268064e+00,1.362090652565179916e+00,2.129718069042951356e+00,1.393586161353609354e+00,8.963606163483528455e-01,2.230162744717235856e+00,2.364493280968902766e+00,2.256007116629968223e+00,2.370158412375172219e+00,3.026070882259420003e+00,2.966785825909931340e+00,4.196621016042657359e+00,3.964462054637866828e+00,2.323244458802392831e+00,2.561620708247211553e+00,3.896047787967368503e+00,4.273343688449259048e+00,4.557439829237869944e+00,4.554154488437114345e+00,3.742184506468779759e+00
5.310199587018136214e+00,4.492846596410655202e+00,4.390853502804535680e+00,6.128270446112326297e+00,5.260080341928545344e+00,5.622476990035990774e+00,6.044201128496411002e+00,5.250208183620918234e+00,6.026536860751833480e+00,5.616602838105943185e+00,6.224363650432474415e+00,7.307788591369928533e+00,5.847072714513567249e+00,6.030882533954921243e+00,5.048518338669811811e+00,5.550107111438467911e+00,5.774065451764348822e+00,5.714089234210655732e+00,4.810974161684778316e+00,4.460847255100170550e+00,5.431981527986554426e+00,4.812944749581341775e+00,2.673472628481742497e+00,3.284035576234713982e+00,2.180084702598644952e+00,3.728249656534157186e+00,2.920590015624475289e+00,2.052544682973778567e+00,2.093585555619252858e+00,2.388114883524298904e+00,2.157065931841833706e+00,2.339693090537306119e+00,2.294891138546748977e+00,2.844027314400555451e+00,3.246646344891535918e+00,3.808896875991924169e+00,2.660215056502746478e+00,3.130394405814500569e+00,3.352889697832417415e+00,2.719466479689328864e+00,3.572760241223606581e+00,4.201191469660615851e+00,4.245528237768305679e+00,3.756564613183789980e+00,5.004073713239345800e+00,4.992484229841100074e+00,5.702542890815237797e+00,5.211732624569930472e+00,5.641985607685486848e+00,6.387971898284296124e+00
5.175223585334946641e+00,6.503649720635861442e+00,6.975317940440429965e+00,5.953804029540449072e+00,5.674583401146294115e+00,6.157374833894962762e+00,6.713801212847016586e+00,6.354806733726996448e+00,6.541030810515422900e+00,6.908514595336622932e+00,7.457217941488928581e+00,6.927946378614921130e+00,8.371517420705560042e+00,7.595457572462389173e+00,7.294329703610348936e+00,6.702932656429662295e+00,7.006196285664100465e+00,7.078066760181576100e+00,6.581872645087699425e+00,6.602624410555474554e+00,6.758564254615639477e+00,6.023886760380094962e+00,5.520898463403359102e+00,5.027323778322124959e+00,4.990375119231534207e+00,4.272028364269788270e+00,3.670925263879760259e+00,3.873159798289528943e+00,3.164924868680004888e+00,4.397842888411330087e+00,2.703613557912691423e+00,2.745590107136136826e+00,2.305097265048556832e+00,1.593490732904609519e+00,2.029997686633900233e+00,1.646048721062564724e+00,1.257670837767779659e+00,1.677712105300646517e+00,2.018812860813593790e+00,2.230057571808554240e+00,2.925081959976751911e+00,2.229526764242977244e+00,2.638965620538012313e+00,3.731888162949246635e+00,2.869498238596931206e+00,3.678933601717802482e+00,3.550221688410163168e+00,2.771741075160477408e+00,3.681902480993485050e+00,4.187487152900091658e+00
6.029948132147997519e+00,5.742423892691047804e+00,6.801614789099385661e+00,6.321917321203781803e+00,6.395453155149200875e+00,7.007501564129949401e+00,5.188855098252355802e+00,7.294980073675030319e+00,6.576983384569284219e+00,8.265625245936174537e+00,6.236472215018190823e+00,6.608630978427977531e+00,6.431601770798031303e+00,6.947401425914579320e+00,6.381756337829538772e+00,6.723269313952239479e+00,6.156831428152857555e+00,6.732730515088709566e+00,6.049436002672623935e+00,5.680868927748797148e+00,5.983117991990102524e+00,5.686249529689111348e+00,5.375488225893810146e+00,4.143149909864813019e+00,3.936742288087405228e+00,4.157014095039063051e+00,4.765090664624439754e+00,4.338596489979921422e+00,3.437119645291183190e+00,4.566012298397601477e+00,4.000138662703417225e+00,4.307560160851738651e+00,4.641043813365826054e+00,2.882045036956542905e+00,4.377984381915808854e+00,2.934558998479942726e+00,3.009314484852734672e+00,2.005209643271403941e+00,2.774200214108985207e+00,2.854810477172321281e+00,3.362226592729962604e+00,3.171292905093676229e+00,2.916046657171194934e+00,2.381519409318942238e+00,3.064362914545931904e+00,2.238303650382452936e+00,2.683492464482751139e+00,2.904974216193774161e+00,4.556016086600536141e+00,4.355327143937661738e+00
6.575421357536732181e+00,6.519059465615948845e+00,6.201575494052224968e+00,6.330924938216467623e+00,6.694963961137939457e+00,7.094242192326550622e+00,7.694324620338261589e+00,6.749033884499757718e+00,7.048704909385052453e+00,7.156647404602386686e+00,7.733219178018781115e+00,7.274406898049049275e+00,7.449057588054246892e+00,6.769542274205703869e+00,7.702520782291845336e+00,7.106801802753916597e+00,6.686111699401898534e+00,6.801452582933846358e+00,6.022152259680151332e+00,6.796621096140376572e+00,6.529405462197456878e+00,6.834875535136054836e+00,6.540259031318130134e+00,6.153612749912214852e+00,6.316104045307306514e+00,6.693336644135987612e+00,5.711843351608041353e+00,5.380549053738411303e+00,5.272855200380344165e+00,4.828975478440397318e+00,4.338681570536398802e+00,4.284834940985551732e+00,4.266850642831898632e+00,4.231914591990626917e+00,4.018855548223614349e+00,3.455286258167319602e+00,2.482569238364574105e+00,2.248815498732122720e+00,2.239173215284366858e+00,1.814672865296416138e+00,2.060366428076032985e+00,1.962113737722472884e+00,2.273897595291852980e+00,2.607817135147394438e+00,2.203751254344659127e+00,3.399754953221569842e+00,2.215504456220188434e+00,2.524554983379349693e+00,3.383044910613125289e+00,3.315709600487197317e+00
