componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,M
FPC 1,2,21,11,train,20,False,0.5901995306013119,0.4969419752047279,-0.08829185793434302,0.5804494006726676,0.29764431172605504,0.35330028312382794,1.0,3.319192530810833,M=2
FPC 1,3,22,12,train,20,False,0.5351074321520194,0.46633340684022134,-0.1346994767386387,0.5153932816183828,0.3031918673335955,0.3293204077366614,1.0,3.3289081768691546,M=2
FPC 1,4,23,13,train,20,False,0.5334142551006008,0.460637612670349,-0.1338692224036715,0.5139505457383842,0.2864508610715713,0.3231413612419352,1.0,3.2848807263374327,M=2
FPC 1,5,24,14,train,20,False,0.5355115970522751,0.46279555171540804,-0.17542788134843512,0.5067678836167661,0.29515154368984886,0.3243636207942669,1.0,3.299191341400147,M=2
FPC 1,6,25,15,train,20,False,0.5525628903002845,0.4719852810865029,-0.23635518612750595,0.5098568806302476,0.28841616555151983,0.3321929510393352,1.0,3.290713430941105,M=2
FPC 1,7,26,16,train,20,False,0.5374736602439588,0.4479725942765615,-0.15184245906518856,0.5138056095976158,0.34673414536411107,0.3250091596701889,1.0,3.2805129210650916,M=2
FPC 1,8,27,17,train,20,False,0.5086318715112547,0.4112448883479666,-0.03674859751377002,0.512513181003993,0.3417031039051449,0.3134131333188447,1.0,3.2721684911847113,M=2
FPC 1,9,28,18,train,20,False,0.5298581867834415,0.42151801792308674,-0.14675528405585658,0.5076477566555645,0.3480520613148222,0.3227665920960473,1.0,3.259928110986948,M=2
FPC 1,10,29,19,train,20,False,0.5295413541740539,0.4197261458180708,-0.15826386314939977,0.504817411476401,0.33138453047378946,0.32296620501691853,1.0,3.2413163045048714,M=2
FPC 1,11,30,20,train,20,False,0.5742521800209482,0.4624055372621173,-0.1696812726818442,0.5447623461525435,0.3318872121314673,0.343113144840035,1.0,3.2402731193602086,M=2
FPC 1,12,31,21,train,20,False,0.5906546874785047,0.48592165592870173,-0.2964486976202487,0.5322236687874519,0.3207947727718163,0.3521725823997196,1.0,3.270076679289341,M=2
FPC 1,13,32,22,train,20,False,0.6690684354348783,0.5450222536639814,-0.22477081891438289,0.6202707816327636,0.3217039489410854,0.3867307538057957,1.0,3.275530580878258,M=2
FPC 1,14,33,23,train,20,False,0.6698923282647722,0.5462006332549765,-0.10319063417220442,0.6543617700275144,0.36272928278211064,0.3857545009524429,1.0,3.335504571348429,M=2
FPC 1,15,34,24,train,20,False,0.7147234886849091,0.5977337687175446,-0.07026805559838478,0.7088102199142329,0.3495711474948593,0.4092712088169904,1.0,3.3755350883305075,M=2
FPC 1,16,35,25,train,20,False,0.7137929282244156,0.5965713860489719,0.016380092887107955,0.738408663473049,0.33886585643992767,0.4089744656749681,1.0,3.3780810971558104,M=2
FPC 1,17,36,26,train,20,False,0.697846053336097,0.5780959724934495,0.06271535696583697,0.739540688654367,0.32901064345116565,0.39787051141924146,1.0,3.378593370318413,M=2
FPC 1,18,37,27,train,20,False,0.6900450067263909,0.5588351345610716,0.12247629072591848,0.7557639728762958,0.3349101392287636,0.3915822051987275,1.0,3.3726589481532576,M=2
FPC 1,19,38,28,train,20,False,0.6955266613081781,0.5691897205166533,0.092582022977452,0.7491146495966835,0.32441363435623244,0.3956750564906253,1.0,3.376849778592587,M=2
FPC 1,20,39,29,train,20,False,0.6850123470664193,0.5460046333477381,0.09444554680430406,0.7385489951505826,0.33303340592172753,0.3877692164411858,1.0,3.372907879501581,M=2
FPC 1,21,40,30,train,20,False,0.6826768958842414,0.5407886632607721,0.09363883213505508,0.7357033901235195,0.33300143391156445,0.38588353913896156,1.0,3.3650538192689425,M=2
FPC 1,22,41,31,train,20,False,0.6881952227945128,0.5484301755216835,0.13032602735170906,0.7571320219597942,0.3174475114472687,0.38873252236423517,1.0,3.36474171385169,M=2
FPC 1,23,42,32,train,20,False,0.6745416912385239,0.530931381162046,0.1267655475693923,0.7405963435866796,0.32029205447644804,0.3805057763478575,1.0,3.3731267353892327,M=2
FPC 1,24,43,33,train,20,False,0.67718675636043,0.5401460192502234,0.13243293265596512,0.7459249338981833,0.3204450899399835,0.3826475274368939,1.0,3.3750949887931343,M=2
FPC 1,25,44,34,train,20,False,0.6698134159272653,0.5284305509606317,0.1395654527015764,0.7408548350593118,0.31907931290185243,0.3781788568125901,1.0,3.3737993776798247,M=2
FPC 1,26,45,35,train,20,False,0.6229064121261442,0.4740801297233503,0.1739824777530744,0.7031797714600667,0.31919497312151496,0.3521229677497597,1.0,3.370264544785022,M=2
FPC 1,27,46,36,train,20,False,0.635120891542472,0.4971492410324279,0.1145975319065059,0.6925071022178177,0.2655294011801862,0.3587101688352546,1.0,3.337687344402075,M=2
FPC 1,28,47,37,train,20,False,0.6515137240815018,0.5275227075919584,0.2053617705294275,0.7498545628151704,0.28415893810181514,0.36604714443887587,1.0,3.325414699018002,M=2
FPC 1,29,48,38,train,20,False,0.6008352582914893,0.48552684907514243,0.2952964670778795,0.7343284985021957,0.27061716801549485,0.33831995483534905,1.0,3.3296339833736424,M=2
FPC 1,30,49,39,train,20,False,0.6010830501279035,0.48714655709368415,0.2962907363567179,0.7351501409124548,0.27614444826468537,0.33625377452136823,1.0,3.3131425654888154,M=2
FPC 1,31,50,40,train,20,False,0.5912522862230254,0.48093016965899693,0.32427853038414334,0.7379503982327843,0.28105125320910546,0.33270144219623626,1.0,3.301751716732979,M=2
FPC 1,32,51,41,train,20,False,0.5736439875143031,0.4505812391298124,0.3212935874232372,0.7143970739765507,0.28288462895282857,0.3235229155108924,1.0,3.283058184832335,M=2
FPC 1,33,52,42,train,20,False,0.47910470936657845,0.3898460266521011,0.29749087148630626,0.5864657460681003,0.276116654400372,0.28851973610347564,1.0,3.268771977871656,M=2
FPC 1,34,53,43,train,20,False,0.47850195340246554,0.38923687448123223,0.08578968866311942,0.5134508234784119,0.2080226749300799,0.28982098223598396,1.0,3.2172779434919354,M=2
FPC 1,35,54,44,train,20,False,0.4797253402523175,0.3897588988776809,0.09784247416028224,0.5181907648048611,0.21385360689269597,0.2942482611479182,1.0,3.181792969107627,M=2
FPC 1,36,55,45,train,20,False,0.46740879295592735,0.37593579365255464,0.11691175623809213,0.5103087604301132,0.21415592478179346,0.29007515093445313,1.0,3.1993280087411398,M=2
FPC 1,37,56,46,train,20,False,0.4773023437907601,0.38500696190377204,0.12389794717264124,0.5231839535213515,0.2049822379344935,0.2946543799284499,1.0,3.1944283792376518,M=2
FPC 1,38,57,47,train,20,False,0.5049578606187061,0.41770306029717885,0.07785107806594627,0.5395016821292272,0.19687602947122118,0.30800395142619036,1.0,3.1950795118510724,M=2
FPC 1,39,58,48,train,20,False,0.49509120732310113,0.40190830791131316,0.09574635849231994,0.5341685044213652,0.1996210172549735,0.30429805084034917,1.0,3.199553483128548,M=2
FPC 1,40,59,49,train,20,False,0.5426116527770044,0.44766966787193185,0.06632028484700603,0.57614042908813,0.1948160620218875,0.3270117869666612,1.0,3.203263916224241,M=2
FPC 1,41,60,50,train,20,False,0.5670593678338613,0.47392672805749453,0.05735167212448089,0.5992276932100641,0.19452757546134333,0.33976651696721355,1.0,3.2051014706492422,M=2
FPC 1,42,61,51,train,20,False,0.5550193229837554,0.4572208322170438,0.11137299761745212,0.6040689984253347,0.2114575687165898,0.3332962827776519,1.0,3.214388220757246,M=2
FPC 1,43,62,52,train,20,False,0.5494197755313487,0.4423523539932626,0.1351179629899868,0.6061275802399776,0.1953279152936913,0.32902069060500716,1.0,3.198298076242209,M=2
FPC 1,44,63,53,train,20,False,0.5525190984478099,0.447421799828135,0.12486513922817344,0.6059656408937725,0.19722229547974288,0.3304696909490123,1.0,3.189992238134146,M=2
FPC 1,45,64,54,train,20,False,0.5510660603586505,0.4445363695882726,0.17964930370340526,0.6242263336511557,0.19667510791182366,0.3288233222570759,1.0,3.1799700479209427,M=2
FPC 1,46,65,55,train,20,False,0.5533601538102974,0.4550977563398154,0.17437100111670067,0.624818113867646,0.19170221875438054,0.3294032770450074,1.0,3.1735181811451914,M=2
FPC 1,47,66,56,train,20,False,0.6011720216290526,0.48653066207602313,0.10012264339806187,0.6501975008113061,0.19995478102071196,0.3513067181349586,1.0,3.1812658388912682,M=2
FPC 1,48,67,57,train,20,False,0.5983965199121255,0.48386403455211296,0.007029410997849039,0.616111143509239,0.18191179732508786,0.35017303506021985,1.0,3.1812742158770564,M=2
FPC 1,49,68,58,train,20,False,0.6612796125981137,0.5322132366018112,-0.06614682435848951,0.6570748158945795,0.1792329515227577,0.3832624432729763,1.0,3.178195174336434,M=2
FPC 1,50,69,59,train,20,False,0.8778232406102386,0.6560093399217022,-0.2851512610223905,0.7944528891010256,0.23310898308975378,0.47630227629545663,0.95,3.2031633143126967,M=2
FPC 1,51,70,60,train,20,False,0.8701078184773514,0.6475372729051772,-0.358432266741356,0.7659356325195587,0.243382304697127,0.4705085720060772,0.95,3.2347768509387977,M=2
FPC 1,52,71,61,train,20,False,0.8710096751540505,0.6548415750706544,-0.37119557341911147,0.7631527530081497,0.23506398592151373,0.470517128217009,0.95,3.2178420145809645,M=2
FPC 1,53,72,62,train,20,False,0.8813020165356653,0.6760872357439628,-0.357085195223243,0.776174561269432,0.236680901783262,0.47856210967112495,0.95,3.2071086591482163,M=2
FPC 1,54,73,63,train,20,False,0.9027825839009187,0.7023314300691837,-0.4418844382856624,0.7713582738575446,0.23721493581354944,0.49585729046523924,0.95,3.202804484665394,M=2
FPC 1,55,74,64,train,20,False,0.8869544998913692,0.6879387832425591,-0.5742587673361728,0.7252729471030559,0.2672095034179445,0.4833416379412615,0.95,3.2373719507455823,M=2
FPC 1,56,75,65,train,20,False,0.9791117866313095,0.7675600396673754,-0.751111313804141,0.759125532960309,0.29967424495910683,0.5319669179347924,0.95,3.2845583224296577,M=2
FPC 1,57,76,66,train,20,False,1.0047190689040129,0.7960684401906297,-0.42826488894944825,0.8625384465241581,0.309600040134868,0.5517175864036972,0.95,3.3051607857644556,M=2
FPC 1,58,77,67,train,20,False,0.9926529084814292,0.772094040512372,-0.2681391826307087,0.9043825124278294,0.3709073258163668,0.5385450854619052,0.95,3.347321534752846,M=2
FPC 1,59,78,68,train,20,False,0.995929554735151,0.7840052311750478,-0.21634646752571696,0.9264845228704135,0.3685373851571676,0.5426655267577061,0.95,3.374126889407634,M=2
FPC 1,60,79,69,train,20,False,0.9706878294407911,0.7343869580448481,-0.21126260762238713,0.9048959126544535,0.37204404855920714,0.5219942920857065,0.95,3.3868917979300024,M=2
FPC 1,61,80,70,train,20,False,0.9565908571296053,0.7080511728458833,-0.23227103956328166,0.8841201771859735,0.3738101325322028,0.5091305993977565,0.95,3.3812568610906597,M=2
FPC 1,62,81,71,train,20,False,0.9663308973420887,0.7290080415099746,-0.22712478538457015,0.8949931248514382,0.35694017745467016,0.5176162901366557,0.95,3.3691035169363026,M=2
FPC 1,63,82,72,train,20,False,0.9787796286319989,0.7609651006374438,-0.20179702207431216,0.9160254869216649,0.3697261993552829,0.5282718872087646,0.95,3.3758739310503003,M=2
FPC 1,64,83,73,train,20,False,0.9861651040891185,0.7747704366467693,-0.1836185829969783,0.9299978415521255,0.363182889505143,0.5348336219111213,0.95,3.381133476793766,M=2
FPC 1,65,84,74,train,20,False,1.0231261323992367,0.8245152593456495,-0.17868457848524355,0.9668710884767908,0.3475501564395101,0.564564476807348,0.95,3.3863112097978587,M=2
FPC 1,66,85,75,train,20,False,1.021913463647255,0.8150256347913428,-0.16043831492891503,0.9732878198908049,0.34964408684242443,0.5648586979951223,0.95,3.4112598069012163,M=2
FPC 1,67,86,76,train,20,False,0.9869541447417965,0.7619696804961322,-0.13513304776741863,0.9504117321222156,0.34962771411308347,0.5369613287701002,0.95,3.414135764986277,M=2
FPC 1,68,87,77,train,20,False,0.9783144712618426,0.7387127429844138,-0.13236885933097486,0.9432411003576899,0.3469430724199712,0.528722440335431,0.95,3.4027029287815096,M=2
FPC 1,69,88,78,train,20,False,0.9513059524207821,0.7140334279483085,-0.11392091516072633,0.9247646760964472,0.35152641308306803,0.5088597119839704,0.95,3.398089436888695,M=2
FPC 1,70,89,79,train,20,False,0.7590491506259217,0.6007053504896056,0.13114903524445787,0.8354788343430471,0.3355517882061285,0.417312982049194,1.0,3.377199874520303,M=2
FPC 1,71,90,80,train,20,False,0.7576884773317643,0.5992235396558165,0.14979238027808195,0.8430753346884234,0.337908927569977,0.4163198065967628,1.0,3.3533541083335883,M=2
FPC 1,72,91,81,train,20,False,0.760676934057423,0.6077571066388237,0.16079661194269412,0.851931802040218,0.3455650386047975,0.4187118710946397,1.0,3.3632972323894506,M=2
FPC 1,73,92,82,train,20,False,0.7472990732866324,0.5782456259388817,0.14876277319507802,0.8310120800174363,0.3375396522802796,0.4087969135638992,1.0,3.3716638293862347,M=2
FPC 1,74,93,83,train,20,False,0.7138351453686304,0.5328850561026713,0.17599390246556745,0.8068093287150169,0.3418193226240777,0.3857647207291299,1.0,3.3645339547097683,M=2
FPC 1,75,94,84,train,20,False,0.6895649386310959,0.4987343620541956,0.23064235856202175,0.8065833131174279,0.34673490863232415,0.37102181637152387,1.0,3.333973785638809,M=2
FPC 1,76,95,85,train,20,False,0.5677985863355521,0.4387588817953045,0.417832200296408,0.7634988970717665,0.3220954799095384,0.32986202777924445,1.0,3.26738234102726,M=2
FPC 1,77,96,86,train,20,False,0.5054622865831528,0.39056861504267115,0.41860834794959323,0.6801309827857334,0.31967875655094413,0.30277587018020985,1.0,3.2595850026607507,M=2
FPC 1,78,97,87,train,20,False,0.5217559753892882,0.40919894714254773,0.33936035600068304,0.6586024062604698,0.23964852510807175,0.31256526895244807,1.0,3.237991736382246,M=2
FPC 1,79,98,88,train,20,False,0.5165912900944514,0.4003961137122384,0.30398813072060527,0.6352972186621081,0.22416676966636037,0.3109814437467215,1.0,3.2282421953976153,M=2
FPC 1,80,99,89,train,20,False,0.5288037168980962,0.4254601027573538,0.27166848245121966,0.6357233225379881,0.2614768836177964,0.31678046277315985,1.0,3.2688023644685744,M=2
FPC 1,81,100,90,train,20,False,0.5266449075931658,0.4195760141567744,0.2765847500675537,0.6352757193684441,0.2688172494941723,0.3168468321165287,1.0,3.2836488839983944,M=2
FPC 1,82,101,91,train,20,False,0.5105898325817061,0.40239404080752317,0.2681905107863366,0.6123663832844392,0.2714226098433317,0.30897039187702774,1.0,3.277434284090996,M=2
FPC 1,83,102,92,train,20,False,0.5174661417288023,0.4071332893135339,0.19154317847186153,0.5904616845646206,0.2639629912401226,0.3129450736788036,1.0,3.2731736965477465,M=2
FPC 1,84,103,93,train,20,False,0.49751859855884817,0.38337169846697233,0.1870258543049268,0.5661208507614933,0.26431158436911506,0.3034428219059073,1.0,3.2721614950895317,M=2
