M,bloque,modelo,MISE,RMSE_func,RMSE_scores,R2_scores,MISE_VAR,MISE_rel_VAR
2,train,VAR,2.1891562422327673,1.479579751900102,0.9426693802205734,0.10954892987467696,2.1891562422327673,1.0
2,train,FAR1,2.1891546770356007,1.4795792229669895,0.9426700351707462,0.10954763573772192,2.1891562422327673,0.9999992850226328
2,train,RF,1.570697931913266,1.2532748828223064,0.7917525943215737,0.37218945826194416,2.1891562422327673,0.7174901003462766
2,train,GBT,0.46146040081189543,0.679308766918178,0.42514570818838315,0.8183995967673988,2.1891562422327673,0.21079372587003753
2,train,media,2.6893264776264827,1.6399166069122182,1.000294456339973,-1.0731683903641986e-05,2.1891562422327673,1.228476262107076
2,train,persistencia,4.659610424063656,2.158613078822524,1.322531392688454,-0.7480828513067314,2.1891562422327673,2.1284960544027776
2,train,(truncamiento FPCA),0.04039339691260723,0.20098108595737865,,,2.1891562422327673,0.018451582455991877
2,train,PSBPM-FD,2.0882384472415594,1.445073855289604,0.9278771198375312,0.1362282098365482,2.1891562422327673,0.9539010541850226
2,test,VAR,4.968226388684714,2.228951858763377,1.2473024216676833,0.15938477810222929,4.968226388684714,1.0
2,test,FAR1,4.968336924331451,2.22897665405707,1.2473346357271962,0.15933271681700917,4.968226388684714,1.0000222485124648
2,test,RF,4.713598805544884,2.171082404135063,1.2058657002491069,0.21838032846859323,4.968226388684714,0.9487487962062776
2,test,GBT,4.322368138781976,2.0790305766827903,1.2167186266611543,0.1702690667276795,4.968226388684714,0.8700022504260877
2,test,media,7.188183835334148,2.681078856604958,1.395528478637178,-0.0026541111953986007,4.968226388684714,1.4468309760814149
2,test,persistencia,12.692651087196388,3.562674709708478,1.8538476342533095,-0.7678993857879649,4.968226388684714,2.5547650397140287
2,test,(truncamiento FPCA),0.07297806200228676,0.2701445205853466,,,4.968226388684714,0.014688956640240168
2,test,PSBPM-FD,5.412186211324236,2.3264105852846,1.266180086025832,0.14880516001936686,4.968226388684714,1.0893598213742137
