1.216748746660279323e+00,1.055189104885212004e+00,1.635000423409531445e+00,1.029381834972019405e+00,2.777585994371184697e+00,4.499520831045403790e-01,2.442805854029151291e+00,1.509622644621306131e+00,2.840871999224183764e+00,1.400818469586952553e+00,1.258842221537700645e+00,1.672670827958676165e+00,1.597922189287829919e+00,2.149544894626120417e+00,1.093820080342482681e+00,2.130221548374166218e+00,1.235718461961870185e+00,2.260984650070141377e+00,2.316108951149506101e+00,1.674826406955191915e+00,2.822759583188340304e+00,3.295696675465902281e+00,2.490865257073875405e+00,3.248079365851213929e+00,2.198083395206085644e+00,3.197557089505824734e+00,3.966900864421905482e+00,3.629587449300049951e+00,3.898158086946319933e+00
1.895030744777086662e+00,1.462914166047295517e+00,1.977235507696178285e+00,1.354181660588829050e+00,1.815081881726044566e+00,1.457216147909336845e+00,9.542562945481808390e-01,2.022369652157721465e+00,2.529344593408417996e+00,2.003217421468719728e+00,1.317807826786648651e+00,9.965193567059514868e-01,1.681258894355966094e+00,2.270411323234504231e+00,1.260870061024009114e+00,1.495011651567348165e+00,1.724570512441929271e+00,1.592882157920641140e+00,2.229589059589843103e+00,3.113389254591841127e+00,3.453484322837974130e+00,2.622784280486308184e+00,3.110713684966887271e+00,1.931765077687014331e+00,3.439963056133943375e+00,3.834742902961123967e+00,3.709791940174266056e+00,3.093893600795650123e+00,3.471977756310670848e+00
2.171387612549519897e-01,9.137560515206925027e-01,1.609606728414046062e+00,6.662035529150243107e-01,1.655836608631431561e+00,7.683942747364141956e-01,1.759500585453457111e+00,2.309026919808442546e+00,1.757074978304810742e+00,1.625243784226694688e+00,2.263067573940958699e+00,1.542040892368748306e+00,2.368188635293377420e+00,2.538572561405666672e+00,7.804981311452022785e-01,2.174068413944766576e+00,1.801320876341562238e+00,2.245780414680472958e+00,2.392558965881528721e+00,3.117046221689301788e+00,4.184143254976928183e+00,2.798655239182949117e+00,3.029215986439966368e+00,2.711641545349948057e+00,2.872730376262127017e+00,3.389499278296970175e+00,2.873123841635636833e+00,3.275514590163394413e+00,3.251996874575873164e+00
2.636542336438399747e+00,5.706680569285170757e-01,1.678895322398561429e+00,8.627119644074774385e-01,9.871147628777562355e-01,8.462528862771568905e-01,1.903662848095939442e+00,1.741224575900951477e+00,1.819060837752735749e+00,2.519414110090853587e+00,2.021398630368304694e+00,2.075336879696101811e+00,1.391318810008744800e+00,3.279605514210871764e+00,1.186278322311847599e+00,1.735159836571177561e+00,2.070595149170304072e+00,3.455662001966953056e+00,2.206321392937091286e+00,2.715469723832203641e+00,3.156893717675187006e+00,2.516880401536484513e+00,3.767251558188432714e+00,2.774788663241812170e+00,3.496654322681903349e+00,2.767190022892006773e+00,2.844009891005404356e+00,1.917144988927786953e+00,3.284038717180532085e+00
1.133223514466723314e+00,1.485572448381716981e+00,1.546870119432183222e+00,5.549938819007688151e-01,3.283762133512812542e-01,1.144968665362578131e+00,1.820974161150385795e+00,1.009387266351811308e+00,1.594493067984467105e+00,7.078043226539098010e-01,2.135119434544759720e+00,2.223991249336761289e+00,2.106554542574053279e+00,1.407609048905525517e+00,1.415872211872523767e+00,1.839236967334164197e+00,2.683552868671642777e+00,2.871916928556407900e+00,2.500572359311682646e+00,1.964286666139466453e+00,3.960795235284920501e+00,3.093751918697703829e+00,3.173628391149541539e+00,3.132640595627764757e+00,2.991956679702214128e+00,3.205127896897968842e+00,2.428399084380993500e+00,3.565598019481438286e+00,2.757746288133024137e+00
6.373831795656335064e-01,1.031795450326475017e+00,1.698700328197330300e+00,2.499602723916574121e-01,7.952751353084518415e-01,1.258291073428908557e+00,1.775346483097106409e+00,1.895073822432148170e+00,1.723788725005994449e+00,5.835436376104118361e-01,2.301106218067249909e+00,1.731584897564789616e+00,1.884976318281628815e+00,1.399171522644011789e+00,1.169791393284456138e+00,2.609563093266411116e+00,1.790990246703603628e+00,2.753246122605494506e+00,3.408203724356634545e+00,2.521587839442982926e+00,2.700844288136192262e+00,3.255414368436511552e+00,3.770102209403277893e+00,2.276394139272373884e+00,3.426520354412353697e+00,2.925634836097677383e+00,3.176892859606340380e+00,3.633516670423031503e+00,4.229350974627515747e+00
3.721948985047890401e-01,1.252302072646894082e+00,1.968349000426142359e+00,8.123190079454716273e-01,1.299989238064096497e+00,1.865422159983388894e+00,2.034300280877404443e+00,1.495741608452592297e+00,2.427407345187455601e+00,1.927238221323260170e+00,1.160187060394876291e+00,2.448043146988073016e+00,1.750270150356957322e+00,1.188129754717355491e+00,1.469130703978439589e+00,2.044779515712082052e+00,1.609597570287784052e+00,2.583491564671424712e+00,3.271368489718948336e+00,1.593700152615651788e+00,3.098335019363155585e+00,3.692025603417862012e+00,3.185209688834175434e+00,3.072189801481932658e+00,3.995259379749342976e+00,3.093928955099179756e+00,2.766229452141251599e+00,2.478595317750316163e+00,4.714999839055372455e+00
2.568210467727497726e+00,3.633406674666385117e-01,1.757296709312360150e+00,1.203389527215242838e+00,8.146720010219926644e-01,1.070761959120004159e+00,1.895236091579499460e+00,2.500837314522023735e+00,9.036497971385433203e-01,2.472324297872467991e+00,1.950224760889589293e+00,1.520869850325231587e+00,1.360593995691774083e+00,2.404465218635844170e+00,1.639009765767819760e+00,1.714785175165941311e+00,2.665705002837692295e+00,2.323937703457522375e+00,2.627224006190441052e+00,1.844862948999553609e+00,2.260383383694093418e+00,2.202627405756801160e+00,3.509519956299051113e+00,3.552640564495702868e+00,2.984169202083270633e+00,3.591006009173058899e+00,2.848593857309844601e+00,3.285080009959076008e+00,3.578937904130025771e+00
5.751337572989854291e-02,2.183368690588838035e-01,1.819767065587297283e+00,2.045139108382192816e+00,1.883070771458732473e+00,1.030782584954774039e+00,1.459639740619570469e+00,1.817609919041272226e+00,1.856879092266263465e+00,7.901221064353524115e-01,1.232292605744358172e+00,1.606155590036068004e+00,1.702311717997118112e+00,1.870795327106759887e+00,1.661753600661115549e+00,2.377364671486899450e+00,2.849516754661978180e+00,2.790439064627246779e+00,2.516867512518600858e+00,1.497490235374306922e+00,2.196537523924247282e+00,2.739280827428167253e+00,2.657235239424186268e+00,3.543245243051673654e+00,3.152203977584291827e+00,2.263971999094250176e+00,3.573455765552444152e+00,3.626161351202049410e+00,3.475776977948219493e+00
1.546837498859022553e+00,7.990772108453271239e-01,1.501285468936147005e+00,1.603351028763379427e+00,2.246352524305187615e+00,2.570497861428598263e+00,1.636474742505304336e+00,1.938202529752037773e+00,1.565040842158420764e+00,2.015018678706468780e+00,1.960194942850062461e+00,1.170759450384339262e+00,1.247477385835088493e+00,2.152043164288569344e+00,9.473424848190653558e-01,3.237300680716302725e+00,1.401780204936750263e+00,2.112837351655557416e+00,2.405674373461779147e+00,1.409777631037210543e+00,2.060355076310989020e+00,3.060033850449268122e+00,1.912132179005036736e+00,3.188806573075881445e+00,2.581990109622183116e+00,3.641869980860222622e+00,3.452875278127319092e+00,3.818340175570833939e+00,3.098221508840487637e+00
