componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,winkler,picp,mpiw
FPC 1,5,34,19,train,30,False,0.5752613418579582,0.4443644552085596,-0.027308952251461793,0.5772664027608777,0.11889032007850255,0.2977597213768606,0.9,1.6165212170282999,2.0601237800422334,0.9,1.6165212170282999
FPC 1,6,35,20,train,30,False,0.5764612348711915,0.4510356910252291,-0.01712030491172367,0.5813605713516603,0.12307362170018864,0.29873627925755125,0.9,1.6083877944201228,2.0519903574340566,0.9,1.6083877944201228
FPC 1,7,36,21,train,30,False,0.5752854561598241,0.4493129872502006,-0.015124927791442477,0.5807447291647039,0.12408232810917175,0.29847148388511163,0.9,1.5992172074566282,2.0428197704705617,0.9,1.5992172074566282
FPC 1,8,37,22,train,30,False,0.565430296827232,0.4342178394917934,-0.03679116646324965,0.5648004828817309,0.12399123896988165,0.29130899451388503,0.9,1.5717124736060697,2.015315036620003,0.9,1.5717124736060697
FPC 1,9,38,23,train,30,False,0.5117382452795626,0.40115517298266395,0.01438761790394405,0.5242717161003116,0.1211697780931848,0.26660651230684507,0.9333333333333333,1.5380418265610933,1.8481584121108687,0.9333333333333333,1.5380418265610933
FPC 1,10,39,24,train,30,False,0.5288498668726547,0.4212247811147767,0.030562736233756382,0.5463037392284588,0.11383680198814868,0.2782540532014245,0.9333333333333333,1.5574774219095704,1.8675940074593462,0.9333333333333333,1.5574774219095704
FPC 1,11,40,25,train,30,False,0.5348935976006989,0.43547013091195047,0.0435914904180329,0.5562977613673021,0.11719104354147453,0.2824416086751086,0.9333333333333333,1.5914896448453268,1.9016062303951022,0.9333333333333333,1.5914896448453268
FPC 1,12,41,26,train,30,False,0.544465064262024,0.45167583801333855,0.051098012535367165,0.56848756396123,0.11917306394807749,0.2875971078620854,0.9333333333333333,1.6119563201566536,1.922072905706429,0.9333333333333333,1.6119563201566536
FPC 1,13,42,27,train,30,False,0.5504985737965321,0.4613102035180461,0.05344656487515609,0.5754999080981609,0.12141739191069686,0.29033826894380016,0.9333333333333333,1.6378174852828187,1.947934070832594,0.9333333333333333,1.6378174852828187
FPC 1,14,43,28,train,30,False,0.5497909224439825,0.4587434089346935,0.05762836625804835,0.5760339638990277,0.12296768692091582,0.2927635816278006,0.9333333333333333,1.666547640909751,1.9766642264595264,0.9333333333333333,1.666547640909751
FPC 1,15,44,29,train,30,False,0.5538500424395366,0.46358578707283915,0.05808466016250968,0.5804273746493882,0.12317073171947433,0.2976338694344804,0.9333333333333333,1.6698237590988474,1.9799403446486232,0.9333333333333333,1.6698237590988474
FPC 1,16,45,30,train,30,False,0.5474389303851398,0.45467034047294136,0.062277074722581705,0.5749896667995721,0.12406058893538711,0.2940261900487197,0.9333333333333333,1.6421190568804738,1.9522356424302496,0.9333333333333333,1.6421190568804738
FPC 1,17,46,31,train,30,False,0.5439859584553061,0.44843033131838567,0.05721134437996589,0.569825846118038,0.12307790916962474,0.2913518227800072,0.9333333333333333,1.6090621825059253,1.9191787680557009,0.9333333333333333,1.6090621825059253
