8.259022005221963170e-01,8.319049070137959356e-01,7.772945729991308506e-01,8.269146782085220471e-01,7.907286990502897517e-01,7.710978220986693943e-01,7.564434223499117982e-01,7.386265960776454698e-01,7.286342956124431947e-01,7.242331411822611198e-01,7.186844590055331272e-01,7.155949278396155355e-01,7.163808381686134208e-01,7.136183986471305030e-01,7.552791352382068890e-01,6.982344921259752146e-01,8.944670914810705087e-01,8.132935061754836825e-01
8.253447719974337238e-01,7.832153265807767495e-01,8.370656895796089181e-01,8.385449567577234475e-01,7.886592178149915977e-01,7.813430052594830810e-01,7.597529151732201891e-01,7.592079897226337026e-01,7.223590229811132080e-01,7.075902894700218937e-01,7.041959987311764424e-01,7.378055763920974286e-01,6.696113639299646758e-01,8.367623277382488789e-01,8.260139337587365516e-01,7.635059816081779527e-01,8.424237685634866635e-01,8.671428602871930069e-01
8.522307010143602701e-01,8.552431007519618600e-01,7.716729397533249601e-01,8.636290747539602242e-01,8.054797576755383659e-01,7.939984834049159668e-01,7.687040214419432749e-01,7.547935459262717917e-01,7.398793135985258784e-01,7.354118331987785639e-01,7.301461379705573851e-01,7.272940661730119549e-01,7.223442050093008548e-01,7.365781584182078401e-01,7.379903962564453579e-01,7.332942700468692010e-01,7.536745399629384279e-01,7.500539812800800510e-01
7.536340231482695495e-01,8.692852634475686235e-01,7.822497645998029991e-01,8.222335686005428634e-01,7.851757085768815703e-01,7.713961164067718590e-01,7.524391606514463371e-01,7.440035510997443646e-01,7.347971427242367959e-01,7.286648844371854672e-01,7.232395873528808528e-01,7.195593513564246813e-01,7.141486506754681773e-01,7.139658452977056813e-01,7.121740533477841639e-01,7.106117069314278334e-01,7.076635213395968682e-01,7.079283260233298902e-01
7.078342726131023888e-01,7.072948934873555249e-01,7.061041949749059521e-01,7.024600056195757780e-01,7.015271012957757790e-01,6.979294549028423056e-01,6.961431967746057881e-01,6.930089296704132762e-01,6.908545395396351596e-01,6.882930348233178286e-01,6.898464593159765457e-01,6.858194816839652264e-01,6.950436538085305038e-01,7.043825179694725991e-01,7.128217075080041099e-01,7.187272752893208994e-01,7.252662957864107751e-01,7.261408723663510534e-01
7.260012135326713301e-01,7.273329397054161261e-01,7.288235021546344283e-01,7.233018387126811666e-01,7.173962615742238702e-01,7.134749285521116979e-01,7.072063161410279131e-01,7.007082985333239478e-01,6.986342288631459674e-01,6.949432068665649664e-01,6.883787739638138614e-01,6.863803121020757292e-01,6.824099863532152588e-01,6.828749649552399159e-01,6.773951044838125712e-01,6.818407122940117748e-01,6.840663300082172604e-01,6.849582590327224496e-01
6.849332818623570240e-01,6.853957933646451783e-01,6.842788850147942803e-01,6.849774595709748892e-01,6.787046042083698660e-01,6.758641424668380138e-01,6.707730410563121914e-01,6.655872616885730730e-01,6.628290658726913032e-01,6.579162306625863099e-01,6.554531685762868820e-01,6.516954973131480200e-01,6.504991356403492242e-01,6.501470643132344351e-01,6.484480876938983895e-01,6.495818523598726468e-01,6.476586775425895448e-01,6.471422568606637338e-01
6.469480877526335716e-01,6.472102477180510238e-01,6.469228752733893195e-01,6.449928892035828865e-01,6.430173299119001928e-01,6.418491014025926589e-01,6.390781017875944992e-01,6.366045260010644302e-01,6.351346788090107554e-01,6.325638946824287956e-01,6.322330104869895440e-01,6.309772767948654826e-01,6.314443921436734275e-01,6.307521181153538103e-01,6.326373805811461581e-01,6.312245075874026723e-01,6.337455493010707430e-01,6.329155329990089340e-01
6.330050055730901404e-01,6.326779015253437555e-01,6.340336554757106668e-01,6.341743805262344269e-01,6.367779473452268579e-01,6.358632101502166289e-01,6.338087241058738552e-01,6.310941224958315221e-01,6.277351257226174708e-01,6.267677288058061125e-01,6.269251298913832704e-01,6.273108831774319993e-01,6.270732101926097535e-01,6.288566086767971575e-01,6.242350413285715494e-01,6.363312310080957435e-01,6.595726146286912117e-01,6.617852435639940412e-01
6.620632078099181195e-01,6.656678210502962045e-01,6.684057858058797263e-01,6.800193356942872969e-01,6.824722059987544664e-01,6.833493707859038535e-01,6.814178530019366908e-01,6.724486706183571139e-01,6.771457915771805780e-01,6.696932782172194676e-01,6.653503317708148179e-01,6.604939367555969776e-01,6.578124199658419435e-01,6.549469452869118857e-01,6.595921166781653078e-01,6.918393828615548857e-01,6.872993779628002731e-01,7.018555439538544105e-01
