t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,modelo
2,41,21,train,40,False,1.0295092297998514,1.0146473425776323,0.8743230945116719,0.817064275073409,0.9899676827645034,3.4488074466889698,1.9894199033712259,1.835166604131493,2.493121047399222,0.97567661316647,FAR
3,42,22,train,40,False,1.0385826065831223,1.019108731482133,0.872539693606585,0.8216190503956652,0.9956880918668432,3.4488074466889698,2.004249141356703,1.8462777614136392,2.4990969046441807,0.9770185075529395,FAR
4,43,23,train,40,False,1.040997342352558,1.0202927728610833,0.872962367278368,0.8214069173004068,0.99725770836985,3.4488074466889698,2.012947788613946,1.8550028353653452,2.513765234685723,0.977423083742288,FAR
5,44,24,train,40,False,1.0461623856928863,1.0228207984260422,0.8590857940312963,0.8230387571822095,0.9991162354659373,3.4488074466889698,2.010533395901837,1.8545487642617957,2.5094505403439795,0.9768243244597856,FAR
6,45,25,train,40,False,1.057826075010771,1.0285067209361207,0.8433537602832825,0.8270135739225998,1.0049270918801654,3.4488074466889698,2.0232871566726867,1.8666413180938206,2.5151865952415444,0.9770739183556392,FAR
7,46,26,train,40,False,1.0566581345963701,1.027938779595541,0.8429561709091006,0.8269106125301697,1.0042030434029818,3.4488074466889698,2.02131758856349,1.864475830544088,2.5126351896837584,0.9769093873451312,FAR
8,47,27,train,40,False,1.0231512398816691,1.0115093869468879,0.8604625489621045,0.8117592666239861,0.9886636339376917,3.4488074466889698,1.9997372166914986,1.843254012683263,2.5256766860410393,0.9774141957514076,FAR
9,48,28,train,40,False,1.0369261772247207,1.0182957218925752,0.8767093759044172,0.8173298666335261,0.9971777573036814,3.4488074466889698,2.02332493318909,1.8647676787077168,2.5369645015132507,0.979261461935984,FAR
10,49,29,train,40,False,1.0477131134321103,1.0235785819526073,0.8625901190058275,0.8230267170078271,1.0023236237038402,3.4488074466889698,2.0228526601629957,1.8639958776742702,2.516517125892118,0.9792346590447207,FAR
11,50,30,train,40,False,1.1049067716205379,1.051145456928078,0.8947363752413957,0.8439502213714078,1.0251776367033951,3.4488074466889698,2.0671965848758846,1.9074356198135327,2.5154014491360774,0.9752956928524691,FAR
12,51,31,train,40,False,1.1042254883012905,1.050821339858156,0.9095921668579371,0.8438754585489393,1.0248409674293941,3.4488074466889698,2.0702382866612625,1.9063078971061806,2.51923342184554,0.9752761278789134,FAR
13,52,32,train,40,False,1.0865028303973605,1.0423544648522212,0.9305289170821112,0.8375434909577331,1.0154868548691276,3.4488074466889698,2.0468080588040154,1.883534939794718,2.508121474814455,0.9742241138796266,FAR
14,53,33,train,40,False,1.0845963661148932,1.041439564312252,0.9440074689360517,0.8385550170229591,1.0142126961761186,3.4488074466889698,2.0320806592433835,1.8714289844769407,2.4810677207643037,0.9738565068304146,FAR
15,54,34,train,40,False,1.050723283834722,1.0250479422128127,0.966754772053338,0.8319620133343484,0.9989280888665941,3.26160926729672,1.978341653215228,1.8205650508850106,2.437510438705606,0.9745184080953008,FAR
16,55,35,train,40,False,1.0301768664981388,1.0149762886383793,0.9943581109636354,0.8217443241792568,0.9878348488404167,3.26160926729672,1.9575208590977542,1.8024689415381139,2.4413090785804017,0.9732590405295343,FAR
17,56,36,train,40,False,1.0230798154086607,1.0114740804433204,1.0089112257420074,0.8141262889644999,0.9850649005612313,3.26160926729672,1.9735865559122758,1.8199103262615928,2.4810413674932725,0.9738904037259025,FAR
18,57,37,train,40,False,1.0446526565486705,1.0220825096579387,1.011479738075047,0.8224511155849223,0.9950571976637278,3.26160926729672,1.9967160405856645,1.8402712696597425,2.484136963845429,0.9735585808984683,FAR
19,58,38,train,40,False,1.041684652126971,1.0206295371617318,1.018396520890497,0.8197006794857813,0.9934008608838705,3.26160926729672,1.9876168114151274,1.8334312823563175,2.4806505680313142,0.973321685012584,FAR
20,59,39,train,40,False,1.0423966933380293,1.0209783020897307,1.0203900243257094,0.8221280884726052,0.9938138534319672,3.26160926729672,1.9958206564150267,1.8309315537718462,2.4832813450789977,0.9733937062108337,FAR
21,60,40,train,40,False,1.0558159524965305,1.0275290518990354,1.0000107663321607,0.8304708320886753,1.001187481247305,3.26160926729672,1.9891791291556793,1.8374974716180965,2.446366657118658,0.9743641597256573,FAR
22,61,41,train,40,False,1.0550972150002917,1.027179251640283,1.0171092755997644,0.8288332969437315,1.000843133046259,3.26160926729672,1.98893886038028,1.8412521652386318,2.4522388045556727,0.9743607373766865,FAR
23,62,42,train,40,False,1.047455702304389,1.0234528334536912,1.0193608493523556,0.8269575940939655,0.9965518193610947,3.26160926729672,1.9738743967500636,1.8273088441677507,2.4379847854207646,0.9737154334686654,FAR
24,63,43,train,40,False,1.037749013773998,1.0186996680935938,0.9834628282161182,0.8240846169725756,0.9929472345281182,3.26160926729672,1.9714647355021433,1.8264711016640534,2.4419168563900633,0.9747202886463396,FAR
25,64,44,train,40,False,1.037188218810471,1.0184243805067075,0.9608241785928674,0.8219820084051979,0.9927368192594734,3.26160926729672,1.9753273668206208,1.8306861676935404,2.4495546484963286,0.9747771540637573,FAR
26,65,45,train,40,False,1.0594620097133882,1.0293017097592854,0.9599427238387469,0.8330651541704576,1.0053800692226051,3.26160926729672,1.9758464162951477,1.8497487027219386,2.4032905899949837,0.9767593502372841,FAR
27,66,46,train,40,False,1.0648152649413736,1.0318988637174544,0.9600190582847002,0.836124455089936,1.007700436697582,3.26160926729672,1.969642790579859,1.8531144745054882,2.3899215285445763,0.9765496136581673,FAR
28,67,47,train,40,False,1.0399373094149358,1.0197731656672162,0.9266782953877827,0.8206973652072886,0.9936637904921934,3.26160926729672,1.9500669592761846,1.834806413905848,2.418586660809877,0.9743968795668987,FAR
29,68,48,train,40,False,1.0196893073284303,1.0097966663286377,0.9211756436091372,0.8115051736192449,0.9827468468757022,3.26160926729672,1.9327777159812733,1.816790239766475,2.4204613833520594,0.9732126076913269,FAR
30,69,49,train,40,False,1.0116552711480984,1.0058107531479759,0.9385285524853957,0.8097680975328082,0.978676078745045,3.26160926729672,1.9253298301571118,1.8061999546225977,2.418541907063626,0.9730220875865514,FAR
31,70,50,train,40,False,1.0349048528763731,1.0173027341339318,0.9425063043582991,0.8194461251323821,0.99127535719658,3.26160926729672,1.958449044533219,1.8368892113570225,2.434337255034955,0.9744153081830553,FAR
32,71,51,train,40,False,1.0307322199455349,1.015249831295497,0.9202459649047692,0.8162893468927717,0.9890871766367905,3.26160926729672,1.970757619553392,1.846078506343171,2.460524106223354,0.9742303284844461,FAR
33,72,52,train,40,False,1.043346383281637,1.0214432844175132,0.9328957895219279,0.8187371715918254,0.9946401927020301,3.26160926729672,1.983036593928879,1.8581972517868794,2.4681077632897024,0.9737595888833243,FAR
34,73,53,train,40,False,1.0424001732604677,1.0209800062980998,0.9324403073119774,0.8188098623549944,0.9940512413065299,3.26160926729672,1.9779461861407395,1.8529194433345677,2.459718510124537,0.9736245912501176,FAR
35,74,54,train,40,False,1.030110451854584,1.01494357077356,0.9272870421016595,0.815420995731683,0.9870437515233451,3.26160926729672,1.9586188692618822,1.8292071946805328,2.444618083668628,0.9725109650884823,FAR
36,75,55,train,40,False,1.0465751900231894,1.023022575519812,0.9272553731100556,0.8230109620655444,0.9961530241419062,3.26160926729672,1.9923188574261084,1.8530328088015668,2.4605424648850485,0.9737351334947296,FAR
37,76,56,train,40,False,1.0369317683997197,1.018298467248046,0.9301754603835174,0.819633209604745,0.9907916746145007,3.26160926729672,1.9817922237656351,1.8391572689482882,2.4579778119705655,0.9729874948079984,FAR
38,77,57,train,40,False,1.0244147394479635,1.0121337557101648,0.9204569586570355,0.8129750747120283,0.9848735146120889,3.26160926729672,1.9831915132877733,1.8390781245935213,2.473257213276198,0.9730665626511503,FAR
39,78,58,train,40,False,1.025028144029426,1.0124367358158366,0.9243366495602435,0.8126663005120232,0.9852239049692575,3.26160926729672,1.986101483473801,1.8425462364235983,2.4776205071132753,0.9731214505717727,FAR
40,79,59,train,40,False,0.9997351880490755,0.9998675852577057,0.920798919664989,0.803503447403282,0.9713808722526105,3.26160926729672,1.9450367947982012,1.8035267019820587,2.4542304748973933,0.9715095144346009,FAR
41,80,60,train,40,False,1.0213991406431926,1.0106429342963779,0.9301692872566094,0.8125012881834722,0.9813723148125089,3.26160926729672,1.963449174420873,1.823941344991909,2.4536430437048917,0.9710376251685294,FAR
42,81,61,train,40,False,1.024768517051439,1.0123085088308992,0.9294236747248562,0.8133690861646038,0.9833007913792153,3.26160926729672,1.9694004380928505,1.8293039681928882,2.458635766713375,0.9713449830771604,FAR
43,82,62,train,40,False,1.0428222316328433,1.021186678150887,0.9230438949985209,0.8222812434004346,0.9916950290711599,3.26160926729672,1.9768549931024957,1.8401784004852417,2.4447487894834468,0.9711202175755671,FAR
44,83,63,train,40,False,1.0416725437121885,1.0206236053081412,0.9226994527708394,0.8217433527304825,0.9909636538898707,3.26160926729672,1.9774328032644164,1.839365099141066,2.448222555176463,0.9709393832711564,FAR
45,84,64,train,40,False,1.0178365748125464,1.0088788702379223,0.9461778350048159,0.8103277709194632,0.9813015888350517,3.26160926729672,1.9850949651687304,1.8391118085128553,2.481521073410014,0.9726654187966421,FAR
46,85,65,train,40,False,1.019105446327368,1.0095075266323517,0.9846175482474334,0.8105072922010125,0.9818625163926062,3.26160926729672,1.9891937742077652,1.843011323601067,2.485438902531511,0.9726153500489815,FAR
47,86,66,train,40,False,1.0287103936943311,1.0142536140898544,1.0067198435584246,0.8163903638008232,0.9872050965391189,3.26160926729672,1.988312485253355,1.8423383400210245,2.469844174092981,0.9733316034816326,FAR
48,87,67,train,40,False,1.069435760753831,1.0341352719803298,0.9941021000554796,0.829984709534435,1.0052525309428173,3.616516512397391,2.040945448602104,1.891520272273984,2.486315772952237,0.9720706354187076,FAR
49,88,68,train,40,False,1.087271021420633,1.0427228881254276,1.0056110150321693,0.8361000422284472,1.013101165679192,3.616516512397391,2.046889701233867,1.8981222228310848,2.4726744269285836,0.9715919514344904,FAR
50,89,69,train,40,False,1.1063756066836414,1.051843907946251,1.016004347044627,0.8437489570553283,1.0204592912913828,3.616516512397391,2.063214366811507,1.9151310619846753,2.4709003359795183,0.9701622869916627,FAR
51,90,70,train,40,False,1.0751986692131896,1.0369178700423625,0.999664747850443,0.8322899424105682,1.0100711318788342,3.616516512397391,2.0504857127306035,1.9039340456229745,2.4822477787799233,0.974109098763597,FAR
52,91,71,train,40,False,1.0961140365681483,1.046954648763808,1.0262357297999247,0.8384252857351221,1.0189184846155854,3.616516512397391,2.076153144883156,1.931210060283162,2.4929568956745647,0.9732212238788698,FAR
53,92,72,train,40,False,1.0888324705114154,1.043471355865323,1.033786603051342,0.8319333087639429,1.0132985961828544,3.616516512397391,2.0784591355437128,1.9282753780350816,2.534156765588533,0.9710842472935473,FAR
54,93,73,train,40,False,1.0868203050226881,1.0425067409962816,1.0275818099867888,0.8277747883249205,1.0118481453665176,3.616516512397391,2.0880626758238634,1.9327033213567062,2.5703650715718345,0.9705914653362674,FAR
55,94,74,train,40,False,1.0821235439232353,1.0402516733575753,1.0233551701336956,0.8246815659431691,1.0086695661094656,3.616516512397391,2.0913350451485315,1.9346936597563515,2.5868071394556296,0.9696399361260593,FAR
56,95,75,train,40,False,1.1226082834152142,1.0595321058916594,1.0322884399352683,0.8384276117189895,1.0274244598092548,3.616516512397391,2.1454700127262756,1.9846075358843553,2.605683674434985,0.9696963915450357,FAR
57,96,76,train,40,False,1.0957265642232794,1.0467695850679266,1.0239698504989296,0.8306047765349982,1.0131192274381629,3.616516512397391,2.1048162056084836,1.9451228242928753,2.584620256947177,0.9678531377776131,FAR
58,97,77,train,40,False,1.065305700081582,1.0321364735739078,1.0236765018264034,0.8178838381601711,0.997334693289989,3.616516512397391,2.0705698522245113,1.9141360372734677,2.5803809134952425,0.9662818036422905,FAR
59,98,78,train,40,False,1.0635051104224171,1.0312638413240411,1.0323015316850315,0.8186427866931997,0.9962647332418634,3.616516512397391,2.0666354279119963,1.9083794274233887,2.5723872370033254,0.9660619264637046,FAR
60,99,79,train,40,False,1.0862357155296098,1.042226326442395,1.033268965209865,0.8271273239967616,1.0067818094688061,3.616516512397391,2.06607049509848,1.9210209621652816,2.552162053539162,0.9659915355481592,FAR
61,100,80,train,40,False,1.0897092328537485,1.0438913893953472,1.0545797053661352,0.8274781419527999,1.0083761760856416,3.616516512397391,2.0794498974182933,1.932773986896229,2.565674288676063,0.9659780570368751,FAR
62,101,81,train,40,False,1.0805992466453904,1.0395187572359579,1.0446841810106302,0.826970696907592,1.0035293953952515,3.616516512397391,2.0607816824764065,1.9134731731945507,2.5423981783513603,0.9653788240085242,FAR
63,102,82,train,40,False,1.0755583037830203,1.0370912707100663,1.037022496142254,0.8230812321813797,1.0001049916598528,3.616516512397391,2.0654513043106117,1.9049303422603814,2.565737520797468,0.9643365245713715,FAR
64,103,83,train,40,False,1.0633511998202843,1.031189216303334,1.0381228550465762,0.8178527079663068,0.9948883319266898,3.616516512397391,2.0545281554253645,1.8943503177980667,2.567924299919377,0.9647970674996217,FAR
65,104,84,train,40,False,1.0637113932570752,1.0313638510521275,1.0454810866152413,0.8203243337745626,0.9950236322456325,3.616516512397391,2.0497000227100752,1.8879116048142137,2.5588162339682126,0.9647648899373164,FAR
66,105,85,train,40,False,1.0489815928244357,1.024198024224044,1.03700655447316,0.8136361080939121,0.9875392370124978,3.616516512397391,2.0442376267484903,1.88131348813187,2.571861684782911,0.9642073248097507,FAR
