fpc_3,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1,fpc_4_lag1
-0.02293837375275838,0.2595942510269952,0.7365093281524576,0.3552437343472572,0.32149398449712335
-0.838006902841295,-0.3092883815989809,-1.197109941279082,-0.02293837375275838,2.061965648095363
0.08575037820944155,0.6193425482860585,-1.4936764001887706,-0.838006902841295,0.1632874425065786
-1.2736825592105918,0.9808014276383524,0.7258865657675531,0.08575037820944155,0.7709327849810802
-1.3092263009407235,2.654807007249647,-0.9074894442879387,-1.2736825592105918,1.734595259508885
-0.7600678644700444,-0.12507685011237274,-1.2677004786559056,-1.3092263009407235,-1.8137969540649714
0.4515582321359229,0.8513227015663891,-0.0215607980873469,-0.7600678644700444,-0.17453787907108953
-0.04310626499985495,0.4824550009077806,-1.2752518908354777,0.4515582321359229,0.7140507433513887
-0.4682125871230802,0.3472833788949821,0.1552747417919269,-0.04310626499985495,2.171916024974706
-0.8180331836566892,1.2137377473666056,-0.9981545545950903,-0.4682125871230802,1.4154158336971951
-0.3123850372471026,1.973178020157834,-1.11263677778173,-0.8180331836566892,1.6962618512973933
-0.12872294889289027,1.1191814076640538,-1.3833100824875546,-0.3123850372471026,-0.5083946385625926
-1.8944665694552825,2.686102306511875,-1.3582692392281455,-0.12872294889289027,0.8568816168863388
-1.315472392697778,0.4028418490460165,0.22196143034559132,-1.8944665694552825,-1.966997678358628
0.2046191738119649,1.0583382359434943,1.5790138963758993,-1.315472392697778,1.7081851794509464
0.30803375803880423,1.11025341485408,-0.25746485110984146,0.2046191738119649,0.728801303783627
0.32656658122348525,1.0013353737400557,-2.497195579194238,0.30803375803880423,0.97365396781233
0.7765876451207735,-0.05084490356409544,-0.9917144217270616,0.32656658122348525,2.178530154006792
-0.7985400858034846,-0.4084307157394767,0.45022493870383207,0.7765876451207735,0.2201686547067611
-2.7634139091315126,-1.0363961858987387,1.852449698251326,-0.7985400858034846,0.5703874239014332
-3.345758730358878,-2.0052329085386513,1.60688798514983,-2.7634139091315126,1.1821348416832629
-1.9466919459524186,-0.7228536357919646,1.8709975272654622,-3.345758730358878,-1.196825182823228
-1.9736976270386166,-0.6664171018517292,-0.6847917253646388,-1.9466919459524186,0.5006952215615054
-2.8608777645786203,-1.6875690054785502,-0.0028534846424636807,-1.9736976270386166,0.9411729347786932
-2.740347013119592,-1.940546828851499,-1.4235282376153093,-2.8608777645786203,0.9292686099908208
-1.950195020368385,-1.3116351775751456,-0.8822203533718126,-2.740347013119592,-0.4320693776574846
-3.1119830778753443,-1.8482879714338487,-1.4165172966538835,-1.950195020368385,-0.5373787311215209
-2.803558361136476,-1.4414396143542862,-0.2535356212223258,-3.1119830778753443,-0.1609097753028068
-1.7131807898754552,-0.975815964729241,-0.5382726110688743,-2.803558361136476,0.13971934531255603
-1.4909438264443593,-1.3743450923004714,-0.883809445428355,-1.7131807898754552,0.007256158252871334
-2.610223746680566,-2.043023680163834,-0.8695307789665221,-1.4909438264443593,-1.642772683840031
-2.576732941687239,-2.2053183920457977,-1.0261975338328415,-2.610223746680566,0.04783191029156078
-1.5373971262858612,-2.445614294647235,-0.02617905528859601,-2.576732941687239,0.3482017602564508
-2.292833245114906,-2.2678836088879115,-2.195786007854492,-1.5373971262858612,-1.093179754242657
-2.2725403092499743,-0.6828536350556159,-1.3082581194642415,-2.292833245114906,-2.1404377093425286
