componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,winkler,picp,mpiw
FPC 1,2,21,11,train,20,False,0.5423919336501433,0.4218005742607251,0.13440153466484128,0.5981266878115699,0.30519206555101897,0.30341363440624686,0.9,1.9543455034121866,2.7044666769567725,0.9,1.9543455034121866
FPC 1,3,22,12,train,20,False,0.5433068776433184,0.4240478120664458,0.15557736510526654,0.6066014820289817,0.3044809238990532,0.3041842686190705,0.9,1.957199307121336,2.7073204806659215,0.9,1.957199307121336
FPC 1,4,23,13,train,20,False,0.5371476322809149,0.40919424506476865,0.1985530942885041,0.6155941510848204,0.30882723000357903,0.2986792774207693,0.9,1.9566007891669863,2.7067219627115726,0.9,1.9566007891669863
FPC 1,5,24,14,train,20,False,0.5401155051758808,0.41964638038142726,0.19031598638064373,0.615838817497439,0.31340945751916927,0.301175065598857,0.9,1.9574224266037341,2.70754360014832,0.9,1.9574224266037341
FPC 1,6,25,15,train,20,False,0.5621362837783956,0.4385298362568083,0.15543269020121409,0.6275707330258768,0.313533227391294,0.31665683114254634,0.9,1.957450710199773,2.707571883744359,0.9,1.957450710199773
FPC 1,7,26,16,train,20,False,0.5576883168347955,0.4308981569549264,0.1426014635977796,0.6179287116298134,0.31957454354607023,0.3128420632964789,0.9,1.9563122267276043,2.70643340027219,0.9,1.9563122267276043
FPC 1,8,27,17,train,20,False,0.5558698988413998,0.42753036689853197,0.14627769317322215,0.6172385462976897,0.3146197824820471,0.31114130112002986,0.9,1.9549139285832637,2.7050351021278503,0.9,1.9549139285832637
FPC 1,9,28,18,train,20,False,0.5132036056944059,0.40355970870059454,0.20492349923993125,0.5905048072630514,0.3142787062041373,0.288463664990107,0.95,1.9527603030949823,2.284382292830997,0.95,1.9527603030949823
FPC 1,10,29,19,train,20,False,0.47035066966386796,0.3711384234945995,0.11005260163827102,0.5115378751429897,0.3007837828357486,0.26388701434115336,0.95,1.9479257303476323,2.2795477200836474,0.95,1.9479257303476323
FPC 1,11,30,20,train,20,False,0.4613511186228422,0.3579550899804056,0.1431629788068116,0.5113528301713333,0.26115157290043906,0.25731638133398177,0.95,1.9386307446658602,2.270252734401875,0.95,1.9386307446658602
