7.299938960173174562e-01,1.114757688349152565e+00,1.879732569347669635e+00,-1.324247240873413167e+00,4.799462225136159610e-01,1.151792016760447623e+00
6.370647850357993303e-01,1.672156639274920975e+00,1.763976681257186652e+00,-1.461569474336612773e+00,-8.771972433868663321e-01,7.128755276597292800e-01
1.730465919697378729e-01,9.926445735444123786e-01,2.238300187933878416e+00,-1.149299218754433305e+00,-1.220528423377737065e-01,7.870434748249054424e-01
-1.669004740697996647e+00,-7.256714385062956740e-02,1.758415363944255239e+00,-7.959351933714610139e-01,-8.395726962385757774e-01,1.030334639029288207e-01
2.307879764995497407e-01,6.622326356769291378e-01,1.485279022912199709e+00,-1.426559770896510093e+00,-9.820637166978718469e-02,2.101925210995652660e-01
-1.678646817594308116e-01,1.138180624084841996e+00,2.415220063078734825e+00,-1.814079992202654923e+00,-1.426383069149729010e+00,-1.001690444814030911e+00
-8.586450959307874164e-01,-6.140949444672407775e-01,-2.337555736107289339e-01,-2.894648832774218139e+00,-1.228436564167287637e+00,-5.138956200417040820e-01
-8.259082183378205766e-01,-7.294113240945289400e-02,1.780185169219863361e-01,-1.955775077088881764e+00,-1.254468942752868577e+00,-2.628990936773408782e-01
-2.421982250605703157e+00,-1.834730824379946501e+00,-1.577954027824400640e+00,-3.030110825046575584e+00,-8.035795904916550603e-01,3.789420868886798077e-01
-1.364139597424740780e+00,-4.483030258247582833e-01,-5.141334350876054504e-01,-3.338653757680638545e+00,-2.369280536640377743e+00,-1.401628067795267052e+00
-2.793669988678237903e-01,5.859823977268128203e-01,7.172652266803041243e-01,-3.932446908407975616e+00,-3.132632397596067264e+00,-1.647955486274282899e+00
-5.171658063727669896e-01,-7.686572578593371674e-02,5.311193331268454498e-01,-2.777937327226440267e+00,-1.692069561676600387e+00,-1.066042762022484158e+00
-2.333713906117997339e-01,5.545347790146315514e-01,1.056733018779666411e+00,-2.073573995773261291e+00,-1.220373288143006940e+00,-4.865764766231028826e-02
2.845768870471916401e-01,3.509013230865105637e-01,1.014659255083651512e+00,-2.255905853475843159e+00,-4.294834373303215713e-01,3.998583584047337158e-01
-1.664556249400503285e+00,-3.621034048687272189e-01,8.409210481356168554e-01,-1.268636180895793997e+00,-7.024054395786082372e-01,5.396630622671717559e-01
3.351208791848607205e-01,4.123874845002434841e-01,8.583751264822706561e-01,-2.691501758171431113e+00,-9.497752810604855878e-01,3.279996474671494078e-02
-8.098935817929158176e-01,-2.879396085459894755e-02,1.751870090396770108e+00,-1.370600614146434415e+00,-4.886192464128620294e-01,2.067070667775616211e-01
-6.668285900837882529e-01,-3.349072243159236240e-01,-6.512791220289568250e-02,-1.570146282185757469e+00,6.430616269033693211e-01,1.618422764813195913e+00
1.172863011762995539e-01,7.809637959935830098e-01,2.422574507600989691e+00,-6.217198413108575572e-01,1.483360760856714256e-01,6.516389242058283626e-01
1.495762666077080638e+00,2.785603989042028328e+00,3.499992192833274451e+00,-6.846210286494216479e-01,3.097206353643784382e-01,9.070380576866414746e-01
1.173767266377881535e+00,1.684641121530037422e+00,2.513742832451008713e+00,-6.117652576474137405e-01,-1.908656268565814829e-01,6.985299610590802732e-01
-6.810448295913227312e-01,5.575582444456317344e-01,1.458595463268206327e+00,-8.334980021627030888e-01,-1.946057389902577650e-01,7.644936028437089304e-01
-2.307578989191404195e-01,3.664451023535378882e-01,1.382802798984623216e+00,-2.017347679229537061e+00,-1.950053274148334737e+00,-6.848768075157113389e-01
-2.831763478365856290e-01,9.056419497305995270e-01,2.198599231661505726e+00,-1.223517036634695243e+00,-5.123637984490707620e-01,-1.859957094695522950e-01
-7.135862885691125479e-01,2.943617342703185383e-02,1.800676978143745277e+00,-7.928608042263015632e-01,5.946560693348893617e-02,7.697066130080407742e-01
-1.754341898960744661e+00,-1.356430415504102927e+00,1.059873552297998928e-01,-1.573814751116255239e+00,-8.057309637734614283e-01,4.656833367660578316e-01
3.417626755005346850e-01,1.651074158979389583e+00,2.569726408893321601e+00,-2.704753078546035527e-01,2.994717041470186265e-03,6.172894478858951262e-01
-2.711680417648681951e-02,1.035648718087585296e+00,2.810109406578486180e+00,6.474027628354086517e-01,6.498331469777528513e-01,1.166038335303943185e+00
-3.290081473798792122e-01,3.754980511925131159e-01,1.956633402667511179e+00,-1.037777420889327340e+00,-1.031701509343103396e-01,8.764176799108160942e-01
2.165035453596422244e+00,3.533535957552602635e+00,3.879446171348219341e+00,-3.994522539180935805e-01,-1.436172870924148803e+00,-5.890545495558890954e-01
2.438519449002870321e+00,3.546919983016062705e+00,4.325853376905111958e+00,-6.923010730141711255e-02,4.590164821838479958e-01,9.431177046173712109e-01
-1.540530763054982488e-01,6.918575052675043913e-02,5.552285103958486401e-01,-3.154015816441586129e+00,-1.637368552963823554e+00,-3.783810298521281257e-01
3.270399345038561001e-01,6.530062993345117084e-01,1.248278716451551862e+00,-3.573055221447543506e+00,-2.404734612120745130e+00,-1.487869073225578376e+00
-2.786373495314328763e-01,5.093132016776227844e-02,2.721396722929985551e-02,-2.233284827385658033e+00,-1.632931970347182959e+00,-7.497219555059072560e-01
-1.540716943460880950e+00,-7.351300850089271810e-01,-1.529155228648698683e-01,-3.094365178649488346e+00,-2.162155208827095443e+00,-1.300730918672843295e+00
-3.167437444320402862e-01,2.737171533104806181e-02,-1.576525138019145844e-01,-3.492011074206977650e+00,-2.017878301347862724e+00,-1.303603030760610126e+00
-1.366929525631805031e+00,-5.428412065185708180e-01,6.975902723047004705e-02,-2.167806370940812410e+00,8.667316868601236679e-02,1.116759104745401743e+00
-1.363085719417075792e+00,-3.172645834947288579e-01,1.652709709796682080e+00,4.358861628593772020e-01,1.434184426847443738e+00,2.038284554437134410e+00
-9.729283123701760738e-01,-6.566408312110481871e-02,1.575347777344503708e+00,-6.002057045708588667e-01,5.410122506904395667e-01,1.558806631530448294e+00
9.371555804389140043e-01,1.863037812606440857e+00,1.941715652722282304e+00,-1.815795348162375422e+00,-9.609419357428645725e-01,2.064243344031553851e-01
-1.606608348264278119e+00,-6.276083274155657143e-01,7.207334252356591975e-01,-2.400454336313377457e+00,-1.700746521529999278e+00,-1.796320315962468550e+00
-1.097794568376977864e+00,1.472803064512891863e-02,5.225119800262222336e-01,-1.818023413015005918e+00,-7.980560163485701519e-01,2.273382298636156262e-01
