M,metrica,columna,banda,bloque,minimo,maximo,promedio
1,5. MPIW,mpiw,FAR (IC del modelo AR),test,3.9031244157825062,3.903124415782507,3.9031244157825062
1,5. MPIW,mpiw,FAR (IC del modelo AR),train,3.9031244157825062,3.903124415782507,3.9031244157825062
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.14085894827328,4.14085894827328,4.14085894827328
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.14085894827328,4.14085894827328,4.14085894827328
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,1.800304659213987,1.8673613558034898,1.8345199200538507
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,1.8019763401584545,1.8773219576350917,1.836154431283567
1,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.8906666666666667,0.97,0.9416742081447963
1,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.906,0.9846666666666667,0.950716049382716
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.8546666666666667,0.972,0.9408627450980392
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.91,0.99,0.9505148148148148
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.488,0.6633333333333333,0.5794419306184012
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.49133333333333334,0.6973333333333334,0.6015592592592592
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.3,0.7,0.5158371040723982
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.3,0.8,0.5978703703703704
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.2,0.75,0.519683257918552
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.3,0.85,0.5818518518518518
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.05,0.00904977375565611
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.05,0.00027777777777777783
1,8. Winkler,winkler,FAR (IC del modelo AR),test,4.160904525128499,5.561923723793585,4.717830160525069
1,8. Winkler,winkler,FAR (IC del modelo AR),train,4.064734453906113,6.031518161944615,4.661817110005041
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.40380040231679,6.952293670390421,5.034017973180133
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.229765072736838,6.459415398730192,4.91942822679096
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,9.72815649958924,18.755949634599343,12.62821310530385
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,7.455558293530666,15.385758445268257,11.567928006301438
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,8.444656899885736,18.72808836802225,12.525368369845278
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,6.854192892953918,21.095501324085223,11.90857384111562
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,8.499660502513558,23.58635341699275,12.993074601398655
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,6.058509280784898,21.829053645125967,12.467836930740432
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,42.042269691718744,65.16984541408769,54.59485282068337
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,40.95616890445001,64.36014600159639,51.69225880439054
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,27.970954034755167,70.92176742304508,47.043612087605084
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,23.03049573835099,86.62584937587287,48.140365502597405
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,21.689818425074034,80.38600875158491,48.96527823298647
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,16.0316298403853,98.9428071474102,50.608187595518444
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,76.62278205187307,142.81974133944277,100.39095794078145
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,73.19610977531802,142.59379748333046,102.83861091029182
2,5. MPIW,mpiw,FAR (IC del modelo AR),test,3.9031244157825062,3.903124415782507,3.9031244157825062
2,5. MPIW,mpiw,FAR (IC del modelo AR),train,3.9031244157825062,3.903124415782507,3.9031244157825062
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.038373512709858,4.038373512709859,4.038373512709859
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.038373512709858,4.038373512709859,4.038373512709859
2,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,2.5412592985974625,2.5869614136305947,2.5571132704947757
2,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,2.5188143274900177,2.584169024255505,2.5507107488291108
2,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.8906666666666667,0.97,0.9416742081447963
2,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.906,0.9846666666666667,0.950716049382716
2,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.878,0.9733333333333334,0.9413242835595776
2,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.9053333333333333,0.9893333333333333,0.9513086419753087
2,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.668,0.8126666666666666,0.7549803921568627
2,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.666,0.8446666666666667,0.7653456790123457
2,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.3,0.7,0.5158371040723982
2,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.3,0.8,0.5978703703703704
2,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.25,0.8,0.5536199095022625
2,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.35,0.85,0.5791666666666667
2,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.05,0.01809954751131222
2,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.15,0.03268518518518519
2,8. Winkler,winkler,FAR (IC del modelo AR),test,4.160904525128499,5.561923723793585,4.717830160525069
2,8. Winkler,winkler,FAR (IC del modelo AR),train,4.064734453906113,6.031518161944615,4.661817110005041
2,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.312249411460746,5.979028067158126,4.870808170228749
2,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.170120253582404,6.243998220296886,4.785509126176937
2,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,5.945683904597706,10.440269151630265,7.820683554645368
2,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,5.176683856604103,9.990804581679816,7.430105748772249
2,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,8.444656899885736,18.72808836802225,12.525368369845278
2,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,6.854192892953918,21.095501324085223,11.90857384111562
2,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,8.366701682924353,19.478083509761248,12.687305606388286
2,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,6.888121453696108,20.754592005158205,11.992127373562983
2,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,32.137547249574496,50.92687339517332,41.594687002818105
2,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,28.714418592602975,51.01603218553543,39.00662210011751
2,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,27.970954034755167,70.92176742304508,47.043612087605084
2,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,23.03049573835099,86.62584937587287,48.140365502597405
2,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,24.640919974854683,82.93125985805999,48.57294845442064
2,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,21.916415472854776,82.32589247395498,47.90809692933474
2,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,69.47661442654501,140.5493522891975,91.15596187324803
2,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,57.770691635711465,124.7411982602093,87.53160183493084
3,5. MPIW,mpiw,FAR (IC del modelo AR),test,3.9031244157825062,3.903124415782507,3.9031244157825062
3,5. MPIW,mpiw,FAR (IC del modelo AR),train,3.9031244157825062,3.903124415782507,3.9031244157825062
3,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,3.9636548014843527,3.9636548014843527,3.9636548014843527
3,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,3.9636548014843527,3.9636548014843527,3.9636548014843527
3,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,3.0507281638002413,3.127821648748902,3.0906057948575585
