t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,cobertura_puntual,ancho_medio,cobertura_simultanea,winkler,winkler_max_medio,winkler_max_glob,picp,mpiw,picp_simultaneo,banda
2,21,11,train,20,False,0.9783790136773263,0.9891304330963264,0.9051100787020196,0.7871578145082581,0.9644381579218491,3.3952940663431166,1.99662541925581,1.8293999740273676,2.571325945321501,0.9750363810997283,0.9486666666666667,3.9053665344282824,0.4,4.618707332968999,13.341207111926838,62.42533298344048,0.9486666666666667,3.9053665344282824,0.4,FAR (IC del modelo AR)
3,22,12,train,20,False,1.0056454395669787,1.0028187471158378,0.9341119985218777,0.797675803186686,0.9810154528304323,3.3952940663431166,2.0440205705405754,1.8737052807769239,2.6026557694915833,0.978257990939925,0.9446666666666667,3.9053665344282824,0.35,4.647448395394358,13.838480657200801,62.42533298344048,0.9446666666666667,3.9053665344282824,0.35,FAR (IC del modelo AR)
4,23,13,train,20,False,1.0751373328866074,1.03688829335016,0.9640699193855502,0.8239012657933106,1.0139996140465393,3.3952940663431166,2.1069144404045566,1.9326222178329675,2.608625857370478,0.9779256073673395,0.9333333333333333,3.9053665344282824,0.3,4.789667247198787,15.055687422671358,62.42533298344048,0.9333333333333333,3.9053665344282824,0.3,FAR (IC del modelo AR)
5,24,14,train,20,False,1.039246448279691,1.019434376642112,0.9263963909500964,0.8088802418224705,0.9991677440012063,3.3952940663431166,2.0959745500049367,1.9235327612605613,2.627327728078553,0.9801197280518817,0.938,3.9053665344282824,0.3,4.743204425947144,14.601735810940422,62.42533298344048,0.938,3.9053665344282824,0.3,FAR (IC del modelo AR)
6,25,15,train,20,False,1.0231156740164777,1.0114918062033313,0.927911414675857,0.7968139607787635,0.9889940888931745,3.3952940663431166,2.1347424084208435,1.9168813866116807,2.742412895116138,0.9777578847676456,0.9366666666666666,3.9053665344282824,0.25,4.749693062055511,15.209772673693786,62.42533298344048,0.9366666666666666,3.9053665344282824,0.25,FAR (IC del modelo AR)
7,26,16,train,20,False,1.0413266840130944,1.0204541557625675,0.9140637525755827,0.805042527693846,0.9985256318774363,3.3952940663431166,2.1681965844792255,1.925164718098748,2.758311668947006,0.9785110151580063,0.9353333333333333,3.9053665344282824,0.2,4.75692662940723,15.853711295575119,62.42533298344048,0.9353333333333333,3.9053665344282824,0.2,FAR (IC del modelo AR)
8,27,17,train,20,False,1.0255331892316075,1.0126861257228754,0.9049561291209038,0.8009501243529634,0.9919604836674862,3.3952940663431166,2.153030582639132,1.9093211979250593,2.751781846821173,0.9795339922914469,0.9393333333333334,3.9053665344282824,0.2,4.708637716133707,15.201566226366703,62.42533298344048,0.9393333333333334,3.9053665344282824,0.2,FAR (IC del modelo AR)
9,28,18,train,20,False,1.0757673534548573,1.0371920523484826,0.8768513965967283,0.8267761151920558,1.019222494885928,3.3952940663431166,2.1846856951589393,1.9436004042425306,2.711688571146806,0.9826748022009362,0.9346666666666666,3.9053665344282824,0.15,4.728280288170913,15.514065604594782,62.42533298344048,0.9346666666666666,3.9053665344282824,0.15,FAR (IC del modelo AR)
10,29,19,train,20,False,1.075433535111976,1.0370311157877452,0.8256168682486643,0.8224559998569501,1.019055874890616,3.3952940663431166,2.186824682833011,1.952738381858899,2.7359400094871758,0.9826666330224094,0.934,3.9053665344282824,0.15,4.7558749848408635,15.516752450293973,62.42533298344048,0.934,3.9053665344282824,0.15,FAR (IC del modelo AR)
11,30,20,train,20,False,1.0707417691171524,1.0347665287963042,0.8370144033926421,0.8211044093006779,1.0154846942199511,3.3952940663431166,2.1630626099882555,1.938014782688872,2.7000280035823536,0.9813660047558916,0.934,3.9053665344282824,0.15,4.7558749848408635,15.516752450293973,62.42533298344048,0.934,3.9053665344282824,0.15,FAR (IC del modelo AR)
12,31,21,train,20,False,1.0713404058797182,1.0350557501312276,0.8490235982053544,0.8211136246031726,1.0157813696827271,3.3952940663431166,2.141956566133506,1.9231628552814588,2.674866828104949,0.9813784132438694,0.936,3.9053665344282824,0.2,4.749948515996972,15.338308205810288,62.42533298344048,0.936,3.9053665344282824,0.2,FAR (IC del modelo AR)
13,32,22,train,20,False,1.063228751649803,1.0311298422845703,0.872629407885018,0.8231761641212696,1.0119227107473834,3.3952940663431166,2.1213294316892335,1.9022370148725294,2.6466716241070434,0.9813727323664384,0.94,3.9053665344282824,0.25,4.725428416448045,14.878143264450452,62.42533298344048,0.94,3.9053665344282824,0.25,FAR (IC del modelo AR)
14,33,23,train,20,False,1.0374251104042345,1.018540676853033,0.8580152562116425,0.8090860783711766,0.9958332298147361,3.3952940663431166,2.0891874335359892,1.8766791379008771,2.6764071288080067,0.9777059006534176,0.944,3.9053665344282824,0.3,4.67295347937854,13.953582454134596,62.42533298344048,0.944,3.9053665344282824,0.3,FAR (IC del modelo AR)
15,34,24,train,20,False,0.9893898884205885,0.9946807972513536,0.8822356458631383,0.8017691129233178,0.9755128158937675,2.591718020302327,2.0181449610785904,1.8102965416411472,2.619584540207907,0.9807295150257712,0.952,3.9053665344282824,0.3,4.326206708166002,11.051626203090416,28.43231760409983,0.952,3.9053665344282824,0.3,FAR (IC del modelo AR)
