fpc_1,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1,fpc_4_lag1,fpc_5_lag1
-0.31887840774000176,-0.23443849787936222,-0.25023415229598867,0.1751371586207409,-0.27625662795255224,-0.02629933688239653
-0.5363077083765181,-0.31887840774000176,0.25507558958041077,0.7903250775228049,-0.3533132085613051,0.04511010474253778
-0.22672479070991902,-0.5363077083765181,0.06435780446389665,0.7526720809767897,-0.23407777773628216,-0.2608354630513987
-0.5702195365598894,-0.22672479070991902,-0.3113162029634726,0.18191390402045501,0.21750714844923774,0.14826135686209316
0.11019112824166409,-0.5702195365598894,-0.1560637054008172,-0.25987575548691,-0.23393307219958345,0.10120154024770019
-0.2774365549148087,0.11019112824166409,-0.20502202272068712,-0.23449736862947615,0.24994505094676028,-0.5551494182097156
-1.333672356682423,-0.2774365549148087,0.5890823425802003,0.5925753628177111,0.2989123326179898,-0.30272554403158414
-1.653179600424642,-1.333672356682423,0.19243482532077485,0.3238771358042337,-0.07766563996290739,-0.20376945354080556
-0.3879865199958975,-1.653179600424642,0.0535093722759057,0.5122050548958454,0.6625258285497523,0.46345450137634076
-1.3492378667637974,-0.3879865199958975,-0.08861723735985606,0.35617788211112383,-0.2844402561077644,0.11672347628190258
-1.3636836250660431,-1.3492378667637974,-0.3555719519595364,-0.23792455751960026,0.12359001228671984,0.32416972786170367
-0.698954398975714,-1.3636836250660431,-0.3951263375827927,0.573811059742389,0.580319839251548,0.7515043800066168
0.303467139269943,-0.698954398975714,-0.5123244776310346,0.10268862368941914,0.5718526007838084,0.4792943773942152
0.5138072255828451,0.303467139269943,0.3587039618000122,0.4458496282985946,0.06252116178777782,-0.2651690391945511
0.1281936936260017,0.5138072255828451,0.44241319216338254,0.15284967455094348,-0.12586588635916815,0.047688088087359616
-0.08337424140123993,0.1281936936260017,0.32161182508595865,0.21453965515226286,0.16757405718625015,0.09821581510919097
-0.2813843603239171,-0.08337424140123993,-0.1771627980152885,-0.5572910721517361,0.1139114007625327,0.20059936024468417
-0.02815759988801599,-0.2813843603239171,-0.4881069685627549,-0.5245838707483799,0.34121134675999965,0.08109588882039756
0.07127247588357129,-0.02815759988801599,-0.4984221940589355,-0.5786899996400127,0.4606228846360465,0.3694295726457692
-0.39659781190451326,0.07127247588357129,0.40749330690907376,-0.5776238631349857,0.17795687600873697,0.14037422418131096
0.0397850301071563,-0.39659781190451326,0.9408397049181535,-0.5483659820667132,0.2639838172054584,0.10196807774291936
0.0961099805316701,0.0397850301071563,0.01218993377477713,-0.24738655368116375,-0.6553271194254994,0.27226801873708867
-0.20784828284368428,0.0961099805316701,-0.10747695066650048,-0.09199325368918478,-0.07211166648367173,-0.09513871033829797
-0.9382243476043126,-0.20784828284368428,-0.040648741288914096,0.4985713364902029,0.1107604490575945,-0.32732404520515546
-0.22983351191228718,-0.9382243476043126,0.49981505022727485,0.1522849659855798,0.45211179097903226,-0.046382505181633914
-0.38487820356721725,-0.22983351191228718,-0.5787434486317787,0.02773262720804991,-0.335956279348962,-0.13370794931271546
-0.9093722180761825,-0.38487820356721725,0.41435895307653575,-0.45177498078101885,0.18889602778995396,-0.1407475627754658
-0.13949091039097464,-0.9093722180761825,1.0823917840365402,-0.6717249175581754,0.20805748533952867,-0.4364246760737713
-0.2577559127034161,-0.13949091039097464,0.08412719275587824,-0.2900002093770136,-0.04824601338442958,0.1387922680815638
0.4415316537953188,-0.2577559127034161,-0.23005386831500144,-0.10922940797371797,0.02015862209145576,-0.1740803437820852
1.1193133704299978,0.4415316537953188,0.3275219896665012,-0.052305861782597766,-0.3102123878736907,-0.165959719051533
0.8114328318655709,1.1193133704299978,0.2064988113374198,-0.14851058082467103,-0.3397741083328358,-0.14693796236036752
-0.47855359294433775,0.8114328318655709,-0.5970857341840401,0.6229974694088424,0.1728245716233266,-0.27053989665348455
-1.145126262106928,-0.47855359294433775,0.048212636448808244,0.4754679030414439,0.5449066893188099,-0.3961480497461687
-0.21785903880598256,-1.145126262106928,0.3302687678372368,-0.7323964590481515,0.38061156981209193,-0.8036925959305216
-0.947834503697705,-0.21785903880598256,0.551910061645643,-0.3945002344689055,-0.09795415296060113,-0.33354387611553604
-0.5524873310883741,-0.947834503697705,-0.07671732965394801,-0.24427022914855326,-0.16026389656691364,0.1221497085769377
-1.0087199013126555,-0.5524873310883741,-0.07743996517480477,0.06031701005486344,0.6684501015946184,0.08552708550670723
-1.0644902138922883,-1.0087199013126555,0.25490659757537865,-0.5034727118372616,0.9613110904368812,-0.42374375822154
-0.3156355966751779,-1.0644902138922883,0.32431606309971606,-0.32712227172090413,-0.0899306093299809,-0.23369976171178905
0.2516715764140061,-0.3156355966751779,-0.6590744429374853,-0.2294718242305502,-0.07522935750139034,0.019221524447746333
-0.37271690723578493,0.2516715764140061,-0.6227754200673026,0.2070042819911516,-0.27729739458860064,-0.19648393028529937
0.4396525372272086,-0.37271690723578493,-0.7871350683193545,0.19143192550441077,-0.6230092923054372,0.030178973854984074
0.7450215692421311,0.4396525372272086,-0.10661226921191896,-0.1787296952415908,-0.08758264204524022,0.08219788149579643
0.402301859385088,0.7450215692421311,0.15059529783319112,-0.1832937724909192,0.24901996911006294,-0.08888323997675351
0.9858846324823007,0.402301859385088,-0.41563766135166064,0.0591892271003134,0.13543456604508605,0.23724365884039006
0.03913994730342484,0.9858846324823007,-0.7528306233015882,0.09456970079902934,-0.3113509868794074,-0.3902910529519687
