t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,cobertura_puntual,ancho_medio,cobertura_simultanea,winkler,winkler_max_medio,winkler_max_glob,picp,mpiw,picp_simultaneo
2,21,11,train,20,False,0.9667665585439782,0.9832428787151108,0.8943672581460436,0.7818737464131535,0.9594114655613346,3.3625148850980704,1.9692889815012506,1.8081476108659593,2.5564766499749214,0.9757624350303774,0.946,3.752642559544404,0.45,4.536436017934645,14.046318511579608,66.49498395553103,0.946,3.752642559544404,0.45
3,22,12,train,20,False,0.9872506026182769,0.9936048523524212,0.9170256207304817,0.7912463552013518,0.9717839241248679,3.3625148850980704,2.003782856856496,1.840449857801529,2.570353339638576,0.9780386255402327,0.9426666666666667,3.7533156469378834,0.4,4.571748441399917,14.692645336310699,66.49498395553103,0.9426666666666667,3.7533156469378834,0.4
4,23,13,train,20,False,1.0567879396162136,1.0280019161539602,0.9476161161830639,0.8173469388233631,1.0049101688703845,3.3625148850980704,2.065250038073508,1.897272865165585,2.572487891128392,0.9775372526833721,0.9306666666666666,3.7539704792888915,0.35,4.747734222247413,16.0979811711417,66.49498395553103,0.9306666666666666,3.7539704792888915,0.35
5,24,14,train,20,False,1.0154556590011343,1.0076981983714839,0.9051890042306205,0.8032348851935842,0.9876289041756984,3.3625148850980704,2.0394360740251534,1.8779428967179321,2.5750857010205457,0.9800840229463356,0.938,3.753913553903547,0.35,4.679611101103679,15.33257302271392,66.49498395553103,0.938,3.753913553903547,0.35
6,25,15,train,20,False,1.007766373225798,1.003875676179973,0.9139904165202413,0.7958409515429132,0.9825382297754117,3.3625148850980704,2.0874991050005454,1.8792076307729761,2.684783728720256,0.9787449313586756,0.9366666666666666,3.7492776026113375,0.3,4.692679588050909,16.641849288234877,66.49498395553103,0.9366666666666666,3.7492776026113375,0.3
7,26,16,train,20,False,1.0221725819392182,1.0110255100338559,0.8972505174135009,0.8051648984405739,0.9898722114005742,3.3625148850980704,2.1109134219055004,1.878295460476787,2.6840270020072947,0.9790773838806764,0.9353333333333333,3.7458940760727977,0.25,4.704974088339864,17.82362035613582,66.49498395553103,0.9353333333333333,3.7458940760727977,0.25
8,27,17,train,20,False,1.0006533947978178,1.000326644050741,0.8830015764057491,0.7983581009344365,0.9804477637366805,3.3625148850980704,2.0938540439858957,1.861006053912489,2.6805734713277096,0.9801276108836184,0.9413333333333334,3.7531217691306042,0.3,4.637521365613266,16.91021471499966,66.49498395553103,0.9413333333333334,3.7531217691306042,0.3
9,28,18,train,20,False,1.0480809640289757,1.023758254681727,0.8542843897463722,0.8225798511436976,1.0068095060275093,3.3625148850980704,2.1287726802609077,1.8966702239881712,2.648135948135763,0.9834445792483628,0.9373333333333334,3.7438318050335346,0.25,4.635563610709349,17.08586857533435,66.49498395553103,0.9373333333333334,3.7438318050335346,0.25
10,29,19,train,20,False,1.0558778624878653,1.0275591771221089,0.8106038593910475,0.8203040960126213,1.010872873831364,3.3625148850980704,2.1429498607309427,1.9174678044927602,2.6796890966606686,0.983761224012929,0.936,3.7586488550833894,0.25,4.722367330663202,17.88171570263966,66.49498395553103,0.936,3.7586488550833894,0.25
11,30,20,train,20,False,1.038623558837671,1.0191288234750655,0.8119071316017178,0.8109120501260005,0.9979576890450073,3.3625148850980704,2.109742511765646,1.8906523440474328,2.653686580685331,0.9792262430986222,0.936,3.772250169718214,0.25,4.736005290379787,17.893605003968904,66.49498395553103,0.936,3.772250169718214,0.25
12,31,21,train,20,False,1.0481169124945258,1.023775811637746,0.8306192760976637,0.815003356543353,1.0027211998891297,3.3625148850980704,2.098283698552497,1.8849614153068959,2.6291051502531766,0.9794343531960039,0.9386666666666666,3.7719101193251845,0.3,4.723424073531059,17.536675376230203,66.49498395553103,0.9386666666666666,3.7719101193251845,0.3
13,32,22,train,20,False,1.0373077303465152,1.0184830535391913,0.8513551097280462,0.8151964901038193,0.9975211688319396,3.3625148850980704,2.0790589211633757,1.8649459511971092,2.606930842378079,0.9794185238189188,0.9446666666666667,3.775502892407296,0.35,4.690311401613421,16.981379042281368,66.49498395553103,0.9446666666666667,3.775502892407296,0.35
14,33,23,train,20,False,1.0233886988214465,1.0116267586523433,0.8464062685751228,0.8061778887668577,0.9886714299174931,3.3625148850980704,2.0665475994566416,1.858934339318456,2.6383825218669688,0.9773084998607288,0.9466666666666667,3.7653797936790894,0.4,4.671754191407836,16.68027911042435,66.49498395553103,0.9466666666666667,3.7653797936790894,0.4
15,34,24,train,20,False,0.9898332206206992,0.9949036237850877,0.8826309636993869,0.8050677771209045,0.9750540358293505,2.632429312339015,2.0077804392329552,1.8048070690214502,2.5764836621854403,0.9800487328810604,0.9493333333333334,3.7669930006517105,0.4,4.346006906873787,14.149358057753684,35.651317833232135,0.9493333333333334,3.7669930006517105,0.4
16,35,25,train,20,False,0.9462682688402069,0.9727632131408994,0.932970597638591,0.786549303572283,0.9508498224185298,2.632429312339015,1.9562559440478675,1.7543984790419358,2.559535573655282,0.9774730474730693,0.9546666666666667,3.764104391338013,0.45,4.310583140204796,13.575982684364451,35.651317833232135,0.9546666666666667,3.764104391338013,0.45
17,36,26,train,20,False,0.913931461475155,0.9559976262915902,1.004185608666706,0.7705658961946285,0.9364317146387485,2.632429312339015,1.9389369088278634,1.7471991019107953,2.5824234190693143,0.9795335143992567,0.9566666666666667,3.760987939098865,0.45,4.278197268762605,13.406199246914486,35.651317833232135,0.9566666666666667,3.760987939098865,0.45
18,37,27,train,20,False,0.9533881317978892,0.9764159624862189,1.0492100617888511,0.7927263067817475,0.9560548335762524,2.632429312339015,1.9383015819748919,1.7528979395124733,2.523933493539362,0.9791470749227393,0.9566666666666667,3.759961163100573,0.45,4.277087494397487,13.406523220502985,35.651317833232135,0.9566666666666667,3.759961163100573,0.45
19,38,28,train,20,False,0.9530558055897644,0.9762457710995548,1.0505162573196016,0.7957513496759204,0.9558813119696911,2.632429312339015,1.9227004796750902,1.7354613194839341,2.4985532237277432,0.9791400283281873,0.9566666666666667,3.7695267717887866,0.45,4.28682872927462,13.41957801250003,35.651317833232135,0.9566666666666667,3.7695267717887866,0.45
20,39,29,train,20,False,0.9795448390219418,0.989719575951664,1.0359842637898269,0.8058648914894914,0.9703491774202476,2.632429312339015,1.963723359018423,1.7763111598758006,2.5166898522576946,0.9804283970913773,0.9513333333333334,3.7670762758807794,0.4,4.364714672902764,14.523610623603872,35.651317833232135,0.9513333333333334,3.7670762758807794,0.4
21,40,30,train,20,False,0.9961475885010185,0.9980719355342171,1.0558482388567207,0.8171783506799517,0.9793826438387161,2.632429312339015,1.949667737718545,1.7817249580343133,2.4601917284555315,0.981274604534895,0.9513333333333334,3.7682554014137106,0.4,4.358021907244465,13.945113791701242,35.651317833232135,0.9513333333333334,3.7682554014137106,0.4
22,41,31,train,20,False,0.9744063538523868,0.9871202327236469,1.0499635330633301,0.8106767833718823,0.9675301365091311,2.632429312339015,1.9151223976069258,1.7540557315282452,2.4377589546168386,0.9801542957330912,0.9553333333333334,3.769121725151633,0.45,4.294077870232767,12.89058412081109,35.651317833232135,0.9553333333333334,3.769121725151633,0.45
23,42,32,train,20,False,0.9716008288647394,0.9856981428737397,1.0241935760383234,0.8105551710625107,0.966032346480671,2.632429312339015,1.904809031799444,1.7344818820066803,2.4243966148391776,0.9800488653293652,0.9573333333333334,3.7690617731361704,0.45,4.26654283581673,12.884739429750422,35.651317833232135,0.9573333333333334,3.7690617731361704,0.45
24,43,33,train,20,False,0.9127770151733179,0.9553936440930083,0.9899682009240142,0.7867177753188033,0.9397175681218686,2.4670614004000946,1.8690103728722076,1.7028863554805675,2.4531337196608587,0.9835920240122368,0.966,3.7677556423066974,0.45,4.108846933601228,11.827341484756797,35.651317833232135,0.966,3.7677556423066974,0.45
25,44,34,train,20,False,0.9753766176274313,0.9876115722425651,1.0180111178355329,0.8104268508591204,0.9643710115875518,2.4670614004000946,1.890876539833196,1.7254020964314314,2.4338375338310096,0.9764679137950549,0.956,3.770531548026068,0.45,4.2475041012899615,12.762143052618734,35.651317833232135,0.956,3.770531548026068,0.45
26,45,35,train,20,False,1.008480650039799,1.0042313727621732,0.9771266193786107,0.8267482954117847,0.9829635381047452,2.4670614004000946,1.8674926601610438,1.748067115359324,2.333160979224456,0.9788217782930541,0.9573333333333334,3.7819348557766173,0.5,4.241203507118677,11.46720013176954,35.651317833232135,0.9573333333333334,3.7819348557766173,0.5
27,46,36,train,20,False,0.9897899328872255,0.9948818688101746,1.0890777051736302,0.8195614822956909,0.9732078290738404,2.4670614004000946,1.8279338730497776,1.7335328973269526,2.305487775588198,0.9782144590068214,0.9586666666666667,3.7967055225274495,0.55,4.240408242557182,10.314185755255455,35.651317833232135,0.9586666666666667,3.7967055225274495,0.55
28,47,37,train,20,False,0.9642040744181575,0.9819389361962165,1.088542191378783,0.8031648268789932,0.9590916873109017,2.4670614004000946,1.8116427896286478,1.7201273771040153,2.3304828258515364,0.9767325155942799,0.9586666666666667,3.795468135860073,0.55,4.239089449644316,10.30837195166841,35.651317833232135,0.9586666666666667,3.795468135860073,0.55
29,48,38,train,20,False,0.9410538373674914,0.9700792943710794,1.0415768085093076,0.7912537790620024,0.9481020302584483,2.4670614004000946,1.821889437587382,1.7231192349143192,2.3781350423604,0.9773448786710992,0.9586666666666667,3.792589937182905,0.55,4.277180526907019,11.014346394089346,35.651317833232135,0.9586666666666667,3.792589937182905,0.55
30,49,39,train,20,False,0.9505862928274658,0.9749801499658677,0.9755645460711841,0.8007799035869472,0.9526602683744134,2.401460142878519,1.8153981885841624,1.7092811729827315,2.3297766290098396,0.9771073476806316,0.96,3.779182484305266,0.55,4.203196271881837,10.324410564707602,26.089295957257796,0.96,3.779182484305266,0.55
31,50,40,train,20,False,1.0739484993456727,1.036314864964154,1.0588970617565687,0.8490967071942992,1.0087484988908195,3.1431890248121466,1.9317892199233744,1.8163350706393664,2.3553067837298998,0.9733996230245254,0.9473333333333334,3.7729261052424783,0.5,4.478120092786411,12.995426925103056,57.568079674679964,0.9473333333333334,3.7729261052424783,0.5
32,51,41,train,20,False,1.0556515662990704,1.0274490577634836,1.0236963827276189,0.8395086608501042,0.9990936632829666,3.1431890248121466,1.9390759519694587,1.8136844947998036,2.3933331019546973,0.9724021407521263,0.9473333333333334,3.782218954902298,0.5,4.487430475925757,13.00025864344411,57.568079674679964,0.9473333333333334,3.782218954902298,0.5
33,52,42,train,20,False,1.026538072344529,1.0131821516117074,1.007730740365582,0.8220658583470337,0.9810543225913065,3.1431890248121466,1.919912491247003,1.789636339812661,2.4197798676912377,0.9682901747042287,0.9473333333333334,3.7784563464727032,0.5,4.48356291710339,12.991171492245837,57.568079674679964,0.9473333333333334,3.7784563464727032,0.5
34,53,43,train,20,False,1.0248519680617536,1.0123497261627297,0.9985557186128399,0.827622575837281,0.9798246943918605,3.1431890248121466,1.8826163503488407,1.7557092156067569,2.3244816912997712,0.967871743400224,0.9473333333333334,3.782352935487958,0.5,4.487492986588956,12.988055591037451,57.568079674679964,0.9473333333333334,3.782352935487958,0.5
35,54,44,train,20,False,0.9947271584319493,0.997360094665888,1.006475532201134,0.8152089917584027,0.9637112623044255,3.1431890248121466,1.8402425401124909,1.715013932486071,2.30617176879438,0.9662621027837144,0.954,3.7837593191838623,0.55,4.435256173122631,12.399792548272519,57.568079674679964,0.954,3.7837593191838623,0.55
36,55,45,train,20,False,0.9922203924828545,0.9961026013834391,1.034587452936837,0.8109914614936391,0.9617475314741639,3.1431890248121466,1.8417779385678266,1.7187502078972081,2.3250243185241812,0.9655105108032435,0.954,3.7780582512516854,0.55,4.429420353161715,12.398673036962784,57.568079674679964,0.954,3.7780582512516854,0.55
37,56,46,train,20,False,1.0340850846610086,1.0168997416958117,1.0525232426306959,0.8180540281914253,0.9798241270334692,3.3837905979105174,1.9092196780690585,1.779568371333207,2.3785591229555854,0.9635405407808303,0.9466666666666667,3.7702075765028114,0.55,4.7467775142770545,14.743812154804683,64.5786661628027,0.9466666666666667,3.7702075765028114,0.55
38,57,47,train,20,False,1.044704270055938,1.0221077585342644,1.014501942318813,0.8140505398473167,0.9840913774793231,3.3837905979105174,1.9487842395365433,1.8117036459438522,2.4241302747977422,0.962805897188905,0.9353333333333333,3.7688629411550245,0.5,4.942118773822929,16.362347264672568,64.5786661628027,0.9353333333333333,3.7688629411550245,0.5
39,58,48,train,20,False,1.0467754406526573,1.0231204428866902,1.0390198032499947,0.812254148923427,0.9851627775964825,3.3837905979105174,1.9580646321649007,1.8227529800056204,2.4387797778523197,0.962900100810114,0.9353333333333333,3.769480471294867,0.5,4.942659916829006,16.36130600538296,64.5786661628027,0.9353333333333333,3.769480471294867,0.5
40,59,49,train,20,False,1.0204143485984876,1.0101556061312968,1.0296371529462334,0.8069843983750712,0.970777819318327,3.3837905979105174,1.929468519897858,1.7717680700600578,2.4203698090908174,0.9610180980296894,0.94,3.772080629842466,0.5,4.8684637479991455,15.748734257143875,64.5786661628027,0.94,3.772080629842466,0.5
41,60,50,train,20,False,1.022380872276504,1.0111285142238369,0.9864700453538489,0.8076042390094147,0.971742802137183,3.3837905979105174,1.9224989231551899,1.768535946227831,2.4111881595794307,0.9610477683770128,0.942,3.7713834585188937,0.55,4.865043549930649,15.641035577656194,64.5786661628027,0.942,3.7713834585188937,0.55
42,61,51,train,20,False,1.042894768884194,1.0212221936895975,1.009400814016013,0.8124829929749848,0.9829993541062464,3.3837905979105174,1.9455156641549056,1.793186375833761,2.4249634434155376,0.9625714758065971,0.938,3.7762953286153946,0.5,4.887038494364244,15.95497129328252,64.5786661628027,0.938,3.7762953286153946,0.5
