t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,modelo
2,21,11,train,20,False,0.00033801191997121465,0.018385100488472035,0.5070376861164355,VAR
3,22,12,train,20,False,0.0003254479271119012,0.018040175362559568,0.4870361072458756,VAR
4,23,13,train,20,False,0.00031842479994628346,0.017844461324071498,0.4940868168733769,VAR
5,24,14,train,20,False,0.0003036122577201743,0.01742447295387078,0.5007305933177578,VAR
6,25,15,train,20,False,0.0002745555366558339,0.01656971745853966,0.6123666328381174,VAR
7,26,16,train,20,False,0.00029454632803868483,0.017162352054385925,0.9131523535426638,VAR
8,27,17,train,20,False,0.0003026758685656265,0.017397582262073847,1.0093138250983509,VAR
9,28,18,train,20,False,0.0003165497225235767,0.017791844269877607,1.028193512620778,VAR
10,29,19,train,20,False,0.00031498904036250327,0.017747930593804542,0.8501848000225035,VAR
11,30,20,train,20,False,0.00031570703594126546,0.017768146665909347,0.7193509829254692,VAR
12,31,21,train,20,False,0.00029434739187910846,0.017156555361700916,0.6151192829551687,VAR
13,32,22,train,20,False,0.00029275374864184777,0.017110048177660042,0.5361572904337484,VAR
14,33,23,train,20,False,0.0002984504536586953,0.01727571861482744,0.49239833642296116,VAR
15,34,24,train,20,False,0.00028557160669238815,0.01689886406514912,0.4303891494413182,VAR
16,35,25,train,20,False,0.00028577000209910905,0.016904733127118838,0.3883589676834628,VAR
17,36,26,train,20,False,0.0002780094839224601,0.01667361640204248,0.33677230450880435,VAR
18,37,27,train,20,False,0.0002370128331132778,0.015395221112841407,0.2740663956971639,VAR
19,38,28,train,20,False,0.00023289814434164936,0.015261000764748338,0.26371014962971595,VAR
20,39,29,train,20,False,0.00023401497301005314,0.015297547941093472,0.267738167910198,VAR
21,40,30,train,20,False,0.0002205245715897602,0.014850069750333168,0.25784079734497867,VAR
22,41,31,train,20,False,0.00021377550697520816,0.014621063811337674,0.24641333048933506,VAR
23,42,32,train,20,False,0.0002107928058564587,0.014518705378113391,0.23044530262118476,VAR
24,43,33,train,20,False,0.00020408105351603966,0.014285694015904151,0.22438629242597619,VAR
25,44,34,train,20,False,0.00020003979862030295,0.014143542647452333,0.211731565425886,VAR
26,45,35,train,20,False,0.0001864230563322248,0.013653682885295997,0.2071069323340891,VAR
27,46,36,train,20,False,0.00016563091599970176,0.012869767519256196,0.2263449758152745,VAR
28,47,37,train,20,False,0.0001477547778706183,0.012155442314889998,0.2937125212327107,VAR
29,48,38,train,20,False,0.00013274464770638466,0.011521486349702657,0.32114617658086253,VAR
30,49,39,train,20,False,0.00012139558504636929,0.011017966466021272,0.30965210117035846,VAR
31,50,40,train,20,False,0.00011568863486592892,0.010755865137957472,0.3132411614233115,VAR
32,51,41,train,20,False,0.00011660956313418716,0.010798590793903952,0.3378257578222288,VAR
33,52,42,train,20,False,0.00012781728123110387,0.01130563051010884,0.3671481702578007,VAR
34,53,43,train,20,False,0.0001605842956974547,0.012672185908415907,0.443477541564905,VAR
35,54,44,train,20,False,0.00016279453614897972,0.01275909621207473,0.44907654645980194,VAR
36,55,45,train,20,False,0.0001625210784244746,0.01274837552100167,0.4096408063647878,VAR
37,56,46,train,20,False,0.00014935034352416443,0.012220897819888867,0.3221596116890841,VAR
38,57,47,train,20,False,0.000164426366117255,0.012822884469465324,0.29273638120352463,VAR
39,58,48,train,20,False,0.00016178552137071189,0.012719493754497931,0.27212573544719876,VAR
40,59,49,train,20,False,0.00015461713669086548,0.012434513930623323,0.2567370449521344,VAR
41,60,50,train,20,False,0.0001587768841597147,0.012600669988525003,0.25275722926887345,VAR
42,61,51,train,20,False,0.00016223875177475103,0.012737297663741357,0.23114972994611782,VAR
43,62,52,train,20,False,0.00018792618077190395,0.01370861702623222,0.23197688661792826,VAR
44,63,53,train,20,False,0.00018529931925582535,0.0136124692563776,0.21244726420293317,VAR
45,64,54,train,20,False,0.0001859015271149698,0.01363457102790439,0.19851688452626196,VAR
46,65,55,train,20,False,0.00018514435578915027,0.013606776098295668,0.18676831057292206,VAR
47,66,56,train,20,False,0.0001794120210430752,0.013394477259045058,0.17501872688939757,VAR
48,67,57,train,20,False,0.00019683978870699027,0.01402996039577412,0.1893687108741573,VAR
49,68,58,train,20,False,0.00019299795244375265,0.01389237029609248,0.19595784580800862,VAR
50,69,59,train,20,False,0.00018964015507720575,0.013770989618658701,0.20146912068934605,VAR
51,70,60,train,20,False,0.00018500479737389462,0.01360164686256391,0.21750010621094704,VAR
52,71,61,train,20,False,0.00018108165213632116,0.013456658282661457,0.25036583225141673,VAR
53,72,62,train,20,False,0.00016957946300504446,0.0130222679670265,0.2691715255079612,VAR
54,73,63,train,20,False,0.00012631078020623062,0.011238806885351782,0.25696846151108976,VAR
55,74,64,train,20,False,0.00011824422331828657,0.010874015970113643,0.29709387857197744,VAR
56,75,65,train,20,False,0.00011472663810667932,0.010711052147510034,0.31955632422554675,VAR
57,76,66,train,20,False,0.00011242928346057045,0.010603267584125681,0.32511114000179975,VAR
58,77,67,train,20,False,9.699664697648544e-05,0.00984868757634668,0.29620803631926773,VAR
59,78,68,train,20,False,8.66165715943278e-05,0.009306802436622784,0.28576066631091057,VAR
60,79,69,train,20,False,8.803172834396553e-05,0.009382522493656252,0.28852405601789766,VAR
61,80,70,train,20,False,8.174529492651199e-05,0.009041310465110242,0.27687430161092497,VAR
62,81,71,train,20,False,7.800800493361134e-05,0.008832214044825416,0.25232667943659903,VAR
63,82,72,train,20,False,5.191822769684449e-05,0.0072054304310599305,0.17509372412354707,VAR
64,83,73,train,20,False,5.174886085769319e-05,0.007193668108669817,0.1765130320232879,VAR
65,84,74,train,20,False,5.075374788391601e-05,0.0071241664694135275,0.17697971821953096,VAR
66,85,75,train,20,False,4.8469116950772024e-05,0.006961976511794048,0.17466111693709105,VAR
67,86,76,train,20,False,4.865714305873877e-05,0.006975467228705097,0.17040692414742997,VAR
68,87,77,train,20,False,2.517281056624167e-05,0.005017251295903133,0.09353988024034199,VAR
69,88,78,train,20,False,4.019479146295033e-05,0.006339936234927787,0.14496429906763786,VAR
70,89,79,train,20,False,6.0135324567437745e-05,0.007754696935885872,0.20521610159615256,VAR
71,90,80,train,20,False,6.355903694883789e-05,0.007972392172292949,0.2188158401837553,VAR
72,91,81,train,20,False,7.63451276429644e-05,0.008737569893452321,0.24955381925927583,VAR
73,92,82,train,20,False,7.437244270148966e-05,0.008623945889295088,0.23316381443893616,VAR
74,93,83,train,20,False,7.432752624987061e-05,0.008621341325447602,0.22966807280646315,VAR
75,94,84,train,20,False,8.05218921684295e-05,0.00897339914237796,0.23879343398264696,VAR
76,95,85,train,20,False,8.154642961195417e-05,0.009030306174873262,0.23734824736220547,VAR
77,96,86,train,20,False,9.381756926871948e-05,0.009685946999066199,0.25931005973647425,VAR
78,97,87,train,20,False,0.0001091812272483764,0.01044898211542045,0.2806752933132716,VAR
79,98,88,train,20,False,0.00011240613984749972,0.010602176184515127,0.2930781087565011,VAR
80,99,89,train,20,False,0.00011003252291023508,0.010489638836024578,0.2801759122423385,VAR
81,100,90,train,20,False,0.00012246718547809173,0.011066489302307744,0.294062762852043,VAR
82,101,91,train,20,False,0.0001611906392860189,0.01269608755822119,0.39154382443515395,VAR
83,102,92,train,20,False,0.00016540774527474362,0.01286109424873108,0.4189858187914033,VAR
84,103,93,train,20,False,0.00017223414602412682,0.013123800746130171,0.4495874600515588,VAR
85,104,94,train,20,False,0.00021308358899973164,0.014597382950369277,0.4743810986161021,VAR
86,105,95,train,20,False,0.00022595049661862282,0.015031649830228977,0.4574789000340147,VAR
87,106,96,train,20,False,0.00023979839062038619,0.015485425102992369,0.4706278883068416,VAR
88,107,97,train,20,False,0.00024345173762582817,0.01560294003147574,0.4648613018553489,VAR
89,108,98,train,20,False,0.00022892996609360025,0.015130431788075323,0.44557641163114026,VAR
90,109,99,train,20,False,0.0002097033611402126,0.014481138116191441,0.4129987879609685,VAR
91,110,100,train,20,False,0.00020773756716030165,0.014413104008516057,0.40452965739271235,VAR
92,111,101,train,20,False,0.00019941641486000312,0.014121487699955805,0.3948310524900811,VAR
93,112,102,train,20,False,0.0002005560640790383,0.01416178181158848,0.39669476664203174,VAR
94,113,103,train,20,False,0.00020341571906798964,0.014262388266625953,0.40056427623078544,VAR
95,114,104,train,20,False,0.00020086295994876813,0.014172613024730765,0.4064230698559235,VAR
96,115,105,train,20,False,0.00020186964043468367,0.014208083629915881,0.42482568053334013,VAR
97,116,106,train,20,False,0.0001904160854925301,0.013799133505134665,0.43790590761026504,VAR
98,117,107,train,20,False,0.0001764293261695249,0.013282670144572774,0.4681342807823165,VAR
99,118,108,train,20,False,0.00017431091053331303,0.013202685731824152,0.530395562918821,VAR
100,119,109,train,20,False,0.0001745948291062744,0.013213433660720985,0.6431118885065655,VAR
101,120,110,train,20,False,0.0001643101453480801,0.01281835189671746,0.8435624340026594,VAR
102,121,111,train,20,False,0.00013103206534998855,0.011446923837869655,0.764325516768631,VAR
103,122,112,train,20,False,0.00015498931953192887,0.01244947065267953,0.773697398734606,VAR
104,123,113,train,20,False,0.00016076955687215853,0.01267949355740041,0.8086915095481928,VAR
